,Total_Driving_RANK THIS WEEK,Total_Driving_RANK LAST WEEK,Total_Driving_PLAYER NAME,Total_Driving_EVENTS,Total_Driving_TOTAL,Total_Driving_DISTANCE RANK,Total_Driving_ACCURACY RANK
42,T42,T42,Lee Westwood,15,164,38,126
43,T44,T44,Tommy Armour III,29,165,112,53
44,T44,T44,K.J. Choi,24,165,98,67
45,T44,T44,Paul Claxton,29,165,153,12
46,T44,T44,J.J. Henry,32,165,34,131
47,T44,T44,Chris Smith,32,165,18,147
48,T44,T44,Darron Stiles,26,165,142,23
49,T50,T50,Rocco Mediate,24,168,108,60
50,T50,T50,D.A. Points,33,168,82,86
51,T50,T50,Kevin Stadler,33,168,23,145
52,T50,T50,Scott Verplank,25,168,159,9
53,T54,T54,Scott Gutschewski,27,169,4,165
54,T54,T54,Jay Williamson,16,169,155,14
55,T56,T56,Geoff Ogilvy,26,170,31,139
56,T56,T56,Heath Slocum,29,170,159,11
57,58,58,Duffy Waldorf,28,172,149,23
58,T59,T59,Stuart Appleby,25,174,19,155
59,T59,T59,Davis Love III,24,174,8,166
60,61,61,Jason Bohn,28,175,62,113
61,T62,T62,Chad Campbell,27,176,52,124
62,T62,T62,Kevin Sutherland,26,176,108,68
63,64,64,Olin Browne,29,177,173,4
64,T65,T65,Tom Pernice Jr.,32,179,80,99
65,T65,T65,Hidemichi Tanaka,34,179,150,29
66,67,67,Arjun Atwal,17,180,50,130
67,68,68,Nick Watney,31,182,28,154
68,T69,T69,Cameron Beckman,31,183,120,63
69,T69,T69,Steve Lowery,32,183,77,106
70,T69,T69,Hunter Mahan,34,183,55,128
71,T72,T72,Mark Hensby,21,185,83,102
72,T72,T72,Brett Wetterich,28,185,3,182
73,T74,T74,Rod Pampling,26,186,40,146
74,T74,T74,Mario Tiziani,23,186,122,64
75,T76,T76,Brian Bateman,32,187,76,111
76,T76,T76,Tim Herron,28,187,65,122
77,T76,T76,Phil Mickelson,21,187,26,161
78,T76,T76,Greg Owen,24,187,71,116
79,T80,T80,Jonathan Byrd,31,188,37,151
80,T80,T80,Jerry Kelly,31,188,155,33
81,82,82,Brandt Jobe,27,189,11,178
82,83,83,Tjaart van der Walt,19,190,140,50
83,T84,T84,José Coceres,22,191,184,7
84,T84,T84,Robert Damron,28,191,181,10
85,T86,T86,Arron Oberholser,21,193,145,48
86,T86,T86,Tiger Woods,21,193,2,191
87,T88,T88,Steve Allan,32,194,32,162
88,T88,T88,Omar Uresti,27,194,191,3
89,90,90,Matt Kuchar,21,195,170,25
90,T91,T91,Ryan Palmer,32,196,47,149
91,T91,T91,Bob Tway,26,196,114,82
92,93,93,Tom Lehman,20,197,121,76
93,T94,T94,Tim Clark,26,199,140,59
94,T94,T94,Fred Funk,30,199,197,2
95,T94,T94,Brendan Jones,28,199,14,185
96,T94,T94,Adam Scott,19,199,23,176
97,98,98,Phillip Price,25,200,142,58
98,T99,T99,Doug Barron,24,201,175,26
99,T99,T99,Steve Elkington,20,201,145,56
100,T99,T99,Retief Goosen,18,201,44,157
101,T102,T102,Jim Furyk,26,202,170,32
102,T102,T102,Jeff Hart,23,202,201,1
103,T102,T102,Skip Kendall,32,202,187,15
104,T102,T102,Justin Leonard,24,202,128,74
105,106,106,Scott Hend,28,203,1,202
106,T107,T107,Frank Lickliter II,33,204,103,101
107,T107,T107,Brenden Pappas,15,204,6,198
108,T107,T107,Kirk Triplett,18,204,187,17
109,T110,T110,Gavin Coles,22,205,200,5
110,T110,T110,John Daly,25,205,5,200
111,T110,T110,Tom Gillis,28,205,133,72
112,T110,T110,Pat Perez,28,205,68,137
113,T110,T110,Carl Pettersson,34,205,70,135
114,115,115,Hank Kuehne,30,206,7,199
115,116,116,Robert Gamez,28,208,162,46
116,T117,T117,John Elliott,25,209,13,196
117,T117,T117,Tag Ridings,31,209,20,189
118,119,119,Luke Donald,18,210,135,75
119,120,120,Larry Mize,18,211,192,19
120,T121,T121,Tom Byrum,27,213,195,18
121,T121,T121,Fred Couples,22,213,39,174
122,T121,T121,Peter Lonard,27,213,93,120
123,T124,T124,Jim Carter,25,215,185,30
124,T124,T124,Dan Forsman,17,215,52,163
125,T124,T124,Shaun Micheel,29,215,101,114
126,T124,T124,Mark Wilson,25,215,174,41
127,T128,T128,John Cook,26,217,196,21
128,T128,T128,Neal Lancaster,31,217,58,159
129,T128,T128,Stephen Leaney,29,217,182,35
130,T131,T131,Scott McCarron,24,218,77,141
131,T131,T131,Dennis Paulson,24,218,30,188
132,T131,T131,Jeff Sluman,28,218,176,42
133,T131,T131,Dean Wilson,27,218,152,66
134,T135,T135,Bob Estes,25,219,142,77
135,T135,T135,Shigeki Maruyama,29,219,98,121
136,137,137,Jason Allred,29,221,20,201
137,T138,T138,Danny Briggs,29,222,185,37
138,T138,T138,Daniel Chopra,34,222,35,187
139,T138,T138,Chris Riley,25,222,178,44
140,T138,T138,Rory Sabbatini,26,222,36,186
141,142,142,Carlos Franco,25,223,48,175
142,143,143,Steve Jones,20,224,167,57
143,144,144,Glen Day,27,225,118,107
144,145,145,Todd Hamilton,31,227,110,117
145,146,146,Charles Howell III,29,228,56,172
146,T147,T147,Paul Gow,27,230,178,52
147,T147,T147,Brett Quigley,31,230,59,171
148,T147,T147,Patrick Sheehan,35,230,96,134
149,150,150,Loren Roberts,18,231,197,34
150,151,151,Jesper Parnevik,24,232,64,168
151,152,152,Brian Gay,33,233,193,40
152,T153,T153,Matt Davidson,20,234,165,69
153,T153,T153,Bill Glasson,21,234,139,95
154,T153,T153,Joe Ogilvie,30,234,131,103
155,T156,T156,Woody Austin,30,235,93,142
156,T156,T156,Mark Brooks,28,235,199,36
157,T156,T156,Steve Flesch,30,235,138,97
158,159,159,James Driscoll,26,237,42,195
159,160,160,Ian Poulter,20,239,132,107
160,161,161,Mike Weir,23,240,158,82
161,T162,T162,Billy Andrade,26,241,151,90
162,T162,T162,Bob Heintz,24,241,71,170
163,164,164,Padraig Harrington,15,243,54,189
164,T165,T165,Ben Crane,21,244,61,183
165,T165,T165,Charlie Wi,23,244,129,115
166,T167,T167,Hunter Haas,28,247,88,159
167,T167,T167,Corey Pavin,23,247,202,45
168,169,169,Jay Haas,16,249,187,62
169,170,170,Dudley Hart,29,250,127,123
170,T171,T171,Justin Bolli,24,252,96,156
171,T171,T171,Ryuji Imada,25,252,85,167
172,173,173,Stephen Ames,24,254,122,132
173,174,174,Michael Allen,30,257,65,192
174,T175,T175,Chris Anderson,25,258,177,81
175,T175,T175,Ben Curtis,24,258,170,88
176,T175,T175,Brent Geiberger,21,258,162,96
177,T175,T175,Glen Hnatiuk,21,258,148,110
178,179,179,Todd Fischer,35,260,187,73
179,T180,T180,Matt Gogel,28,261,169,92
180,T180,T180,José María Olazábal,16,261,103,158
181,182,182,Bernhard Langer,19,262,93,169
182,183,183,Hideto Tanihara,20,264,135,129
183,184,184,Freddie Jacobson,23,266,90,176
184,T185,T185,Aaron Baddeley,27,268,74,194
185,T185,T185,Andrew Magee,29,268,87,181
186,T187,T187,Paul Azinger,22,269,133,136
187,T187,T187,Stewart Cink,26,269,126,143
188,189,189,Rich Beem,26,270,106,164
189,190,190,Kevin Na,32,285,167,118
190,191,191,Chris DiMarco,24,289,164,125
191,192,192,Thomas Levet,20,290,110,180
192,T193,T193,J.P. Hayes,22,297,153,144
193,T193,T193,Tim Petrovic,32,297,118,179
194,195,195,Lee Janzen,26,309,125,184
195,196,196,Craig Perks,27,315,122,193
196,197,197,Mark O'Meara,21,316,183,133
197,198,198,Rob Rashell,25,318,166,152
198,199,199,Steve Stricker,21,326,129,197
199,200,200,Len Mattiace,34,328,178,150
200,T201,T201,Brad Faxon,23,332,194,138
201,T201,T201,Franklin Langham,31,332,159,173
