,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
97,T98,T98,K.J. Choi,78,288.8,42167,146
98,T98,T98,Shigeki Maruyama,99,288.8,56596,196
99,100,100,Briny Baird,98,288.7,55421,192
100,101,101,Shaun Micheel,81,288.4,45560,158
101,102,102,Kent Jones,99,288.3,55939,194
102,T103,T103,Frank Lickliter II,100,288.2,55329,192
103,T103,T103,Billy Mayfair,114,288.2,63411,220
104,T103,T103,José María Olazábal,55,288.2,30553,106
105,106,106,Rich Beem,66,288.0,35718,124
106,107,107,David Toms,87,287.8,44321,154
107,T108,T108,Rocco Mediate,73,287.7,41711,145
108,T108,T108,Kevin Sutherland,89,287.7,50059,174
109,T110,T110,Todd Hamilton,94,287.2,52277,182
110,T110,T110,Thomas Levet,54,287.2,30448,106
111,112,112,Tommy Armour III,103,287.1,59149,206
112,113,113,Joey Sindelar,104,286.9,59668,208
113,T114,T114,Jeff Brehaut,71,286.6,38401,134
114,T114,T114,Alex Cejka,84,286.6,46435,162
115,T114,T114,Bob Tway,87,286.6,47568,166
116,117,117,Richard Johnson,50,286.3,28629,100
117,T118,T118,Glen Day,80,286.1,44630,156
118,T118,T118,Tim Petrovic,97,286.1,53216,186
119,120,120,Cameron Beckman,96,286.0,52624,184
120,121,121,Tom Lehman,69,285.9,38305,134
121,T122,T122,Stephen Ames,82,285.8,45152,158
122,T122,T122,Craig Perks,67,285.8,37148,130
123,T122,T122,Mario Tiziani,67,285.8,37153,130
124,125,125,Lee Janzen,75,285.7,41705,146
125,126,126,Stewart Cink,98,285.5,51394,180
126,127,127,Dudley Hart,84,285.4,47951,168
127,128,128,Justin Leonard,78,285.2,42777,150
128,T129,T129,Steve Stricker,62,285.1,35358,124
129,T129,T129,Charlie Wi,67,285.1,37065,130
130,131,131,Joe Ogilvie,103,284.9,56420,198
131,132,132,Ian Poulter,62,284.8,31893,112
132,T133,T133,Paul Azinger,66,284.6,37565,132
133,T133,T133,Tom Gillis,77,284.6,42689,150
134,T135,T135,Luke Donald,67,284.5,34134,120
135,T135,T135,Jeff Maggert,79,284.5,42110,148
136,T135,T135,Hideto Tanihara,50,284.5,27310,96
137,138,138,Steve Flesch,90,284.2,48307,170
138,139,139,Bill Glasson,54,284.0,29537,104
139,T140,T140,Tim Clark,92,283.8,49375,174
140,T140,T140,Tjaart van der Walt,56,283.8,31790,112
141,T142,T142,Bob Estes,92,283.6,52182,184
142,T142,T142,Phillip Price,77,283.6,41402,146
143,T142,T142,Darron Stiles,78,283.6,43105,152
144,T145,T145,Steve Elkington,67,283.5,37995,134
145,T145,T145,Arron Oberholser,65,283.5,35715,126
146,147,147,Bart Bryant,91,283.2,51549,182
147,148,148,Glen Hnatiuk,59,283.1,31138,110
148,149,149,Duffy Waldorf,86,283.0,46405,164
149,150,150,Hidemichi Tanaka,106,282.2,57560,204
150,151,151,Billy Andrade,83,282.0,46807,166
151,152,152,Dean Wilson,86,281.9,48487,172
152,T153,T153,Paul Claxton,79,281.7,44513,158
153,T153,T153,J.P. Hayes,63,281.7,35489,126
154,T155,T155,Brian Davis,75,281.5,42221,150
155,T155,T155,Jerry Kelly,101,281.5,55744,198
156,T155,T155,Jay Williamson,53,281.5,29836,106
157,158,158,Mike Weir,71,281.3,37138,132
158,T159,T159,Franklin Langham,91,281.2,48923,174
159,T159,T159,Heath Slocum,103,281.2,55669,198
160,T159,T159,Scott Verplank,87,281.2,48363,172
161,T162,T162,Robert Gamez,91,281.1,51160,182
162,T162,T162,Brent Geiberger,61,281.1,33172,118
163,164,164,Chris DiMarco,83,281.0,42155,150
164,165,165,Matt Davidson,53,280.9,29779,106
165,166,166,Rob Rashell,65,280.7,36492,130
166,T167,T167,Steve Jones,56,280.5,30299,108
167,T167,T167,Kevin Na,88,280.5,48245,172
168,169,169,Matt Gogel,78,280.3,42611,152
169,T170,T170,Ben Curtis,65,280.0,36405,130
170,T170,T170,Jim Furyk,94,280.0,52089,186
171,T170,T170,Matt Kuchar,60,280.0,33602,120
172,173,173,Olin Browne,99,278.9,52997,190
173,174,174,Mark Wilson,74,278.6,39005,140
174,175,175,Doug Barron,70,278.4,38973,140
175,176,176,Jeff Sluman,94,278.3,52327,188
176,177,177,Chris Anderson,66,278.1,34482,124
177,T178,T178,Paul Gow,78,278.0,41143,148
178,T178,T178,Len Mattiace,86,278.0,46703,168
179,T178,T178,Chris Riley,67,278.0,35580,128
180,181,181,Robert Damron,89,277.5,49397,178
181,182,182,Stephen Leaney,89,277.4,47716,172
182,183,183,Mark O'Meara,66,277.1,36581,132
183,184,184,José Coceres,56,276.4,29856,108
184,T185,T185,Danny Briggs,70,276.1,37550,136
185,T185,T185,Jim Carter,62,276.1,33129,120
186,T187,T187,Todd Fischer,99,276.0,53547,194
187,T187,T187,Jay Haas,54,276.0,28150,102
188,T187,T187,Skip Kendall,80,276.0,43053,156
189,T187,T187,Kirk Triplett,55,276.0,28701,104
190,191,191,Omar Uresti,84,275.8,46339,168
191,192,192,Larry Mize,54,275.7,27565,100
192,193,193,Brian Gay,101,275.4,54525,198
193,194,194,Brad Faxon,75,274.7,39001,142
194,195,195,Tom Byrum,83,274.3,45540,166
195,196,196,John Cook,72,272.6,38158,140
196,T197,T197,Fred Funk,102,270.0,54530,202
197,T197,T197,Loren Roberts,54,270.0,28625,106
198,199,199,Mark Brooks,72,269.1,38756,144
199,200,200,Gavin Coles,70,267.7,37471,140
200,201,201,Jeff Hart,63,265.7,32411,122
201,202,202,Corey Pavin,77,258.7,37776,146
