,Rough_Tendency_RANK THIS WEEK,Rough_Tendency_RANK LAST WEEK,Rough_Tendency_PLAYER NAME,Rough_Tendency_ROUNDS,Rough_Tendency_%,Rough_Tendency_TOTAL ROUGH,Rough_Tendency_POSSIBLE FWYS,Rough_Tendency_RELATIVE TO PAR
84,85,85,Rocco Mediate,73,24.97,239,957,+0.79
85,T86,T86,Loren Roberts,54,25.0,178,712,+2.08
86,T86,T86,Chris Smith,93,25.0,323,1292,+1.39
87,88,88,Dean Wilson,86,25.19,301,1195,+0.86
88,89,89,Mario Tiziani,67,25.3,229,905,+0.74
89,90,90,Tom Lehman,69,25.36,194,765,+2.47
90,91,91,Mark Hensby,70,25.41,186,732,+2.80
91,T92,T92,Justin Bolli,65,25.43,223,877,+1.57
92,T92,T92,Shaun Micheel,81,25.43,251,987,+1.71
93,94,94,Justin Leonard,78,25.47,217,852,+1.24
94,95,95,David Toms,87,25.48,239,938,+0.54
95,T96,T96,Matt Davidson,53,25.51,188,737,+1.81
96,T96,T96,Patrick Sheehan,114,25.51,376,1474,+1.70
97,T98,T98,Marco Dawson,82,25.61,292,1140,+0.55
98,T98,T98,Scott McCarron,78,25.61,243,949,+0.91
99,100,100,Frank Lickliter II,100,25.63,328,1280,+1.59
100,101,101,Kevin Stadler,96,25.76,330,1281,+1.27
101,102,102,Kenny Perry,82,25.81,230,891,+0.52
102,103,103,John Rollins,97,25.82,321,1243,+1.15
103,104,104,Will MacKenzie,75,25.86,263,1017,+2.05
104,105,105,Glen Hnatiuk,59,25.88,198,765,+1.16
105,106,106,Tom Pernice Jr.,111,25.91,350,1351,+1.00
106,107,107,Bob Estes,92,25.94,303,1168,+1.12
107,108,108,Michael Long,72,25.95,253,975,+2.25
108,109,109,Carl Pettersson,109,25.98,372,1432,+0.75
109,T110,T110,D.J. Brigman,76,26.03,247,949,+1.13
110,T110,T110,John Huston,90,26.03,311,1195,+1.32
111,112,112,Tim Herron,100,26.04,307,1179,+0.65
112,113,113,Justin Rose,99,26.06,345,1324,+0.12
113,114,114,Charles Warren,89,26.09,316,1211,+0.95
114,115,115,Dudley Hart,84,26.21,293,1118,+1.13
115,116,116,J.J. Henry,102,26.29,351,1335,+0.63
116,117,117,J.P. Hayes,63,26.31,216,821,+1.02
117,118,118,Jason Bohn,91,26.39,319,1209,+0.66
118,119,119,Kevin Na,88,26.5,310,1170,+0.84
119,120,120,K.J. Choi,78,26.51,211,796,+2.09
120,121,121,Todd Hamilton,94,26.56,294,1107,+1.94
121,122,122,Glen Day,80,26.68,290,1087,+1.00
122,T123,T123,Woody Austin,100,26.7,358,1341,+1.09
123,T123,T123,Phil Mickelson,81,26.7,216,809,-0.51
124,125,125,Rob Rashell,65,26.71,227,850,+1.89
125,126,126,Brian Bateman,98,26.74,349,1305,+1.81
126,T127,T127,D.J. Trahan,81,26.79,288,1075,+1.01
127,T127,T127,Nick Watney,91,26.79,333,1243,+0.99
128,129,129,Luke Donald,67,26.83,165,615,+1.03
129,130,130,Peter Lonard,85,26.85,269,1002,+1.15
130,131,131,Bill Glasson,54,26.91,180,669,+2.22
131,132,132,Chris Anderson,66,26.94,233,865,+1.72
132,133,133,Ryan Palmer,101,26.97,336,1246,+1.28
133,134,134,Len Mattiace,86,27.08,309,1141,+1.29
134,135,135,Greg Owen,84,27.29,289,1059,+1.18
135,136,136,Hunter Mahan,103,27.38,377,1377,+1.11
136,137,137,Ian Poulter,62,27.42,153,558,+1.44
137,138,138,Hunter Haas,83,27.47,303,1103,+0.83
138,139,139,Stewart Cink,98,27.5,292,1062,+1.23
139,140,140,Brad Faxon,75,27.54,249,904,+0.80
140,T141,T141,Paul Azinger,66,27.55,246,893,+1.54
141,T141,T141,Neal Lancaster,95,27.55,365,1325,+1.01
142,143,143,Tim Petrovic,97,27.56,342,1241,+2.16
143,T144,T144,Pat Perez,89,27.59,312,1131,+1.83
144,T144,T144,Hideto Tanihara,50,27.59,184,667,+2.77
145,146,146,Lee Westwood,50,27.63,139,503,+2.01
146,147,147,Scott Gutschewski,86,27.64,301,1089,+0.50
147,148,148,Fred Couples,72,27.72,201,725,+0.90
148,149,149,Bo Van Pelt,112,27.79,394,1418,+0.51
149,150,150,Lee Janzen,75,27.85,259,930,+1.39
150,151,151,Geoff Ogilvy,97,27.88,315,1130,-0.10
151,152,152,Jonathan Byrd,103,28.01,388,1385,+0.80
152,153,153,Jesper Parnevik,84,28.1,297,1057,+0.74
153,154,154,Andrew Magee,82,28.15,306,1087,+1.37
154,155,155,Craig Perks,67,28.22,256,907,+2.15
155,156,156,Arjun Atwal,65,28.28,248,877,+1.09
156,157,157,Sean O'Hair,103,28.29,359,1269,+1.36
157,158,158,Stephen Ames,82,28.3,257,908,+1.48
158,159,159,Dan Forsman,52,28.36,196,691,+0.31
159,160,160,Bob Heintz,67,28.45,266,935,+1.80
160,161,161,Mathias Grönberg,60,28.5,230,807,+1.26
161,162,162,Ryuji Imada,78,28.53,295,1034,+0.75
162,163,163,Lucas Glover,88,28.69,336,1171,+0.98
163,164,164,Chris DiMarco,83,28.75,253,880,+1.19
164,165,165,Vijay Singh,111,28.78,375,1303,-0.45
165,166,166,Tag Ridings,93,28.84,366,1269,+0.98
166,167,167,Steve Allan,102,29.0,379,1307,+1.35
167,168,168,Rod Pampling,89,29.01,293,1010,+1.19
168,169,169,Rich Beem,66,29.22,220,753,+1.82
169,170,170,Brendan Jones,81,29.41,325,1105,+0.71
170,171,171,Shigeki Maruyama,99,29.64,364,1228,+1.13
171,T172,T172,Franklin Langham,91,29.68,352,1186,+1.62
172,T172,T172,Dennis Paulson,63,29.68,260,876,+1.15
173,174,174,Chad Campbell,95,29.78,324,1088,+1.76
174,T175,T175,Daniel Chopra,108,29.83,423,1418,+0.09
175,T175,T175,Davis Love III,80,29.83,261,875,+1.00
176,177,177,Brett Quigley,96,29.93,375,1253,+1.01
177,178,178,Thomas Levet,54,30.09,164,545,+2.20
178,179,179,James Driscoll,73,30.24,290,959,+0.93
179,180,180,José María Olazábal,55,30.62,184,601,+0.54
180,181,181,Charles Howell III,95,30.91,336,1087,E
181,T182,T182,Stuart Appleby,84,30.95,286,924,+0.66
182,T182,T182,Retief Goosen,71,30.95,195,630,+0.72
183,184,184,Brandt Jobe,96,30.97,380,1227,+1.37
184,185,185,Rory Sabbatini,81,31.16,287,921,+1.18
185,186,186,Hank Kuehne,84,31.33,350,1117,+0.71
186,187,187,Freddie Jacobson,72,31.34,267,852,+1.12
187,188,188,Brett Wetterich,76,31.43,324,1031,+0.80
188,189,189,John Daly,78,31.45,273,868,+1.83
189,190,190,John Elliott,58,31.71,247,779,+1.98
190,191,191,Brenden Pappas,51,31.98,228,713,+1.01
191,192,192,Michael Allen,90,32.14,377,1173,+0.98
192,193,193,Steve Stricker,62,32.25,279,865,-0.04
193,194,194,Aaron Baddeley,84,32.26,369,1144,+1.22
194,195,195,Ben Crane,78,32.37,314,970,+1.27
195,196,196,Padraig Harrington,50,32.48,191,588,+1.26
196,197,197,Carlos Franco,78,32.53,309,950,+0.74
197,198,198,Sergio Garcia,73,33.55,255,760,+0.20
198,199,199,Tiger Woods,76,34.07,278,816,-0.32
199,200,200,Adam Scott,72,34.2,249,728,-0.04
200,201,201,Jason Allred,75,35.23,347,985,+1.33
201,202,202,Scott Hend,75,36.93,366,991,+1.39
