,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
55,56,56,Todd Hamilton,94,0.19899999999999998,14.919,75
56,57,57,John Daly,78,0.192,10.775,56
57,58,58,D.A. Points,94,0.191,15.815999999999999,83
58,T59,T59,Jason Bohn,91,0.18899999999999997,15.482999999999999,82
59,T59,T59,Geoff Ogilvy,97,0.18899999999999997,14.167,75
60,61,61,Pat Perez,89,0.184,13.582,74
61,T62,T62,Rory Sabbatini,81,0.17600000000000002,10.55,60
62,T62,T62,Vaughn Taylor,99,0.17600000000000002,15.874,90
63,64,64,Dennis Paulson,63,0.174,9.946,57
64,65,65,Scott Hend,75,0.17300000000000001,11.270999999999999,65
65,66,66,Rocco Mediate,73,0.168,11.067,66
66,67,67,Mario Tiziani,67,0.16399999999999998,10.027000000000001,61
67,68,68,Peter Lonard,85,0.162,10.677,66
68,69,69,Tom Pernice Jr.,111,0.157,13.944,89
69,70,70,Bo Van Pelt,112,0.156,14.515999999999998,93
70,71,71,Tom Gillis,77,0.152,10.495,69
71,72,72,Steve Elkington,67,0.14300000000000002,7.886,55
72,T73,T73,Marco Dawson,82,0.142,11.177999999999999,79
73,T73,T73,Ryuji Imada,78,0.142,9.492,67
74,75,75,Robert Gamez,91,0.14,11.376,81
75,76,76,Neal Lancaster,95,0.135,11.572000000000001,86
76,77,77,Woody Austin,100,0.126,11.434000000000001,91
77,78,78,Heath Slocum,103,0.11900000000000001,10.739,90
78,79,79,D.J. Brigman,76,0.11699999999999999,7.27,62
79,80,80,Omar Uresti,84,0.114,8.416,74
80,81,81,Steve Lowery,100,0.113,9.791,87
81,82,82,Kevin Stadler,96,0.11,9.139,83
82,83,83,Darron Stiles,78,0.107,7.513,70
83,84,84,Jonathan Byrd,103,0.10400000000000001,9.8,94
84,85,85,John Huston,90,0.1,7.96,80
85,86,86,Ben Crane,78,0.09699999999999999,6.277,65
86,87,87,Jim Furyk,94,0.096,6.933,72
87,T88,T88,Luke Donald,67,0.08199999999999999,3.275,40
88,T88,T88,Nick Watney,91,0.08199999999999999,6.558,80
89,T90,T90,Arjun Atwal,65,0.075,4.552,61
90,T90,T90,Frank Lickliter II,100,0.075,6.4479999999999995,86
91,92,92,Tom Lehman,69,0.067,3.34,50
92,93,93,Mark Hensby,70,0.055,2.742,50
93,94,94,Tag Ridings,93,0.054000000000000006,4.513,84
94,95,95,Ryan Palmer,101,0.053,4.294,81
95,T96,T96,Tim Clark,92,0.052000000000000005,3.365,65
96,T96,T96,Shaun Micheel,81,0.052000000000000005,3.298,64
97,98,98,Hidemichi Tanaka,106,0.051,4.7989999999999995,95
98,99,99,Jeff Brehaut,71,0.048,3.02,63
99,100,100,Ian Poulter,62,0.043,1.544,36
100,101,101,Joe Ogilvie,103,0.042,3.327,79
101,T102,T102,Craig Barlow,81,0.040999999999999995,2.596,64
102,T102,T102,Skip Kendall,80,0.040999999999999995,2.938,71
103,104,104,Billy Andrade,83,0.031,2.282,74
104,105,105,Carlos Franco,78,0.025,1.696,67
105,106,106,Robert Damron,89,0.016,1.2930000000000001,80
106,107,107,Alex Cejka,84,0.012,0.863,70
107,108,108,Brendan Jones,81,0.003,0.226,73
108,109,109,Jesper Parnevik,84,0.0,0.001,68
109,110,110,Kevin Sutherland,89,-0.009000000000000001,-0.653,74
110,111,111,Michael Long,72,-0.011000000000000001,-0.6729999999999999,64
111,T112,T112,Steve Jones,56,-0.013000000000000001,-0.588,46
112,T112,T112,Bob Tway,87,-0.013000000000000001,-0.871,66
113,114,114,Will MacKenzie,75,-0.016,-1.061,68
114,T115,T115,Fred Funk,102,-0.018000000000000002,-1.489,82
115,T115,T115,Richard Johnson,50,-0.018000000000000002,-0.823,46
116,117,117,Brett Quigley,96,-0.024,-2.059,85
117,118,118,Jeff Sluman,94,-0.028999999999999998,-2.457,85
118,119,119,Justin Leonard,78,-0.031,-1.722,55
119,120,120,Brian Bateman,98,-0.034,-2.8960000000000004,86
120,121,121,Kirk Triplett,55,-0.039,-1.7069999999999999,44
121,122,122,Steve Allan,102,-0.044000000000000004,-3.8789999999999996,89
122,123,123,Hank Kuehne,84,-0.047,-3.5069999999999997,75
123,T124,T124,Rich Beem,66,-0.049,-2.369,48
124,T124,T124,José Coceres,56,-0.049,-2.605,53
125,126,126,Cameron Beckman,96,-0.05,-4.255,85
126,127,127,Doug Barron,70,-0.055999999999999994,-3.6630000000000003,65
127,T128,T128,Chad Campbell,95,-0.06,-4.575,76
128,T128,T128,Bob Estes,92,-0.06,-4.815,80
129,130,130,Mike Weir,71,-0.066,-3.109,47
130,131,131,Chris Riley,67,-0.07400000000000001,-3.17,43
131,132,132,James Driscoll,73,-0.078,-4.9430000000000005,63
132,133,133,Stephen Ames,82,-0.087,-5.315,61
133,134,134,Matt Kuchar,60,-0.096,-5.391,56
134,135,135,Scott McCarron,78,-0.10300000000000001,-6.26,61
135,136,136,Olin Browne,99,-0.105,-8.836,84
136,137,137,Glen Day,80,-0.113,-8.338,74
137,138,138,Patrick Sheehan,114,-0.11599999999999999,-11.229000000000001,97
138,139,139,Shigeki Maruyama,99,-0.11699999999999999,-9.919,85
139,140,140,Justin Bolli,65,-0.11800000000000001,-6.959,59
140,141,141,Paul Claxton,79,-0.11900000000000001,-7.857,66
141,142,142,John Elliott,58,-0.138,-7.165,52
142,143,143,Matt Gogel,78,-0.158,-10.725999999999999,68
143,T144,T144,Steve Flesch,90,-0.17,-10.86,64
144,T144,T144,Tjaart van der Walt,56,-0.17,-9.177999999999999,54
145,146,146,John Cook,72,-0.171,-10.064,59
146,147,147,José María Olazábal,55,-0.177,-7.246,41
147,148,148,Stephen Leaney,89,-0.182,-13.824000000000002,76
148,149,149,Brian Gay,101,-0.204,-18.936,93
149,T150,T150,Dudley Hart,84,-0.213,-15.514000000000001,73
150,T150,T150,Glen Hnatiuk,59,-0.213,-10.872,51
151,152,152,Larry Mize,54,-0.215,-9.884,46
152,153,153,Kent Jones,99,-0.21600000000000003,-18.967,88
153,T154,T154,Jay Haas,54,-0.218,-8.498,39
154,T154,T154,Bernhard Langer,67,-0.218,-10.05,46
155,T156,T156,Danny Briggs,70,-0.22899999999999998,-14.171,62
156,T156,T156,Chris DiMarco,83,-0.22899999999999998,-13.533,59
157,158,158,Carl Pettersson,109,-0.235,-22.118000000000002,94
158,159,159,Brent Geiberger,61,-0.23800000000000002,-12.37,52
159,160,160,Tim Petrovic,97,-0.24,-19.236,80
160,T161,T161,Jim Carter,62,-0.247,-13.604000000000001,55
161,T161,T161,Hideto Tanihara,50,-0.247,-11.103,45
162,163,163,Duffy Waldorf,86,-0.249,-17.659000000000002,71
163,164,164,Tom Byrum,83,-0.255,-19.35,76
164,165,165,Michael Allen,90,-0.26,-20.006,77
165,T166,T166,Stewart Cink,98,-0.262,-18.623,71
166,T166,T166,Kevin Na,88,-0.262,-20.95,80
167,168,168,Dean Wilson,86,-0.27,-21.579,80
168,169,169,Charlie Wi,67,-0.27399999999999997,-16.715,61
169,170,170,Chris Anderson,66,-0.276,-16.008,58
170,171,171,Freddie Jacobson,72,-0.281,-15.735,56
171,172,172,Dan Forsman,52,-0.295,-13.863,47
172,173,173,Matt Davidson,53,-0.301,-15.034,50
173,174,174,Andrew Magee,82,-0.327,-23.226,71
174,175,175,Paul Gow,78,-0.32799999999999996,-22.328000000000003,68
175,176,176,Todd Fischer,99,-0.32899999999999996,-28.965999999999998,88
176,T177,T177,Paul Azinger,66,-0.336,-19.839000000000002,59
177,T177,T177,Mark Wilson,74,-0.336,-21.525,64
178,179,179,Ben Curtis,65,-0.337,-16.86,50
179,180,180,Padraig Harrington,50,-0.34299999999999997,-14.054,41
180,181,181,Phillip Price,77,-0.34700000000000003,-22.177,64
181,182,182,Hunter Haas,83,-0.359,-26.215,73
182,183,183,Bob Heintz,67,-0.361,-22.393,62
183,184,184,Mark O'Meara,66,-0.363,-18.896,52
184,185,185,Mark Brooks,72,-0.37200000000000005,-23.436,63
185,186,186,Franklin Langham,91,-0.43799999999999994,-33.692,77
186,187,187,Rob Rashell,65,-0.45299999999999996,-24.92,55
187,188,188,Brad Faxon,75,-0.45899999999999996,-26.621,58
188,189,189,Bill Glasson,54,-0.462,-20.337,44
189,190,190,Jeff Hart,63,-0.47700000000000004,-27.684,58
190,191,191,Len Mattiace,86,-0.495,-37.650999999999996,76
191,192,192,Gavin Coles,70,-0.527,-33.699,64
192,193,193,Loren Roberts,54,-0.539,-25.875999999999998,48
193,194,194,Thomas Levet,54,-0.5720000000000001,-20.589000000000002,36
194,195,195,J.P. Hayes,63,-0.589,-31.194000000000003,53
195,196,196,Brenden Pappas,51,-0.614,-30.070999999999998,49
196,197,197,Jason Allred,75,-0.675,-43.191,64
197,198,198,Aaron Baddeley,84,-0.726,-55.169,76
198,199,199,Lee Janzen,75,-0.789,-47.331,60
199,200,200,Craig Perks,67,-0.8240000000000001,-48.617,59
200,201,201,Steve Stricker,62,-0.909,-53.604,59
201,202,202,Corey Pavin,77,-1.008,-61.498999999999995,61
