,Right_Rough_Tendency_RTP_Score_RANK THIS WEEK,Right_Rough_Tendency_RTP_Score_RANK LAST WEEK,Right_Rough_Tendency_RTP_Score_PLAYER NAME,Right_Rough_Tendency_RTP_Score_ROUNDS,Right_Rough_Tendency_RTP_Score_RTP SCORE
185,186,186,Thomas Levet,54,0.24100000000000002
186,187,187,Robert Damron,89,0.242
187,188,188,Craig Perks,67,0.243
188,189,189,Jim Furyk,94,0.24600000000000002
189,190,190,Pat Perez,89,0.247
190,T191,T191,John Cook,72,0.25
191,T191,T191,Jeff Hart,63,0.25
192,193,193,Mark Brooks,72,0.257
193,194,194,Billy Andrade,83,0.258
194,195,195,Justin Bolli,65,0.259
195,T196,T196,Matt Davidson,53,0.26
196,T196,T196,Tom Lehman,69,0.26
197,198,198,Paul Gow,78,0.268
198,T199,T199,Steve Jones,56,0.27399999999999997
199,T199,T199,Larry Mize,54,0.27399999999999997
200,201,201,Lee Janzen,75,0.293
201,202,202,Jim Carter,62,0.302
