,Driving_Distance_-_All_Drives_RANK THIS WEEK,Driving_Distance_-_All_Drives_RANK LAST WEEK,Driving_Distance_-_All_Drives_PLAYER NAME,Driving_Distance_-_All_Drives_ROUNDS,Driving_Distance_-_All_Drives_ALL DRIVES,Driving_Distance_-_All_Drives_TOTAL DISTANCE,Driving_Distance_-_All_Drives_# OF DRIVES
75,T74,T74,Carl Pettersson,109,283.1,367207,1297
76,T77,T77,Woody Austin,100,282.9,356988,1262
77,T77,T77,Padraig Harrington,50,282.9,159531,564
78,T77,T77,Vaughn Taylor,99,282.9,353017,1248
79,80,80,Tom Pernice Jr.,111,282.7,347471,1229
80,T81,T81,Justin Bolli,65,282.5,232222,822
81,T81,T81,Freddie Jacobson,72,282.5,218097,772
82,T83,T83,Pat Perez,89,282.4,288656,1022
83,T83,T83,John Senden,101,282.4,354953,1257
84,85,85,Joey Snyder III,102,282.3,359673,1274
85,86,86,Chad Campbell,95,282.1,296179,1050
86,T87,T87,Rich Beem,66,281.8,188554,669
87,T87,T87,Bradley Hughes,52,281.8,192166,682
88,T89,T89,Ben Crane,78,281.7,253513,900
89,T89,T89,Scott McCarron,78,281.7,236945,841
90,T91,T91,Peter Lonard,85,281.6,258466,918
91,T91,T91,Rocco Mediate,73,281.6,254808,905
92,93,93,D.A. Points,94,281.5,322832,1147
93,94,94,Todd Hamilton,94,281.4,293186,1042
94,T95,T95,Michael Allen,90,281.3,302381,1075
95,T95,T95,Patrick Sheehan,114,281.3,376656,1339
96,97,97,Briny Baird,98,281.2,348122,1238
97,T98,T98,Jeff Maggert,79,281.1,234961,836
98,T98,T98,Shaun Micheel,81,281.1,248463,884
99,T98,T98,Joe Ogilvie,103,281.1,306394,1090
100,101,101,Joe Durant,81,281.0,267512,952
101,102,102,Hunter Haas,83,280.9,283684,1010
102,T103,T103,Brian Bateman,98,280.8,332429,1184
103,T103,T103,Jeff Brehaut,71,280.8,246023,876
104,T103,T103,K.J. Choi,78,280.8,212007,755
105,T103,T103,Glen Day,80,280.8,286989,1022
106,107,107,Mark Calcavecchia,92,280.7,297591,1060
107,108,108,Mario Tiziani,67,280.6,235732,840
108,109,109,Hideto Tanihara,50,280.5,175579,626
109,110,110,Craig Perks,67,280.4,228213,814
110,111,111,Billy Mayfair,114,280.3,395775,1412
111,T112,T112,Tommy Armour III,103,280.2,355263,1268
112,T112,T112,Joey Sindelar,104,280.2,383900,1370
113,T114,T114,Shigeki Maruyama,99,280.0,332087,1186
114,T114,T114,Tim Petrovic,97,280.0,309715,1106
115,T116,T116,Darron Stiles,78,279.8,270856,968
116,T116,T116,Tjaart van der Walt,56,279.8,210386,752
117,118,118,Kevin Sutherland,89,279.7,289171,1034
118,119,119,José María Olazábal,55,279.6,160466,574
119,T120,T120,Tom Gillis,77,279.5,265508,950
120,T120,T120,Tom Lehman,69,279.5,194557,696
121,122,122,Phillip Price,77,279.2,245660,880
122,T123,T123,Justin Leonard,78,279.0,211516,758
123,T123,T123,Charlie Wi,67,279.0,234915,842
124,125,125,Bill Glasson,54,278.8,171184,614
125,126,126,Stephen Ames,82,278.7,237444,852
126,T127,T127,Aaron Baddeley,84,278.6,292493,1050
127,T127,T127,Tim Clark,92,278.6,249636,896
128,T127,T127,Steve Flesch,90,278.6,246031,883
129,T130,T130,Paul Azinger,66,278.5,226457,813
130,T130,T130,Kent Jones,99,278.5,340877,1224
131,T132,T132,Alex Cejka,84,278.4,267554,961
132,T132,T132,Richard Johnson,50,278.4,178185,640
133,134,134,Matt Davidson,53,278.3,193700,696
134,135,135,Cameron Beckman,96,278.0,325484,1171
135,T136,T136,Steve Elkington,67,277.8,211675,762
136,T136,T136,Bernhard Langer,67,277.8,174180,627
137,T136,T136,Hidemichi Tanaka,106,277.8,364523,1312
138,T139,T139,Bart Bryant,91,277.7,295185,1063
139,T139,T139,Brian Davis,75,277.7,244368,880
140,T141,T141,Stewart Cink,98,277.6,275331,992
141,T141,T141,Brent Geiberger,61,277.6,201005,724
142,T141,T141,Steve Stricker,62,277.6,228728,824
143,144,144,Luke Donald,67,277.4,155328,560
144,T145,T145,Chris DiMarco,83,277.3,228524,824
145,T145,T145,Dudley Hart,84,277.3,280104,1010
146,147,147,Jerry Kelly,101,277.2,292151,1054
147,T148,T148,Heath Slocum,103,277.0,347627,1255
148,T148,T148,Bob Tway,87,277.0,254563,919
149,T150,T150,Billy Andrade,83,276.8,282352,1020
150,T150,T150,Matt Gogel,78,276.8,259884,939
151,T150,T150,Lee Janzen,75,276.8,227803,823
152,153,153,Ben Curtis,65,276.7,189803,686
153,T154,T154,Glen Hnatiuk,59,276.6,193318,699
154,T154,T154,Mike Weir,71,276.6,182256,659
155,T156,T156,J.P. Hayes,63,276.5,204031,738
156,T156,T156,Arron Oberholser,65,276.5,196308,710
157,158,158,Ian Poulter,62,276.4,138735,502
158,159,159,Thomas Levet,54,276.3,138989,503
159,160,160,Doug Barron,70,276.2,248022,898
160,T161,T161,Duffy Waldorf,86,276.1,273362,990
161,T161,T161,Jay Williamson,53,276.1,178379,646
162,163,163,Rob Rashell,65,275.6,208643,757
163,164,164,Dean Wilson,86,275.5,303567,1102
164,T165,T165,Chris Anderson,66,275.4,223054,810
165,T165,T165,Paul Gow,78,275.4,258858,940
166,167,167,Jim Furyk,94,275.3,274162,996
167,168,168,Franklin Langham,91,275.2,292563,1063
168,T169,T169,Paul Claxton,79,274.8,253056,921
169,T169,T169,Robert Gamez,91,274.8,306085,1114
170,171,171,Matt Kuchar,60,274.7,211500,770
171,T172,T172,Bob Estes,92,274.6,302607,1102
172,T172,T172,Kirk Triplett,55,274.6,168891,615
173,T174,T174,Olin Browne,99,274.0,316734,1156
174,T174,T174,Robert Damron,89,274.0,302205,1103
175,T174,T174,Len Mattiace,86,274.0,289938,1058
176,T177,T177,Kevin Na,88,273.9,302085,1103
177,T177,T177,Mark O'Meara,66,273.9,195823,715
178,T179,T179,Todd Fischer,99,273.7,332785,1216
179,T179,T179,Mark Wilson,74,273.7,240884,880
180,T181,T181,Danny Briggs,70,273.6,233630,854
181,T181,T181,Scott Verplank,87,273.6,251138,918
182,183,183,Jeff Sluman,94,273.3,320291,1172
183,184,184,Steve Jones,56,272.9,174948,641
184,185,185,Skip Kendall,80,272.7,266450,977
185,186,186,Omar Uresti,84,272.5,279007,1024
186,187,187,Stephen Leaney,89,272.3,284520,1045
187,188,188,José Coceres,56,272.0,201279,740
188,189,189,Larry Mize,54,271.4,174248,642
189,T190,T190,Brian Gay,101,271.0,348281,1285
190,T190,T190,Jay Haas,54,271.0,147397,544
191,192,192,Chris Riley,67,270.7,158363,585
192,193,193,Jim Carter,62,270.5,204752,757
193,194,194,John Cook,72,270.0,218930,811
194,195,195,Tom Byrum,83,269.5,285674,1060
195,196,196,Brad Faxon,75,269.3,214369,796
196,197,197,Fred Funk,102,267.0,304886,1142
197,198,198,Mark Brooks,72,266.7,230404,864
198,199,199,Gavin Coles,70,266.3,235920,886
199,200,200,Loren Roberts,54,264.4,177126,670
200,201,201,Jeff Hart,63,262.7,209658,798
201,202,202,Corey Pavin,77,256.4,218171,851
