,Driving_Accuracy_Percentage_RANK THIS WEEK,Driving_Accuracy_Percentage_RANK LAST WEEK,Driving_Accuracy_Percentage_PLAYER NAME,Driving_Accuracy_Percentage_ROUNDS,Driving_Accuracy_Percentage_%,Driving_Accuracy_Percentage_FAIRWAYS HIT,Driving_Accuracy_Percentage_POSSIBLE FAIRWAYS
117,T118,T118,Kevin Na,88,61.77,740,1198
118,T118,T118,D.J. Trahan,81,61.77,664,1075
119,120,120,Peter Lonard,85,61.71,727,1178
120,121,121,Shigeki Maruyama,99,61.66,846,1372
121,122,122,Tim Herron,100,61.61,852,1383
122,123,123,Dudley Hart,84,61.58,723,1174
123,124,124,Chad Campbell,95,61.57,793,1288
124,125,125,Chris DiMarco,83,61.55,650,1056
125,126,126,Lee Westwood,50,61.48,415,675
126,127,127,Sean O'Hair,103,61.41,853,1389
127,128,128,Hunter Mahan,103,61.35,862,1405
128,129,129,Hideto Tanihara,50,61.32,409,667
129,130,130,Arjun Atwal,65,61.1,553,905
130,131,131,J.J. Henry,102,61.04,849,1391
131,132,132,Stephen Ames,82,61.01,676,1108
132,133,133,Mark O'Meara,66,60.93,563,924
133,134,134,Patrick Sheehan,114,60.85,931,1530
134,135,135,Carl Pettersson,109,60.82,888,1460
135,136,136,Paul Azinger,66,60.8,560,921
136,137,137,Pat Perez,89,60.75,760,1251
137,138,138,Brad Faxon,75,60.74,605,996
138,T139,T139,Lucas Glover,88,60.72,728,1199
139,T139,T139,Geoff Ogilvy,97,60.72,793,1306
140,141,141,Scott McCarron,78,60.7,627,1033
141,142,142,Woody Austin,100,60.63,847,1397
142,143,143,Stewart Cink,98,60.62,765,1262
143,144,144,J.P. Hayes,63,60.55,531,877
144,145,145,Kevin Stadler,96,60.42,774,1281
145,146,146,Rod Pampling,89,60.29,715,1186
146,147,147,Chris Smith,93,60.22,778,1292
147,148,148,Vijay Singh,111,60.2,924,1535
148,149,149,Ryan Palmer,101,59.94,814,1358
149,150,150,Len Mattiace,86,59.88,700,1169
150,151,151,Jonathan Byrd,103,59.78,828,1385
151,152,152,Rob Rashell,65,59.6,540,906
152,153,153,Sergio Garcia,73,59.44,573,964
153,154,154,Nick Watney,91,59.37,738,1243
154,155,155,Stuart Appleby,84,59.31,669,1128
155,156,156,Justin Bolli,65,59.29,520,877
156,157,157,Retief Goosen,71,59.16,510,862
157,158,158,José María Olazábal,55,59.15,443,749
158,T159,T159,Hunter Haas,83,59.02,651,1103
159,T159,T159,Neal Lancaster,95,59.02,782,1325
160,161,161,Phil Mickelson,81,58.69,611,1041
161,162,162,Steve Allan,102,58.62,799,1363
162,163,163,Dan Forsman,52,58.32,403,691
163,164,164,Rich Beem,66,58.0,504,869
164,165,165,Scott Gutschewski,86,57.94,668,1153
165,166,166,Davis Love III,80,57.88,606,1047
166,167,167,Ryuji Imada,78,57.61,628,1090
167,168,168,Jesper Parnevik,84,57.58,657,1141
168,169,169,Bernhard Langer,67,57.55,541,940
169,170,170,Bob Heintz,67,57.54,538,935
170,171,171,Brett Quigley,96,57.53,737,1281
171,172,172,Charles Howell III,95,57.51,724,1259
172,173,173,Franklin Langham,91,57.5,698,1214
173,174,174,Fred Couples,72,57.47,550,957
174,175,175,Carlos Franco,78,57.44,610,1062
175,T176,T176,Freddie Jacobson,72,57.4,574,1000
176,T176,T176,Adam Scott,72,57.4,551,960
177,178,178,Brandt Jobe,96,57.29,735,1283
178,179,179,Tim Petrovic,97,57.26,745,1301
179,180,180,Thomas Levet,54,56.88,426,749
180,181,181,Andrew Magee,82,56.76,617,1087
181,182,182,Brett Wetterich,76,56.64,584,1031
182,183,183,Ben Crane,78,56.63,581,1026
183,184,184,Lee Janzen,75,56.61,574,1014
184,185,185,Brendan Jones,81,55.84,617,1105
185,186,186,Rory Sabbatini,81,55.63,608,1093
186,187,187,Daniel Chopra,108,55.52,805,1450
187,188,188,Dennis Paulson,63,54.62,479,877
188,T189,T189,Padraig Harrington,50,54.61,367,672
189,T189,T189,Tag Ridings,93,54.61,693,1269
190,191,191,Tiger Woods,76,54.58,572,1048
191,192,192,Michael Allen,90,54.18,681,1257
192,193,193,Craig Perks,67,53.91,489,907
193,194,194,Aaron Baddeley,84,53.32,610,1144
194,195,195,James Driscoll,73,53.09,524,987
195,196,196,John Elliott,58,52.89,412,779
196,197,197,Steve Stricker,62,52.25,452,865
197,198,198,Brenden Pappas,51,50.63,361,713
198,199,199,Hank Kuehne,84,49.87,557,1117
199,200,200,John Daly,78,49.35,529,1072
200,201,201,Jason Allred,75,47.1,479,1017
201,202,202,Scott Hend,75,45.36,464,1023
