,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
122,T118,T25,Vijay Singh,111,380,Mercedes Championships,2,18,656
123,T118,T118,Joe Durant,81,380,Valero Texas Open,2,14,625
124,T118,T8,Tiger Woods,76,380,World Golf Championships-NEC Invitational,2,16,36
125,T118,T118,Cameron Beckman,96,380,Valero Texas Open,2,1,625
126,T118,T118,Cameron Beckman,96,380,Valero Texas Open,2,14,625
127,T118,T118,Steve Webster,8,380,The Open Championship,3,2,668
128,T118,T118,Lee Westwood,50,380,World Golf Championships-NEC Invitational,3,18,36
129,T118,T35,Mark Hensby,70,380,World Golf Championships-American Express Championship,3,2,717
130,T118,T19,Michael Long,72,380,Valero Texas Open,2,1,625
131,T118,T39,Scott Hend,75,380,84 LUMBER Classic,4,5,696
132,T118,T39,Scott Hend,75,380,Valero Texas Open,1,11,625
133,T118,T27,Brett Wetterich,76,380,Reno-Tahoe Open,1,17,660
134,T118,T54,Adam Scott,72,380,World Golf Championships-NEC Invitational,2,9,36
135,T136,T19,John Daly,78,379,Mercedes Championships,1,12,656
136,T136,T19,John Daly,78,379,Mercedes Championships,2,12,656
137,T136,T136,Todd Hamilton,94,379,Mercedes Championships,2,12,656
138,T136,T136,Todd Hamilton,94,379,Mercedes Championships,3,12,656
139,T136,T16,Ernie Els,44,379,the Memorial Tournament,4,17,23
140,T136,T25,Vijay Singh,111,379,Zurich Classic of New Orleans,1,13,714
141,T136,T136,Mike Heinen,17,379,John Deere Classic,2,2,669
142,T136,T8,Tiger Woods,76,379,Mercedes Championships,4,18,656
143,T136,T35,Mark Hensby,70,379,Mercedes Championships,4,18,656
144,T136,T136,Andre Stolz,28,379,Mercedes Championships,1,12,656
145,T136,T39,Scott Hend,75,379,Bank of America Colonial,1,18,21
146,T136,T27,Brett Wetterich,76,379,Valero Texas Open,2,1,625
147,T136,T44,Vaughn Taylor,99,379,Mercedes Championships,3,18,656
148,T136,T136,Charles Warren,89,379,Wachovia Championship,2,10,698
149,T150,T19,John Daly,78,378,World Golf Championships-American Express Championship,3,10,717
150,T150,T79,John Elliott,58,378,Valero Texas Open,3,14,625
151,T150,T49,Brett Quigley,96,378,FBR Open,2,13,510
152,T150,T8,Tiger Woods,76,378,Mercedes Championships,3,18,656
153,T150,T8,Tiger Woods,76,378,THE TOUR Championship presented by Coca-Cola,2,9,688
154,T150,T8,Tiger Woods,76,378,THE TOUR Championship presented by Coca-Cola,4,9,688
155,T150,T150,Kent Jones,99,378,FBR Open,1,13,510
156,T150,T150,Frank Lickliter II,100,378,Valero Texas Open,2,14,625
157,T150,T97,Brent Geiberger,61,378,Mercedes Championships,3,12,656
158,T150,2,Stuart Appleby,84,378,Mercedes Championships,1,12,656
159,T150,T44,Stewart Cink,98,378,Mercedes Championships,3,18,656
160,T150,T39,Scott Hend,75,378,Wachovia Championship,4,5,698
161,T150,T150,Tag Ridings,93,378,Sony Open in Hawaii,1,2,6
162,T150,5,Jason Allred,75,378,John Deere Classic,1,14,669
163,T150,T68,Rory Sabbatini,81,378,World Golf Championships-NEC Invitational,3,16,36
164,T150,T13,Will MacKenzie,75,378,Valero Texas Open,2,14,625
165,T166,T19,John Daly,78,377,The Open Championship,4,2,668
166,T166,T166,Jay Delsing,37,377,Valero Texas Open,3,14,625
167,T166,T166,Jay Haas,54,377,World Golf Championships-NEC Invitational,2,16,36
168,T166,T166,Stephen Ames,82,377,Mercedes Championships,2,18,656
169,T166,T118,Joe Durant,81,377,Valero Texas Open,2,16,625
170,T166,T97,"Wes Short, Jr.",44,377,Valero Texas Open,4,1,625
171,T166,T166,Brian Bateman,98,377,Valero Texas Open,2,16,625
172,T166,T166,Mike Weir,71,377,Mercedes Championships,2,12,656
173,T166,T166,Chad Campbell,95,377,Mercedes Championships,4,18,656
174,T166,T166,Jonathan Kaye,77,377,Mercedes Championships,2,12,656
175,T166,2,Stuart Appleby,84,377,Mercedes Championships,3,7,656
176,T166,T35,Retief Goosen,71,377,Mercedes Championships,3,18,656
177,T166,T31,Rod Pampling,89,377,Mercedes Championships,3,12,656
178,T166,11,Patrick Sheehan,114,377,Valero Texas Open,2,16,625
179,T166,T31,Ryan Palmer,101,377,Mercedes Championships,2,18,656
180,T166,5,Jason Allred,75,377,Reno-Tahoe Open,1,17,660
181,T166,T54,Adam Scott,72,377,World Golf Championships-NEC Invitational,2,16,36
182,T166,T166,Thongchai Jaidee,14,377,World Golf Championships-NEC Invitational,3,8,36
183,T166,T166,Hunter Mahan,103,377,Valero Texas Open,2,14,625
184,T166,T79,Jonathan Byrd,103,377,Mercedes Championships,3,12,656
185,T166,T86,Scott Gutschewski,86,377,Reno-Tahoe Open,1,9,660
186,T187,T19,John Daly,78,376,World Golf Championships-NEC Invitational,2,10,36
187,T187,T187,Robert Gamez,91,376,Valero Texas Open,2,14,625
188,T187,T187,Robert Gamez,91,376,Valero Texas Open,3,16,625
189,T187,T79,John Elliott,58,376,Valero Texas Open,2,1,625
190,T187,T8,Tiger Woods,76,376,Mercedes Championships,1,17,656
191,T187,T8,Tiger Woods,76,376,World Golf Championships-NEC Invitational,1,8,36
192,T187,T187,Shigeki Maruyama,99,376,Michelin Championship at Las Vegas,3,11,538
193,T187,T187,Boyd Summerhays,16,376,Valero Texas Open,2,1,625
194,T187,T187,Brenden Pappas,51,376,Booz Allen Classic,2,10,24
195,T187,T49,Sergio Garcia,73,376,World Golf Championships-NEC Invitational,4,16,36
196,T187,T22,Harrison Frazar,105,376,Reno-Tahoe Open,3,17,660
197,T187,T187,Darron Stiles,78,376,Valero Texas Open,3,1,625
198,T187,T39,Scott Hend,75,376,The Open Championship,2,2,668
199,T187,T31,Ryan Palmer,101,376,Mercedes Championships,3,12,656
