,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
26,27,27,Kevin Kisner,30,1.7,"$3,567,937","$209,450,000"
27,28,28,Branden Grace,13,1.64,"$1,761,659","$107,150,000"
28,29,29,Danny Lee,36,1.59,"$3,965,929","$249,050,000"
29,30,30,Bill Haas,25,1.58,"$3,064,022","$193,650,000"
30,31,31,Chris Kirk,21,1.53,"$2,369,324","$154,650,000"
31,32,32,Scott Piercy,28,1.5,"$2,780,024","$184,900,000"
32,33,33,Matt Kuchar,25,1.47,"$2,774,168","$188,550,000"
33,34,34,Phil Mickelson,19,1.45,"$2,154,197","$148,950,000"
34,T35,T35,Daniel Berger,31,1.44,"$3,028,900","$210,400,000"
35,T35,T35,Hiroshi Iwata,4,1.44,"$479,332","$33,300,000"
36,T35,T35,Ryan Moore,24,1.44,"$2,642,303","$183,700,000"
37,38,38,Austin Cook,7,1.43,"$537,647","$37,500,000"
38,39,39,Gary Woodland,24,1.42,"$2,605,080","$184,000,000"
39,T40,T40,David Lingmerth,28,1.41,"$2,736,375","$194,000,000"
40,T40,T40,Danny Willett,10,1.41,"$1,265,934","$89,850,000"
41,42,42,Ben Martin,27,1.4,"$2,717,302","$194,450,000"
42,43,43,Steven Bowditch,32,1.38,"$3,075,406","$222,650,000"
43,44,44,Kevin Na,27,1.36,"$2,820,762","$206,950,000"
44,45,45,Martin Piller,1,1.35,"$47,250","$3,500,000"
45,46,46,Mark Hensby,2,1.32,"$122,937","$9,300,000"
46,47,47,Jason Bohn,27,1.3,"$2,337,577","$179,450,000"
47,T48,T48,Tim Clark,13,1.24,"$1,028,139","$82,650,000"
48,T48,T48,Emiliano Grillo,5,1.24,"$348,406","$28,200,000"
49,T50,T50,Sangmoon Bae,30,1.21,"$2,599,632","$214,200,000"
50,T50,T50,Fred Funk,2,1.21,"$141,171","$11,700,000"
51,T50,T50,Webb Simpson,22,1.21,"$2,046,255","$168,900,000"
52,53,53,Willy Wilcox,17,1.2,"$1,168,301","$97,050,000"
53,T54,T54,Ryan Palmer,22,1.15,"$1,974,519","$172,300,000"
54,T54,T54,Justin Thomas,30,1.15,"$2,278,562","$197,450,000"
55,56,56,Russell Henley,24,1.14,"$2,110,770","$185,000,000"
56,57,57,Boo Weekley,24,1.12,"$1,689,913","$151,300,000"
57,T58,T58,Matt Jones,25,1.11,"$1,995,550","$179,200,000"
58,T58,T58,Adam Scott,15,1.11,"$1,382,364","$124,900,000"
59,T58,T58,Cameron Smith,13,1.11,"$976,297","$88,100,000"
60,61,61,Ian Poulter,19,1.1,"$1,690,585","$154,000,000"
61,62,62,Brendan Steele,24,1.09,"$1,759,481","$160,750,000"
62,63,63,Troy Merritt,29,1.07,"$2,092,667","$195,700,000"
63,T64,T64,Ashun Wu,1,1.06,"$89,833","$8,500,000"
64,T64,T64,Davis Love III,18,1.06,"$1,263,595","$119,400,000"
65,66,66,James Hahn,28,1.04,"$2,064,780","$197,600,000"
66,67,67,Tony Finau,31,1.03,"$2,095,183","$204,350,000"
67,T68,T68,Russell Knox,28,1.02,"$1,916,664","$187,350,000"
68,T68,T68,Marc Leishman,23,1.02,"$1,762,265","$172,400,000"
69,T68,T68,Patrick Rodgers,17,1.02,"$1,038,290","$101,800,000"
70,T68,T68,Shawn Stefani,26,1.02,"$1,757,800","$171,950,000"
71,72,72,Harris English,29,0.99,"$1,971,681","$199,850,000"
72,73,73,Greg Owen,19,0.98,"$1,180,792","$120,850,000"
73,74,74,Fabián Gómez,26,0.97,"$1,651,009","$170,200,000"
74,75,75,Sean O'Hair,26,0.96,"$1,662,298","$173,650,000"
75,76,76,Nick Watney,28,0.92,"$1,733,868","$187,550,000"
76,T77,T77,George Coetzee,7,0.91,"$532,695","$58,550,000"
77,T77,T77,Jamie Lovemark,2,0.91,"$146,138","$16,100,000"
78,T77,T77,Cameron Tringale,28,0.91,"$1,837,160","$201,800,000"
79,80,80,Pat Perez,26,0.9,"$1,588,658","$176,150,000"
80,T81,T81,Padraig Harrington,21,0.89,"$1,330,851","$149,100,000"
81,T81,T81,David Hearn,30,0.89,"$1,817,040","$204,250,000"
82,T81,T81,Jerry Kelly,24,0.89,"$1,336,606","$150,250,000"
83,T81,T81,Rory Sabbatini,25,0.89,"$1,525,784","$171,250,000"
84,T81,T81,Brendon Todd,27,0.89,"$1,809,189","$202,600,000"
85,T86,T86,Will MacKenzie,16,0.86,"$863,562","$100,500,000"
86,T86,T86,Hunter Mahan,24,0.86,"$1,617,971","$187,500,000"
87,T86,T86,Francesco Molinari,16,0.86,"$997,388","$115,700,000"
88,T86,T86,Daniel Summerhays,29,0.86,"$1,633,952","$189,650,000"
89,90,90,Vaughn Taylor,12,0.85,"$533,034","$62,800,000"
90,T91,T91,Keegan Bradley,24,0.83,"$1,565,076","$187,500,000"
91,T91,T91,Billy Horschel,28,0.83,"$1,735,747","$209,600,000"
92,T93,T93,Kevin Streelman,27,0.82,"$1,525,773","$185,600,000"
93,T93,T93,Peter Uihlein,4,0.82,"$165,333","$20,100,000"
94,T93,T93,Cory Whitsett,2,0.82,"$78,544","$9,600,000"
95,T96,T96,Martin Kaymer,13,0.81,"$886,376","$109,750,000"
96,T96,T96,Johnson Wagner,23,0.81,"$1,131,658","$139,100,000"
97,T98,T98,Matt Every,26,0.8,"$1,521,815","$190,500,000"
98,T98,T98,Charl Schwartzel,19,0.8,"$1,209,527","$151,800,000"
99,100,100,Brendon de Jonge,31,0.79,"$1,594,931","$202,850,000"
100,101,101,John Senden,24,0.78,"$1,422,031","$182,000,000"
101,102,102,Brian Harman,29,0.77,"$1,548,350","$202,250,000"
102,T103,T103,Scott Pinckney,27,0.76,"$1,259,388","$165,900,000"
103,T103,T103,Lee Westwood,15,0.76,"$946,625","$125,300,000"
104,105,105,Tommy Fleetwood,7,0.75,"$465,251","$62,400,000"
105,T106,T106,Martin Laird,24,0.73,"$1,124,986","$155,000,000"
106,T106,T106,George McNeill,27,0.73,"$1,331,763","$183,450,000"
107,T106,T106,Scott Stallings,19,0.73,"$919,619","$126,200,000"
108,T109,T109,Kiradech Aphibarnrat,4,0.72,"$229,250","$31,700,000"
109,T109,T109,Jamie Donaldson,16,0.72,"$938,663","$129,550,000"
110,T109,T109,HaoTong Li,1,0.72,"$61,500","$8,500,000"
111,T112,T112,Kevin Chappell,26,0.71,"$1,281,549","$181,050,000"
112,T112,T112,Jason Gore,26,0.71,"$1,101,246","$154,100,000"
113,T112,T112,Jim Herman,27,0.71,"$1,212,775","$170,200,000"
114,115,115,Bryce Molder,26,0.7,"$1,165,543","$165,850,000"
115,116,116,Luke Donald,20,0.69,"$1,026,641","$149,250,000"
116,T117,T117,Thomas Aiken,4,0.68,"$236,350","$34,650,000"
117,T117,T117,Anirban Lahiri,12,0.68,"$712,793","$104,950,000"
118,119,119,Tom Gillis,16,0.67,"$634,554","$95,300,000"
119,T120,T120,Alex Cejka,30,0.66,"$1,227,193","$184,800,000"
120,T120,T120,Graham DeLaet,22,0.66,"$988,345","$149,850,000"
121,T120,T120,Dawie van der Walt,1,0.66,"$56,000","$8,500,000"
122,123,123,Charles Howell III,30,0.65,"$1,257,358","$192,300,000"
123,124,124,Jimmy Gunn,1,0.64,"$64,126","$10,000,000"
124,T125,T125,Jon Curran,28,0.63,"$1,049,548","$167,450,000"
125,T125,T125,Jason Dufner,21,0.63,"$1,007,996","$161,000,000"
126,T127,T127,Scott Brown,30,0.62,"$1,161,748","$188,900,000"
127,T127,T127,Marcus Fraser,2,0.62,"$119,759","$19,200,000"
128,T127,T127,Kyle Reifers,31,0.62,"$1,179,226","$188,700,000"
129,T127,T127,Fabrizio Zanotti,1,0.62,"$18,736","$3,000,000"
130,T131,T131,Zac Blair,34,0.6,"$1,244,674","$205,850,000"
131,T131,T131,Mark O'Meara,2,0.6,"$114,915","$19,200,000"
132,T131,T131,Nick Taylor,28,0.6,"$1,072,359","$180,050,000"
133,T134,T134,Chesson Hadley,30,0.59,"$1,135,527","$191,300,000"
134,T134,T134,Morgan Hoffmann,26,0.59,"$1,111,239","$188,850,000"
135,T134,T134,Colt Knost,29,0.59,"$1,066,551","$180,500,000"
136,T134,T134,James Morrison,2,0.59,"$113,237","$19,200,000"
137,T134,T134,David Toms,21,0.59,"$742,470","$125,300,000"
138,T134,T134,Marc Warren,9,0.59,"$461,087","$78,550,000"
139,T140,T140,Felipe Aguilar,1,0.58,"$49,300","$8,500,000"
140,T140,T140,Jason Kokrak,28,0.58,"$1,033,487","$178,200,000"
141,T140,T140,Geoff Ogilvy,15,0.58,"$653,924","$112,750,000"
142,T143,T143,J.J. Henry,30,0.57,"$1,046,121","$182,500,000"
143,T143,T143,Whee Kim,23,0.57,"$755,996","$132,200,000"
144,T143,T143,Steve Wheatcroft,28,0.57,"$973,022","$170,250,000"
145,T146,T146,Retief Goosen,25,0.56,"$921,828","$164,100,000"
146,T146,T146,Graeme McDowell,15,0.56,"$686,436","$121,750,000"
147,T146,T146,Carl Pettersson,32,0.56,"$1,186,759","$210,900,000"
148,T149,T149,Chad Campbell,30,0.55,"$1,015,704","$184,800,000"
149,T149,T149,Andres Gonzales,28,0.55,"$925,333","$168,150,000"
150,T149,T149,Hennie Otto,1,0.55,"$47,000","$8,500,000"
151,152,152,Hyung-Sung Kim,2,0.54,"$76,530","$14,100,000"
152,T153,T153,Mu Hu,1,0.52,"$43,875","$8,500,000"
153,T153,T153,William McGirt,30,0.52,"$1,004,693","$192,550,000"
154,T153,T153,Carlos Ortiz,30,0.52,"$964,135","$185,500,000"
155,T153,T153,Hudson Swafford,30,0.52,"$959,388","$184,000,000"
156,T153,T153,Tiger Woods,11,0.52,"$448,598","$86,800,000"
157,T158,T158,Chad Collins,24,0.51,"$747,897","$145,850,000"
158,T158,T158,Darren Fichardt,1,0.51,"$43,500","$8,500,000"
159,T158,T158,Adam Hadwin,30,0.51,"$937,609","$183,050,000"
160,T158,T158,Seung-Yul Noh,21,0.51,"$711,606","$138,300,000"
161,T158,T158,John Peterson,25,0.51,"$779,507","$152,050,000"
162,T158,T158,Mark Wilson,28,0.51,"$851,842","$168,200,000"
163,T164,T164,Mike Hendry,1,0.5,"$42,500","$8,500,000"
164,T164,T164,Lian-Wei Zhang,1,0.5,"$42,500","$8,500,000"
165,T166,T166,Blayne Barber,26,0.49,"$768,382","$157,700,000"
166,T166,T166,Zecheng Dou,1,0.49,"$41,625","$8,500,000"
167,T166,T166,Ryo Ishikawa,28,0.49,"$851,042","$175,250,000"
168,T166,T166,Adam Svensson,1,0.49,"$28,668","$5,800,000"
169,T170,T170,Steven Jeffress,1,0.48,"$44,750","$9,250,000"
170,T170,T170,Vijay Singh,23,0.48,"$752,458","$156,350,000"
171,T170,T170,Chris Smith,9,0.48,"$212,910","$44,100,000"
172,T170,T170,Yoshitaka Takeya,1,0.48,"$40,500","$8,500,000"
173,T170,T170,Oliver Wilson,2,0.48,"$85,625","$17,750,000"
174,T175,T175,Scott Arnold,1,0.47,"$43,479","$9,200,000"
175,T175,T175,Stewart Cink,23,0.47,"$694,652","$149,250,000"
176,T175,T175,Andrew Dodt,1,0.47,"$43,875","$9,250,000"
177,T175,T175,Jin Jeong,1,0.47,"$40,000","$8,500,000"
178,T175,T175,Paul Lawrie,1,0.47,"$43,479","$9,200,000"
179,T175,T175,Gary Stal,2,0.47,"$86,875","$18,500,000"
180,T175,T175,Andy Sullivan,6,0.47,"$242,824","$51,350,000"
181,T175,T175,Danie van Tonder,1,0.47,"$43,875","$9,250,000"
182,T183,T183,Charlie Beljan,27,0.46,"$782,546","$169,100,000"
183,T183,T183,Rafa Cabrera Bello,4,0.46,"$129,449","$28,100,000"
184,T183,T183,Joost Luiten,13,0.46,"$503,397","$109,950,000"
185,T183,T183,Duffy Waldorf,2,0.46,"$29,944","$6,500,000"
186,T187,T187,Ken Duke,30,0.45,"$817,673","$180,750,000"
187,T187,T187,Tom Hoge,26,0.45,"$690,316","$154,200,000"
188,T187,T187,Freddie Jacobson,14,0.45,"$416,258","$91,900,000"
189,T187,T187,Michael Smith,1,0.45,"$31,099","$6,900,000"
190,T191,T191,Nick Cullen,1,0.44,"$41,125","$9,250,000"
191,T191,T191,Søren Kjeldsen,3,0.44,"$126,000","$28,450,000"
192,T191,T191,Spencer Levin,31,0.44,"$836,695","$191,500,000"
193,T191,T191,Garrett Osborn,4,0.44,"$100,000","$22,800,000"
194,T195,T195,Cameron Percy,23,0.43,"$575,942","$134,000,000"
195,T195,T195,Marcel Siem,8,0.43,"$298,750","$68,900,000"
196,T195,T195,Chris Stroud,28,0.43,"$746,811","$174,450,000"
197,T198,T198,Alexander Levy,8,0.41,"$282,375","$69,300,000"
198,T198,T198,Andres Romero,24,0.41,"$617,251","$150,600,000"
199,T200,T200,Jonas Blixt,26,0.4,"$703,661","$174,950,000"
200,T200,T200,Victor Dubuisson,10,0.4,"$354,624","$88,150,000"
201,T200,T200,Jason Knutzon,2,0.4,"$62,000","$15,500,000"
202,T200,T200,C.T. Pan,2,0.4,"$65,056","$16,400,000"
203,T200,T200,Tim Petrovic,11,0.4,"$222,551","$55,200,000"
204,T200,T200,Alex Prugh,27,0.4,"$636,370","$160,000,000"
205,T200,T200,Steve Stricker,9,0.4,"$269,700","$66,800,000"
206,T207,T207,Tyrrell Hatton,2,0.39,"$74,600","$19,200,000"
207,T207,T207,Doug LaBelle II,1,0.39,"$13,650","$3,500,000"
208,T207,T207,David Lipsky,5,0.39,"$170,014","$43,200,000"
209,T210,T210,Ricky Barnes,27,0.38,"$614,453","$163,500,000"
210,T210,T210,K.J. Choi,19,0.38,"$448,862","$118,700,000"
211,T210,T210,Mikko Ilonen,8,0.38,"$276,500","$72,050,000"
212,T210,T210,Scott Langley,28,0.38,"$638,180","$168,600,000"
213,T210,T210,Pablo Larrazabal,4,0.38,"$140,833","$36,950,000"
214,T210,T210,Sung Joon Park,27,0.38,"$597,100","$156,400,000"
215,T210,T210,Camilo Villegas,27,0.38,"$718,493","$187,550,000"
216,T210,T210,Bernd Wiesberger,11,0.38,"$365,314","$96,850,000"
217,T218,T218,Erik Compton,28,0.37,"$676,600","$185,050,000"
218,T218,T218,Ross Fisher,3,0.37,"$106,330","$28,450,000"
219,T218,T218,Brice Garnett,29,0.37,"$637,788","$174,000,000"
220,T218,T218,Kyle Stanley,12,0.37,"$245,503","$65,700,000"
221,T218,T218,Nicholas Thompson,31,0.37,"$667,182","$181,400,000"
222,T223,T223,Antonio Lascuna,2,0.36,"$55,415","$15,500,000"
223,T223,T223,Brian Stuard,31,0.36,"$687,107","$190,800,000"
224,T223,T223,Michael Thompson,27,0.36,"$599,833","$164,500,000"
225,T226,T226,Jonathan Byrd,22,0.35,"$446,730","$127,100,000"
226,T226,T226,John Huh,31,0.35,"$678,552","$193,150,000"
227,T226,T226,Sam Saunders,28,0.35,"$578,567","$165,700,000"
228,T226,T226,Ollie Schniederjans,7,0.35,"$160,106","$46,100,000"
229,T226,T226,J.J. Spaun,1,0.35,"$20,300","$5,800,000"
230,T231,T231,Brian Davis,31,0.34,"$656,532","$191,200,000"
231,T231,T231,Ernie Els,18,0.34,"$453,579","$132,500,000"
232,T231,T231,Steve Flesch,7,0.34,"$110,526","$32,300,000"
233,T231,T231,Luke Guthrie,27,0.34,"$575,148","$169,000,000"
234,T231,T231,Billy Hurley III,28,0.34,"$591,448","$176,000,000"
235,T231,T231,Rod Pampling,10,0.34,"$189,054","$56,100,000"
236,T231,T231,Bo Van Pelt,28,0.34,"$580,609","$171,800,000"
237,T238,T238,Stuart Appleby,7,0.33,"$138,968","$42,200,000"
238,T238,T238,Wes Roach,1,0.33,"$20,495","$6,200,000"
239,T240,T240,Ryan Fox,1,0.32,"$29,226","$9,200,000"
240,T240,T240,Lucas Glover,26,0.32,"$515,241","$160,600,000"
241,T242,T242,Koumei Oda,4,0.31,"$116,200","$37,700,000"
242,T242,T242,Michael Putnam,28,0.31,"$557,801","$179,900,000"
243,T244,T244,Mark Anderson,7,0.3,"$129,215","$43,700,000"
244,T244,T244,Derek Fathauer,27,0.3,"$482,022","$159,800,000"
245,T244,T244,Jeff Overton,30,0.3,"$561,609","$185,750,000"
246,T244,T244,John Rollins,14,0.3,"$218,063","$73,700,000"
247,T248,T248,Ángel Cabrera,19,0.29,"$381,941","$132,000,000"
248,T248,T248,Stephen Gallacher,11,0.29,"$281,549","$98,250,000"
249,T250,T250,Aaron Baddeley,25,0.28,"$439,923","$154,600,000"
250,T250,T250,Thongchai Jaidee,10,0.28,"$255,455","$91,350,000"
251,T250,T250,D.H. Lee,2,0.28,"$38,985","$14,000,000"
252,T250,T250,Chez Reavie,19,0.28,"$331,622","$116,500,000"
253,T254,T254,Greg Chalmers,17,0.27,"$291,013","$107,050,000"
254,T254,T254,Steve Lewton,1,0.27,"$19,180","$7,000,000"
255,256,256,Jhonattan Vegas,27,0.26,"$446,342","$169,000,000"
256,T257,T257,Stephen Ames,1,0.25,"$7,612","$3,000,000"
257,T257,T257,Byeong Hun An,5,0.25,"$109,200","$43,850,000"
258,T257,T257,Brad Elder,1,0.25,"$25,358","$10,000,000"
259,T257,T257,Martin Flores,30,0.25,"$449,273","$178,100,000"
260,T257,T257,Alex Kang,1,0.25,"$7,612","$3,000,000"
261,T257,T257,John Merrick,27,0.25,"$391,512","$156,700,000"
262,T257,T257,Alex Noren,2,0.25,"$48,000","$19,250,000"
263,T257,T257,Kenny Perry,9,0.25,"$142,389","$57,000,000"
264,T257,T257,D.A. Points,26,0.25,"$390,606","$157,900,000"
265,T257,T257,Brett Rumford,1,0.25,"$22,550","$9,200,000"
266,T257,T257,Garrett Willis,1,0.25,"$8,708","$3,500,000"
267,T268,T268,Max Homa,27,0.24,"$380,338","$159,200,000"
268,T268,T268,WC Liang,5,0.24,"$102,185","$42,550,000"
269,T270,T270,Andrew Loupe,15,0.23,"$183,849","$80,800,000"
270,T270,T270,Alexandre Rocha,1,0.23,"$14,528","$6,400,000"
271,T270,T270,Andrew Svoboda,30,0.23,"$418,963","$178,800,000"
272,T270,T270,Kevin Tway,1,0.23,"$14,322","$6,200,000"
273,T270,T270,Jaco Van Zyl,2,0.23,"$40,500","$17,700,000"
274,T275,T275,Oscar Fraustro,21,0.22,"$262,475","$118,300,000"
275,T275,T275,John Parry,1,0.22,"$22,067","$10,000,000"
276,T275,T275,Andy Pope,2,0.22,"$34,524","$15,600,000"
277,T275,T275,Cory Renfrew,1,0.22,"$13,734","$6,300,000"
278,T275,T275,Chris Riley,2,0.22,"$14,216","$6,600,000"
279,T275,T275,Y.E. Yang,4,0.22,"$50,023","$23,100,000"
280,T281,T281,Danny Chia,1,0.21,"$14,420","$7,000,000"
281,T281,T281,Derek Ernst,26,0.21,"$320,094","$149,900,000"
282,T281,T281,Nicholas Fung,1,0.21,"$14,420","$7,000,000"
283,T281,T281,Scott Gutschewski,1,0.21,"$14,697","$7,100,000"
284,T281,T281,Andrew Putnam,23,0.21,"$282,878","$133,700,000"
285,T286,T286,Arjun Atwal,7,0.2,"$63,909","$32,400,000"
286,T286,T286,Thomas Birdsey,1,0.2,"$12,090","$6,200,000"
287,T286,T286,Thomas Bjørn,7,0.2,"$124,500","$62,300,000"
288,T286,T286,Roberto Castro,16,0.2,"$179,721","$90,400,000"
289,T286,T286,John Chin,1,0.2,"$6,262","$3,100,000"
290,T286,T286,Mark Hubbard,25,0.2,"$293,978","$143,600,000"
291,T286,T286,Daniel Miernicki,1,0.2,"$12,348","$6,300,000"
292,T286,T286,Richy Werenski,1,0.2,"$6,825","$3,500,000"
293,T286,T286,Jay Woodson,1,0.2,"$12,261","$6,100,000"
294,T295,T295,Blake Adams,13,0.19,"$156,939","$82,400,000"
295,T295,T295,Steven Alker,22,0.19,"$236,859","$124,700,000"
296,T295,T295,Jason Allred,3,0.19,"$32,682","$17,100,000"
297,T295,T295,Patrick Cantlay,1,0.19,"$11,468","$6,100,000"
298,T295,T295,James Driscoll,1,0.19,"$5,820","$3,000,000"
299,T295,T295,Lee Janzen,4,0.19,"$43,500","$22,700,000"
300,T295,T295,Michael McCabe,1,0.19,"$6,014","$3,100,000"
301,T295,T295,Alvaro Quiros,2,0.19,"$17,651","$9,100,000"
302,T303,T303,Gonzalo Fernandez-Castaño,28,0.18,"$312,049","$168,700,000"
303,T303,T303,Brian Gaffney,1,0.18,"$17,900","$10,000,000"
304,T303,T303,Miguel Angel Jiménez,6,0.18,"$104,750","$56,950,000"
305,T303,T303,Jonathan Randolph,25,0.18,"$256,065","$143,900,000"
306,T307,T307,Robert Allenby,25,0.17,"$271,887","$157,700,000"
307,T307,T307,Brad Fritsch,3,0.17,"$37,090","$21,800,000"
308,T307,T307,Robert Garrigus,25,0.17,"$253,697","$153,500,000"
309,T307,T307,Rikard Karlberg,2,0.17,"$27,300","$16,200,000"
310,T307,T307,Dicky Pride,5,0.17,"$39,414","$22,900,000"
311,T307,T307,Marcelo Rozo,1,0.17,"$9,628","$5,800,000"
312,T307,T307,Mark Silvers,2,0.17,"$27,272","$15,600,000"
313,T307,T307,D.J. Trahan,5,0.17,"$36,855","$21,300,000"
314,T307,T307,Cameron Wilson,3,0.17,"$33,300","$19,500,000"
315,T316,T316,Ryan Armour,17,0.16,"$144,228","$91,400,000"
316,T316,T316,Kelvin Day,2,0.16,"$21,235","$13,700,000"
317,T316,T316,Brandon Hagy,8,0.16,"$77,111","$48,200,000"
318,T319,T319,Ben Crane,22,0.15,"$203,253","$139,700,000"
319,T319,T319,John Daly,10,0.15,"$91,933","$60,000,000"
320,T319,T319,Glen Day,8,0.15,"$54,908","$37,000,000"
321,T319,T319,Hiroyuki Fujita,3,0.15,"$42,250","$28,450,000"
322,T319,T319,David Howell,2,0.15,"$29,226","$19,200,000"
323,T319,T319,Tom Johnson,2,0.15,"$12,967","$8,700,000"
324,T319,T319,Justin Leonard,22,0.15,"$219,173","$142,300,000"
325,T319,T319,Eddie Pepperell,2,0.15,"$29,226","$19,200,000"
326,T319,T319,Josh Teater,11,0.15,"$80,358","$55,000,000"
327,T319,T319,Tyrone Van Aswegen,20,0.15,"$168,233","$112,400,000"
328,T329,T329,Joe Affrunti,4,0.14,"$31,480","$22,500,000"
329,T329,T329,Eric Axley,21,0.14,"$170,687","$118,000,000"
330,T329,T329,Tommy Gainey,9,0.14,"$70,136","$48,700,000"
331,T329,T329,Wes Homan,4,0.14,"$31,789","$22,700,000"
332,T329,T329,Patton Kizzire,2,0.14,"$12,544","$9,100,000"
333,T334,T334,Matt Bettencourt,8,0.13,"$46,505","$36,500,000"
334,T334,T334,Sebastian Cappelen,2,0.13,"$18,475","$14,000,000"
335,T334,T334,Bill Lunde,18,0.13,"$128,787","$100,100,000"
336,T334,T334,Byron Smith,21,0.13,"$153,930","$118,000,000"
337,T338,T338,Michael Bradley,4,0.12,"$18,736","$15,600,000"
338,T338,T338,Kent Jones,2,0.12,"$7,626","$6,600,000"
339,T338,T338,Troy Kelly,9,0.12,"$67,546","$54,100,000"
340,T338,T338,Colin Montgomerie,2,0.12,"$23,822","$20,000,000"
341,T338,T338,Richie Ramsay,2,0.12,"$23,330","$19,200,000"
342,T338,T338,Roger Sloan,20,0.12,"$133,048","$112,400,000"
343,T338,T338,Kevin Stadler,5,0.12,"$42,160","$35,100,000"
344,T345,T345,David Duval,6,0.11,"$36,838","$32,100,000"
345,T345,T345,Cody Gribble,4,0.11,"$34,228","$30,200,000"
346,T345,T345,Jarrod Lyle,10,0.11,"$66,145","$60,500,000"
347,T345,T345,Parker McLachlin,2,0.11,"$7,560","$6,600,000"
348,T345,T345,Carlos Sainz Jr,20,0.11,"$124,115","$112,500,000"
349,T350,T350,Guy Boros,2,0.1,"$6,270","$6,500,000"
350,T350,T350,Troy Matteson,9,0.1,"$42,450","$44,200,000"
351,T350,T350,Chris Naegel,2,0.1,"$11,336","$11,600,000"
352,T350,T350,Heath Slocum,22,0.1,"$122,480","$125,000,000"
353,T350,T350,Tim Wilkinson,28,0.1,"$171,652","$172,100,000"
354,T355,T355,Cameron Beckman,8,0.09,"$32,994","$37,400,000"
355,T355,T355,Zack Sucher,18,0.09,"$85,613","$99,600,000"
356,T355,T355,Charlie Wi,9,0.09,"$39,480","$45,200,000"
357,T355,T355,Bobby Wyatt,2,0.09,"$6,000","$7,000,000"
358,T359,T359,Seuk-hyun Baek,2,0.08,"$13,160","$17,000,000"
359,T359,T359,Harrison Frazar,7,0.08,"$37,550","$44,200,000"
360,T359,T359,Bernhard Langer,3,0.08,"$22,082","$29,200,000"
361,T362,T362,Benjamín Alvarado,8,0.07,"$28,800","$44,100,000"
362,T362,T362,Ben Curtis,14,0.07,"$59,017","$83,000,000"
363,T362,T362,Trevor Immelman,19,0.07,"$74,657","$112,000,000"
364,T362,T362,Robert Karlsson,2,0.07,"$6,690","$10,100,000"
365,T362,T362,Smylie Kaufman,2,0.07,"$7,210","$10,100,000"
366,T362,T362,Steve Lowery,3,0.07,"$6,650","$9,600,000"
367,T362,T362,Billy Mayfair,6,0.07,"$19,710","$26,400,000"
368,T362,T362,Ted Purdy,3,0.07,"$6,386","$9,600,000"
369,T370,T370,Dudley Hart,8,0.06,"$29,013","$48,100,000"
