,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
36,37,37,Justin Thomas,30,"$2,278,564",
37,38,38,Phil Mickelson,19,"$2,154,200",
38,39,39,Russell Henley,24,"$2,110,774",
39,40,40,Tony Finau,31,"$2,095,186",
40,41,41,Troy Merritt,29,"$2,092,669",1.0
41,42,42,James Hahn,28,"$2,064,783",1.0
42,43,43,Webb Simpson,22,"$2,046,260",
43,44,44,Matt Jones,25,"$1,995,553",
44,45,45,Ryan Palmer,22,"$1,974,523",
45,46,46,Harris English,29,"$1,971,687",
46,47,47,Russell Knox,28,"$1,916,666",
47,48,48,Cameron Tringale,28,"$1,837,164",
48,49,49,David Hearn,30,"$1,817,043",
49,50,50,Brendon Todd,27,"$1,809,192",
50,51,51,Marc Leishman,23,"$1,762,267",
51,52,52,Brendan Steele,24,"$1,759,484",
52,53,53,Shawn Stefani,26,"$1,757,803",
53,54,54,Billy Horschel,28,"$1,735,751",
54,55,55,Nick Watney,28,"$1,733,873",
55,56,56,Ian Poulter,19,"$1,690,587",
56,57,57,Boo Weekley,24,"$1,689,914",
57,58,58,Sean O'Hair,26,"$1,662,300",
58,59,59,Fabián Gómez,26,"$1,651,012",1.0
59,60,60,Daniel Summerhays,29,"$1,633,957",
60,61,61,Hunter Mahan,24,"$1,617,973",
61,62,62,Brendon de Jonge,31,"$1,594,935",
62,63,63,Pat Perez,26,"$1,588,664",
63,64,64,Keegan Bradley,24,"$1,565,079",
64,65,65,Brian Harman,29,"$1,548,352",
65,66,66,Rory Sabbatini,25,"$1,525,784",
66,67,67,Kevin Streelman,27,"$1,525,774",
67,68,68,Matt Every,26,"$1,521,816",1.0
68,69,69,John Senden,24,"$1,422,033",
69,70,70,Adam Scott,15,"$1,382,365",
70,71,71,Jerry Kelly,24,"$1,336,607",
71,72,72,George McNeill,27,"$1,331,768",
72,73,73,Padraig Harrington,21,"$1,330,852",1.0
73,74,74,Kevin Chappell,26,"$1,281,552",
74,75,75,Davis Love III,18,"$1,263,596",1.0
75,76,76,Scott Pinckney,27,"$1,259,389",
76,77,77,Charles Howell III,30,"$1,257,361",
77,78,78,Zac Blair,34,"$1,244,676",
78,79,79,Alex Cejka,30,"$1,227,196",1.0
79,80,80,Jim Herman,27,"$1,212,778",
80,81,81,Charl Schwartzel,19,"$1,209,528",
81,82,82,Carl Pettersson,32,"$1,186,763",
82,83,83,Greg Owen,19,"$1,180,794",
83,84,84,Kyle Reifers,31,"$1,179,228",
84,85,85,Willy Wilcox,17,"$1,168,302",
85,86,86,Bryce Molder,26,"$1,165,547",
86,87,87,Scott Brown,30,"$1,161,750",
87,88,88,Chesson Hadley,30,"$1,135,529",
88,89,89,Johnson Wagner,23,"$1,131,659",
89,90,90,Martin Laird,24,"$1,124,988",
90,91,91,Morgan Hoffmann,26,"$1,111,240",
91,92,92,Jason Gore,26,"$1,101,246",
92,93,93,Nick Taylor,28,"$1,072,360",1.0
93,94,94,Colt Knost,29,"$1,066,553",
94,95,95,Jon Curran,28,"$1,049,549",
95,96,96,J.J. Henry,30,"$1,046,123",1.0
96,97,97,Jason Kokrak,28,"$1,033,489",
97,98,98,Tim Clark,13,"$1,028,139",
98,99,99,Luke Donald,20,"$1,026,643",
99,100,100,Chad Campbell,30,"$1,015,707",
100,101,101,Jason Dufner,21,"$1,007,997",
101,102,102,William McGirt,30,"$1,004,696",
102,103,103,Francesco Molinari,16,"$997,389",
103,104,104,Graham DeLaet,22,"$988,349",
104,105,105,Steve Wheatcroft,28,"$973,024",
105,106,106,Carlos Ortiz,30,"$964,137",
106,107,107,Hudson Swafford,30,"$959,391",
107,108,108,Lee Westwood,15,"$946,628",
108,109,109,Jamie Donaldson,16,"$938,664",
109,110,110,Adam Hadwin,30,"$937,611",
110,111,111,Andres Gonzales,28,"$925,335",
111,112,112,Retief Goosen,25,"$921,830",
112,113,113,Scott Stallings,19,"$919,619",
113,114,114,Martin Kaymer,13,"$886,378",
114,115,115,Will MacKenzie,16,"$863,563",
115,116,116,Mark Wilson,28,"$851,845",
116,117,117,Ryo Ishikawa,28,"$851,044",
117,118,118,Spencer Levin,31,"$836,698",
118,119,119,Ken Duke,30,"$817,675",
119,120,120,Charlie Beljan,27,"$782,546",
120,121,121,John Peterson,25,"$779,509",
121,122,122,Blayne Barber,26,"$768,383",
122,123,123,Whee Kim,23,"$755,998",
123,124,124,Vijay Singh,23,"$752,462",
124,125,125,Chad Collins,24,"$747,899",
125,126,126,Chris Stroud,28,"$746,814",
126,127,127,David Toms,21,"$742,470",
127,128,128,Camilo Villegas,27,"$718,497",
128,129,129,Seung-Yul Noh,21,"$711,609",
129,130,130,Jonas Blixt,26,"$703,664",
130,131,131,Stewart Cink,23,"$694,655",
131,132,132,Tom Hoge,26,"$690,319",
132,133,133,Brian Stuard,31,"$687,109",
133,134,134,Graeme McDowell,15,"$686,438",
134,135,135,John Huh,31,"$678,556",
135,136,136,Erik Compton,28,"$676,602",
136,137,137,Nicholas Thompson,31,"$667,185",
137,138,138,Brian Davis,31,"$656,534",
138,139,139,Geoff Ogilvy,15,"$653,925",
139,140,140,Scott Langley,28,"$638,182",
140,141,141,Brice Garnett,29,"$637,789",
141,142,142,Alex Prugh,27,"$636,373",
142,143,143,Tom Gillis,16,"$634,554",
143,144,144,Andres Romero,24,"$617,253",
144,145,145,Ricky Barnes,27,"$614,455",
145,146,146,Michael Thompson,27,"$599,835",
146,147,147,Sung Joon Park,27,"$597,103",
147,148,148,Billy Hurley III,28,"$591,450",
148,149,149,Bo Van Pelt,28,"$580,611",
149,150,150,Sam Saunders,28,"$578,571",
150,151,151,Cameron Percy,23,"$575,943",
151,152,152,Luke Guthrie,27,"$575,150",
152,153,153,Jeff Overton,30,"$561,614",
153,154,154,Michael Putnam,28,"$557,803",
154,155,155,Vaughn Taylor,12,"$533,036",
155,156,156,Lucas Glover,26,"$515,241",
156,157,157,Shane Lowry,13,"$502,517",1.0
157,158,158,Derek Fathauer,27,"$482,023",
158,159,159,Ernie Els,18,"$453,579",
159,160,160,Martin Flores,30,"$449,274",
160,161,161,K.J. Choi,19,"$448,864",
161,162,162,Tiger Woods,11,"$448,598",
162,163,163,Jonathan Byrd,22,"$446,732",
163,164,164,Jhonattan Vegas,27,"$446,345",
164,165,165,Aaron Baddeley,25,"$439,925",
165,166,166,Andrew Svoboda,30,"$418,963",
166,167,167,Freddie Jacobson,14,"$416,259",
167,168,168,John Merrick,27,"$391,513",
168,169,169,D.A. Points,26,"$390,607",
169,170,170,Ángel Cabrera,19,"$381,942",
170,171,171,Max Homa,27,"$380,339",
171,172,172,Victor Dubuisson,10,"$354,625",
172,173,173,Chez Reavie,19,"$331,623",
173,174,174,Derek Ernst,26,"$320,095",
174,175,175,Gonzalo Fernandez-Castaño,28,"$312,053",
175,176,176,Mark Hubbard,25,"$293,980",
176,177,177,Greg Chalmers,17,"$291,016",
177,178,178,Andrew Putnam,23,"$282,879",
178,179,179,Robert Allenby,25,"$271,887",
179,180,180,Steve Stricker,9,"$269,701",
180,181,181,Oscar Fraustro,21,"$262,475",
181,182,182,Jonathan Randolph,25,"$256,066",
182,183,183,Robert Garrigus,25,"$253,699",
183,184,184,Kyle Stanley,12,"$245,504",
184,185,185,Steven Alker,22,"$236,862",
185,186,186,Tim Petrovic,11,"$222,551",
186,187,187,Justin Leonard,22,"$219,175",
187,188,188,John Rollins,14,"$218,064",
188,189,189,Chris Smith,9,"$212,910",
189,190,190,Ben Crane,22,"$203,254",
190,191,191,Rod Pampling,10,"$189,055",
191,192,192,Andrew Loupe,15,"$183,850",
192,193,193,Roberto Castro,16,"$179,723",
193,194,194,Tim Wilkinson,28,"$171,654",
194,195,195,Eric Axley,21,"$170,687",
195,196,196,Tyrone Van Aswegen,20,"$168,234",
196,197,197,Blake Adams,13,"$156,939",
197,198,198,Byron Smith,21,"$153,930",
198,199,199,Ryan Armour,17,"$144,229",
199,200,200,Kenny Perry,9,"$142,390",
200,201,201,Fred Funk,2,"$141,171",
201,202,202,Stuart Appleby,7,"$138,968",
202,203,203,Roger Sloan,20,"$133,048",
203,204,204,Bill Lunde,18,"$128,788",
204,205,205,Carlos Sainz Jr,20,"$124,115",
205,206,206,Mark Hensby,2,"$122,938",
206,207,207,Heath Slocum,22,"$122,480",
207,208,208,Mark O'Meara,2,"$114,915",
208,209,209,Steve Flesch,7,"$110,527",
209,210,210,John Daly,10,"$91,933",
210,211,211,Jim Renner,27,"$90,668",
211,212,212,Zack Sucher,18,"$85,614",
212,213,213,Josh Teater,11,"$80,359",
213,214,214,Trevor Immelman,19,"$74,660",
214,215,215,Mike Weir,18,"$72,800",
215,216,216,Tommy Gainey,9,"$70,137",
216,217,217,Troy Kelly,9,"$67,547",
217,218,218,Jarrod Lyle,10,"$66,145",
218,219,219,Arjun Atwal,7,"$63,909",
219,220,220,Ben Curtis,14,"$59,018",
220,221,221,Glen Day,8,"$54,909",
221,222,222,Y.E. Yang,4,"$50,024",
222,223,223,Matt Bettencourt,8,"$46,505",
223,224,224,Lee Janzen,4,"$43,500",
224,225,225,Troy Matteson,9,"$42,450",
225,226,226,Justin Hicks,14,"$42,171",
226,227,227,Kevin Stadler,5,"$42,160",
227,228,228,Charlie Wi,9,"$39,480",
228,229,229,Dicky Pride,5,"$39,414",
229,230,230,Harrison Frazar,7,"$37,550",
230,231,231,D.J. Trahan,5,"$36,855",
231,232,232,David Duval,6,"$36,839",
232,233,233,Cameron Beckman,8,"$32,995",
233,234,234,Joe Affrunti,4,"$31,480",
234,235,235,Duffy Waldorf,2,"$29,944",
235,236,236,Dudley Hart,8,"$29,013",
236,237,237,Benjamín Alvarado,8,"$28,800",
237,238,238,Woody Austin,11,"$27,774",
238,239,239,Richard Sterne,18,"$27,690",
239,240,240,Scott Verplank,13,"$25,683",
240,241,241,Bernhard Langer,3,"$22,082",
241,242,242,Billy Mayfair,6,"$19,710",
242,243,243,Michael Bradley,4,"$18,736",
243,244,244,Shaun Micheel,5,"$16,321",
244,245,245,Chris Riley,2,"$14,216",
245,246,246,Brandt Jobe,6,"$12,825",
246,247,247,Daniel Chopra,5,"$11,700",
247,248,248,Tom Watson,3,"$11,623",
248,249,249,Patrick Cantlay,1,"$11,468",
249,250,250,Scott McCarron,7,"$8,880",
250,251,251,Garrett Willis,1,"$8,708",
251,252,252,Kent Jones,2,"$7,626",
252,253,253,Stephen Ames,1,"$7,613",
253,254,254,Parker McLachlin,2,"$7,560",
254,255,255,Steve Lowery,3,"$6,650",
255,256,256,Len Mattiace,6,"$6,479",
256,257,257,Ted Purdy,3,"$6,386",
257,258,258,Guy Boros,2,"$6,270",
258,259,259,Tim Herron,7,"$5,820",
