,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
71,72,72,Chez Reavie,93,0.183,10.958,60
72,73,73,Brandon Harkins,101,0.18100000000000002,15.345,85
73,74,74,Jason Day,75,0.17600000000000002,8.641,49
74,75,75,J.J. Henry,81,0.174,10.937000000000001,63
75,76,76,Nick Watney,94,0.17,13.592,80
76,77,77,Branden Grace,67,0.163,7.178999999999999,44
77,78,78,Tyrrell Hatton,58,0.14800000000000002,6.221,42
78,79,79,Chesson Hadley,103,0.146,13.027000000000001,89
79,80,80,Ian Poulter,73,0.141,7.058,50
80,81,81,Xinjun Zhang,81,0.139,7.925,57
81,T82,T82,Paul Casey,74,0.138,6.744,49
82,T82,T82,Troy Merritt,89,0.138,10.078,73
83,84,84,Brian Harman,94,0.13699999999999998,9.847999999999999,72
84,85,85,Matt Atkins,56,0.134,5.3629999999999995,40
85,86,86,Peter Uihlein,83,0.132,8.547,65
86,87,87,Graeme McDowell,67,0.124,5.72,46
87,88,88,Austin Cook,107,0.12,11.069,92
88,89,89,Conrad Shindler,60,0.114,5.023,44
89,90,90,Steve Wheatcroft,60,0.11199999999999999,5.135,46
90,91,91,Nate Lashley,51,0.111,3.898,35
91,92,92,Blayne Barber,69,0.10099999999999999,6.069,60
92,93,93,Daniel Berger,81,0.1,6.178,62
93,94,94,Russell Henley,77,0.09300000000000001,5.377999999999999,58
94,95,95,Richy Werenski,98,0.077,5.7139999999999995,74
95,96,96,Seamus Power,86,0.076,4.9910000000000005,66
96,97,97,Adam Schenk,86,0.073,4.785,66
97,98,98,Anirban Lahiri,82,0.07,4.677,67
98,99,99,Ben Silverman,90,0.069,5.229,76
99,100,100,Tiger Woods,68,0.061,3.609,59
100,101,101,Russell Knox,94,0.059000000000000004,4.355,74
101,T102,T102,Stewart Cink,87,0.057,3.8310000000000004,67
102,T102,T102,Adam Hadwin,92,0.057,3.787,66
103,104,104,Patrick Reed,94,0.051,3.2289999999999996,63
104,105,105,Nick Taylor,94,0.049,3.594,74
105,106,106,Stephan Jaeger,81,0.045,2.813,63
106,107,107,Satoshi Kodaira,51,0.027000000000000003,1.069,40
107,108,108,Tom Hoge,101,0.018000000000000002,1.474,83
108,T109,T109,Ryan Blaum,81,0.011000000000000001,0.7959999999999999,72
109,T109,T109,Denny McCarthy,71,0.011000000000000001,0.529,49
110,111,111,David Lingmerth,82,0.006,0.396,69
111,112,112,Danny Lee,88,0.005,0.379,70
112,113,113,Vaughn Taylor,83,-0.005,-0.324,70
113,114,114,Marc Leishman,93,-0.006,-0.449,73
114,115,115,Scott Stallings,96,-0.008,-0.633,80
115,116,116,Ryan Armour,109,-0.012,-1.117,96
116,117,117,Si Woo Kim,108,-0.013999999999999999,-1.111,78
117,118,118,Alex Cejka,77,-0.024,-1.42,60
118,119,119,Charl Schwartzel,65,-0.035,-1.464,42
119,120,120,Patrick Rodgers,97,-0.039,-2.872,73
120,121,121,Chad Campbell,87,-0.042,-2.787,67
121,122,122,Kevin Kisner,89,-0.043,-2.785,65
122,123,123,Martin Laird,73,-0.045,-2.739,61
123,124,124,Lanto Griffin,80,-0.046,-2.7430000000000003,60
124,125,125,Chris Kirk,108,-0.048,-4.609,96
125,126,126,Ethan Tracy,72,-0.054000000000000006,-2.891,54
126,127,127,Zach Johnson,94,-0.059000000000000004,-4.2410000000000005,72
127,128,128,Fabián Gómez,88,-0.062,-4.4030000000000005,71
128,129,129,Pat Perez,82,-0.063,-3.214,51
129,130,130,Mackenzie Hughes,80,-0.068,-4.64,68
130,131,131,Michael Thompson,62,-0.073,-4.103,56
131,132,132,"Ted Potter, Jr.",87,-0.07400000000000001,-5.672999999999999,77
132,133,133,Zecheng Dou,53,-0.079,-2.827,36
133,134,134,Shawn Stefani,76,-0.09300000000000001,-5.569,60
134,135,135,Rod Pampling,62,-0.095,-4.279,45
135,136,136,Martin Flores,92,-0.09699999999999999,-6.985,72
136,137,137,Jamie Lovemark,92,-0.10099999999999999,-7.874,78
137,138,138,John Huh,94,-0.11,-9.043,82
138,139,139,Bud Cauley,55,-0.113,-4.626,41
139,140,140,Webb Simpson,95,-0.11599999999999999,-9.356,81
140,141,141,Brett Stegmaier,67,-0.135,-6.3660000000000005,47
141,142,142,Ben Martin,64,-0.142,-8.091000000000001,57
142,143,143,Brandt Snedeker,84,-0.145,-10.724,74
143,144,144,Andrew Putnam,97,-0.146,-11.254000000000001,77
144,145,145,Cameron Smith,85,-0.14800000000000002,-9.005,61
145,146,146,Roberto Díaz,72,-0.165,-9.257,56
146,147,147,Brian Gay,103,-0.166,-15.27,92
147,148,148,David Hearn,66,-0.17,-8.514,50
148,149,149,Bill Haas,76,-0.177,-11.692,66
149,150,150,Matt Kuchar,88,-0.19899999999999998,-12.949000000000002,65
150,151,151,Cody Gribble,71,-0.212,-11.472000000000001,54
151,152,152,Johnson Wagner,75,-0.213,-11.710999999999999,55
152,153,153,Harris English,84,-0.21899999999999997,-14.923,68
153,154,154,Phil Mickelson,90,-0.225,-15.741,70
154,155,155,Brian Stuard,103,-0.22699999999999998,-19.967,88
155,156,156,Dominic Bozzelli,65,-0.244,-14.857999999999999,61
156,157,157,Martin Piller,79,-0.248,-16.644000000000002,67
157,158,158,Nicholas Lindheim,77,-0.258,-15.193,59
158,159,159,Scott Brown,102,-0.265,-21.47,81
159,160,160,Jonathan Randolph,71,-0.271,-16.271,60
160,161,161,Chris Stroud,81,-0.27699999999999997,-16.089000000000002,58
161,162,162,Kelly Kraft,94,-0.28600000000000003,-21.171,74
162,163,163,Patton Kizzire,92,-0.294,-22.951999999999998,78
163,164,164,Ben Crane,65,-0.302,-13.894,46
164,165,165,William McGirt,84,-0.306,-22.936999999999998,75
165,166,166,Talor Gooch,78,-0.322,-19.985,62
166,T167,T167,Aaron Baddeley,84,-0.345,-24.141,70
167,T167,T167,Zac Blair,64,-0.345,-15.889000000000001,46
168,169,169,Peter Malnati,87,-0.37200000000000005,-27.888,75
169,170,170,Kevin Na,91,-0.37799999999999995,-26.485,70
170,T171,T171,Jim Furyk,50,-0.392,-18.015,46
171,T171,T171,Retief Goosen,60,-0.392,-15.667,40
172,173,173,Ollie Schniederjans,91,-0.41,-31.589000000000002,77
173,174,174,Jonas Blixt,67,-0.424,-20.344,48
174,T175,T175,Matt Every,79,-0.43700000000000006,-26.654,61
175,T175,T175,Jimmy Walker,81,-0.43700000000000006,-28.872,66
176,177,177,Andrew Yun,51,-0.457,-15.54,34
177,178,178,Sung Kang,89,-0.488,-32.695,67
178,179,179,Tyrone Van Aswegen,101,-0.493,-40.885,83
179,180,180,Kyle Thompson,50,-0.534,-19.224,36
180,181,181,Jonathan Byrd,70,-0.542,-26.025,48
181,182,182,Rob Oppenheim,74,-0.662,-35.726,54
182,183,183,Robert Streb,78,-0.68,-40.824,60
183,184,184,Greg Chalmers,56,-0.69,-28.27,41
184,185,185,Billy Hurley III,70,-0.696,-39.673,57
185,186,186,Whee Kim,93,-0.748,-54.597,73
186,187,187,Derek Fathauer,84,-0.757,-51.498000000000005,68
187,188,188,Daniel Summerhays,51,-0.977,-37.126999999999995,38
188,189,189,Ricky Barnes,65,-1.0190000000000001,-45.875,45
189,190,190,Michael Kim,74,-1.023,-55.22,54
190,191,191,D.A. Points,63,-1.069,-51.306999999999995,48
191,192,192,Cameron Tringale,67,-1.351,-68.916,51
192,193,193,Wesley Bryan,69,-1.443,-73.579,51
