,Carry_Distance_RANK THIS WEEK,Carry_Distance_RANK LAST WEEK,Carry_Distance_PLAYER NAME,Carry_Distance_ROUNDS,Carry_Distance_AVG.,Carry_Distance_TOTAL DIST. TO IMPACT,Carry_Distance_TOTAL ATTEMPTS,Carry_Distance_LONGEST CARRY DISTANCE,Carry_Distance_SHORTEST CARRY DISTANCE
91,92,92,Ollie Schniederjans,91,279.3,15359.9,55,323.4,223.5
92,93,93,Lanto Griffin,80,279.2,12565.3,45,316.9,223.0
93,94,94,Lucas Glover,65,278.9,10876.0,39,303.3,236.6
94,95,95,Branden Grace,67,278.4,8630.1,31,298.9,256.0
95,96,96,Aaron Baddeley,84,278.2,16416.7,59,312.6,237.1
96,T97,T97,Joel Dahmen,93,278.1,18357.0,66,300.8,245.9
97,T97,T97,Cameron Tringale,67,278.1,12236.7,44,301.3,252.2
98,99,99,Adam Hadwin,92,277.7,14164.3,51,307.7,246.9
99,100,100,Pat Perez,82,277.6,10550.0,38,310.6,241.5
100,101,101,Michael Thompson,62,277.3,14417.0,52,294.5,254.2
101,102,102,Blayne Barber,69,277.2,13580.6,49,302.9,254.9
102,103,103,Daniel Berger,81,277.1,13579.8,49,303.5,233.9
103,104,104,Brice Garnett,99,277.0,17451.8,63,301.8,238.5
104,T105,T105,Emiliano Grillo,94,276.8,17990.5,65,297.8,233.5
105,T105,T105,Satoshi Kodaira,51,276.8,7196.3,26,304.3,247.1
106,T107,T107,J.J. Henry,81,276.6,14105.5,51,303.6,252.5
107,T107,T107,Danny Lee,88,276.6,17699.8,64,300.5,237.2
108,T107,T107,C.T. Pan,104,276.6,18255.8,66,302.1,241.3
109,T107,T107,Ethan Tracy,72,276.6,11617.5,42,301.5,244.2
110,111,111,Nate Lashley,51,276.4,8567.5,31,299.1,248.0
111,T112,T112,Jonas Blixt,67,276.2,11875.8,43,302.2,237.6
112,T112,T112,Jonathan Byrd,70,276.2,11601.7,42,302.8,241.1
113,T112,T112,Jason Dufner,71,276.2,11598.4,42,316.4,234.2
114,115,115,Cameron Percy,56,276.1,9939.7,36,308.0,253.2
115,T116,T116,Stewart Cink,87,275.5,16532.7,60,306.3,251.1
116,T116,T116,Anirban Lahiri,82,275.5,16253.6,59,296.4,231.5
117,T116,T116,J.J. Spaun,85,275.5,15705.3,57,310.9,245.4
118,119,119,Abraham Ancer,98,275.1,21186.2,77,305.8,223.5
119,120,120,Kiradech Aphibarnrat,51,275.0,6876.0,25,300.1,254.1
120,121,121,Sam Ryder,82,274.9,15670.0,57,298.6,243.8
121,122,122,Scott Piercy,84,274.8,13463.6,49,311.2,242.3
122,T123,T123,Troy Merritt,89,274.5,18119.6,66,304.2,242.7
123,T123,T123,Rory Sabbatini,91,274.5,18667.8,68,308.5,247.5
124,T125,T125,Zecheng Dou,53,273.9,7941.7,29,295.2,252.9
125,T125,T125,Kyle Stanley,93,273.9,14792.4,54,312.4,222.2
126,127,127,Nick Taylor,94,273.8,17795.7,65,307.1,252.1
127,128,128,Austin Cook,107,273.7,21619.9,79,303.3,220.4
128,129,129,Richy Werenski,98,273.6,17237.3,63,299.5,245.2
129,130,130,Webb Simpson,95,273.5,18053.5,66,297.7,235.0
130,T131,T131,Conrad Shindler,60,273.4,7380.5,27,292.8,247.3
131,T131,T131,Tyrone Van Aswegen,101,273.4,17772.5,65,297.6,234.5
132,133,133,Tom Hoge,101,273.0,20750.9,76,301.9,241.8
133,T134,T134,Martin Piller,79,272.6,16353.9,60,292.2,249.0
134,T134,T134,Andrew Putnam,97,272.6,17716.5,65,296.0,248.0
135,136,136,Andrew Landry,82,272.2,17422.4,64,296.0,244.2
136,137,137,Chris Stroud,81,271.9,13050.8,48,298.0,232.3
137,138,138,Scott Brown,102,271.8,17670.1,65,298.4,243.3
138,T139,T139,Michael Kim,74,271.5,10317.8,38,296.5,250.2
139,T139,T139,Peter Malnati,87,271.5,17918.5,66,295.2,235.8
140,141,141,Rafa Cabrera Bello,75,271.3,9767.2,36,297.6,245.0
141,142,142,Brian Harman,94,271.1,14909.1,55,294.0,246.1
142,143,143,Graeme McDowell,67,271.0,11112.2,41,300.9,212.5
143,T144,T144,Nicholas Lindheim,77,270.9,13545.7,50,296.1,242.3
144,T144,T144,Brandt Snedeker,84,270.9,15712.7,58,292.1,245.6
145,146,146,"Ted Potter, Jr.",87,270.8,18414.9,68,294.4,226.7
146,147,147,Chris Kirk,108,270.7,22464.5,83,296.8,246.1
147,148,148,Whee Kim,93,270.5,15149.3,56,293.8,239.5
148,T149,T149,Ben Silverman,90,270.3,16217.4,60,294.4,235.6
149,T149,T149,Robert Streb,78,270.3,14864.2,55,293.4,239.8
150,151,151,Tyler Duncan,97,269.8,16458.9,61,299.8,230.2
151,152,152,Ben Martin,64,269.6,14825.7,55,288.1,242.0
152,T153,T153,Zach Johnson,94,269.5,15633.4,58,290.5,224.7
153,T153,T153,Si Woo Kim,108,269.5,16980.3,63,299.3,212.8
154,155,155,Kevin Na,91,269.2,15615.6,58,299.9,234.3
155,T156,T156,Kevin Kisner,89,269.1,14530.6,54,301.9,230.9
156,T156,T156,William McGirt,84,269.1,18028.7,67,287.4,220.6
157,158,158,Ryan Blaum,81,269.0,15600.3,58,292.5,237.5
158,159,159,David Lingmerth,82,268.8,16125.2,60,292.3,226.2
159,T160,T160,Ricky Barnes,65,268.5,8054.8,30,293.5,241.8
160,T160,T160,Fabián Gómez,88,268.5,16379.0,61,298.7,239.0
161,T160,T160,Russell Henley,77,268.5,10469.8,39,295.2,244.0
162,163,163,David Hearn,66,268.4,12078.2,45,290.8,237.3
163,164,164,Andrew Yun,51,267.8,7497.9,28,292.9,244.9
164,165,165,Matt Kuchar,88,267.6,14716.3,55,291.2,235.8
165,T166,T166,Kelly Kraft,94,267.3,17374.4,65,293.0,242.5
166,T166,T166,Rob Oppenheim,74,267.3,12561.4,47,294.4,235.6
167,168,168,Chad Campbell,87,267.2,12025.4,45,289.0,237.6
168,169,169,Chez Reavie,93,266.9,10943.8,41,289.1,240.1
169,T170,T170,Derek Fathauer,84,266.1,14898.9,56,290.0,240.7
170,T170,T170,John Huh,94,266.1,18363.3,69,289.4,239.8
171,T170,T170,Russell Knox,94,266.1,17028.4,64,285.7,221.9
172,173,173,Steve Wheatcroft,60,266.0,9843.5,37,284.6,242.4
173,174,174,Alex Cejka,77,265.8,14085.9,53,288.8,238.0
174,175,175,Wesley Bryan,69,265.4,9025.2,34,287.2,234.5
175,176,176,Johnson Wagner,75,264.9,11922.6,45,285.5,230.1
176,177,177,Ian Poulter,73,264.6,10850.4,41,285.4,239.8
177,178,178,Vaughn Taylor,83,264.4,16659.6,63,287.4,233.5
178,179,179,Billy Hurley III,70,263.9,13988.3,53,283.7,230.0
179,180,180,Ryan Moore,78,263.5,15285.3,58,287.2,223.1
180,181,181,Jonathan Randolph,71,263.0,14729.2,56,284.7,235.7
181,182,182,D.A. Points,63,262.1,9698.4,37,285.3,237.8
182,183,183,Brian Gay,103,261.5,20917.3,80,289.6,236.0
183,184,184,Ben Crane,65,260.7,11209.7,43,289.3,239.0
184,185,185,Daniel Summerhays,51,260.6,8601.1,33,284.4,200.5
185,186,186,Roberto Díaz,72,260.5,13546.2,52,292.8,229.0
186,187,187,Brian Stuard,103,260.1,19770.2,76,289.2,231.9
187,188,188,Zac Blair,64,259.8,10651.7,41,282.0,236.3
188,189,189,Greg Chalmers,56,259.6,9606.0,37,279.1,237.4
189,190,190,Rod Pampling,62,259.0,10620.6,41,293.7,192.8
190,191,191,Ryan Armour,109,257.5,22400.4,87,281.1,230.7
191,192,192,Kyle Thompson,50,255.6,7668.5,30,285.2,222.8
192,193,193,Jim Furyk,50,249.8,8243.9,33,271.6,226.0
