,Right_Rough_Tendency_RANK THIS WEEK,Right_Rough_Tendency_RANK LAST WEEK,Right_Rough_Tendency_PLAYER NAME,Right_Rough_Tendency_ROUNDS,Right_Rough_Tendency_%,Right_Rough_Tendency_TOTAL RIGHT ROUGH,Right_Rough_Tendency_POSSIBLE FWYS,Right_Rough_Tendency_RELATIVE TO PAR
53,54,54,Francesco Molinari,73,13.53,107,791,+0.14
54,55,55,Beau Hossler,104,13.54,169,1248,-0.01
55,56,56,Matt Every,79,13.59,114,839,+0.06
56,57,57,Troy Merritt,89,13.61,138,1014,+0.01
57,T58,T58,Chad Campbell,87,13.67,127,929,-0.02
58,T58,T58,Ben Martin,64,13.67,108,790,+0.15
59,60,60,Ryan Moore,78,13.8,127,920,+0.06
60,61,61,J.B. Holmes,77,13.89,130,936,+0.02
61,62,62,Adam Hadwin,92,13.9,128,921,+0.05
62,T63,T63,Ben Silverman,90,13.91,147,1057,+0.10
63,T63,T63,Aaron Wise,90,13.91,154,1107,+0.10
64,65,65,Jonathan Randolph,71,13.93,116,833,+0.20
65,66,66,Nick Watney,94,13.94,154,1105,+0.06
66,67,67,Joel Dahmen,93,13.95,138,989,-0.01
67,68,68,Ben Crane,65,13.98,90,644,+0.01
68,T69,T69,Greg Chalmers,56,14.11,80,567,+0.18
69,T69,T69,Cameron Percy,56,14.11,81,574,+0.10
70,71,71,John Huh,94,14.15,162,1145,+0.13
71,72,72,Whee Kim,93,14.17,143,1009,+0.15
72,73,73,Webb Simpson,95,14.2,160,1127,+0.04
73,74,74,Danny Lee,88,14.24,138,969,+0.07
74,75,75,Tom Hoge,101,14.25,164,1151,+0.05
75,76,76,Pat Perez,82,14.29,102,714,+0.17
76,77,77,Martin Piller,79,14.32,133,929,+0.11
77,78,78,Bryson DeChambeau,93,14.33,155,1082,+0.05
78,79,79,Phil Mickelson,90,14.34,139,969,-0.01
79,80,80,Johnson Wagner,75,14.36,110,766,+0.05
80,81,81,Nate Lashley,51,14.4,70,486,+0.01
81,82,82,Sam Ryder,82,14.42,140,971,+0.06
82,83,83,Kevin Streelman,94,14.44,165,1143,+0.06
83,T84,T84,James Hahn,85,14.49,139,959,+0.02
84,T84,T84,Satoshi Kodaira,51,14.49,81,559,+0.27
85,86,86,Conrad Shindler,60,14.54,89,612,+0.16
86,87,87,Adam Scott,78,14.58,120,823,+0.02
87,88,88,Jonathan Byrd,70,14.59,97,665,+0.01
88,89,89,Bud Cauley,55,14.61,83,568,E
89,90,90,Charles Howell III,104,14.65,159,1085,+0.05
90,91,91,Jordan Spieth,81,14.66,134,914,+0.01
91,92,92,Brooks Koepka,64,14.7,111,755,+0.11
92,93,93,Lucas Glover,65,14.71,94,639,+0.03
93,T94,T94,Chesson Hadley,103,14.77,182,1232,+0.08
94,T94,T94,Rod Pampling,62,14.77,92,623,+0.21
95,96,96,Tyler Duncan,97,14.78,167,1130,+0.17
96,97,97,Brett Stegmaier,67,14.88,97,652,+0.07
97,98,98,Matt Jones,70,14.9,97,651,+0.18
98,99,99,Graeme McDowell,67,14.94,95,636,+0.13
99,100,100,Ian Poulter,73,14.96,104,695,+0.05
100,101,101,D.A. Points,63,14.97,100,668,-0.01
101,102,102,Anirban Lahiri,82,15.02,140,932,+0.11
102,103,103,Ryan Palmer,69,15.06,125,830,-0.02
103,104,104,Sean O'Hair,67,15.08,119,789,+0.12
104,105,105,Patrick Cantlay,87,15.14,142,938,+0.08
105,106,106,Gary Woodland,96,15.24,148,971,+0.01
106,107,107,Mackenzie Hughes,80,15.25,144,944,+0.17
107,T108,T108,Retief Goosen,60,15.27,84,550,+0.08
108,T108,T108,Rory Sabbatini,91,15.27,159,1041,+0.03
109,110,110,Cameron Tringale,67,15.3,106,693,+0.07
110,111,111,Louis Oosthuizen,62,15.36,98,638,+0.07
111,112,112,Brice Garnett,99,15.44,174,1127,+0.14
112,113,113,Bronson Burgoon,69,15.49,123,794,+0.11
113,114,114,Scott Brown,102,15.52,174,1121,+0.16
114,115,115,Grayson Murray,72,15.56,127,816,+0.07
115,116,116,Daniel Berger,81,15.69,136,867,+0.07
116,117,117,Chris Stroud,81,15.72,127,808,+0.08
117,T118,T118,Rickie Fowler,74,15.76,134,850,+0.13
118,T118,T118,Hideki Matsuyama,75,15.76,125,793,+0.06
119,T118,T118,J.T. Poston,73,15.76,125,793,+0.16
120,121,121,Cameron Smith,85,15.8,133,842,+0.02
121,122,122,Sam Saunders,80,15.82,146,923,+0.07
122,123,123,Zecheng Dou,53,15.9,79,497,+0.22
123,124,124,Hunter Mahan,67,15.92,113,710,+0.05
124,125,125,Tyrone Van Aswegen,101,15.95,183,1147,+0.13
125,126,126,Tiger Woods,68,16.03,130,811,+0.10
126,127,127,Adam Schenk,86,16.04,146,910,+0.12
127,128,128,Si Woo Kim,108,16.07,174,1083,+0.06
128,129,129,William McGirt,84,16.1,167,1037,+0.04
129,130,130,Seamus Power,86,16.12,147,912,+0.09
130,131,131,Roberto Díaz,72,16.13,126,781,+0.19
131,132,132,Dustin Johnson,77,16.24,140,862,+0.02
132,133,133,Stephan Jaeger,81,16.3,142,871,-0.03
133,134,134,Aaron Baddeley,84,16.43,159,968,+0.05
134,135,135,Jason Day,75,16.45,112,681,+0.08
135,136,136,Byeong Hun An,86,16.47,166,1008,+0.11
136,137,137,Nick Taylor,94,16.49,169,1025,+0.15
137,138,138,Kyle Thompson,50,16.5,83,503,+0.07
138,139,139,Trey Mullinax,75,16.54,133,804,+0.16
139,140,140,Corey Conners,97,16.58,182,1098,+0.07
140,141,141,Peter Malnati,87,16.6,173,1042,+0.03
141,T142,T142,Harold Varner III,91,16.63,170,1022,+0.15
142,T142,T142,Andrew Yun,51,16.63,78,469,+0.26
143,144,144,Marc Leishman,93,16.67,169,1014,+0.04
144,145,145,Xander Schauffele,96,16.68,167,1001,+0.09
145,146,146,Jonas Blixt,67,16.82,113,672,E
146,147,147,Robert Garrigus,80,16.83,158,939,+0.04
147,T148,T148,Dominic Bozzelli,65,16.86,142,842,+0.04
148,T148,T148,Jon Rahm,71,16.86,119,706,+0.10
149,150,150,Andrew Landry,82,16.91,172,1017,+0.10
150,151,151,Martin Flores,92,16.94,168,992,+0.07
151,152,152,Justin Thomas,91,16.95,160,944,+0.04
152,153,153,Patrick Reed,94,16.97,148,872,+0.05
153,154,154,Tyrrell Hatton,58,17.04,100,587,-0.09
154,155,155,Bubba Watson,90,17.13,161,940,+0.09
155,156,156,Jamie Lovemark,92,17.19,185,1076,+0.01
156,157,157,Sung Kang,89,17.25,158,916,+0.09
157,158,158,Stewart Cink,87,17.31,161,930,+0.03
158,159,159,Ollie Schniederjans,91,17.39,185,1064,+0.13
159,T160,T160,Abraham Ancer,98,17.42,201,1154,+0.11
160,T160,T160,Alex Noren,67,17.42,119,683,+0.08
161,162,162,Patton Kizzire,92,17.44,189,1084,+0.12
162,163,163,Ethan Tracy,72,17.47,131,750,+0.11
163,164,164,Tony Finau,105,17.56,197,1122,+0.02
164,165,165,Jhonattan Vegas,92,17.57,156,888,+0.13
165,166,166,Jason Kokrak,99,17.6,214,1216,-0.03
166,167,167,Luke List,98,17.66,190,1076,-0.04
167,168,168,Lanto Griffin,80,17.8,147,826,-0.06
168,169,169,Charl Schwartzel,65,17.91,103,575,+0.20
169,170,170,Matt Atkins,56,17.93,99,552,+0.10
170,171,171,Scott Piercy,84,17.99,170,945,+0.07
171,172,172,Andrew Putnam,97,18.05,193,1069,+0.07
172,173,173,Brandon Harkins,101,18.14,214,1180,+0.09
173,174,174,Kevin Tway,110,18.17,226,1244,+0.02
174,175,175,Cody Gribble,71,18.18,136,748,+0.20
175,176,176,Shawn Stefani,76,18.19,151,830,+0.08
176,177,177,Martin Laird,73,18.2,154,846,+0.01
177,178,178,Charley Hoffman,87,18.37,174,947,+0.06
178,179,179,Daniel Summerhays,51,18.51,97,524,+0.19
179,180,180,Scott Stallings,96,18.71,206,1101,+0.08
180,181,181,Nicholas Lindheim,77,18.76,154,821,+0.06
181,182,182,Branden Grace,67,18.78,114,607,+0.20
182,183,183,Talor Gooch,78,18.8,160,851,+0.08
183,184,184,Rob Oppenheim,74,18.93,141,745,+0.17
184,185,185,Bill Haas,76,18.97,173,912,+0.03
185,186,186,Rory McIlroy,64,19.09,135,707,+0.09
186,187,187,Jimmy Walker,81,19.15,171,893,+0.08
187,188,188,Michael Kim,74,19.16,141,736,+0.10
188,189,189,Peter Uihlein,83,19.22,172,895,+0.14
189,190,190,Derek Fathauer,84,19.66,184,936,+0.12
190,191,191,Tom Lovelady,87,19.75,187,947,+0.04
191,192,192,Zac Blair,64,21.15,136,643,+0.11
192,193,193,Ricky Barnes,65,21.99,135,614,-0.01
