,Good_Drive_Percentage_RANK THIS WEEK,Good_Drive_Percentage_RANK LAST WEEK,Good_Drive_Percentage_PLAYER NAME,Good_Drive_Percentage_ROUNDS,Good_Drive_Percentage_%,Good_Drive_Percentage_# HIT,Good_Drive_Percentage_TOTAL ATTEMPTS
137,138,138,Tiger Woods,68,80.57,767,952
138,139,139,Rod Pampling,62,80.55,650,807
139,140,140,Jonas Blixt,67,80.44,691,859
140,141,141,Bud Cauley,55,80.41,595,740
141,142,142,Kyle Thompson,50,80.4,517,643
142,143,143,Chris Stroud,81,80.39,824,1025
143,144,144,Tom Lovelady,87,80.37,909,1131
144,145,145,Anirban Lahiri,82,80.35,924,1150
145,146,146,Mackenzie Hughes,80,80.21,851,1061
146,147,147,Matt Atkins,56,80.19,583,727
147,148,148,Sean O'Hair,67,80.16,703,877
148,149,149,Cameron Smith,85,80.11,878,1096
149,T150,T150,Whee Kim,93,80.03,994,1242
150,T150,T150,Patton Kizzire,92,80.03,1002,1252
151,152,152,Rory McIlroy,64,80.0,684,855
152,153,153,Kevin Na,91,79.95,965,1207
153,154,154,Martin Piller,79,79.91,859,1075
154,155,155,Martin Flores,92,79.67,956,1200
155,156,156,Aaron Baddeley,84,79.58,865,1087
156,157,157,Harris English,84,79.45,866,1090
157,158,158,Patrick Reed,94,79.38,955,1203
158,159,159,Patrick Rodgers,97,79.34,1029,1297
159,T160,T160,Jason Day,75,79.27,757,955
160,T160,T160,Jonathan Randolph,71,79.27,719,907
161,162,162,Charl Schwartzel,65,79.26,642,810
162,163,163,Peter Uihlein,83,79.25,867,1094
163,164,164,Kevin Tway,110,79.23,1152,1454
164,165,165,Retief Goosen,60,79.12,576,728
165,166,166,Talor Gooch,78,79.1,795,1005
166,167,167,Billy Hurley III,70,79.06,706,893
167,168,168,Brandon Harkins,101,79.05,1049,1327
168,T169,T169,Satoshi Kodaira,51,78.99,534,676
169,T169,T169,Grayson Murray,72,78.99,797,1009
170,171,171,Trey Mullinax,75,78.98,759,961
171,T172,T172,Scott Stallings,96,78.8,989,1255
172,T172,T172,Tyrone Van Aswegen,101,78.8,1022,1297
173,174,174,Phil Mickelson,90,78.79,962,1221
174,T175,T175,Matt Every,79,78.76,823,1045
175,T175,T175,Rob Oppenheim,74,78.76,749,951
176,177,177,Cody Gribble,71,78.55,714,909
177,178,178,Peter Malnati,87,78.43,909,1159
178,179,179,D.A. Points,63,78.25,669,855
179,180,180,Greg Chalmers,56,77.93,565,725
180,181,181,Robert Streb,78,77.64,802,1033
181,182,182,Ollie Schniederjans,91,77.02,935,1214
182,183,183,Jimmy Walker,81,76.65,824,1075
183,184,184,Andrew Yun,51,76.63,482,629
184,185,185,Zecheng Dou,53,76.57,523,683
185,186,186,Sung Kang,89,76.55,911,1190
186,187,187,Michael Kim,74,76.37,750,982
187,188,188,Dominic Bozzelli,65,76.24,690,905
188,189,189,Wesley Bryan,69,76.11,717,942
189,190,190,Cameron Tringale,67,75.6,666,881
190,191,191,Ricky Barnes,65,75.39,622,825
191,192,192,Derek Fathauer,84,75.2,840,1117
192,193,193,Daniel Summerhays,51,73.77,464,629
