,Left_Rough_Tendency_RTP_Score_RANK THIS WEEK,Left_Rough_Tendency_RTP_Score_RANK LAST WEEK,Left_Rough_Tendency_RTP_Score_PLAYER NAME,Left_Rough_Tendency_RTP_Score_ROUNDS,Left_Rough_Tendency_RTP_Score_RTP SCORE
74,75,75,Keith Mitchell,99,+.059
75,76,76,Robert Streb,78,+.060
76,T77,T77,Blayne Barber,69,+.062
77,T77,T77,Cody Gribble,71,+.062
78,T79,T79,Jonathan Byrd,70,+.063
79,T79,T79,Rob Oppenheim,74,+.063
80,T79,T79,"Ted Potter, Jr.",87,+.063
81,T79,T79,Harold Varner III,91,+.063
82,83,83,Alex Cejka,77,+.064
83,T84,T84,Sean O'Hair,67,+.065
84,T84,T84,Xander Schauffele,96,+.065
85,86,86,Scott Stallings,96,+.066
86,87,87,Matt Jones,70,+.067
87,88,88,Rod Pampling,62,+.068
88,89,89,Kyle Stanley,93,+.069
89,90,90,Mackenzie Hughes,80,+.070
90,T91,T91,Corey Conners,97,+.071
91,T91,T91,Denny McCarthy,71,+.071
92,T91,T91,Chez Reavie,93,+.071
93,94,94,Adam Scott,78,+.073
94,T95,T95,Tom Hoge,101,+.075
95,T95,T95,Shane Lowry,64,+.075
96,T97,T97,John Huh,94,+.079
97,T97,T97,Tiger Woods,68,+.079
98,99,99,Jonathan Randolph,71,+.080
99,T100,T100,Emiliano Grillo,94,+.083
100,T100,T100,Michael Kim,74,+.083
101,T102,T102,Kevin Chappell,77,+.084
102,T102,T102,Luke List,98,+.084
103,104,104,Zach Johnson,94,+.086
104,T105,T105,Branden Grace,67,+.087
105,T105,T105,David Lingmerth,82,+.087
106,107,107,Webb Simpson,95,+.089
107,T108,T108,Byeong Hun An,86,+.092
108,T108,T108,Peter Malnati,87,+.092
109,T108,T108,Jon Rahm,71,+.092
110,T111,T111,Ryan Armour,109,+.094
111,T111,T111,Harris English,84,+.094
112,T111,T111,J.T. Poston,73,+.094
113,T114,T114,Wesley Bryan,69,+.095
114,T114,T114,Fabián Gómez,88,+.095
115,T114,T114,Nate Lashley,51,+.095
116,T114,T114,J.J. Spaun,85,+.095
117,T118,T118,Daniel Berger,81,+.097
118,T118,T118,Tyrone Van Aswegen,101,+.097
119,T120,T120,Brandon Harkins,101,+.099
120,T120,T120,Ollie Schniederjans,91,+.099
121,T120,T120,Brian Stuard,103,+.099
122,T123,T123,Lanto Griffin,80,+.100
123,T123,T123,Jimmy Walker,81,+.100
124,T125,T125,Matt Atkins,56,+.101
125,T125,T125,Brooks Koepka,64,+.101
126,127,127,Ryan Moore,78,+.103
127,128,128,Ben Martin,64,+.105
128,129,129,Si Woo Kim,108,+.106
129,130,130,Derek Fathauer,84,+.107
130,T131,T131,Matt Every,79,+.108
131,T131,T131,Retief Goosen,60,+.108
132,T133,T133,Scott Brown,102,+.110
133,T133,T133,Jason Day,75,+.110
134,135,135,Alex Noren,67,+.111
135,136,136,Billy Hurley III,70,+.117
136,T137,T137,Brian Harman,94,+.118
137,T137,T137,Ryan Palmer,69,+.118
138,139,139,Andrew Landry,82,+.119
139,140,140,Cameron Tringale,67,+.120
140,141,141,Danny Lee,88,+.122
141,T142,T142,Tommy Fleetwood,73,+.124
142,T142,T142,Martin Flores,92,+.124
143,144,144,J.J. Henry,81,+.127
144,145,145,Scott Piercy,84,+.128
145,146,146,Jim Furyk,50,+.133
146,147,147,D.A. Points,63,+.134
147,T148,T148,Talor Gooch,78,+.135
148,T148,T148,Whee Kim,93,+.135
149,T148,T148,Conrad Shindler,60,+.135
150,T151,T151,James Hahn,85,+.139
151,T151,T151,Pat Perez,82,+.139
152,T153,T153,Bronson Burgoon,69,+.140
153,T153,T153,Grayson Murray,72,+.140
154,155,155,Xinjun Zhang,81,+.143
155,T156,T156,Ryan Blaum,81,+.144
156,T156,T156,Roberto Díaz,72,+.144
157,158,158,Richy Werenski,98,+.146
158,159,159,Brett Stegmaier,67,+.148
159,160,160,Hideki Matsuyama,75,+.149
160,161,161,Louis Oosthuizen,62,+.150
161,162,162,Brice Garnett,99,+.151
162,T163,T163,David Hearn,66,+.152
163,T163,T163,Marc Leishman,93,+.152
164,165,165,Ben Silverman,90,+.154
165,166,166,Kevin Kisner,89,+.155
166,167,167,Andrew Yun,51,+.156
167,168,168,Sam Ryder,82,+.160
168,T169,T169,Anirban Lahiri,82,+.164
169,T169,T169,C.T. Pan,104,+.164
170,171,171,Kelly Kraft,94,+.165
171,172,172,Michael Thompson,62,+.168
172,173,173,Lucas Glover,65,+.171
173,T174,T174,Zecheng Dou,53,+.172
174,T174,T174,Aaron Wise,90,+.172
175,176,176,Brendan Steele,74,+.173
176,177,177,Tyrrell Hatton,58,+.179
177,178,178,Keegan Bradley,98,+.183
178,179,179,Nicholas Lindheim,77,+.186
179,180,180,Rafa Cabrera Bello,75,+.188
180,181,181,Kyle Thompson,50,+.194
181,182,182,Adam Hadwin,92,+.195
182,183,183,Martin Piller,79,+.196
183,184,184,Patrick Rodgers,97,+.199
184,185,185,Russell Henley,77,+.202
185,186,186,Francesco Molinari,73,+.209
186,187,187,Brian Gay,103,+.212
187,188,188,Ben Crane,65,+.217
188,T189,T189,Kiradech Aphibarnrat,51,+.242
189,T189,T189,Kevin Na,91,+.242
190,191,191,Sung Kang,89,+.256
191,192,192,Daniel Summerhays,51,+.267
192,193,193,Satoshi Kodaira,51,+.375
