,Driving_Accuracy_Percentage_RANK THIS WEEK,Driving_Accuracy_Percentage_RANK LAST WEEK,Driving_Accuracy_Percentage_PLAYER NAME,Driving_Accuracy_Percentage_ROUNDS,Driving_Accuracy_Percentage_%,Driving_Accuracy_Percentage_FAIRWAYS HIT,Driving_Accuracy_Percentage_POSSIBLE FAIRWAYS
47,48,48,Fabián Gómez,88,64.99,761,1171
48,49,49,Tommy Fleetwood,73,64.98,603,928
49,50,50,Graeme McDowell,67,64.92,533,821
50,51,51,Louis Oosthuizen,62,64.81,490,756
51,52,52,Chad Campbell,87,64.7,713,1102
52,53,53,Blayne Barber,69,64.67,604,934
53,54,54,Michael Thompson,62,64.66,525,812
54,55,55,Chris Kirk,108,64.64,956,1479
55,56,56,Daniel Berger,81,64.58,691,1070
56,57,57,Hudson Swafford,73,64.57,607,940
57,58,58,Bronson Burgoon,69,64.53,624,967
58,59,59,Brice Garnett,99,64.45,854,1325
59,60,60,Ryan Blaum,81,64.31,699,1087
60,61,61,Johnson Wagner,75,64.25,620,965
61,62,62,Kevin Na,91,64.13,774,1207
62,63,63,Zach Johnson,94,63.88,778,1218
63,64,64,John Huh,94,63.83,803,1258
64,65,65,James Hahn,85,63.73,731,1147
65,T66,T66,Rod Pampling,62,63.69,514,807
66,T66,T66,Gary Woodland,96,63.69,812,1275
67,68,68,Cameron Percy,56,63.66,445,699
68,69,69,Abraham Ancer,98,63.64,854,1342
69,70,70,Ben Martin,64,63.52,566,891
70,71,71,Branden Grace,67,63.49,567,893
71,72,72,Denny McCarthy,71,63.45,559,881
72,73,73,Aaron Wise,90,63.33,777,1227
73,74,74,Jason Dufner,71,63.3,571,902
74,75,75,Matt Kuchar,88,63.27,708,1119
75,76,76,Martin Laird,73,63.22,574,908
76,77,77,Roberto Díaz,72,63.2,601,951
77,78,78,Paul Casey,74,63.14,627,993
78,T79,T79,Corey Conners,97,62.99,817,1297
79,T79,T79,Kyle Thompson,50,62.99,405,643
80,81,81,Troy Merritt,89,62.93,747,1187
81,82,82,Andrew Landry,82,62.92,706,1122
82,83,83,Hideki Matsuyama,75,62.82,637,1014
83,84,84,Brandt Snedeker,84,62.79,719,1145
84,85,85,Zac Blair,64,62.76,509,811
85,86,86,Danny Lee,88,62.65,753,1202
86,87,87,Charles Howell III,104,62.59,875,1398
87,88,88,Adam Scott,78,62.51,682,1091
88,89,89,Tom Hoge,101,62.43,811,1299
89,90,90,Webb Simpson,95,62.34,803,1288
90,91,91,Chris Stroud,81,62.24,638,1025
91,92,92,Bryson DeChambeau,93,62.23,814,1308
92,93,93,Jonathan Randolph,71,62.18,564,907
93,94,94,Rory Sabbatini,91,62.05,770,1241
94,95,95,Scott Brown,102,62.03,848,1367
95,96,96,Tyrrell Hatton,58,61.84,470,760
96,97,97,Alex Noren,67,61.73,521,844
97,98,98,Patrick Cantlay,87,61.58,694,1127
98,99,99,Jordan Spieth,81,61.55,658,1069
99,100,100,J.T. Poston,73,61.53,611,993
100,101,101,Kevin Chappell,77,61.27,639,1043
101,102,102,Shane Lowry,64,61.2,478,781
102,103,103,Patrick Rodgers,97,61.14,793,1297
103,104,104,Whee Kim,93,61.11,759,1242
104,105,105,Nick Taylor,94,60.94,766,1257
105,106,106,Bud Cauley,55,60.81,450,740
106,107,107,Si Woo Kim,108,60.68,886,1460
107,108,108,Nate Lashley,51,60.58,398,657
108,T109,T109,Beau Hossler,104,60.47,881,1457
109,T109,T109,D.A. Points,63,60.47,517,855
110,T109,T109,Brendan Steele,74,60.47,572,946
111,112,112,Nicholas Lindheim,77,60.44,582,963
112,113,113,Andrew Putnam,97,60.42,751,1243
113,114,114,Jonas Blixt,67,60.3,518,859
114,115,115,Ethan Tracy,72,60.25,573,951
115,116,116,Byeong Hun An,86,60.19,709,1178
116,117,117,Marc Leishman,93,60.17,763,1268
117,118,118,Sam Saunders,80,60.14,620,1031
118,T119,T119,Anirban Lahiri,82,60.09,691,1150
119,T119,T119,Sean O'Hair,67,60.09,527,877
120,121,121,Chesson Hadley,103,60.07,832,1385
121,122,122,Mackenzie Hughes,80,60.04,637,1061
122,123,123,William McGirt,84,59.89,651,1087
123,124,124,Xander Schauffele,96,59.77,783,1310
124,125,125,Dustin Johnson,77,59.46,619,1041
125,126,126,Matt Jones,70,59.38,516,869
126,127,127,Tiger Woods,68,59.35,565,952
127,128,128,Billy Hurley III,70,59.24,529,893
128,129,129,Jon Rahm,71,59.2,550,929
129,130,130,Ryan Palmer,69,59.11,519,878
130,131,131,Harold Varner III,91,59.02,733,1242
131,132,132,Harris English,84,58.99,643,1090
132,133,133,Greg Chalmers,56,58.9,427,725
133,134,134,Stephan Jaeger,81,58.76,614,1045
134,T135,T135,Jonathan Byrd,70,58.59,508,867
135,T135,T135,Keith Mitchell,99,58.59,795,1357
136,137,137,Martin Piller,79,58.51,629,1075
137,138,138,Justin Thomas,91,58.41,674,1154
138,139,139,Brett Stegmaier,67,58.38,498,853
139,140,140,Charley Hoffman,87,58.34,654,1121
140,141,141,Jason Day,75,58.32,557,955
141,142,142,Bubba Watson,90,58.27,645,1107
142,143,143,Jason Kokrak,99,58.06,803,1383
143,144,144,Jhonattan Vegas,92,57.91,725,1252
144,145,145,Adam Schenk,86,57.67,643,1115
145,146,146,Stewart Cink,87,57.6,701,1217
146,147,147,Matt Atkins,56,57.5,418,727
147,148,148,Talor Gooch,78,57.31,576,1005
148,149,149,Bill Haas,76,57.27,591,1032
149,150,150,J.B. Holmes,77,57.13,597,1045
150,151,151,Cameron Smith,85,57.03,625,1096
151,152,152,Tyrone Van Aswegen,101,56.98,739,1297
152,153,153,Jamie Lovemark,92,56.92,699,1228
153,154,154,Peter Malnati,87,56.86,659,1159
154,155,155,Brooks Koepka,64,56.85,498,876
155,156,156,Sung Kang,89,56.72,675,1190
156,157,157,Scott Stallings,96,56.57,710,1255
157,158,158,Shawn Stefani,76,56.52,585,1035
158,159,159,Robert Garrigus,80,56.37,597,1059
159,160,160,Nick Watney,94,56.33,707,1255
160,161,161,Rob Oppenheim,74,56.26,535,951
161,162,162,Grayson Murray,72,56.0,565,1009
162,163,163,Rory McIlroy,64,55.79,477,855
163,164,164,Dominic Bozzelli,65,55.69,504,905
164,165,165,Patton Kizzire,92,55.59,696,1252
165,166,166,Matt Every,79,55.5,580,1045
166,167,167,Cody Gribble,71,55.45,504,909
167,168,168,Wesley Bryan,69,55.41,522,942
168,169,169,Lanto Griffin,80,55.27,572,1035
169,170,170,Retief Goosen,60,55.22,402,728
170,T171,T171,Seamus Power,86,55.19,601,1089
171,T171,T171,Charl Schwartzel,65,55.19,447,810
172,173,173,Patrick Reed,94,55.11,663,1203
173,174,174,Tony Finau,105,55.09,757,1374
174,175,175,Trey Mullinax,75,54.94,528,961
175,176,176,Martin Flores,92,54.92,659,1200
176,177,177,Michael Kim,74,54.89,539,982
177,178,178,Brandon Harkins,101,54.79,727,1327
178,179,179,Zecheng Dou,53,54.76,374,683
179,180,180,Tom Lovelady,87,54.73,619,1131
180,181,181,Daniel Summerhays,51,54.69,344,629
181,182,182,Luke List,98,54.66,727,1330
182,183,183,Robert Streb,78,54.11,559,1033
183,184,184,Andrew Yun,51,53.58,337,629
184,185,185,Jimmy Walker,81,53.49,575,1075
185,T186,T186,Aaron Baddeley,84,53.27,579,1087
186,T186,T186,Derek Fathauer,84,53.27,595,1117
187,188,188,Peter Uihlein,83,52.93,579,1094
188,189,189,Phil Mickelson,90,52.91,646,1221
189,190,190,Kevin Tway,110,52.61,765,1454
190,191,191,Ollie Schniederjans,91,52.22,634,1214
191,192,192,Cameron Tringale,67,51.99,458,881
192,193,193,Ricky Barnes,65,47.15,389,825
