,Driving_Pct._320_All_Drives_RANK THIS WEEK,Driving_Pct._320_All_Drives_RANK LAST WEEK,Driving_Pct._320_All_Drives_PLAYER NAME,Driving_Pct._320_All_Drives_ROUNDS,Driving_Pct._320_All_Drives_%,Driving_Pct._320_All_Drives_TOTAL DRIVES FOR 320+,Driving_Pct._320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._320_All_Drives_RELATIVE TO PAR
155,156,156,Scott Brown,102,4.96,56,1130,-0.357
156,157,157,Andrew Yun,51,4.83,23,476,-0.130
157,158,158,Chris Kirk,108,4.78,64,1340,-0.344
158,T159,T159,Jonathan Byrd,70,4.76,32,672,-0.156
159,T159,T159,Rob Oppenheim,74,4.76,36,756,+0.028
160,161,161,J.J. Henry,81,4.56,40,878,-0.325
161,162,162,Roberto Díaz,72,4.46,35,784,-0.343
162,163,163,Zach Johnson,94,4.38,44,1004,-0.227
163,164,164,Fabián Gómez,88,4.34,43,990,-0.419
164,165,165,Zac Blair,64,4.19,27,644,-0.111
165,166,166,Chez Reavie,93,4.18,35,838,-0.086
166,167,167,Ryan Moore,78,4.12,38,922,-0.105
167,168,168,Ryan Armour,109,4.09,55,1344,-0.109
168,T169,T169,Chad Campbell,87,4.07,38,934,-0.316
169,T169,T169,Henrik Stenson,60,4.07,25,614,-0.280
170,171,171,Kelly Kraft,94,3.97,41,1032,-0.268
171,172,172,Martin Piller,79,3.95,37,936,-0.162
172,173,173,John Huh,94,3.84,44,1146,-0.068
173,174,174,Daniel Summerhays,51,3.76,20,532,-0.150
174,175,175,Ben Martin,64,3.65,29,794,-0.207
175,176,176,David Hearn,66,3.57,25,700,-0.280
176,177,177,Alex Cejka,77,3.47,29,836,-0.379
177,178,178,Michael Kim,74,3.45,26,754,-0.077
178,179,179,Derek Fathauer,84,3.37,32,950,-0.125
179,180,180,Ricky Barnes,65,3.33,21,630,-0.286
180,181,181,"Ted Potter, Jr.",87,3.25,35,1076,+0.057
181,182,182,Ryan Blaum,81,3.19,32,1004,-0.469
182,183,183,Vaughn Taylor,83,3.16,31,980,-0.323
183,184,184,Greg Chalmers,56,3.15,18,572,-0.333
184,T185,T185,Billy Hurley III,70,3.14,25,796,-0.240
185,T185,T185,Whee Kim,93,3.14,32,1018,-0.344
186,187,187,David Lingmerth,82,3.12,30,962,-0.233
187,188,188,Wesley Bryan,69,2.92,21,718,+0.048
188,189,189,Kyle Thompson,50,2.78,14,504,-0.214
189,190,190,Brian Gay,103,2.57,33,1286,-0.212
190,191,191,Jim Furyk,50,2.03,13,640,-0.308
191,192,192,Brian Stuard,103,1.87,23,1230,-0.130
192,193,193,Ben Crane,65,1.24,8,644,-0.250
