,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
81,82,82,Retief Goosen,60,66.46,124412.4,187211
82,83,83,Kevin Streelman,94,66.42,249695.5,375939
83,T84,T84,James Hahn,85,66.41,215779.4,324938
84,T84,T84,Billy Horschel,86,66.41,242063.7,364494
85,86,86,Paul Casey,74,66.38,158528.8,238820
86,T87,T87,Si Woo Kim,108,66.36,244884.7,369035
87,T87,T87,Andrew Landry,82,66.36,228817.4,344831
88,89,89,Steve Wheatcroft,60,66.35,140928.8,212393
89,90,90,Anirban Lahiri,82,66.32,213088.2,321283
90,91,91,Kyle Stanley,93,66.23,216241.3,326478
91,92,92,Nick Taylor,94,66.22,227390.0,343368
92,93,93,Austin Cook,107,66.18,287733.7,434764
93,T94,T94,Stewart Cink,87,66.15,210779.3,318616
94,T94,T94,Louis Oosthuizen,62,66.15,146198.3,221001
95,96,96,Brice Garnett,99,66.14,249682.8,377500
96,97,97,Rickie Fowler,74,66.11,197055.5,298063
97,T98,T98,Lucas Glover,65,66.1,136464.2,206459
98,T98,T98,Shawn Stefani,76,66.1,184165.4,278601
99,100,100,Aaron Baddeley,84,66.08,215186.1,325664
100,101,101,Scott Piercy,84,66.07,214461.8,324616
101,102,102,Adam Scott,78,66.06,188530.2,285388
102,103,103,Cody Gribble,71,66.02,166279.9,251868
103,104,104,Keegan Bradley,98,65.99,249325.7,377809
104,105,105,Chris Stroud,81,65.98,181519.9,275133
105,106,106,Xinjun Zhang,81,65.97,177372.6,268874
106,107,107,Danny Lee,88,65.96,214388.6,325021
107,T108,T108,Mackenzie Hughes,80,65.94,210231.8,318808
108,T108,T108,Denny McCarthy,71,65.94,152548.8,231333
109,110,110,Tom Hoge,101,65.93,255064.7,386881
110,111,111,Alex Noren,67,65.92,157123.1,238356
111,112,112,Daniel Berger,81,65.88,200429.9,304215
112,113,113,Blayne Barber,69,65.86,187836.0,285216
113,114,114,Ollie Schniederjans,91,65.84,240671.9,365537
114,115,115,Troy Merritt,89,65.83,223638.9,339747
115,T116,T116,Dominic Bozzelli,65,65.82,190466.7,289393
116,T116,T116,Harris English,84,65.82,209035.5,317586
117,118,118,Adam Hadwin,92,65.81,205027.6,311526
118,119,119,Conrad Shindler,60,65.8,136725.2,207799
119,T120,T120,Tyler Duncan,97,65.77,252922.9,384566
120,T120,T120,Graeme McDowell,67,65.77,139963.4,212819
121,122,122,Andrew Yun,51,65.75,103976.0,158139
122,T123,T123,Bud Cauley,55,65.73,121070.3,184180
123,T123,T123,Michael Thompson,62,65.73,173923.2,264590
124,T125,T125,Fabián Gómez,88,65.71,217472.0,330940
125,T125,T125,Martin Laird,73,65.71,184003.6,280039
126,127,127,Kiradech Aphibarnrat,51,65.68,109951.9,167402
127,128,128,Talor Gooch,78,65.67,189591.9,288724
128,129,129,Richy Werenski,98,65.63,227309.8,346347
129,130,130,Rafa Cabrera Bello,75,65.6,154430.0,235422
130,131,131,Ben Silverman,90,65.59,231946.7,353648
131,T132,T132,Bill Haas,76,65.58,202987.0,309543
132,T132,T132,Matt Kuchar,88,65.58,197678.5,301439
133,T134,T134,Kevin Kisner,89,65.56,206903.2,315608
134,T134,T134,Rod Pampling,62,65.56,132789.1,202552
135,136,136,Jonathan Byrd,70,65.54,147553.5,225140
136,T137,T137,Pat Perez,82,65.53,161788.4,246904
137,T137,T137,Webb Simpson,95,65.53,258014.6,393753
138,139,139,Tiger Woods,68,65.51,186369.0,284495
139,140,140,Russell Henley,77,65.49,183990.6,280959
140,141,141,David Lingmerth,82,65.46,209107.2,319428
141,142,142,Nicholas Lindheim,77,65.45,179819.0,274730
142,143,143,Martin Piller,79,65.44,202188.8,308980
143,144,144,Sung Kang,89,65.43,203009.3,310286
144,145,145,Zach Johnson,94,65.42,222300.2,339802
145,146,146,Ben Martin,64,65.4,171243.6,261826
146,T147,T147,Russell Knox,94,65.36,228613.0,349800
147,T147,T147,Andrew Putnam,97,65.36,237114.1,362799
148,T149,T149,Emiliano Grillo,94,65.35,228384.0,349494
149,T149,T149,J.J. Henry,81,65.35,191590.4,293193
150,151,151,Roberto Díaz,72,65.33,174734.3,267483
151,T152,T152,Ryan Blaum,81,65.32,222135.2,340080
152,T152,T152,Cameron Tringale,67,65.32,154562.6,236615
153,154,154,Jimmy Walker,81,65.3,202720.0,310456
154,155,155,C.T. Pan,104,65.28,256161.6,392378
155,T156,T156,Brandt Snedeker,84,65.27,229962.4,352314
156,T156,T156,Kyle Thompson,50,65.27,109524.1,167792
157,158,158,Tyrone Van Aswegen,101,65.26,250616.5,384032
158,159,159,Chris Kirk,108,65.25,290414.2,445089
159,T160,T160,Derek Fathauer,84,65.19,207791.6,318770
160,T160,T160,Satoshi Kodaira,51,65.19,127659.5,195839
161,T160,T160,Daniel Summerhays,51,65.19,112088.6,171943
162,163,163,Zac Blair,64,65.18,138288.2,212150
163,T164,T164,Scott Brown,102,65.14,247500.6,379978
164,T164,T164,Vaughn Taylor,83,65.14,217091.9,333256
165,166,166,Chad Campbell,87,65.11,203639.2,312762
166,167,167,Johnson Wagner,75,65.04,165406.7,254334
167,168,168,Chez Reavie,93,64.97,184742.6,284359
168,169,169,Ian Poulter,73,64.95,154410.1,237747
169,170,170,William McGirt,84,64.91,227053.8,349771
170,171,171,Ryan Moore,78,64.85,199799.7,308118
171,172,172,Alex Cejka,77,64.83,180847.2,278941
172,T173,T173,Rob Oppenheim,74,64.79,162328.2,250534
173,T173,T173,Jonathan Randolph,71,64.79,182857.8,282253
174,175,175,David Hearn,66,64.78,150524.6,232357
175,176,176,Michael Kim,74,64.73,165285.9,255330
176,T177,T177,Kelly Kraft,94,64.71,225753.2,348866
177,T177,T177,Robert Streb,78,64.71,183193.7,283102
178,179,179,"Ted Potter, Jr.",87,64.63,236938.1,366594
179,180,180,Kevin Na,91,64.55,216698.8,335697
180,181,181,Greg Chalmers,56,64.5,121935.2,189045
181,182,182,Ricky Barnes,65,64.48,133124.1,206463
182,183,183,Billy Hurley III,70,64.45,171724.9,266462
183,184,184,John Huh,94,64.4,246580.4,382877
184,185,185,Brian Gay,103,64.39,281510.0,437163
185,186,186,Ryan Armour,109,64.38,289342.6,449403
186,187,187,Henrik Stenson,60,64.37,135891.6,211117
187,188,188,Ben Crane,65,64.22,137745.0,214483
188,189,189,Brian Stuard,103,64.05,261602.6,408420
189,190,190,Whee Kim,93,63.92,215019.3,336367
190,191,191,D.A. Points,63,63.68,142387.4,223607
191,192,192,Wesley Bryan,69,62.95,153723.2,244212
192,193,193,Jim Furyk,50,62.44,138101.0,221163
