,Rough_Tendency_RANK THIS WEEK,Rough_Tendency_RANK LAST WEEK,Rough_Tendency_PLAYER NAME,Rough_Tendency_ROUNDS,Rough_Tendency_%,Rough_Tendency_TOTAL ROUGH,Rough_Tendency_POSSIBLE FWYS,Rough_Tendency_RELATIVE TO PAR
93,94,94,Chris Stroud,81,28.47,230,808,0.61
94,95,95,Chad Campbell,87,28.53,265,929,0.11
95,96,96,Roberto Díaz,72,28.55,223,781,1.7
96,T97,T97,Matt Jones,70,28.57,186,651,1.24
97,T97,T97,Patrick Rodgers,97,28.57,288,1008,1.22
98,99,99,Abraham Ancer,98,28.68,331,1154,0.66
99,100,100,Bud Cauley,55,28.7,163,568,0.18
100,101,101,Anirban Lahiri,82,28.76,268,932,1.34
101,102,102,Sean O'Hair,67,28.77,227,789,0.93
102,103,103,Kyle Thompson,50,28.83,145,503,1.24
103,T104,T104,Jonathan Byrd,70,28.87,192,665,0.36
104,T104,T104,Hunter Mahan,67,28.87,205,710,0.34
105,106,106,Kevin Chappell,77,28.94,250,864,1.04
106,107,107,Marc Leishman,93,28.99,294,1014,0.85
107,108,108,Peter Malnati,87,29.08,303,1042,0.56
108,T109,T109,Si Woo Kim,108,29.18,316,1083,0.82
109,T109,T109,Jon Rahm,71,29.18,206,706,0.97
110,111,111,Harris English,84,29.21,274,938,0.51
111,112,112,Chesson Hadley,103,29.22,360,1232,0.61
112,113,113,Sam Saunders,80,29.25,270,923,0.56
113,114,114,Pat Perez,82,29.41,210,714,1.52
114,115,115,Byeong Hun An,86,29.46,297,1008,1.04
115,116,116,D.A. Points,63,29.49,197,668,0.61
116,117,117,Patrick Cantlay,87,29.53,277,938,0.4
117,118,118,Charley Hoffman,87,29.67,281,947,0.21
118,119,119,Keith Mitchell,99,29.78,344,1155,0.26
119,120,120,Nick Watney,94,29.86,330,1105,0.39
120,121,121,Scott Brown,102,30.06,337,1121,1.34
121,122,122,Webb Simpson,95,30.08,339,1127,0.68
122,123,123,Tiger Woods,68,30.09,244,811,0.9
123,124,124,Hideki Matsuyama,75,30.14,239,793,1.0
124,125,125,Branden Grace,67,30.15,183,607,1.58
125,126,126,Martin Piller,79,30.25,281,929,1.57
126,127,127,Brendan Steele,74,30.28,228,753,1.05
127,128,128,Cameron Percy,56,30.49,175,574,0.34
128,129,129,J.T. Poston,73,30.52,242,793,1.28
129,130,130,Ethan Tracy,72,30.53,229,750,0.83
130,131,131,Billy Hurley III,70,30.54,241,789,1.0
131,132,132,Michael Kim,74,30.57,225,736,0.93
132,133,133,Jonas Blixt,67,30.65,206,672,0.1
133,134,134,J.B. Holmes,77,30.66,287,936,-0.17
134,135,135,Robert Garrigus,80,30.67,288,939,0.35
135,136,136,William McGirt,84,30.76,319,1037,0.22
136,T137,T137,Nick Taylor,94,30.83,316,1025,1.08
137,T137,T137,Justin Thomas,91,30.83,291,944,-0.1
138,139,139,Dominic Bozzelli,65,30.88,260,842,0.35
139,140,140,Sung Kang,89,30.9,283,916,1.63
140,T141,T141,Dustin Johnson,77,30.97,267,862,-0.37
141,T141,T141,Jhonattan Vegas,92,30.97,275,888,0.73
142,143,143,Jason Day,75,31.13,212,681,0.94
143,144,144,Scott Stallings,96,31.15,343,1101,0.73
144,T145,T145,Stewart Cink,87,31.18,290,930,0.28
145,T145,T145,Nicholas Lindheim,77,31.18,256,821,1.09
146,147,147,Tyrone Van Aswegen,101,31.21,358,1147,1.12
147,T148,T148,Matt Every,79,31.23,262,839,0.88
148,T148,T148,Stephan Jaeger,81,31.23,272,871,-0.15
149,150,150,Grayson Murray,72,31.37,256,816,1.05
150,151,151,Rory McIlroy,64,31.54,223,707,0.4
151,152,152,Martin Flores,92,31.55,313,992,0.93
152,153,153,Bubba Watson,90,31.6,297,940,0.44
153,154,154,Andrew Putnam,97,31.62,338,1069,0.41
154,155,155,Jason Kokrak,99,31.83,387,1216,-0.05
155,156,156,Adam Schenk,86,31.98,291,910,0.89
156,157,157,Bill Haas,76,32.02,292,912,0.34
157,158,158,Patrick Reed,94,32.11,280,872,0.5
158,159,159,Robert Streb,78,32.13,267,831,1.01
159,160,160,Retief Goosen,60,32.18,177,550,0.96
160,161,161,Harold Varner III,91,32.19,329,1022,1.09
161,162,162,Charl Schwartzel,65,32.52,187,575,1.23
162,163,163,Cameron Smith,85,32.54,274,842,0.11
163,164,164,Wesley Bryan,69,32.63,232,711,1.29
164,T165,T165,Brandon Harkins,101,32.71,386,1180,0.96
165,T165,T165,Jamie Lovemark,92,32.71,352,1076,0.17
166,167,167,Brooks Koepka,64,33.11,250,755,1.04
167,168,168,Shawn Stefani,76,33.25,276,830,0.65
168,169,169,Zac Blair,64,33.28,214,643,0.89
169,170,170,Cody Gribble,71,33.29,249,748,1.37
170,171,171,Cameron Tringale,67,33.33,231,693,0.95
171,172,172,Tom Lovelady,87,33.47,317,947,0.41
172,T173,T173,Patton Kizzire,92,33.58,364,1084,0.85
173,T173,T173,Trey Mullinax,75,33.58,270,804,0.63
174,175,175,Brett Stegmaier,67,33.59,219,652,1.14
175,176,176,Tony Finau,105,33.6,377,1122,0.16
176,177,177,Talor Gooch,78,33.61,286,851,1.05
177,178,178,Derek Fathauer,84,33.65,315,936,1.14
178,179,179,Jimmy Walker,81,33.71,301,893,0.86
179,180,180,Peter Uihlein,83,33.74,302,895,0.66
180,181,181,Rob Oppenheim,74,33.96,253,745,1.23
181,182,182,Matt Atkins,56,34.06,188,552,1.01
182,183,183,Luke List,98,34.2,368,1076,0.22
183,184,184,Seamus Power,86,34.32,313,912,0.1
184,185,185,Phil Mickelson,90,34.37,333,969,-0.3
185,186,186,Kevin Tway,110,34.41,428,1244,0.35
186,187,187,Zecheng Dou,53,34.61,172,497,1.92
187,188,188,Aaron Baddeley,84,35.02,339,968,0.35
188,189,189,Lanto Griffin,80,35.96,297,826,0.2
189,190,190,Ollie Schniederjans,91,36.47,388,1064,1.13
190,191,191,Andrew Yun,51,37.1,174,469,2.01
191,192,192,Daniel Summerhays,51,37.79,198,524,2.27
192,193,193,Ricky Barnes,65,42.35,260,614,0.08
