,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
25,T26,T26,Harris English,84,54.44,62799.6,115350
26,T26,T26,Hudson Swafford,73,54.44,48280.0,88682
27,28,28,Jhonattan Vegas,92,54.43,59197.0,108759
28,29,29,Xander Schauffele,96,54.42,60935.4,111977
29,30,30,Nick Watney,94,54.3,75805.9,139598
30,31,31,Adam Schenk,86,54.28,61554.1,113405
31,32,32,Brandon Harkins,101,54.27,79270.5,146057
32,33,33,Peter Uihlein,83,54.23,58679.7,108208
33,T34,T34,Patrick Cantlay,87,54.15,58617.5,108256
34,T34,T34,Patrick Rodgers,97,54.15,66693.0,123162
35,36,36,Matt Jones,70,54.14,41889.2,77379
36,37,37,Lanto Griffin,80,54.1,53253.5,98442
37,38,38,Justin Rose,70,54.07,49642.0,91808
38,39,39,Hideki Matsuyama,75,53.97,49748.2,92180
39,T40,T40,Paul Casey,74,53.92,40621.2,75332
40,T40,T40,Sam Saunders,80,53.92,58670.4,108808
41,42,42,Matt Atkins,56,53.88,38507.1,71473
42,43,43,Tiger Woods,68,53.86,51608.0,95824
43,44,44,Seamus Power,86,53.84,59954.2,111350
44,45,45,Cody Gribble,71,53.78,50490.9,93881
45,46,46,Ollie Schniederjans,91,53.76,67553.5,125667
46,T47,T47,James Hahn,85,53.75,63290.2,117753
47,T47,T47,Xinjun Zhang,81,53.75,49828.4,92707
48,T49,T49,Bronson Burgoon,69,53.7,50899.5,94789
49,T49,T49,Adam Scott,78,53.7,53600.3,99817
50,51,51,Shane Lowry,64,53.64,48243.9,89935
51,52,52,Phil Mickelson,90,53.6,61932.5,115555
52,53,53,Martin Laird,73,53.58,58100.4,108435
53,54,54,Jamie Lovemark,92,53.56,72660.2,135654
54,55,55,Scott Stallings,96,53.54,71385.1,133335
55,56,56,Shawn Stefani,76,53.49,55699.8,104138
56,57,57,Corey Conners,97,53.48,69746.8,130411
57,58,58,Patton Kizzire,92,53.43,66857.3,125125
58,59,59,Dominic Bozzelli,65,53.4,52284.4,97919
59,60,60,Jordan Spieth,81,53.34,57350.1,107510
60,T61,T61,Keegan Bradley,98,53.32,72656.1,136263
61,T61,T61,Marc Leishman,93,53.32,62465.1,117143
62,T63,T63,Rickie Fowler,74,53.3,51997.5,97564
63,T63,T63,Talor Gooch,78,53.3,57082.3,107101
64,T63,T63,Sean O'Hair,67,53.3,56877.4,106717
65,66,66,Francesco Molinari,73,53.27,47221.5,88647
66,67,67,Jimmy Walker,81,53.26,60136.8,112906
67,68,68,Chesson Hadley,103,53.25,83138.6,156118
68,T69,T69,Charley Hoffman,87,53.24,62584.3,117546
69,T69,T69,Cameron Percy,56,53.24,35516.7,66712
70,71,71,Billy Horschel,86,53.23,69195.2,129993
71,T72,T72,Charles Howell III,104,53.21,68034.4,127852
72,T72,T72,J.T. Poston,73,53.21,51027.8,95892
73,74,74,Martin Flores,92,53.2,64038.2,120367
74,75,75,Lucas Glover,65,53.19,47538.1,89370
75,T76,T76,Branden Grace,67,53.17,40364.8,75921
76,T76,T76,Stephan Jaeger,81,53.17,57583.8,108306
77,T78,T78,Blayne Barber,69,53.12,50322.4,94732
78,T78,T78,Cameron Smith,85,53.12,52558.5,98951
79,T78,T78,Brett Stegmaier,67,53.12,42902.5,80758
80,T81,T81,Daniel Berger,81,53.11,51146.8,96304
81,T81,T81,Ethan Tracy,72,53.11,49917.6,93987
82,83,83,Tyrrell Hatton,58,53.1,34528.1,65020
83,84,84,Aaron Wise,90,53.06,71365.3,134492
84,85,85,Hunter Mahan,67,53.05,51118.9,96361
85,86,86,Alex Noren,67,53.03,42003.2,79204
86,87,87,Beau Hossler,104,53.0,84735.6,159877
87,88,88,Mackenzie Hughes,80,52.98,60568.7,114314
88,89,89,Aaron Baddeley,84,52.96,64113.9,121054
89,90,90,Patrick Reed,94,52.93,56204.2,106185
90,T91,T91,Ricky Barnes,65,52.92,42685.5,80658
91,T91,T91,Charl Schwartzel,65,52.92,37166.7,70230
92,T93,T93,Bud Cauley,55,52.89,41954.0,79322
93,T93,T93,Brice Garnett,99,52.89,72964.5,137952
94,95,95,Conrad Shindler,60,52.83,37568.8,71110
95,96,96,Stewart Cink,87,52.79,56483.3,106990
96,97,97,Jonas Blixt,67,52.77,43385.9,82216
97,98,98,Matt Every,79,52.74,56702.2,107518
98,99,99,Nate Lashley,51,52.73,31346.1,59450
99,100,100,Abraham Ancer,98,52.72,75591.5,143378
100,101,101,Sam Ryder,82,52.69,63892.6,121262
101,102,102,Jason Dufner,71,52.62,45726.8,86892
102,T103,T103,Louis Oosthuizen,62,52.59,38947.9,74063
103,T103,T103,Henrik Stenson,60,52.59,37566.6,71435
104,105,105,Denny McCarthy,71,52.54,42114.5,80151
105,106,106,J.J. Spaun,85,52.5,59861.7,114017
106,T107,T107,Graeme McDowell,67,52.49,42037.1,80085
107,T107,T107,Rory Sabbatini,91,52.49,67004.0,127647
108,109,109,Zecheng Dou,53,52.46,32224.5,61426
109,110,110,Kyle Stanley,93,52.42,56142.3,107111
110,111,111,Joel Dahmen,93,52.41,61772.1,117864
111,112,112,C.T. Pan,104,52.4,68059.6,129879
112,113,113,Rafa Cabrera Bello,75,52.39,38080.6,72690
113,T114,T114,Tyler Duncan,97,52.37,69185.1,132100
114,T114,T114,Chris Stroud,81,52.37,50282.8,96023
115,116,116,Jonathan Byrd,70,52.35,41861.9,79968
116,117,117,Nick Taylor,94,52.34,67835.5,129603
117,118,118,Emiliano Grillo,94,52.31,62202.7,118902
118,119,119,Scott Brown,102,52.29,70226.6,134292
119,120,120,Michael Thompson,62,52.26,47956.1,91771
120,121,121,Kiradech Aphibarnrat,51,52.24,27213.3,52089
121,T122,T122,Bill Haas,76,52.23,58636.5,112260
122,T122,T122,Troy Merritt,89,52.23,66245.5,126829
123,T124,T124,Adam Hadwin,92,52.22,59115.7,113215
124,T124,T124,Scott Piercy,84,52.22,56730.1,108647
125,126,126,Danny Lee,88,52.21,63941.6,122470
126,127,127,Robert Streb,78,52.18,52281.9,100202
127,128,128,Steve Wheatcroft,60,52.15,41720.7,79999
128,T129,T129,Tom Hoge,101,52.13,74251.5,142436
129,T129,T129,Kevin Streelman,94,52.13,77174.0,148041
130,131,131,Si Woo Kim,108,52.08,68350.8,131241
131,132,132,Nicholas Lindheim,77,52.05,52357.0,100581
132,T133,T133,Austin Cook,107,52.03,80174.9,154097
133,T133,T133,J.J. Henry,81,52.03,55542.2,106756
134,135,135,Sung Kang,89,52.01,61268.4,117796
135,136,136,Andrew Yun,51,51.99,30302.7,58291
136,137,137,Retief Goosen,60,51.98,35677.8,68638
137,138,138,William McGirt,84,51.97,65185.2,125424
138,139,139,Richy Werenski,98,51.94,64323.4,123852
139,140,140,Andrew Landry,82,51.93,63036.5,121397
140,T141,T141,Martin Piller,79,51.91,61464.1,118416
141,T141,T141,Brandt Snedeker,84,51.91,61767.7,118987
142,T143,T143,Peter Malnati,87,51.88,65923.6,127070
143,T143,T143,Tyrone Van Aswegen,101,51.88,74464.5,143538
144,145,145,Fabián Gómez,88,51.85,61799.4,119192
145,146,146,Andrew Putnam,97,51.84,67423.5,130062
146,147,147,Chris Kirk,108,51.83,86678.3,167244
147,148,148,Russell Henley,77,51.76,47437.1,91649
148,149,149,Ryan Moore,78,51.71,58453.1,113031
149,150,150,Ian Poulter,73,51.69,43552.2,84252
150,151,151,Ben Silverman,90,51.68,67865.9,131325
151,T152,T152,Brian Harman,94,51.66,55555.6,107547
152,T152,T152,Webb Simpson,95,51.66,63052.1,122055
153,T152,T152,Cameron Tringale,67,51.66,46182.9,89394
154,155,155,Anirban Lahiri,82,51.62,56090.9,108665
155,156,156,Derek Fathauer,84,51.59,58565.3,113528
156,157,157,Zach Johnson,94,51.54,61628.7,119581
157,158,158,Pat Perez,82,51.53,42633.5,82737
158,159,159,Ben Martin,64,51.51,50792.6,98614
159,T160,T160,Chad Campbell,87,51.45,58166.5,113065
160,T160,T160,Satoshi Kodaira,51,51.45,30878.0,60010
161,162,162,Kevin Na,91,51.44,57947.6,112641
162,163,163,Rod Pampling,62,51.42,43088.3,83803
163,164,164,Jonathan Randolph,71,51.39,51203.8,99632
164,165,165,Ryan Blaum,81,51.33,59801.7,116502
165,166,166,Kevin Kisner,89,51.3,51995.8,101362
166,167,167,Whee Kim,93,51.28,66636.3,129938
167,168,168,Rob Oppenheim,74,51.26,48069.0,93766
168,169,169,Chez Reavie,93,51.22,50784.1,99154
169,T170,T170,Michael Kim,74,51.19,45539.5,88966
170,T170,T170,David Lingmerth,82,51.19,60671.1,118529
171,172,172,John Huh,94,51.15,71497.1,139775
172,173,173,Kelly Kraft,94,51.05,62191.6,121814
173,174,174,Vaughn Taylor,83,50.96,57011.4,111879
174,175,175,David Hearn,66,50.92,43397.9,85232
175,176,176,Russell Knox,94,50.87,62325.8,122510
176,177,177,Daniel Summerhays,51,50.79,35735.6,70360
177,T178,T178,D.A. Points,63,50.77,42096.1,82910
178,T178,T178,Johnson Wagner,75,50.77,49550.1,97593
179,180,180,Wesley Bryan,69,50.72,41014.4,80868
180,181,181,Roberto Díaz,72,50.7,45179.3,89107
181,182,182,"Ted Potter, Jr.",87,50.67,63387.2,125087
182,183,183,Matt Kuchar,88,50.61,58471.3,115523
183,184,184,Kyle Thompson,50,50.6,30934.5,61132
184,185,185,Billy Hurley III,70,50.55,48152.8,95255
185,186,186,Alex Cejka,77,50.43,51850.3,102815
186,187,187,Ryan Armour,109,50.25,81059.8,161309
187,188,188,Greg Chalmers,56,50.14,36634.7,73061
188,189,189,Zac Blair,64,50.09,40910.2,81671
189,190,190,Brian Gay,103,49.96,74852.8,149823
190,191,191,Ben Crane,65,49.78,38889.2,78122
191,192,192,Brian Stuard,103,49.75,76412.4,153592
192,193,193,Jim Furyk,50,49.28,34989.3,71005
