,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
73,T74,T74,Talor Gooch,78,298.9,43039,144
74,T74,T74,Branden Grace,67,298.9,31089,104
75,76,76,Tyrrell Hatton,58,298.8,29878,100
76,T77,T77,James Hahn,85,298.7,44212,148
77,T77,T77,Patton Kizzire,92,298.7,53174,178
78,T77,T77,Xinjun Zhang,81,298.7,42417,142
79,80,80,Marc Leishman,93,298.5,48952,164
80,81,81,Cameron Smith,85,298.4,41770,140
81,82,82,J.J. Spaun,85,298.2,47108,158
82,T83,T83,Stewart Cink,87,298.1,47107,158
83,T83,T83,Patrick Reed,94,298.1,46509,156
84,T85,T85,Daniel Berger,81,297.7,40490,136
85,T85,T85,Lucas Glover,65,297.7,29171,98
86,87,87,Sam Ryder,82,297.3,47568,160
87,88,88,Jason Dufner,71,297.1,35652,120
88,89,89,Dominic Bozzelli,65,297.0,38614,130
89,90,90,Hunter Mahan,67,296.9,37415,126
90,91,91,Brice Garnett,99,296.7,56382,190
91,92,92,Scott Piercy,84,296.6,45088,152
92,93,93,Michael Thompson,62,296.4,34387,116
93,T94,T94,Retief Goosen,60,296.2,30806,104
94,T94,T94,Bill Haas,76,296.2,41474,140
95,96,96,Abraham Ancer,98,296.1,56850,192
96,97,97,Joel Dahmen,93,295.8,50290,170
97,98,98,Kyle Stanley,93,295.7,44940,152
98,99,99,Cameron Percy,56,295.6,29559,100
99,T100,T100,Bud Cauley,55,295.4,26582,90
100,T100,T100,Billy Horschel,86,295.4,48445,164
101,T100,T100,Denny McCarthy,71,295.4,37224,126
102,T100,T100,Troy Merritt,89,295.4,50222,170
103,T100,T100,Brett Stegmaier,67,295.4,36034,122
104,105,105,Aaron Baddeley,84,295.3,46068,156
105,106,106,Emiliano Grillo,94,295.2,49588,168
106,T107,T107,Rafa Cabrera Bello,75,295.1,34232,116
107,T107,T107,Kevin Streelman,94,295.1,54307,184
108,109,109,Mackenzie Hughes,80,294.9,44824,152
109,T110,T110,Kiradech Aphibarnrat,51,294.7,24757,84
110,T110,T110,Blayne Barber,69,294.7,39488,134
111,112,112,Tyler Duncan,97,294.4,54752,186
112,113,113,Matt Every,79,294.2,44123,150
113,114,114,Anirban Lahiri,82,294.0,43507,148
114,115,115,Nate Lashley,51,293.9,27629,94
115,116,116,Andrew Putnam,97,293.8,52295,178
116,117,117,Webb Simpson,95,293.7,54042,184
117,T118,T118,Satoshi Kodaira,51,293.6,28190,96
118,T118,T118,Ian Poulter,73,293.6,32879,112
119,120,120,Nicholas Lindheim,77,293.5,40507,138
120,121,121,Graeme McDowell,67,293.2,32252,110
121,T122,T122,Jonas Blixt,67,293.1,31072,106
122,T122,T122,Sung Kang,89,293.1,45143,154
123,T122,T122,Brandt Snedeker,84,293.1,48064,164
124,125,125,Russell Henley,77,293.0,38678,132
125,T126,T126,C.T. Pan,104,292.7,52679,180
126,T126,T126,Nick Taylor,94,292.7,48009,164
127,T128,T128,Scott Brown,102,292.6,52663,180
128,T128,T128,Robert Streb,78,292.6,38628,132
129,T130,T130,Austin Cook,107,292.3,62543,214
130,T130,T130,Rory Sabbatini,91,292.3,52026,178
131,132,132,Martin Piller,79,292.2,45000,154
132,T133,T133,Zecheng Dou,53,291.9,26270,90
133,T133,T133,Brian Harman,94,291.9,47866,164
134,T135,T135,J.J. Henry,81,291.8,43765,150
135,T135,T135,Richy Werenski,98,291.8,51355,176
136,T137,T137,Jonathan Byrd,70,291.7,36168,124
137,T137,T137,Russell Knox,94,291.7,50170,172
138,139,139,Henrik Stenson,60,291.5,30319,104
139,140,140,Tom Hoge,101,291.4,54199,186
140,141,141,Conrad Shindler,60,291.3,32621,112
141,T142,T142,Fabián Gómez,88,291.1,48903,168
142,T142,T142,Andrew Landry,82,291.1,46569,160
143,T144,T144,Peter Malnati,87,290.9,48282,166
144,T144,T144,Pat Perez,82,290.9,36659,126
145,T146,T146,Si Woo Kim,108,290.8,53512,184
146,T146,T146,Kevin Kisner,89,290.8,45369,156
147,T148,T148,Ricky Barnes,65,290.6,34295,118
148,T148,T148,Danny Lee,88,290.6,45333,156
149,T148,T148,Andrew Yun,51,290.6,26153,90
150,151,151,Tyrone Van Aswegen,101,290.3,53713,185
151,152,152,Ben Silverman,90,290.2,48754,168
152,153,153,Michael Kim,74,289.9,38265,132
153,T154,T154,Zach Johnson,94,289.8,50427,174
154,T154,T154,Chris Kirk,108,289.8,59123,204
155,T154,T154,Chris Stroud,81,289.8,37675,130
156,T157,T157,Ben Martin,64,289.6,37069,128
157,T157,T157,Kevin Na,91,289.6,45175,156
158,T159,T159,Adam Hadwin,92,289.4,44574,154
159,T159,T159,Jonathan Randolph,71,289.4,37625,130
160,T161,T161,William McGirt,84,289.3,45130,156
161,T161,T161,Cameron Tringale,67,289.3,36450,126
162,163,163,Ryan Moore,78,289.2,45109,156
163,164,164,Derek Fathauer,84,289.1,46256,160
164,165,165,Ryan Blaum,81,289.0,45079,156
165,166,166,Steve Wheatcroft,60,288.9,33515,116
166,167,167,Kelly Kraft,94,288.6,48478,168
167,168,168,Rod Pampling,62,288.4,28842,100
168,169,169,Matt Kuchar,88,288.0,43781,152
169,T170,T170,John Huh,94,287.1,51686,180
170,T170,T170,Daniel Summerhays,51,287.1,25836,90
171,172,172,Alex Cejka,77,286.7,39567,138
172,T173,T173,Chad Campbell,87,286.5,40684,142
173,T173,T173,Chez Reavie,93,286.5,42402,148
174,175,175,Roberto Díaz,72,286.3,38935,136
175,T176,T176,Vaughn Taylor,83,286.1,45208,158
176,T176,T176,Johnson Wagner,75,286.1,39487,138
177,178,178,"Ted Potter, Jr.",87,286.0,49759,174
178,179,179,Whee Kim,93,285.8,46299,162
179,180,180,David Lingmerth,82,285.4,44515,156
180,181,181,Kyle Thompson,50,285.3,26249,92
181,182,182,Rob Oppenheim,74,285.2,38787,136
182,183,183,David Hearn,66,285.1,34210,120
183,184,184,Billy Hurley III,70,284.0,36354,128
184,185,185,Ryan Armour,109,283.5,60663,214
185,186,186,Brian Gay,103,282.9,57155,202
186,187,187,Greg Chalmers,56,282.8,29413,104
187,188,188,Ben Crane,65,281.1,30921,110
188,189,189,D.A. Points,63,280.8,32015,114
189,190,190,Jim Furyk,50,280.5,26930,96
190,191,191,Wesley Bryan,69,280.4,30844,110
191,192,192,Zac Blair,64,279.5,32427,116
192,193,193,Brian Stuard,103,278.9,54106,194
