,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
95,96,96,Brett Wetterich,76,170.9,1587655.0,258
96,T97,T97,Kent Jones,99,171.0,1951830.0,317
97,T97,T97,Tjaart van der Walt,56,171.0,1095515.0,178
98,T97,T97,Mike Weir,71,171.0,997343.0,162
99,100,100,David Toms,87,171.1,1657402.0,269
100,T101,T101,Brian Davis,75,171.3,1492167.0,242
101,T101,T101,Hunter Mahan,103,171.3,2188653.0,355
102,T101,T101,Roland Thatcher,75,171.3,1430720.0,232
103,104,104,Joe Durant,81,171.4,1456003.0,236
104,105,105,Michael Allen,90,171.5,1691908.0,274
105,106,106,Tim Clark,92,171.8,1521076.0,246
106,107,107,Ben Crane,78,171.9,1559302.0,252
107,108,108,Carl Pettersson,109,172.0,2086269.0,337
108,109,109,Craig Perks,67,172.1,1053551.0,170
109,110,110,Brian Bateman,98,172.3,1823449.0,294
110,T111,T111,Brett Quigley,96,172.4,1955139.0,315
111,T111,T111,John Senden,101,172.4,2017296.0,325
112,113,113,Matt Kuchar,60,172.5,1111515.0,179
113,114,114,Steve Flesch,90,172.6,1280270.0,206
114,T115,T115,Padraig Harrington,50,172.7,938977.0,151
115,T115,T115,Steve Jones,56,172.7,789520.0,127
116,T117,T117,Steve Elkington,67,172.8,1151180.0,185
117,T117,T117,Hidemichi Tanaka,106,172.8,2071398.0,333
118,T119,T119,Chad Campbell,95,172.9,1755481.0,282
119,T119,T119,Tom Gillis,77,172.9,1394437.0,224
120,121,121,Joey Sindelar,104,173.0,2211396.0,355
121,122,122,Mark Calcavecchia,92,173.1,1775705.0,285
122,123,123,Shaun Micheel,81,173.3,1310437.0,210
123,124,124,Billy Andrade,83,173.4,1692162.0,271
124,T125,T125,Robert Allenby,95,173.5,1717821.0,275
125,T125,T125,Chris Smith,93,173.5,1968021.0,315
126,127,127,Briny Baird,98,173.6,2012040.0,322
127,128,128,Robert Damron,89,173.9,1527684.0,244
128,129,129,Justin Bolli,65,174.1,1266398.0,202
129,130,130,Dudley Hart,84,174.3,1649998.0,263
130,T131,T131,Jerry Kelly,101,174.5,1677007.0,267
131,T131,T131,J.L. Lewis,98,174.5,1853289.0,295
132,133,133,Ian Poulter,62,174.7,735827.0,117
133,134,134,D.J. Brigman,76,174.8,1252493.0,199
134,135,135,Woody Austin,100,174.9,2197365.0,349
135,136,136,Hank Kuehne,84,175.0,1663371.0,264
136,137,137,Joey Snyder III,102,175.1,2042765.0,324
137,T138,T138,Ted Purdy,122,175.3,2239915.0,355
138,T138,T138,Lee Westwood,50,175.3,700502.0,111
139,140,140,Kevin Sutherland,89,175.4,1635241.0,259
140,T141,T141,D.A. Points,94,175.7,1771098.0,280
141,T141,T141,John Rollins,97,175.7,1923324.0,304
142,T141,T141,Duffy Waldorf,86,175.7,1644925.0,260
143,144,144,Jesper Parnevik,84,175.8,1468070.0,232
144,145,145,Sean O'Hair,103,175.9,1969879.0,311
145,T146,T146,Craig Barlow,81,176.0,1463756.0,231
146,T146,T146,Jason Bohn,91,176.0,1869571.0,295
147,T146,T146,Michael Long,72,176.0,1311595.0,207
148,T146,T146,Bo Van Pelt,112,176.0,2312881.0,365
149,T146,T146,Jay Williamson,53,176.0,944257.0,149
150,T151,T151,Steve Allan,102,176.2,1997787.0,315
151,T151,T151,Stephen Ames,82,176.2,1376708.0,217
152,T151,T151,Brenden Pappas,51,176.2,1332321.0,210
153,T154,T154,Arjun Atwal,65,176.3,1624956.0,256
154,T154,T154,Cameron Beckman,96,176.3,1922722.0,303
155,T154,T154,Paul Gow,78,176.3,1434029.0,226
156,T157,T157,Jonathan Byrd,103,176.5,2179875.0,343
157,T157,T157,Rod Pampling,89,176.5,1727911.0,272
158,159,159,Hideto Tanihara,50,176.6,858256.0,135
159,160,160,Frank Lickliter II,100,176.8,2119224.0,333
160,161,161,Harrison Frazar,105,176.9,2317731.0,364
161,162,162,Dean Wilson,86,177.0,1835465.0,288
162,163,163,Mark Hensby,70,177.1,1166678.0,183
163,164,164,Billy Mayfair,114,177.4,2420098.0,379
164,165,165,Tim Petrovic,97,177.5,1738431.0,272
165,T166,T166,Davis Love III,80,177.9,1390133.0,217
166,T166,T166,Justin Rose,99,177.9,2113146.0,330
167,168,168,Hunter Haas,83,178.1,1724704.0,269
168,169,169,Ryan Palmer,101,178.2,2020495.0,315
169,170,170,Jason Allred,75,178.3,1232705.0,192
170,171,171,Brendan Jones,81,178.4,1599140.0,249
171,T172,T172,Matt Davidson,53,178.7,996895.0,155
172,T172,T172,Scott Gutschewski,86,178.7,1795313.0,279
173,174,174,Charles Warren,89,178.8,1963594.0,305
174,175,175,Tom Pernice Jr.,111,179.2,1967546.0,305
175,176,176,Charles Howell III,95,179.5,1731516.0,268
176,177,177,Tag Ridings,93,180.0,2176961.0,336
177,178,178,Sergio Garcia,73,180.1,1355368.0,209
178,T179,T179,John Elliott,58,180.3,1129220.0,174
179,T179,T179,Carlos Franco,78,180.3,1570606.0,242
180,181,181,Aaron Baddeley,84,180.8,1777104.0,273
181,182,182,Tiger Woods,76,181.0,1680685.0,258
182,183,183,Vijay Singh,111,181.1,2438814.0,374
183,184,184,Phil Mickelson,81,181.6,1437987.0,220
184,185,185,Lucas Glover,88,181.8,1943659.0,297
185,186,186,John Daly,78,182.0,1415348.0,216
186,T187,T187,J.J. Henry,102,182.4,2028950.0,309
187,T187,T187,Steve Lowery,100,182.4,2153441.0,328
188,189,189,Daniel Chopra,108,182.6,2189511.0,333
189,190,190,Scott Hend,75,182.7,1538854.0,234
190,191,191,Brandt Jobe,96,183.2,1965746.0,298
191,192,192,Kevin Stadler,96,183.6,2036078.0,308
192,193,193,Thomas Levet,54,183.9,741543.0,112
193,194,194,Greg Owen,84,184.2,1664072.0,251
194,195,195,Scott McCarron,78,184.3,1380065.0,208
195,196,196,Bradley Hughes,52,184.5,1016418.0,153
196,197,197,Retief Goosen,71,184.9,1091511.0,164
197,198,198,D.J. Trahan,81,185.6,1763784.0,264
198,199,199,Mathias Grönberg,60,186.9,1366008.0,203
199,200,200,Nick Watney,91,189.0,1966261.0,289
200,201,201,Dennis Paulson,63,190.7,1215355.0,177
201,202,202,James Driscoll,73,191.7,1435267.0,208
