,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
46,T47,T47,Brandt Jobe,96,-0.09
47,T47,T47,Jerry Kelly,101,-0.09
48,T49,T49,Olin Browne,99,-0.08900000000000001
49,T49,T49,Brad Faxon,75,-0.08900000000000001
50,51,51,Steve Elkington,67,-0.08800000000000001
51,52,52,Billy Mayfair,114,-0.087
52,53,53,Stephen Ames,82,-0.086
53,54,54,Tim Clark,92,-0.085
54,T55,T55,Billy Andrade,83,-0.083
55,T55,T55,J.P. Hayes,63,-0.083
56,T55,T55,Carl Pettersson,109,-0.083
57,T58,T58,Doug Barron,70,-0.08199999999999999
58,T58,T58,Bob Estes,92,-0.08199999999999999
59,T60,T60,Woody Austin,100,-0.08
60,T60,T60,Tom Lehman,69,-0.08
61,T60,T60,Sean O'Hair,103,-0.08
62,63,63,Tim Petrovic,97,-0.079
63,T64,T64,Fred Couples,72,-0.078
64,T64,T64,Justin Rose,99,-0.078
65,T66,T66,Geoff Ogilvy,97,-0.077
66,T66,T66,John Senden,101,-0.077
67,T66,T66,Joey Sindelar,104,-0.077
68,T69,T69,J.L. Lewis,98,-0.076
69,T69,T69,Mark Wilson,74,-0.076
70,T71,T71,Stuart Appleby,84,-0.075
71,T71,T71,Marco Dawson,82,-0.075
72,73,73,Justin Leonard,78,-0.07400000000000001
73,74,74,Tom Pernice Jr.,111,-0.073
74,75,75,Rocco Mediate,73,-0.07200000000000001
75,T76,T76,Tommy Armour III,103,-0.071
76,T76,T76,Kevin Sutherland,89,-0.071
77,T78,T78,Aaron Baddeley,84,-0.07
78,T78,T78,Brian Davis,75,-0.07
79,T78,T78,J.J. Henry,102,-0.07
80,T78,T78,Ryan Palmer,101,-0.07
81,T82,T82,Mark Calcavecchia,92,-0.069
82,T82,T82,Scott Gutschewski,86,-0.069
83,T82,T82,Steve Lowery,100,-0.069
84,T82,T82,Darron Stiles,78,-0.069
85,T86,T86,Neal Lancaster,95,-0.067
86,T86,T86,Shaun Micheel,81,-0.067
87,T86,T86,Arron Oberholser,65,-0.067
88,T86,T86,D.J. Trahan,81,-0.067
89,90,90,Frank Lickliter II,100,-0.066
90,T91,T91,John Daly,78,-0.065
91,T91,T91,John Huston,90,-0.065
92,T93,T93,Michael Allen,90,-0.064
93,T93,T93,Rich Beem,66,-0.064
94,T93,T93,Jonathan Byrd,103,-0.064
95,T93,T93,Dan Forsman,52,-0.064
96,T93,T93,Loren Roberts,54,-0.064
97,T93,T93,Brett Wetterich,76,-0.064
98,T99,T99,John Rollins,97,-0.063
99,T99,T99,Heath Slocum,103,-0.063
100,T99,T99,Kevin Stadler,96,-0.063
101,T102,T102,Jeff Sluman,94,-0.062
102,T102,T102,Dean Wilson,86,-0.062
103,T104,T104,James Driscoll,73,-0.061
104,T104,T104,Joe Ogilvie,103,-0.061
105,106,106,David Hearn,68,-0.06
106,T107,T107,Phillip Price,77,-0.057999999999999996
107,T107,T107,Patrick Sheehan,114,-0.057999999999999996
108,T109,T109,Todd Hamilton,94,-0.057
109,T109,T109,Omar Uresti,84,-0.057
110,T111,T111,Jeff Maggert,79,-0.055999999999999994
111,T111,T111,Jesper Parnevik,84,-0.055999999999999994
112,T111,T111,Nick Watney,91,-0.055999999999999994
113,T114,T114,Stephen Leaney,89,-0.055
114,T114,T114,Greg Owen,84,-0.055
115,T114,T114,Hidemichi Tanaka,106,-0.055
116,T117,T117,Hank Kuehne,84,-0.054000000000000006
117,T117,T117,Hunter Mahan,103,-0.054000000000000006
118,T119,T119,Ryuji Imada,78,-0.053
119,T119,T119,Peter Lonard,85,-0.053
120,T119,T119,Pat Perez,89,-0.053
121,T119,T119,Rory Sabbatini,81,-0.053
122,T119,T119,Chris Smith,93,-0.053
123,T119,T119,Joey Snyder III,102,-0.053
124,T119,T119,Kirk Triplett,55,-0.053
125,T119,T119,Duffy Waldorf,86,-0.053
126,T127,T127,Briny Baird,98,-0.052000000000000005
127,T127,T127,Craig Barlow,81,-0.052000000000000005
128,T127,T127,Daniel Chopra,108,-0.052000000000000005
129,T127,T127,Bernhard Langer,67,-0.052000000000000005
130,T127,T127,D.A. Points,94,-0.052000000000000005
131,T132,T132,Brian Bateman,98,-0.051
132,T132,T132,Will MacKenzie,75,-0.051
133,T132,T132,Roland Thatcher,75,-0.051
134,135,135,Matt Kuchar,60,-0.05
135,T136,T136,Justin Bolli,65,-0.049
136,T136,T136,Jay Haas,54,-0.049
137,138,138,Cameron Beckman,96,-0.048
138,T139,T139,Brent Geiberger,61,-0.046
139,T139,T139,Hunter Haas,83,-0.046
140,T141,T141,Paul Gow,78,-0.045
141,T141,T141,Freddie Jacobson,72,-0.045
142,T143,T143,Fred Funk,102,-0.044000000000000004
143,T143,T143,Mario Tiziani,67,-0.044000000000000004
144,T145,T145,Alex Cejka,84,-0.043
145,T145,T145,Joe Durant,81,-0.043
146,T145,T145,Kent Jones,99,-0.043
147,148,148,Charles Warren,89,-0.042
148,T149,T149,Glen Day,80,-0.040999999999999995
149,T149,T149,Todd Fischer,99,-0.040999999999999995
150,T149,T149,Brendan Jones,81,-0.040999999999999995
151,152,152,John Cook,72,-0.04
152,T153,T153,Scott McCarron,78,-0.039
153,T153,T153,Jay Williamson,53,-0.039
154,155,155,Charlie Wi,67,-0.038
155,T156,T156,Steve Allan,102,-0.037000000000000005
156,T156,T156,José Coceres,56,-0.037000000000000005
157,T156,T156,Glen Hnatiuk,59,-0.037000000000000005
158,T159,T159,Paul Azinger,66,-0.036000000000000004
159,T159,T159,Brian Gay,101,-0.036000000000000004
160,T161,T161,Tjaart van der Walt,56,-0.034
161,T161,T161,Mike Weir,71,-0.034
162,163,163,Bill Glasson,54,-0.033
163,T164,T164,Tom Byrum,83,-0.031
164,T164,T164,Franklin Langham,91,-0.031
165,T166,T166,Michael Long,72,-0.03
166,T166,T166,Ted Purdy,122,-0.03
167,168,168,Paul Claxton,79,-0.028999999999999998
168,T169,T169,Steve Flesch,90,-0.027999999999999997
169,T169,T169,Mark Hensby,70,-0.027999999999999997
170,T169,T169,Andrew Magee,82,-0.027999999999999997
171,172,172,Lee Janzen,75,-0.026000000000000002
172,T173,T173,Chris Anderson,66,-0.025
173,T173,T173,Ian Poulter,62,-0.025
174,175,175,Larry Mize,54,-0.024
175,T176,T176,Scott Hend,75,-0.022000000000000002
176,T176,T176,Kevin Na,88,-0.022000000000000002
177,178,178,Bradley Hughes,52,-0.02
178,179,179,Gavin Coles,70,-0.019
179,180,180,Lee Westwood,50,-0.018000000000000002
180,181,181,Robert Damron,89,-0.017
181,182,182,Mark O'Meara,66,-0.016
182,183,183,Hideto Tanihara,50,-0.015
183,184,184,Tom Gillis,77,-0.013999999999999999
184,185,185,Matt Gogel,78,-0.01
185,T186,T186,Mark Brooks,72,-0.008
186,T186,T186,Rob Rashell,65,-0.008
187,T188,T188,John Elliott,58,-0.003
188,T188,T188,Steve Jones,56,-0.003
189,190,190,Skip Kendall,80,0.001
190,191,191,Danny Briggs,70,0.002
191,192,192,Ben Curtis,65,0.006
192,193,193,Dennis Paulson,63,0.013999999999999999
193,194,194,D.J. Brigman,76,0.016
194,195,195,Jeff Hart,63,0.021
195,196,196,Jim Carter,62,0.022000000000000002
196,197,197,Craig Perks,67,0.025
197,198,198,Matt Davidson,53,0.026000000000000002
198,199,199,Thomas Levet,54,0.031
199,200,200,Len Mattiace,86,0.037000000000000005
200,201,201,Jason Allred,75,0.040999999999999995
201,202,202,Chris Riley,67,0.046
