,Greens_in_Regulation_Percentage_RANK THIS WEEK,Greens_in_Regulation_Percentage_RANK LAST WEEK,Greens_in_Regulation_Percentage_PLAYER NAME,Greens_in_Regulation_Percentage_ROUNDS,Greens_in_Regulation_Percentage_%,Greens_in_Regulation_Percentage_GREENS HIT,Greens_in_Regulation_Percentage_# HOLES,Greens_in_Regulation_Percentage_RELATIVE/PAR
102,T103,T103,Mathias Grönberg,60,64.94,678,1044,-0.24
103,T103,T103,D.A. Points,94,64.94,1052,1620,-0.25
104,105,105,Tom Byrum,83,64.93,970,1494,-0.22
105,106,106,Arjun Atwal,65,64.87,759,1170,-0.33
106,107,107,Bradley Hughes,52,64.85,607,936,-0.21
107,108,108,Brenden Pappas,51,64.81,595,918,-0.34
108,109,109,Cameron Beckman,96,64.79,1073,1656,-0.26
109,110,110,Paul Claxton,79,64.77,921,1422,-0.22
110,111,111,Michael Long,72,64.76,816,1260,-0.24
111,112,112,Brett Quigley,96,64.73,1072,1656,-0.27
112,113,113,Steve Lowery,100,64.7,1118,1728,-0.29
113,114,114,Bob Estes,92,64.67,1071,1656,-0.27
114,115,115,Jonathan Byrd,103,64.65,1152,1782,-0.27
115,116,116,Kevin Stadler,96,64.61,1070,1656,-0.3
116,117,117,Brian Bateman,98,64.6,1093,1692,-0.27
117,118,118,Bill Glasson,54,64.42,603,936,-0.22
118,119,119,Robert Gamez,91,64.41,1055,1638,-0.27
119,120,120,Woody Austin,100,64.39,1159,1800,-0.28
120,121,121,Kirk Triplett,55,64.32,602,936,-0.26
121,122,122,Peter Lonard,85,64.29,972,1512,-0.25
122,123,123,Tim Clark,92,64.24,1006,1566,-0.31
123,124,124,K.J. Choi,78,64.16,843,1314,-0.26
124,T125,T125,Chris DiMarco,83,64.15,866,1350,-0.28
125,T125,T125,Tom Gillis,77,64.15,866,1350,-0.25
126,127,127,Ryuji Imada,78,64.1,900,1404,-0.27
127,T128,T128,Steve Allan,102,64.06,1130,1764,-0.24
128,T128,T128,Hunter Haas,83,64.06,911,1422,-0.29
129,130,130,John Huston,90,64.02,991,1548,-0.29
130,131,131,Lee Janzen,75,64.0,841,1314,-0.25
131,132,132,Billy Andrade,83,63.92,955,1494,-0.28
132,T133,T133,Danny Briggs,70,63.89,782,1224,-0.21
133,T133,T133,Daniel Chopra,108,63.89,1196,1872,-0.27
134,T133,T133,John Cook,72,63.89,805,1260,-0.25
135,T133,T133,Lee Westwood,50,63.89,552,864,-0.24
136,137,137,Robert Damron,89,63.86,1023,1602,-0.24
137,138,138,D.J. Brigman,76,63.81,827,1296,-0.21
138,139,139,Pat Perez,89,63.8,1022,1602,-0.25
139,140,140,Todd Hamilton,94,63.68,1043,1638,-0.26
140,141,141,Brent Geiberger,61,63.47,674,1062,-0.25
141,142,142,Jay Williamson,53,63.42,605,954,-0.27
142,143,143,Rich Beem,66,63.35,707,1116,-0.21
143,144,144,Patrick Sheehan,114,63.23,1252,1980,-0.27
144,145,145,James Driscoll,73,63.22,808,1278,-0.26
145,146,146,Scott Hend,75,63.17,830,1314,-0.25
146,147,147,Scott McCarron,78,62.99,839,1332,-0.27
147,148,148,Steve Flesch,90,62.94,963,1530,-0.23
148,149,149,Mark Hensby,70,62.91,770,1224,-0.29
149,150,150,Matt Kuchar,60,62.87,679,1080,-0.23
150,151,151,Tom Pernice Jr.,111,62.82,1210,1926,-0.27
151,152,152,John Daly,78,62.79,859,1368,-0.28
152,153,153,Skip Kendall,80,62.75,881,1404,-0.22
153,154,154,Padraig Harrington,50,62.73,542,864,-0.26
154,155,155,J.P. Hayes,63,62.61,710,1134,-0.27
155,156,156,Michael Allen,90,62.59,1014,1620,-0.27
156,157,157,Corey Pavin,77,62.56,822,1314,-0.26
157,158,158,Franklin Langham,91,62.52,979,1566,-0.22
158,159,159,Matt Gogel,78,62.5,855,1368,-0.26
159,160,160,Jeff Hart,63,62.48,686,1098,-0.19
160,161,161,Ben Crane,78,62.39,831,1332,-0.32
161,162,162,Brian Gay,101,62.29,1110,1782,-0.26
162,163,163,Freddie Jacobson,72,62.28,796,1278,-0.27
163,164,164,Dennis Paulson,63,62.26,706,1134,-0.23
164,T165,T165,Gavin Coles,70,62.22,784,1260,-0.26
165,T165,T165,Larry Mize,54,62.22,560,900,-0.22
166,T167,T167,Brad Faxon,75,62.05,793,1278,-0.29
167,T167,T167,Craig Perks,67,62.05,726,1170,-0.22
168,169,169,Stephen Ames,82,62.03,882,1422,-0.25
169,170,170,Paul Gow,78,62.01,826,1332,-0.23
170,171,171,Mike Weir,71,61.95,736,1188,-0.22
171,T172,T172,Joe Ogilvie,103,61.9,1103,1782,-0.3
172,T172,T172,Ian Poulter,62,61.9,624,1008,-0.25
173,174,174,Glen Day,80,61.89,869,1404,-0.26
174,175,175,Ben Curtis,65,61.88,724,1170,-0.23
175,T176,T176,Jim Carter,62,61.76,667,1080,-0.18
176,T176,T176,Jay Haas,54,61.76,567,918,-0.24
177,178,178,Hank Kuehne,84,61.39,884,1440,-0.28
178,179,179,Thomas Levet,54,61.32,585,954,-0.19
179,180,180,Steve Stricker,62,61.29,684,1116,-0.32
180,181,181,Todd Fischer,99,61.23,1069,1746,-0.28
181,182,182,Steve Jones,56,61.21,595,972,-0.19
182,T183,T183,Andrew Magee,82,61.11,858,1404,-0.26
183,T183,T183,Jesper Parnevik,84,61.11,902,1476,-0.29
184,T185,T185,Chris Anderson,66,61.02,681,1116,-0.27
185,T185,T185,Justin Bolli,65,61.02,692,1134,-0.26
186,187,187,Hideto Tanihara,50,61.0,527,864,-0.22
187,188,188,Rory Sabbatini,81,60.97,856,1404,-0.25
188,189,189,Bob Heintz,67,60.95,735,1206,-0.32
189,190,190,Paul Azinger,66,60.94,724,1188,-0.28
190,191,191,Aaron Baddeley,84,60.84,898,1476,-0.32
191,192,192,Matt Davidson,53,60.59,578,954,-0.21
192,193,193,José Coceres,56,60.49,588,972,-0.23
193,194,194,Kevin Na,88,60.34,934,1548,-0.26
194,195,195,Charlie Wi,67,60.0,702,1170,-0.28
195,196,196,Mark O'Meara,66,59.76,710,1188,-0.24
196,197,197,Mark Brooks,72,59.72,774,1296,-0.22
197,198,198,Jason Allred,75,59.51,782,1314,-0.24
198,199,199,Chris Riley,67,59.38,684,1152,-0.21
199,T200,T200,John Elliott,58,59.23,597,1008,-0.25
200,T200,T200,Rob Rashell,65,59.23,693,1170,-0.23
201,202,202,Len Mattiace,86,55.49,839,1512,-0.24
