,Going_for_the_Green_RANK THIS WEEK,Going_for_the_Green_RANK LAST WEEK,Going_for_the_Green_PLAYER NAME,Going_for_the_Green_ROUNDS,Going_for_the_Green_%,Going_for_the_Green_ATTEMPTS,Going_for_the_Green_NON-ATTEMPTS,Going_for_the_Green_RTP-GOING FOR THE GREEN,Going_for_the_Green_RTP-NOT GOING FOR THE GRN
57,58,58,Bradley Hughes,52,54.5,103,86,-49,+10
58,59,59,Stuart Appleby,84,53.68,124,107,-68,-18
59,60,60,D.A. Points,94,53.52,175,152,-89,-11
60,61,61,Joe Durant,81,53.41,141,123,-64,-2
61,62,62,Neal Lancaster,95,53.29,178,156,-85,-27
62,63,63,Woody Austin,100,53.14,186,164,-105,-20
63,64,64,Fred Couples,72,53.13,85,75,-41,-6
64,65,65,Scott McCarron,78,53.11,128,113,-67,-3
65,66,66,Joey Snyder III,102,53.09,189,167,-110,+8
66,67,67,Brendan Jones,81,52.9,155,138,-90,-12
67,68,68,Tom Pernice Jr.,111,52.82,187,167,-106,-15
68,69,69,David Hearn,68,52.3,125,114,-60,-3
69,70,70,José María Olazábal,55,52.0,78,72,-43,-10
70,71,71,Adam Scott,72,51.79,101,94,-60,-22
71,72,72,Vaughn Taylor,99,51.68,185,173,-104,-16
72,73,73,Jeff Maggert,79,51.61,112,105,-47,-8
73,74,74,Jeff Brehaut,71,51.59,130,122,-62,-23
74,75,75,Jason Allred,75,51.45,124,117,-59,+14
75,76,76,Ryuji Imada,78,51.16,132,126,-63,-8
76,77,77,Rory Sabbatini,81,51.15,111,106,-61,-2
77,78,78,Tim Petrovic,97,51.01,151,145,-84,+5
78,79,79,Brian Davis,75,50.99,129,124,-77,-15
79,80,80,Jason Bohn,91,50.97,157,151,-108,-3
80,81,81,Tim Herron,100,50.91,140,135,-74,-17
81,82,82,Jonathan Kaye,77,50.81,126,122,-63,-21
82,83,83,Patrick Sheehan,114,50.4,190,187,-83,-4
83,84,84,Hideto Tanihara,50,50.29,87,86,-42,+10
84,T85,T85,Padraig Harrington,50,50.0,78,78,-46,-5
85,T85,T85,Will MacKenzie,75,50.0,136,136,-63,-11
86,87,87,Paul Gow,78,49.81,130,131,-57,-1
87,T88,T88,Brian Bateman,98,49.7,164,166,-88,-4
88,T88,T88,Brett Quigley,96,49.7,167,169,-96,-19
89,90,90,Kevin Sutherland,89,49.48,143,146,-88,+2
90,91,91,Tom Lehman,69,49.43,86,88,-33,-15
91,92,92,Chad Campbell,95,49.26,133,137,-71,-14
92,93,93,Dan Forsman,52,49.19,91,94,-50,-11
93,94,94,D.J. Brigman,76,49.14,114,118,-57,-12
94,95,95,Justin Bolli,65,48.91,112,117,-57,-8
95,96,96,Zach Johnson,96,48.89,154,161,-85,-18
96,97,97,Craig Barlow,81,48.87,130,136,-67,-11
97,98,98,Steve Flesch,90,48.81,123,129,-61,-5
98,99,99,Ben Crane,78,48.8,102,107,-72,-3
99,100,100,Jerry Kelly,101,48.74,135,142,-64,-17
100,101,101,Steve Elkington,67,48.57,102,108,-55,-16
101,102,102,Joey Sindelar,104,48.51,195,207,-88,-17
102,103,103,Tim Clark,92,48.46,110,117,-73,-19
103,104,104,Scott Verplank,87,48.33,116,124,-64,-23
104,105,105,Stephen Ames,82,48.1,101,109,-58,E
105,106,106,Andrew Magee,82,48.04,135,146,-72,-13
106,107,107,Billy Andrade,83,47.89,136,148,-81,-23
107,108,108,Joe Ogilvie,103,47.85,145,158,-72,-19
108,109,109,Carl Pettersson,109,47.68,175,192,-101,-23
109,110,110,Tom Gillis,77,47.64,131,144,-62,-12
110,111,111,Arron Oberholser,65,47.62,90,99,-50,-13
111,112,112,Shaun Micheel,81,47.58,118,130,-60,-9
112,113,113,J.L. Lewis,98,47.38,154,171,-80,-19
113,114,114,Alex Cejka,84,47.35,125,139,-54,-16
114,115,115,Mario Tiziani,67,47.21,110,123,-48,-5
115,116,116,David Toms,87,47.14,107,120,-75,-18
116,117,117,Rich Beem,66,47.12,90,101,-47,-10
117,118,118,Briny Baird,98,46.88,158,179,-100,-17
118,119,119,Steve Jones,56,46.63,76,87,-30,-6
119,120,120,Cameron Beckman,96,46.58,150,172,-84,E
120,121,121,K.J. Choi,78,46.52,87,100,-52,-9
121,122,122,Tjaart van der Walt,56,46.43,104,120,-43,-11
122,123,123,Thomas Levet,54,46.21,61,71,-31,+15
123,124,124,Geoff Ogilvy,97,46.13,131,153,-79,-18
124,125,125,Bart Bryant,91,45.96,131,154,-70,-20
125,126,126,Marco Dawson,82,45.91,146,172,-81,-16
126,127,127,Craig Perks,67,45.74,102,121,-46,+7
127,T128,T128,Dudley Hart,84,45.42,129,155,-75,-12
128,T128,T128,Duffy Waldorf,86,45.42,129,155,-81,-1
129,T130,T130,Peter Lonard,85,45.27,110,133,-46,-22
130,T130,T130,Rob Rashell,65,45.27,91,110,-38,+5
131,132,132,Charlie Wi,67,45.15,107,130,-56,-10
132,133,133,Ian Poulter,62,45.11,60,73,-29,-10
133,134,134,Freddie Jacobson,72,45.05,91,111,-45,+12
134,135,135,Bernhard Langer,67,44.85,74,91,-36,-10
135,136,136,Stewart Cink,98,44.74,119,147,-48,-15
136,137,137,Hidemichi Tanaka,106,44.7,173,214,-87,-13
137,138,138,Richard Johnson,50,44.62,83,103,-42,-10
138,139,139,Rocco Mediate,73,44.36,114,143,-63,-10
139,140,140,Mike Weir,71,44.13,79,100,-42,-12
140,141,141,Matt Davidson,53,44.0,88,112,-51,-2
141,142,142,Kevin Na,88,43.75,133,171,-66,-18
142,143,143,Paul Azinger,66,43.7,104,134,-48,-4
143,144,144,Michael Allen,90,43.67,131,169,-82,+4
144,145,145,Paul Claxton,79,43.66,117,151,-58,-22
145,146,146,Glen Day,80,43.48,120,156,-60,-14
146,147,147,Brent Geiberger,61,43.43,86,112,-46,-12
147,148,148,Shigeki Maruyama,99,43.13,135,178,-81,-27
148,149,149,Robert Gamez,91,43.04,133,176,-70,-20
149,150,150,José Coceres,56,42.93,88,117,-31,+9
150,151,151,Kent Jones,99,42.6,144,194,-76,-11
151,152,152,Bob Tway,87,42.52,108,146,-56,-9
152,153,153,Lee Janzen,75,42.39,103,140,-50,-14
153,154,154,Todd Fischer,99,42.26,142,194,-61,-24
154,T155,T155,Doug Barron,70,42.15,110,151,-49,-20
155,T155,T155,Jim Furyk,94,42.15,110,151,-64,-36
156,157,157,Justin Leonard,78,42.13,75,103,-42,-12
157,T158,T158,Robert Damron,89,41.94,130,180,-61,-26
158,T158,T158,Bob Heintz,67,41.94,104,144,-61,-13
159,160,160,Todd Hamilton,94,41.78,122,170,-63,-9
160,161,161,Dean Wilson,86,41.74,134,187,-84,-17
161,162,162,Darron Stiles,78,41.54,113,159,-56,-32
162,163,163,Jay Williamson,53,41.18,77,110,-41,-3
163,164,164,Chris DiMarco,83,41.13,95,136,-45,-24
164,165,165,Brad Faxon,75,40.95,86,124,-32,-8
165,166,166,Bob Estes,92,40.91,117,169,-64,-20
166,167,167,Danny Briggs,70,40.65,100,146,-41,-13
167,168,168,Phillip Price,77,40.64,102,149,-64,-23
168,169,169,Tommy Armour III,103,40.34,142,210,-84,-19
169,170,170,Matt Kuchar,60,40.28,85,126,-43,-4
170,171,171,Jeff Sluman,94,40.24,134,199,-75,-24
171,172,172,Matt Gogel,78,40.15,104,155,-46,-5
172,173,173,Heath Slocum,103,39.39,141,217,-70,-38
173,174,174,Omar Uresti,84,39.38,115,177,-71,-35
174,175,175,Glen Hnatiuk,59,38.69,77,122,-33,-22
175,176,176,Steve Stricker,62,38.46,85,136,-52,-25
176,177,177,Chris Riley,67,37.74,60,99,-25,+10
177,178,178,Luke Donald,67,37.19,45,76,-26,-19
178,179,179,Jay Haas,54,36.94,58,99,-31,-4
179,180,180,Ben Curtis,65,36.92,72,123,-30,+10
180,181,181,John Cook,72,35.29,78,143,-35,-27
181,182,182,J.P. Hayes,63,35.21,75,138,-40,-28
182,183,183,Skip Kendall,80,34.77,97,182,-40,-11
183,184,184,Chris Anderson,66,34.6,82,155,-43,-16
184,185,185,Larry Mize,54,34.25,62,119,-22,-19
185,186,186,Franklin Langham,91,34.23,102,196,-54,-13
186,187,187,Stephen Leaney,89,34.0,102,198,-66,-32
187,188,188,Len Mattiace,86,33.22,99,199,-37,-19
188,189,189,Bill Glasson,54,32.76,57,117,-21,-2
189,190,190,Kirk Triplett,55,32.7,52,107,-24,-11
190,191,191,Fred Funk,102,31.46,95,207,-45,-45
191,192,192,Corey Pavin,77,30.57,70,159,-37,-26
192,193,193,Olin Browne,99,30.55,95,216,-46,-36
193,194,194,Mark Wilson,74,30.43,77,176,-38,-21
194,195,195,Brian Gay,101,29.89,107,251,-54,-37
195,196,196,Jim Carter,62,29.7,60,142,-20,-11
196,197,197,Tom Byrum,83,28.37,82,207,-44,-33
197,198,198,Gavin Coles,70,25.3,63,186,-33,-21
198,199,199,Mark Brooks,72,25.1,61,182,-31,-4
199,200,200,Jeff Hart,63,22.67,51,174,-24,-19
200,201,201,Mark O'Meara,66,21.6,46,167,-12,-14
201,202,202,Loren Roberts,54,17.54,30,141,-23,-25
