,Average_Distance_to_Hole_After_Tee_Shot_RANK THIS WEEK,Average_Distance_to_Hole_After_Tee_Shot_RANK LAST WEEK,Average_Distance_to_Hole_After_Tee_Shot_PLAYER NAME,Average_Distance_to_Hole_After_Tee_Shot_ROUNDS,Average_Distance_to_Hole_After_Tee_Shot_AVG,Average_Distance_to_Hole_After_Tee_Shot_TOTAL DIST AFTER TEE SHOT,Average_Distance_to_Hole_After_Tee_Shot_TOTAL TEE SHOTS
74,T75,T75,Justin Bolli,65,173.7,5076840.0,812
75,T75,T75,Vaughn Taylor,99,173.7,7727491.0,1236
76,77,77,D.A. Points,94,173.8,7076195.0,1131
77,T78,T78,Greg Owen,84,173.9,6098364.0,974
78,T78,T78,Brett Quigley,96,173.9,7275315.0,1162
79,T80,T80,Chad Campbell,95,174.0,6502636.0,1038
80,T80,T80,Rocco Mediate,73,174.0,5620282.0,897
81,T80,T80,David Toms,87,174.0,5493389.0,877
82,T83,T83,Michael Allen,90,174.1,6625563.0,1057
83,T83,T83,Brian Bateman,98,174.1,7314556.0,1167
84,T83,T83,Jesper Parnevik,84,174.1,5772067.0,921
85,86,86,Bradley Hughes,52,174.3,4249085.0,677
86,T87,T87,Glen Day,80,174.4,6340756.0,1010
87,T87,T87,J.L. Lewis,98,174.4,7026997.0,1119
88,89,89,Padraig Harrington,50,174.5,3504401.0,558
89,90,90,Briny Baird,98,174.6,7752009.0,1233
90,91,91,Patrick Sheehan,114,174.8,8281097.0,1316
91,T92,T92,Jeff Maggert,79,174.9,5195635.0,825
92,T92,T92,Joe Ogilvie,103,174.9,6798337.0,1080
93,94,94,Bart Bryant,91,175.1,6681787.0,1060
94,T95,T95,Jeff Brehaut,71,175.3,5465600.0,866
95,T95,T95,Carl Pettersson,109,175.3,7994860.0,1267
96,97,97,D.J. Brigman,76,175.4,5330195.0,844
97,T98,T98,Ryuji Imada,78,175.6,5792007.0,916
98,T98,T98,Peter Lonard,85,175.6,5726416.0,906
99,T98,T98,Hideto Tanihara,50,175.6,3881147.0,614
100,T101,T101,K.J. Choi,78,175.8,4739059.0,749
101,T101,T101,Tim Petrovic,97,175.8,6868201.0,1085
102,T103,T103,Joey Sindelar,104,175.9,8600629.0,1358
103,T103,T103,Mario Tiziani,67,175.9,5300051.0,837
104,T105,T105,Brent Geiberger,61,176.1,4525490.0,714
105,T105,T105,Craig Perks,67,176.1,4944660.0,780
106,107,107,Hunter Haas,83,176.2,6338600.0,999
107,108,108,Tim Clark,92,176.4,5634374.0,887
108,109,109,Tom Pernice Jr.,111,176.5,7727775.0,1216
109,110,110,Todd Hamilton,94,176.6,6592803.0,1037
110,T111,T111,Freddie Jacobson,72,176.7,4859284.0,764
111,T111,T111,Arron Oberholser,65,176.7,4492100.0,706
112,113,113,Billy Mayfair,114,176.8,8965905.0,1409
113,T114,T114,Rich Beem,66,176.9,4229752.0,664
114,T114,T114,Tom Gillis,77,176.9,5998370.0,942
115,T114,T114,Shigeki Maruyama,99,176.9,7463433.0,1172
116,T114,T114,Tjaart van der Walt,56,176.9,4725266.0,742
117,118,118,Darron Stiles,78,177.0,6093205.0,956
118,T119,T119,Stephen Ames,82,177.2,5391060.0,845
119,T119,T119,Matt Davidson,53,177.2,4402777.0,690
120,T119,T119,Justin Leonard,78,177.2,4803108.0,753
121,T122,T122,Tommy Armour III,103,177.4,8042354.0,1259
122,T122,T122,Stewart Cink,98,177.4,6271209.0,982
123,T122,T122,Joe Durant,81,177.4,6060037.0,949
124,T122,T122,Richard Johnson,50,177.4,4042670.0,633
125,126,126,Robert Gamez,91,177.6,7091846.0,1109
126,127,127,José María Olazábal,55,177.7,3640735.0,569
127,128,128,Heath Slocum,103,177.9,7954016.0,1242
128,T129,T129,Shaun Micheel,81,178.1,5622961.0,877
129,T129,T129,Kevin Sutherland,89,178.1,6580144.0,1026
130,T131,T131,Paul Azinger,66,178.2,5118214.0,798
131,T131,T131,Steve Elkington,67,178.2,4849465.0,756
132,133,133,Mike Weir,71,178.4,4182101.0,651
133,T134,T134,Steve Flesch,90,178.5,5569876.0,867
134,T134,T134,Lee Janzen,75,178.5,5180748.0,806
135,136,136,Bob Tway,87,178.6,5849948.0,910
136,137,137,Aaron Baddeley,84,178.7,6612310.0,1028
137,T138,T138,Bill Glasson,54,178.8,3919220.0,609
138,T138,T138,Kent Jones,99,178.8,7744750.0,1203
139,140,140,J.P. Hayes,63,178.9,4694336.0,729
140,T141,T141,Luke Donald,67,179.0,3594954.0,558
141,T141,T141,Jim Furyk,94,179.0,6398962.0,993
142,143,143,Glen Hnatiuk,59,179.1,4461000.0,692
143,T144,T144,Matt Kuchar,60,179.2,4934429.0,765
144,T144,T144,Steve Stricker,62,179.2,5179662.0,803
145,T146,T146,Cameron Beckman,96,179.3,7488076.0,1160
146,T146,T146,Dudley Hart,84,179.3,6437137.0,997
147,T146,T146,Tom Lehman,69,179.3,4465678.0,692
148,T146,T146,Hidemichi Tanaka,106,179.3,8392102.0,1300
149,150,150,Alex Cejka,84,179.4,6130255.0,949
150,151,151,Jay Williamson,53,179.5,4123642.0,638
151,152,152,Paul Gow,78,179.6,5979372.0,925
152,153,153,Jerry Kelly,101,179.7,6785092.0,1049
153,T154,T154,Billy Andrade,83,179.9,6542018.0,1010
154,T154,T154,Bernhard Langer,67,179.9,3989315.0,616
155,T154,T154,Larry Mize,54,179.9,4113135.0,635
156,T154,T154,Phillip Price,77,179.9,5641670.0,871
157,T158,T158,Chris DiMarco,83,180.0,5294803.0,817
158,T158,T158,Scott Verplank,87,180.0,5935873.0,916
159,160,160,Matt Gogel,78,180.1,6035540.0,931
160,161,161,Steve Jones,56,180.3,4135601.0,637
161,162,162,Brian Davis,75,180.6,5696975.0,876
162,163,163,Charlie Wi,67,180.7,5398185.0,830
163,T164,T164,Scott McCarron,78,181.0,5439909.0,835
164,T164,T164,Rob Rashell,65,181.0,4855351.0,745
165,T166,T166,Doug Barron,70,181.1,5816627.0,892
166,T166,T166,Franklin Langham,91,181.1,6866820.0,1053
167,T166,T166,Jeff Sluman,94,181.1,7574954.0,1162
168,T169,T169,Ian Poulter,62,181.3,3269084.0,501
169,T169,T169,Duffy Waldorf,86,181.3,6363911.0,975
170,171,171,Paul Claxton,79,181.5,5972016.0,914
171,T172,T172,Chris Anderson,66,181.6,5250258.0,803
172,T172,T172,Omar Uresti,84,181.6,6688783.0,1023
173,174,174,Bob Estes,92,181.7,7174529.0,1097
174,175,175,Dean Wilson,86,182.2,7143857.0,1089
175,176,176,Todd Fischer,99,182.7,7939319.0,1207
176,177,177,Kirk Triplett,55,182.9,4022356.0,611
177,178,178,Ben Curtis,65,183.1,4449682.0,675
178,179,179,Brian Gay,101,183.5,8461093.0,1281
179,180,180,Robert Damron,89,183.7,7261124.0,1098
180,181,181,Olin Browne,99,183.8,7596562.0,1148
181,182,182,Danny Briggs,70,184.3,5613848.0,846
182,183,183,Len Mattiace,86,184.5,6927894.0,1043
183,184,184,José Coceres,56,184.7,4879465.0,734
184,T185,T185,Skip Kendall,80,184.8,6478377.0,974
185,T185,T185,Thomas Levet,54,184.8,3286303.0,494
186,T185,T185,Kevin Na,88,184.8,7263818.0,1092
187,T188,T188,Tom Byrum,83,185.2,7038803.0,1056
188,T188,T188,Mark Wilson,74,185.2,5841223.0,876
189,190,190,Fred Funk,102,185.3,7609433.0,1141
190,191,191,Jim Carter,62,185.6,5032132.0,753
191,T192,T192,Brad Faxon,75,185.7,5293602.0,792
192,T192,T192,Stephen Leaney,89,185.7,6952647.0,1040
193,194,194,John Cook,72,186.4,5415822.0,807
194,195,195,Chris Riley,67,186.5,3908214.0,582
195,196,196,Jay Haas,54,186.7,3622105.0,539
196,197,197,Mark Brooks,72,187.4,5788499.0,858
197,198,198,Loren Roberts,54,189.0,4517679.0,664
198,199,199,Mark O'Meara,66,189.1,4846714.0,712
199,200,200,Gavin Coles,70,189.8,5999206.0,878
200,201,201,Jeff Hart,63,190.9,5463629.0,795
201,202,202,Corey Pavin,77,194.2,5908234.0,845
