,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
59,T57,T57,Kenny Perry,82,160.2,3858121.0,669
60,T61,T61,Brian Bateman,98,160.3,5476957.0,949
61,T61,T61,Dan Forsman,52,160.3,3133961.0,543
62,T63,T63,Sergio Garcia,73,160.4,3429541.0,594
63,T63,T63,Rocco Mediate,73,160.4,4289057.0,743
64,T63,T63,Omar Uresti,84,160.4,4826551.0,836
65,T66,T66,Gavin Coles,70,160.5,4195528.0,726
66,T66,T66,Hunter Mahan,103,160.5,5860636.0,1014
67,T68,T68,Cameron Beckman,96,160.6,5364789.0,928
68,T68,T68,Frank Lickliter II,100,160.6,5364566.0,928
69,T68,T68,Andrew Magee,82,160.6,4458621.0,771
70,T68,T68,Arron Oberholser,65,160.6,3381697.0,585
71,T68,T68,Vaughn Taylor,99,160.6,5684011.0,983
72,T68,T68,Bo Van Pelt,112,160.6,6025251.0,1042
73,T74,T74,Matt Gogel,78,160.7,4478949.0,774
74,T74,T74,Jerry Kelly,101,160.7,5137755.0,888
75,T74,T74,Joey Sindelar,104,160.7,6570806.0,1136
76,T74,T74,Jeff Sluman,94,160.7,5794988.0,1002
77,T78,T78,Peter Lonard,85,160.8,4388168.0,758
78,T78,T78,Ted Purdy,122,160.8,6374369.0,1101
79,T78,T78,Nick Watney,91,160.8,5145598.0,889
80,T81,T81,Woody Austin,100,160.9,5733631.0,990
81,T81,T81,Jason Bohn,91,160.9,5426459.0,937
82,T81,T81,Tim Herron,100,160.9,5068827.0,875
83,T81,T81,Mark O'Meara,66,160.9,3491774.0,603
84,T81,T81,Tjaart van der Walt,56,160.9,3580467.0,618
85,T86,T86,Harrison Frazar,105,161.0,6010673.0,1037
86,T86,T86,Scott Gutschewski,86,161.0,4573845.0,789
87,T86,T86,Ian Poulter,62,161.0,2284095.0,394
88,T89,T89,Jason Allred,75,161.1,4013352.0,692
89,T89,T89,Brent Geiberger,61,161.1,3491069.0,602
90,T89,T89,Dudley Hart,84,161.1,4872837.0,840
91,T89,T89,Chris Smith,93,161.1,5363613.0,925
92,T93,T93,Doug Barron,70,161.2,4376273.0,754
93,T93,T93,Tom Gillis,77,161.2,4457636.0,768
94,T93,T93,J.J. Henry,102,161.2,5853661.0,1009
95,T93,T93,John Huston,90,161.2,5073096.0,874
96,T93,T93,Freddie Jacobson,72,161.2,3608874.0,622
97,T93,T93,Steve Stricker,62,161.2,3789424.0,653
98,T99,T99,Lee Janzen,75,161.3,3884493.0,669
99,T99,T99,Franklin Langham,91,161.3,5150642.0,887
100,T99,T99,John Rollins,97,161.3,5297054.0,912
101,T99,T99,Roland Thatcher,75,161.3,4441166.0,765
102,T103,T103,Tom Byrum,83,161.4,5078254.0,874
103,T103,T103,John Elliott,58,161.4,3114536.0,536
104,T103,T103,Scott Hend,75,161.4,3881577.0,668
105,T103,T103,Charles Howell III,95,161.4,4799650.0,826
106,T107,T107,Brian Davis,75,161.5,4057758.0,698
107,T107,T107,Mathias Grönberg,60,161.5,3709878.0,638
108,T107,T107,Michael Long,72,161.5,4185167.0,720
109,T107,T107,Hideto Tanihara,50,161.5,2918952.0,502
110,T111,T111,Greg Owen,84,161.6,4642462.0,798
111,T111,T111,Kevin Stadler,96,161.6,5176991.0,890
112,T111,T111,Hidemichi Tanaka,106,161.6,6324063.0,1087
113,T111,T111,Charles Warren,89,161.6,5025632.0,864
114,T111,T111,Brett Wetterich,76,161.6,4293424.0,738
115,T116,T116,D.J. Brigman,76,161.7,3895401.0,669
116,T116,T116,Brandt Jobe,96,161.7,5349188.0,919
117,T116,T116,Mark Wilson,74,161.7,4225436.0,726
118,T119,T119,Paul Gow,78,161.8,4408924.0,757
119,T119,T119,Richard Johnson,50,161.8,3086832.0,530
120,T119,T119,Ryan Palmer,101,161.8,5039445.0,865
121,T119,T119,Dean Wilson,86,161.8,5270324.0,905
122,T123,T123,Jeff Brehaut,71,161.9,4271915.0,733
123,T123,T123,Jonathan Byrd,103,161.9,6010462.0,1031
124,T123,T123,Ben Crane,78,161.9,4173475.0,716
125,T123,T123,James Driscoll,73,161.9,4197457.0,720
126,T123,T123,Craig Perks,67,161.9,3688751.0,633
127,T123,T123,Tiger Woods,76,161.9,3514189.0,603
128,T129,T129,Neal Lancaster,95,162.0,5550806.0,952
129,T129,T129,Stephen Leaney,89,162.0,5090672.0,873
130,T129,T129,Shaun Micheel,81,162.0,4279550.0,734
131,T132,T132,Todd Fischer,99,162.1,5701892.0,977
132,T132,T132,Mark Hensby,70,162.1,2947741.0,505
133,T134,T134,Rich Beem,66,162.2,3117963.0,534
134,T134,T134,Bradley Hughes,52,162.2,3264598.0,559
135,T134,T134,Justin Leonard,78,162.2,3678114.0,630
136,T134,T134,Larry Mize,54,162.2,3059712.0,524
137,T138,T138,Jay Haas,54,162.3,2588957.0,443
138,T138,T138,Tom Lehman,69,162.3,3388957.0,580
139,T138,T138,Tag Ridings,93,162.3,5211430.0,892
140,T138,T138,D.J. Trahan,81,162.3,4493855.0,769
141,T138,T138,Lee Westwood,50,162.3,2161287.0,370
142,T143,T143,Stephen Ames,82,162.4,4081034.0,698
143,T143,T143,Stewart Cink,98,162.4,4824595.0,825
144,T143,T143,Chris DiMarco,83,162.4,4056908.0,694
145,T143,T143,Carl Pettersson,109,162.4,6318321.0,1081
146,T143,T143,D.A. Points,94,162.4,5483120.0,938
147,T143,T143,Vijay Singh,111,162.4,5864287.0,1003
148,T149,T149,Mark Calcavecchia,92,162.5,5014759.0,857
149,T149,T149,Justin Rose,99,162.5,5938711.0,1015
150,151,151,Fred Funk,102,162.6,5896029.0,1007
151,152,152,Bernhard Langer,67,162.7,3064163.0,523
152,T153,T153,John Cook,72,162.8,3808545.0,650
153,T153,T153,Carlos Franco,78,162.8,4584267.0,782
154,T153,T153,Jim Furyk,94,162.8,4977012.0,849
155,T153,T153,Scott McCarron,78,162.8,3963013.0,676
156,T153,T153,Brett Quigley,96,162.8,5650312.0,964
157,T153,T153,Patrick Sheehan,114,162.8,6129979.0,1046
158,T153,T153,Mario Tiziani,67,162.8,4137415.0,706
159,T160,T160,Arjun Atwal,65,162.9,3840799.0,655
160,T160,T160,Padraig Harrington,50,162.9,2610244.0,445
161,T162,T162,Jesper Parnevik,84,163.0,4507502.0,768
162,T162,T162,Kevin Sutherland,89,163.0,5141322.0,876
163,T164,T164,Hank Kuehne,84,163.1,4656095.0,793
164,T164,T164,José María Olazábal,55,163.1,2813127.0,479
165,T166,T166,Danny Briggs,70,163.2,4106218.0,699
166,T166,T166,Chad Campbell,95,163.2,5041881.0,858
167,T166,T166,Paul Claxton,79,163.2,4446771.0,757
168,T166,T166,Robert Damron,89,163.2,5381584.0,916
169,T166,T166,Bob Estes,92,163.2,5465164.0,930
170,T166,T166,John Senden,101,163.2,6090823.0,1037
171,T172,T172,Billy Andrade,83,163.3,4768778.0,811
172,T172,T172,Daniel Chopra,108,163.3,6189592.0,1053
173,T172,T172,Steve Flesch,90,163.3,4145705.0,705
174,T175,T175,Robert Allenby,95,163.4,4794138.0,815
175,T175,T175,Luke Donald,67,163.4,2893555.0,492
176,T175,T175,Lucas Glover,88,163.4,5189177.0,882
177,T175,T175,Ryuji Imada,78,163.4,4464283.0,759
178,T175,T175,Joey Snyder III,102,163.4,6065321.0,1031
179,T175,T175,Duffy Waldorf,86,163.4,4552966.0,774
180,T181,T181,José Coceres,56,163.5,3507427.0,596
181,T181,T181,Steve Lowery,100,163.5,5520240.0,938
182,T183,T183,Steve Elkington,67,163.7,3859541.0,655
183,T183,T183,Chris Riley,67,163.7,2823553.0,479
184,T183,T183,Charlie Wi,67,163.7,3983086.0,676
185,186,186,Hunter Haas,83,163.8,4699921.0,797
186,187,187,Steve Jones,56,163.9,3162009.0,536
187,T188,T188,Steve Allan,102,164.1,5666967.0,959
188,T188,T188,Pat Perez,89,164.1,4926916.0,834
189,T188,T188,Tom Pernice Jr.,111,164.1,6078057.0,1029
190,T188,T188,Rob Rashell,65,164.1,3598610.0,609
191,192,192,Bart Bryant,91,164.2,5143671.0,870
192,T193,T193,Alex Cejka,84,164.5,4695357.0,793
193,T193,T193,Billy Mayfair,114,164.5,6904345.0,1166
194,T195,T195,Joe Durant,81,164.8,4668598.0,787
195,T195,T195,Kevin Na,88,164.8,5327247.0,898
196,197,197,Thomas Levet,54,165.2,2259822.0,380
197,198,198,Scott Verplank,87,165.4,4400207.0,739
198,T199,T199,Aaron Baddeley,84,165.6,4990217.0,837
199,T199,T199,Jeff Maggert,79,165.6,3999449.0,671
200,201,201,Brad Faxon,75,166.5,3811554.0,636
201,202,202,Corey Pavin,77,168.1,4243428.0,701
