,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
173,174,174,Lee Westwood,50,+.219
174,175,175,John Elliott,58,+.221
175,T176,T176,Billy Andrade,83,+.226
176,T176,T176,Alex Cejka,84,+.226
177,T176,T176,Robert Damron,89,+.226
178,T179,T179,Brian Bateman,98,+.235
179,T179,T179,Skip Kendall,80,+.235
180,181,181,Matt Davidson,53,+.238
181,182,182,Lee Janzen,75,+.240
182,183,183,James Driscoll,73,+.245
183,184,184,Hank Kuehne,84,+.250
184,185,185,John Huston,90,+.255
185,186,186,Justin Leonard,78,+.256
186,187,187,J.P. Hayes,63,+.258
187,188,188,Bradley Hughes,52,+.259
188,T189,T189,Mark Brooks,72,+.261
189,T189,T189,Jim Furyk,94,+.261
190,T189,T189,Brent Geiberger,61,+.261
191,T192,T192,Robert Gamez,91,+.264
192,T192,T192,Hideto Tanihara,50,+.264
193,T192,T192,Nick Watney,91,+.264
194,195,195,Bob Heintz,67,+.270
195,196,196,Jim Carter,62,+.275
196,197,197,Duffy Waldorf,86,+.277
197,198,198,John Daly,78,+.297
198,199,199,Justin Bolli,65,+.315
199,200,200,Tom Lehman,69,+.321
200,201,201,Thomas Levet,54,+.328
201,202,202,Steve Jones,56,+.361
