,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
124,T125,T125,Steve Flesch,90,74.47,560,752
125,T125,T125,Tjaart van der Walt,56,74.47,385,517
126,127,127,Mark Calcavecchia,92,74.46,624,838
127,128,128,James Driscoll,73,74.43,390,524
128,129,129,Bill Glasson,54,74.4,340,457
129,130,130,Pat Perez,89,74.34,565,760
130,131,131,Patrick Sheehan,114,74.33,692,931
131,132,132,Peter Lonard,85,74.28,540,727
132,133,133,Mark Hensby,70,74.17,448,604
133,134,134,Mike Weir,71,74.11,438,591
134,135,135,Billy Andrade,83,74.04,542,732
135,T136,T136,J.P. Hayes,63,74.01,393,531
136,T136,T136,Michael Long,72,74.01,450,608
137,138,138,Shigeki Maruyama,99,74.0,626,846
138,139,139,Ted Purdy,122,73.99,802,1084
139,140,140,Bradley Hughes,52,73.98,361,488
140,141,141,John Huston,90,73.96,551,745
141,142,142,Dean Wilson,86,73.94,576,779
142,143,143,Ryuji Imada,78,73.89,464,628
143,144,144,Aaron Baddeley,84,73.77,450,610
144,145,145,Mathias Grönberg,60,73.73,376,510
145,146,146,John Cook,72,73.72,502,681
146,147,147,Robert Gamez,91,73.64,623,846
147,148,148,Darron Stiles,78,73.61,541,735
148,149,149,Padraig Harrington,50,73.57,270,367
149,T150,T150,Tom Byrum,83,73.53,600,816
150,T150,T150,Neal Lancaster,95,73.53,575,782
151,152,152,Dennis Paulson,63,73.49,352,479
152,153,153,Matt Kuchar,60,73.44,423,576
153,154,154,Ian Poulter,62,73.37,361,492
154,155,155,Rory Sabbatini,81,73.36,446,608
155,156,156,Scott McCarron,78,73.21,459,627
156,157,157,Brent Geiberger,61,73.17,379,518
157,158,158,Ben Crane,78,73.15,425,581
158,159,159,Todd Hamilton,94,72.98,578,792
159,160,160,Fred Funk,102,72.92,781,1071
160,161,161,Hank Kuehne,84,72.89,406,557
161,162,162,Tom Pernice Jr.,111,72.87,685,940
162,163,163,Tom Gillis,77,72.85,491,674
163,164,164,Matt Gogel,78,72.73,488,671
164,165,165,Hunter Haas,83,72.66,473,651
165,166,166,Brian Gay,101,72.38,671,927
166,167,167,Omar Uresti,84,72.24,635,879
167,168,168,Robert Damron,89,72.2,639,885
168,169,169,Joe Ogilvie,103,72.17,625,866
169,170,170,Ben Curtis,65,72.1,416,577
170,171,171,Kirk Triplett,55,72.07,369,512
171,172,172,Chris Riley,67,71.93,433,602
172,173,173,D.J. Brigman,76,71.92,456,634
173,174,174,John Elliott,58,71.84,296,412
174,175,175,Jason Allred,75,71.82,344,479
175,176,176,Mario Tiziani,67,71.79,425,592
176,177,177,Hideto Tanihara,50,71.64,293,409
177,178,178,Steve Jones,56,71.57,355,496
178,179,179,Franklin Langham,91,71.49,499,698
179,180,180,Todd Fischer,99,71.41,622,871
180,181,181,Corey Pavin,77,71.11,485,682
181,182,182,Matt Davidson,53,71.07,339,477
182,183,183,Brad Faxon,75,70.91,429,605
183,184,184,Jay Williamson,53,70.75,370,523
184,185,185,Danny Briggs,70,70.5,454,644
185,186,186,Skip Kendall,80,70.27,539,767
186,187,187,Larry Mize,54,70.14,343,489
187,188,188,Kevin Na,88,69.86,517,740
188,T189,T189,Rob Rashell,65,69.63,376,540
189,T189,T189,Charlie Wi,67,69.63,392,563
190,191,191,Gavin Coles,70,69.54,500,719
191,192,192,Jim Carter,62,69.18,395,571
192,193,193,Paul Gow,78,69.15,473,684
193,194,194,Len Mattiace,86,68.57,480,700
194,195,195,Jesper Parnevik,84,68.49,450,657
195,196,196,Mark Brooks,72,68.48,465,679
196,197,197,Glen Day,80,68.24,462,677
197,198,198,Jay Haas,54,68.09,318,467
198,199,199,Chris Anderson,66,68.06,375,551
199,200,200,Mark O'Meara,66,67.32,379,563
200,201,201,José Coceres,56,66.79,362,542
201,202,202,Jeff Hart,63,66.67,430,645
