,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
31,32,32,Fred Funk,102,"21' 0""",755.0830000000001,36,-3
32,T33,T33,Cameron Beckman,96,"21' 1""",1013.5,48,+2
33,T33,T33,Matt Gogel,78,"21' 1""",570.0830000000001,27,+3
34,T33,T33,Brett Wetterich,76,"21' 1""",1035.0,49,-6
35,T36,T36,Doug Barron,70,"21' 2""",825.0,39,+8
36,T36,T36,Olin Browne,99,"21' 2""",699.4169999999999,33,-1
37,38,38,Chris DiMarco,83,"21' 4""",853.0,40,+10
38,39,39,Justin Leonard,78,"21' 8""",303.08299999999997,14,+7
39,T40,T40,Paul Gow,78,"21' 11""",853.25,39,+3
40,T40,T40,Bob Tway,87,"21' 11""",461.0,21,+5
41,T40,T40,Dean Wilson,86,"21' 11""",723.8330000000001,33,+7
42,T43,T43,Daniel Chopra,108,"22' 0""",988.9169999999999,45,E
43,T43,T43,José María Olazábal,55,"22' 0""",440.0,20,+2
44,45,45,Kevin Na,88,"22' 1""",971.8330000000001,44,-6
45,46,46,Jay Williamson,53,"22' 2""",421.083,19,+4
46,47,47,Bernhard Langer,67,"22' 3""",577.9169999999999,26,-2
47,T48,T48,Ted Purdy,122,"22' 6""",1125.333,50,+4
48,T48,T48,Scott Verplank,87,"22' 6""",539.0830000000001,24,+3
49,T50,T50,Jason Bohn,91,"22' 7""",904.6669999999999,40,+4
50,T50,T50,Brian Davis,75,"22' 7""",723.3330000000001,32,+1
51,T50,T50,Padraig Harrington,50,"22' 7""",541.75,24,+1
52,T50,T50,Roland Thatcher,75,"22' 7""",1149.667,51,+4
53,T54,T54,José Coceres,56,"22' 8""",724.0,32,+4
54,T54,T54,Bo Van Pelt,112,"22' 8""",1111.75,49,+1
55,T56,T56,Davis Love III,80,"22' 9""",432.25,19,-2
56,T56,T56,Vijay Singh,111,"22' 9""",1549.3329999999999,68,-3
57,58,58,Stewart Cink,98,"22' 10""",867.5,38,+5
58,T59,T59,Mark Calcavecchia,92,"22' 11""",986.4169999999999,43,+2
59,T59,T59,Todd Hamilton,94,"22' 11""",1444.9170000000001,63,+10
60,T61,T61,Bob Estes,92,"23' 1""",599.4169999999999,26,-2
61,T61,T61,Heath Slocum,103,"23' 1""",1015.8330000000001,44,-4
62,T63,T63,Dudley Hart,84,"23' 2""",742.0830000000001,32,+13
63,T63,T63,Mark Wilson,74,"23' 2""",741.0830000000001,32,+7
64,65,65,Justin Rose,99,"23' 3""",1208.667,52,-2
65,T66,T66,Marco Dawson,82,"23' 4""",1096.417,47,+5
66,T66,T66,Patrick Sheehan,114,"23' 4""",1026.5,44,+13
67,T68,T68,J.L. Lewis,98,"23' 5""",889.9169999999999,38,+1
68,T68,T68,Hunter Mahan,103,"23' 5""",1404.75,60,+17
69,T68,T68,Jeff Sluman,94,"23' 5""",914.25,39,+2
70,T71,T71,Shigeki Maruyama,99,"23' 6""",1152.667,49,+6
71,T71,T71,Geoff Ogilvy,97,"23' 6""",1176.167,50,+2
72,T71,T71,John Rollins,97,"23' 6""",1431.4170000000001,61,+14
73,T74,T74,Stephen Ames,82,"23' 8""",450.083,19,+7
74,T74,T74,Glen Hnatiuk,59,"23' 8""",639.1669999999999,27,+3
75,T74,T74,Rocco Mediate,73,"23' 8""",709.5830000000001,30,E
76,T74,T74,Kenny Perry,82,"23' 8""",638.8330000000001,27,-2
77,T78,T78,Robert Damron,89,"23' 9""",665.9169999999999,28,+4
78,T78,T78,Bradley Hughes,52,"23' 9""",379.333,16,+5
79,T78,T78,Scott McCarron,78,"23' 9""",950.0830000000001,40,-1
80,T78,T78,Rob Rashell,65,"23' 9""",807.1669999999999,34,+14
81,T78,T78,Mario Tiziani,67,"23' 9""",641.5,27,+5
82,T83,T83,Hidemichi Tanaka,106,"23' 10""",1048.0,44,+2
83,T83,T83,David Toms,87,"23' 10""",715.0830000000001,30,+4
84,T83,T83,Omar Uresti,84,"23' 10""",595.9169999999999,25,+1
85,T86,T86,Jeff Brehaut,71,"23' 11""",478.333,20,E
86,T86,T86,Steve Flesch,90,"23' 11""",670.0,28,+5
87,T86,T86,Tag Ridings,93,"23' 11""",1242.333,52,+8
88,T86,T86,Kirk Triplett,55,"23' 11""",454.667,19,+3
89,T86,T86,Tiger Woods,76,"23' 11""",909.4169999999999,38,-3
90,T91,T91,Brian Gay,101,"24' 0""",913.1669999999999,38,+3
91,T91,T91,Steve Stricker,62,"24' 0""",840.5830000000001,35,-3
92,93,93,Tom Lehman,69,"24' 1""",506.333,21,+1
93,T94,T94,Paul Azinger,66,"24' 2""",944.0,39,+14
94,T94,T94,Rich Beem,66,"24' 2""",604.6669999999999,25,+6
95,T94,T94,Sergio Garcia,73,"24' 2""",1161.333,48,-1
96,T94,T94,Len Mattiace,86,"24' 2""",1159.0,48,+9
97,T98,T98,Glen Day,80,"24' 3""",1091.5,45,+7
98,T98,T98,Hideto Tanihara,50,"24' 3""",436.75,18,+5
99,T100,T100,Chris Anderson,66,"24' 5""",561.4169999999999,23,-2
100,T100,T100,Jonathan Byrd,103,"24' 5""",1293.083,53,+9
101,T100,T100,Paul Claxton,79,"24' 5""",561.25,23,+1
102,T100,T100,Mathias Grönberg,60,"24' 5""",757.3330000000001,31,+1
103,T100,T100,Shaun Micheel,81,"24' 5""",708.0,29,+1
104,T100,T100,Sean O'Hair,103,"24' 5""",1318.0,54,+17
105,T106,T106,Tom Byrum,83,"24' 7""",589.5830000000001,24,+5
106,T106,T106,Ben Crane,78,"24' 7""",1081.75,44,+1
107,T106,T106,Jonathan Kaye,77,"24' 7""",884.9169999999999,36,+8
108,T106,T106,Neal Lancaster,95,"24' 7""",1304.417,53,+8
109,110,110,Lucas Glover,88,"24' 8""",839.1669999999999,34,+9
110,111,111,Chris Riley,67,"24' 9""",321.33299999999997,13,+6
111,T112,T112,Alex Cejka,84,"24' 10""",720.5830000000001,29,+2
112,T112,T112,Steve Jones,56,"24' 10""",471.667,19,+5
113,114,114,Bob Heintz,67,"24' 11""",797.0,32,+12
114,115,115,John Senden,101,"25' 0""",1201.417,48,+8
115,116,116,Todd Fischer,99,"25' 1""",1355.5829999999999,54,+10
116,T117,T117,Brian Bateman,98,"25' 2""",1259.083,50,+10
117,T117,T117,Zach Johnson,96,"25' 2""",1233.0,49,+3
118,T119,T119,Will MacKenzie,75,"25' 3""",1062.167,42,-3
119,T119,T119,Pat Perez,89,"25' 3""",1441.0829999999999,57,+5
120,T119,T119,Vaughn Taylor,99,"25' 3""",1213.333,48,+14
121,122,122,Kent Jones,99,"25' 4""",810.5,32,+3
122,123,123,Billy Andrade,83,"25' 6""",713.6669999999999,28,+4
123,T124,T124,Joe Ogilvie,103,"25' 7""",1125.75,44,+6
124,T124,T124,D.J. Trahan,81,"25' 7""",998.25,39,+5
125,126,126,Frank Lickliter II,100,"25' 10""",1162.083,45,+5
126,T127,T127,John Daly,78,"25' 11""",1269.25,49,+6
127,T127,T127,Charles Howell III,95,"25' 11""",880.8330000000001,34,+3
128,T127,T127,Tjaart van der Walt,56,"25' 11""",932.6669999999999,36,+9
129,T127,T127,Nick Watney,91,"25' 11""",1165.833,45,+10
130,131,131,Hank Kuehne,84,"26' 0""",1379.3329999999999,53,+14
131,T132,T132,John Huston,90,"26' 1""",1070.833,41,+10
132,T132,T132,Larry Mize,54,"26' 1""",468.833,18,E
133,T134,T134,J.P. Hayes,63,"26' 2""",916.4169999999999,35,+9
134,T134,T134,Lee Westwood,50,"26' 2""",549.1669999999999,21,+10
135,136,136,Brett Quigley,96,"26' 3""",1261.25,48,+7
136,137,137,Michael Allen,90,"26' 4""",1262.083,48,+7
137,T138,T138,Brad Faxon,75,"26' 5""",845.4169999999999,32,+2
138,T138,T138,Freddie Jacobson,72,"26' 5""",1082.083,41,+10
139,T138,T138,Tom Pernice Jr.,111,"26' 5""",1530.5829999999999,58,+17
140,141,141,D.A. Points,94,"26' 6""",900.4169999999999,34,+3
141,142,142,Craig Perks,67,"26' 7""",1143.75,43,+15
142,T143,T143,Mark O'Meara,66,"26' 11""",833.25,31,+1
143,T143,T143,Charlie Wi,67,"26' 11""",645.9169999999999,24,+4
144,T145,T145,Mark Hensby,70,"27' 1""",811.8330000000001,30,+16
145,T145,T145,Tim Petrovic,97,"27' 1""",1461.3329999999999,54,+16
146,147,147,D.J. Brigman,76,"27' 2""",679.6669999999999,25,+5
147,148,148,Bart Bryant,91,"27' 3""",899.0,33,+11
148,149,149,Greg Owen,84,"27' 4""",903.0830000000001,33,+5
149,T150,T150,J.J. Henry,102,"27' 6""",962.0,35,+8
150,T150,T150,Chris Smith,93,"27' 6""",1266.167,46,+9
151,152,152,Carlos Franco,78,"27' 7""",909.4169999999999,33,-1
152,153,153,Billy Mayfair,114,"27' 9""",1304.833,47,+3
153,T154,T154,Jason Allred,75,"28' 0""",1649.5829999999999,59,+10
154,T154,T154,Retief Goosen,71,"28' 0""",756.75,27,+1
155,T154,T154,Steve Lowery,100,"28' 0""",951.1669999999999,34,+3
156,T157,T157,David Hearn,68,"28' 1""",815.5830000000001,29,+12
157,T157,T157,Tim Herron,100,"28' 1""",954.0,34,E
158,159,159,Carl Pettersson,109,"28' 3""",1157.75,41,+4
159,160,160,Corey Pavin,77,"28' 4""",794.0830000000001,28,+5
160,161,161,Joey Sindelar,104,"28' 5""",1419.8329999999999,50,+12
161,162,162,Brendan Jones,81,"28' 6""",1796.0,63,+13
162,T163,T163,Mark Brooks,72,"28' 10""",1095.75,38,+12
163,T163,T163,Jim Carter,62,"28' 10""",605.9169999999999,21,+5
164,165,165,Scott Gutschewski,86,"28' 11""",1359.1670000000001,47,+10
165,166,166,Joey Snyder III,102,"29' 0""",957.1669999999999,33,+4
166,167,167,Kevin Stadler,96,"29' 1""",1366.0,47,+12
167,168,168,Ben Curtis,65,"29' 4""",881.0,30,+13
168,T169,T169,Hunter Haas,83,"29' 5""",1235.667,42,+1
169,T169,T169,Jerry Kelly,101,"29' 5""",854.0830000000001,29,+8
170,T171,T171,Skip Kendall,80,"29' 6""",738.4169999999999,25,+3
171,T171,T171,Kevin Sutherland,89,"29' 6""",1119.75,38,E
172,173,173,Brenden Pappas,51,"29' 9""",893.0830000000001,30,+5
173,174,174,Jim Furyk,94,"29' 10""",805.5830000000001,27,+9
174,T175,T175,Aaron Baddeley,84,"29' 11""",1347.75,45,+14
175,T175,T175,Brandt Jobe,96,"29' 11""",1317.1670000000001,44,+18
176,T177,T177,K.J. Choi,78,"30' 0""",569.8330000000001,19,+8
177,T177,T177,Harrison Frazar,105,"30' 0""",1559.25,52,+10
178,T179,T179,James Driscoll,73,"30' 1""",1204.25,40,+10
179,T179,T179,Duffy Waldorf,86,"30' 1""",782.75,26,+6
180,181,181,Justin Bolli,65,"30' 2""",1086.333,36,+14
181,182,182,Franklin Langham,91,"30' 3""",1301.333,43,+11
182,T183,T183,Stuart Appleby,84,"30' 6""",1066.833,35,E
183,T183,T183,Scott Hend,75,"30' 6""",1769.9170000000001,58,+16
184,185,185,Michael Long,72,"30' 8""",1134.333,37,+11
185,186,186,John Elliott,58,"30' 10""",1203.0,39,+11
186,187,187,Lee Janzen,75,"30' 11""",1082.5,35,+8
187,188,188,Matt Davidson,53,"31' 5""",628.75,20,+5
188,189,189,Charles Warren,89,"31' 6""",1606.75,51,+16
189,T190,T190,Robert Allenby,95,"31' 8""",949.3330000000001,30,+10
190,T190,T190,Jesper Parnevik,84,"31' 8""",982.5830000000001,31,+4
191,T190,T190,Mike Weir,71,"31' 8""",760.0830000000001,24,+15
192,193,193,Steve Allan,102,"31' 9""",1269.833,40,+9
193,194,194,Gavin Coles,70,"31' 10""",1273.167,40,+8
194,195,195,Matt Kuchar,60,"31' 11""",702.5,22,+8
195,196,196,Rod Pampling,89,"32' 5""",1071.083,33,+17
196,197,197,Craig Barlow,81,"32' 6""",1007.5,31,+4
197,198,198,Tom Gillis,77,"33' 4""",667.0830000000001,20,+5
198,T199,T199,Robert Gamez,91,"35' 11""",1256.25,35,+16
199,T199,T199,Thomas Levet,54,"35' 11""",251.167,7,+4
200,201,201,Jeff Maggert,79,"36' 4""",763.8330000000001,21,+7
201,202,202,Brent Geiberger,61,"39' 9""",1033.167,26,+15
