,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
28,T28,T28,Bill Glasson,54,"40' 4""",80,3223.583,13.0
29,T28,T28,Dennis Paulson,63,"40' 4""",99,3994.25,20.0
30,T31,T31,Stuart Appleby,84,"40' 5""",110,4445.0,3.0
31,T31,T31,Brendan Jones,81,"40' 5""",139,5616.0830000000005,12.0
32,T31,T31,Hidemichi Tanaka,106,"40' 5""",149,6018.1669999999995,22.0
33,T34,T34,Aaron Baddeley,84,"40' 7""",140,5677.9169999999995,12.0
34,T34,T34,Todd Hamilton,94,"40' 7""",115,4662.417,24.0
35,T34,T34,Bob Heintz,67,"40' 7""",117,4746.5,22.0
36,T34,T34,Ted Purdy,122,"40' 7""",150,6087.9169999999995,12.0
37,T38,T38,Richard Johnson,50,"40' 8""",69,2808.417,9.0
38,T38,T38,Rory Sabbatini,81,"40' 8""",127,5165.667,22.0
39,T40,T40,Glen Day,80,"40' 10""",142,5802.0,14.0
40,T40,T40,Chris DiMarco,83,"40' 10""",105,4287.75,21.0
41,T40,T40,Luke Donald,67,"40' 10""",73,2979.167,5.0
42,T40,T40,Phillip Price,77,"40' 10""",96,3919.0,6.0
43,T44,T44,Charles Howell III,95,"40' 11""",123,5029.5,1.0
44,T44,T44,Heath Slocum,103,"40' 11""",130,5315.8330000000005,-1.0
45,46,46,John Daly,78,"41' 0""",117,4801.417,16.0
46,47,47,Tommy Armour III,103,"41' 1""",152,6250.0830000000005,28.0
47,48,48,Lee Janzen,75,"41' 2""",117,4815.833,9.0
48,49,49,Ryan Palmer,101,"41' 3""",136,5604.6669999999995,16.0
49,T50,T50,Daniel Chopra,108,"41' 4""",186,7686.5830000000005,-2.0
50,T50,T50,J.J. Henry,102,"41' 4""",144,5947.5,7.0
51,T50,T50,Ryuji Imada,78,"41' 4""",141,5830.5830000000005,11.0
52,T50,T50,John Rollins,97,"41' 4""",136,5625.1669999999995,13.0
53,T50,T50,Nick Watney,91,"41' 4""",141,5823.9169999999995,9.0
54,T55,T55,Arjun Atwal,65,"41' 5""",103,4263.75,5.0
55,T55,T55,Adam Scott,72,"41' 5""",95,3932.333,14.0
56,T57,T57,Justin Bolli,65,"41' 6""",97,4028.833,9.0
57,T57,T57,Brandt Jobe,96,"41' 6""",125,5190.5,8.0
58,T57,T57,Geoff Ogilvy,97,"41' 6""",123,5102.083,6.0
59,T60,T60,Jeff Brehaut,71,"41' 7""",70,2909.083,16.0
60,T60,T60,Brenden Pappas,51,"41' 7""",106,4412.0,15.0
61,T62,T62,Michael Allen,90,"41' 8""",144,5998.9169999999995,19.0
62,T62,T62,Steve Lowery,100,"41' 8""",140,5830.5,18.0
63,T62,T62,Rocco Mediate,73,"41' 8""",96,4002.917,9.0
64,T65,T65,Stewart Cink,98,"41' 10""",127,5313.4169999999995,10.0
65,T65,T65,Carl Pettersson,109,"41' 10""",145,6067.5,12.0
66,T65,T65,Roland Thatcher,75,"41' 10""",118,4940.0,15.0
67,T65,T65,D.J. Trahan,81,"41' 10""",121,5058.917,19.0
68,69,69,Scott Verplank,87,"42' 0""",68,2857.0,16.0
69,T70,T70,Sergio Garcia,73,"42' 3""",121,5113.0,6.0
70,T70,T70,José María Olazábal,55,"42' 3""",69,2914.833,9.0
71,T72,T72,Chris Anderson,66,"42' 4""",95,4018.917,16.0
72,T72,T72,Mark Hensby,70,"42' 4""",92,3895.333,32.0
73,T74,T74,Alex Cejka,84,"42' 5""",121,5129.25,25.0
74,T74,T74,J.P. Hayes,63,"42' 5""",86,3644.917,6.0
75,T74,T74,John Huston,90,"42' 5""",131,5553.0,12.0
76,77,77,Tag Ridings,93,"42' 6""",166,7054.0830000000005,34.0
77,78,78,Woody Austin,100,"42' 7""",148,6301.4169999999995,10.0
78,T79,T79,Cameron Beckman,96,"42' 9""",159,6803.6669999999995,19.0
79,T79,T79,Jay Haas,54,"42' 9""",49,2096.583,11.0
80,T79,T79,Kevin Na,88,"42' 9""",139,5947.6669999999995,-5.0
81,T79,T79,Omar Uresti,84,"42' 9""",83,3549.083,1.0
82,T83,T83,John Senden,101,"42' 10""",140,5999.4169999999995,7.0
83,T83,T83,Charles Warren,89,"42' 10""",113,4840.083,1.0
84,T85,T85,Mark Brooks,72,"42' 11""",97,4166.833,26.0
85,T85,T85,Andrew Magee,82,"42' 11""",136,5833.5,26.0
86,T87,T87,Paul Gow,78,"43' 1""",102,4391.75,24.0
87,T87,T87,Bob Tway,87,"43' 1""",109,4696.333,5.0
88,89,89,Lucas Glover,88,"43' 2""",165,7124.4169999999995,13.0
89,T90,T90,Jim Carter,62,"43' 3""",93,4023.5,19.0
90,T90,T90,Mark O'Meara,66,"43' 3""",83,3592.167,22.0
91,T90,T90,Corey Pavin,77,"43' 3""",77,3331.083,17.0
92,T90,T90,Tiger Woods,76,"43' 3""",96,4150.5,-1.0
93,T94,T94,Billy Andrade,83,"43' 4""",105,4551.167,13.0
94,T94,T94,D.A. Points,94,"43' 4""",132,5723.4169999999995,33.0
95,T96,T96,Brent Geiberger,61,"43' 5""",91,3953.167,9.0
96,T96,T96,Dudley Hart,84,"43' 5""",108,4688.667,19.0
97,T98,T98,Stephen Leaney,89,"43' 6""",120,5218.833,18.0
98,T98,T98,Scott McCarron,78,"43' 6""",104,4520.583,6.0
99,T98,T98,Sean O'Hair,103,"43' 6""",166,7219.1669999999995,39.0
100,T98,T98,Greg Owen,84,"43' 6""",108,4699.917,4.0
101,T98,T98,Kenny Perry,82,"43' 6""",111,4824.0,4.0
102,T98,T98,Dean Wilson,86,"43' 6""",126,5480.5,19.0
103,T104,T104,Bradley Hughes,52,"43' 7""",67,2922.333,14.0
104,T104,T104,Frank Lickliter II,100,"43' 7""",128,5583.3330000000005,27.0
105,T104,T104,Brett Wetterich,76,"43' 7""",144,6276.5,12.0
106,T107,T107,Brian Bateman,98,"43' 8""",165,7205.0830000000005,22.0
107,T107,T107,Matt Kuchar,60,"43' 8""",72,3142.083,14.0
108,T107,T107,Joey Sindelar,104,"43' 8""",122,5326.75,24.0
109,T110,T110,Bart Bryant,91,"43' 9""",77,3367.833,15.0
110,T110,T110,Tim Herron,100,"43' 9""",140,6121.5830000000005,9.0
111,T112,T112,Jason Allred,75,"43' 10""",163,7138.75,16.0
112,T112,T112,Len Mattiace,86,"43' 10""",125,5482.5,14.0
113,T112,T112,David Toms,87,"43' 10""",93,4078.25,2.0
114,115,115,Olin Browne,99,"44' 0""",121,5327.0,12.0
115,T116,T116,Harrison Frazar,105,"44' 1""",150,6611.5830000000005,14.0
116,T116,T116,Scott Gutschewski,86,"44' 1""",130,5735.25,-8.0
117,118,118,Brad Faxon,75,"44' 2""",88,3889.333,7.0
118,T119,T119,Matt Gogel,78,"44' 4""",96,4256.75,10.0
119,T119,T119,Craig Perks,67,"44' 4""",142,6296.25,44.0
120,121,121,Craig Barlow,81,"44' 5""",89,3953.417,10.0
121,T122,T122,Steve Elkington,67,"44' 6""",78,3469.75,9.0
122,T122,T122,Hank Kuehne,84,"44' 6""",157,6981.5830000000005,24.0
123,124,124,Todd Fischer,99,"44' 7""",127,5660.75,17.0
124,T125,T125,Tom Lehman,69,"44' 8""",69,3082.0,19.0
125,T125,T125,Michael Long,72,"44' 8""",104,4648.0,25.0
126,T127,T127,Retief Goosen,71,"44' 9""",88,3936.833,-2.0
127,T127,T127,Phil Mickelson,81,"44' 9""",114,5099.083,-4.0
128,T127,T127,Tim Petrovic,97,"44' 9""",133,5948.25,44.0
129,T130,T130,Carlos Franco,78,"44' 10""",128,5733.75,13.0
130,T130,T130,Hunter Mahan,103,"44' 10""",166,7439.25,19.0
131,T130,T130,Joe Ogilvie,103,"44' 10""",125,5604.1669999999995,24.0
132,133,133,Justin Leonard,78,"44' 11""",90,4039.917,4.0
133,134,134,Ben Curtis,65,"45' 0""",70,3150.667,19.0
134,135,135,James Driscoll,73,"45' 1""",126,5681.0,5.0
135,T136,T136,Pat Perez,89,"45' 3""",136,6151.0,30.0
136,T136,T136,Mark Wilson,74,"45' 3""",108,4883.083,30.0
137,138,138,Steve Flesch,90,"45' 4""",104,4717.0,17.0
138,T139,T139,Freddie Jacobson,72,"45' 5""",116,5263.5,16.0
139,T139,T139,Tom Pernice Jr.,111,"45' 5""",138,6263.8330000000005,5.0
140,T141,T141,Paul Claxton,79,"45' 6""",69,3138.5,17.0
141,T141,T141,Kent Jones,99,"45' 6""",115,5234.333,18.0
142,T141,T141,Kevin Stadler,96,"45' 6""",167,7594.75,25.0
143,T144,T144,Shigeki Maruyama,99,"45' 7""",163,7431.6669999999995,26.0
144,T144,T144,Vaughn Taylor,99,"45' 7""",133,6063.5830000000005,29.0
145,T146,T146,Mark Calcavecchia,92,"45' 9""",117,5352.1669999999995,8.0
146,T146,T146,Lee Westwood,50,"45' 9""",58,2653.917,18.0
147,148,148,Jonathan Kaye,77,"45' 10""",102,4674.0,17.0
148,T149,T149,Paul Azinger,66,"45' 11""",95,4360.0,24.0
149,T149,T149,Danny Briggs,70,"45' 11""",80,3674.083,17.0
150,151,151,Jim Furyk,94,"46' 0""",95,4371.833,5.0
151,T152,T152,Joe Durant,81,"46' 3""",79,3651.25,6.0
152,T152,T152,Kevin Sutherland,89,"46' 3""",135,6249.0830000000005,11.0
153,T154,T154,Scott Hend,75,"46' 4""",169,7828.75,27.0
154,T154,T154,Shaun Micheel,81,"46' 4""",102,4729.0,16.0
155,T154,T154,Duffy Waldorf,86,"46' 4""",103,4775.583,12.0
156,157,157,Davis Love III,80,"46' 5""",113,5249.5,14.0
157,158,158,Brett Quigley,96,"46' 6""",171,7951.4169999999995,9.0
158,159,159,Will MacKenzie,75,"46' 7""",125,5826.0,31.0
159,T160,T160,Dan Forsman,52,"46' 8""",97,4523.583,3.0
160,T160,T160,Rod Pampling,89,"46' 8""",119,5557.4169999999995,13.0
161,162,162,Hideto Tanihara,50,"46' 9""",74,3459.333,26.0
162,163,163,Peter Lonard,85,"46' 10""",124,5807.1669999999995,28.0
163,164,164,Rob Rashell,65,"46' 11""",89,4175.333,29.0
164,165,165,Tim Clark,92,"47' 0""",113,5312.6669999999995,18.0
165,T166,T166,Tom Byrum,83,"47' 4""",108,5114.083,19.0
166,T166,T166,Chad Campbell,95,"47' 4""",135,6391.9169999999995,27.0
167,T166,T166,Charlie Wi,67,"47' 4""",82,3884.083,14.0
168,169,169,J.L. Lewis,98,"47' 6""",116,5508.1669999999995,21.0
169,T170,T170,Stephen Ames,82,"47' 7""",122,5801.0,21.0
170,T170,T170,José Coceres,56,"47' 7""",53,2523.583,8.0
171,T170,T170,John Elliott,58,"47' 7""",81,3854.25,19.0
172,T173,T173,K.J. Choi,78,"47' 8""",89,4241.75,21.0
173,T173,T173,Gavin Coles,70,"47' 8""",81,3863.167,9.0
174,T173,T173,Mike Weir,71,"47' 8""",74,3529.667,12.0
175,176,176,D.J. Brigman,76,"47' 10""",95,4540.583,12.0
176,177,177,Chris Smith,93,"47' 11""",140,6708.25,30.0
177,178,178,Brian Gay,101,"48' 1""",152,7305.8330000000005,22.0
178,179,179,Skip Kendall,80,"48' 2""",100,4814.833,12.0
179,T180,T180,Jerry Kelly,101,"48' 3""",111,5360.0830000000005,15.0
180,T180,T180,Billy Mayfair,114,"48' 3""",121,5843.1669999999995,13.0
181,182,182,Ben Crane,78,"48' 4""",122,5901.1669999999995,22.0
182,183,183,Bob Estes,92,"48' 5""",109,5281.1669999999995,11.0
183,T184,T184,Padraig Harrington,50,"48' 9""",91,4436.5,19.0
184,T184,T184,Jeff Sluman,94,"48' 9""",130,6334.25,19.0
185,186,186,Hunter Haas,83,"49' 1""",139,6818.6669999999995,7.0
186,T187,T187,Mathias Grönberg,60,"49' 3""",105,5173.0,19.0
187,T187,T187,Patrick Sheehan,114,"49' 3""",153,7531.75,36.0
188,T189,T189,Matt Davidson,53,"49' 4""",81,3997.75,3.0
189,T189,T189,Steve Stricker,62,"49' 4""",143,7054.1669999999995,5.0
190,T191,T191,Steve Allan,102,"49' 7""",144,7143.9169999999995,29.0
191,T191,T191,Larry Mize,54,"49' 7""",70,3472.333,13.0
192,193,193,Chris Riley,67,"49' 8""",52,2582.583,20.0
193,194,194,Robert Allenby,95,"49' 9""",112,5573.5,8.0
194,195,195,Tom Gillis,77,"49' 10""",100,4985.0,21.0
195,196,196,Franklin Langham,91,"50' 1""",166,8311.333,38.0
196,T197,T197,Robert Gamez,91,"50' 2""",100,5017.417,24.0
197,T197,T197,Jesper Parnevik,84,"50' 2""",130,6517.5,21.0
198,199,199,Jeff Maggert,79,"51' 1""",87,4444.583,19.0
199,200,200,Steve Jones,56,"51' 2""",62,3173.167,16.0
200,201,201,Kirk Triplett,55,"52' 0""",57,2963.167,13.0
201,202,202,Thomas Levet,54,"54' 10""",73,4002.583,24.0
