,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
39,T39,T39,Richard Johnson,50,"41' 8""",70522,141,5876.8330000000005,16.0
40,T39,T39,Neal Lancaster,95,"41' 8""",159112,318,13259.333,42.0
41,T42,T42,John Daly,78,"41' 9""",117733,235,9811.083,51.0
42,T42,T42,Tag Ridings,93,"41' 9""",162441,324,13536.75,41.0
43,44,44,Charles Howell III,95,"41' 10""",148518,296,12376.5,6.0
44,T45,T45,Phillip Price,77,"41' 11""",104171,207,8680.917,7.0
45,T45,T45,Charles Warren,89,"41' 11""",136379,271,11364.917,28.0
46,T47,T47,Marco Dawson,82,"42' 0""",129516,257,10793.0,25.0
47,T47,T47,Jay Haas,54,"42' 0""",57986,115,4832.167,17.0
48,T47,T47,Ryuji Imada,78,"42' 0""",130655,259,10887.917,14.0
49,T47,T47,Brett Wetterich,76,"42' 0""",145642,289,12136.833,18.0
50,T47,T47,Tiger Woods,76,"42' 0""",124407,247,10367.25,-6.0
51,T52,T52,Stewart Cink,98,"42' 2""",126075,249,10506.25,31.0
52,T52,T52,Scott Gutschewski,86,"42' 2""",139033,275,11586.083,5.0
53,T52,T52,Frank Lickliter II,100,"42' 2""",144208,285,12017.333,48.0
54,55,55,Jeff Brehaut,71,"42' 4""",86288,170,7190.6669999999995,23.0
55,T56,T56,Woody Austin,100,"42' 5""",166572,327,13881.0,35.0
56,T56,T56,Carl Pettersson,109,"42' 5""",160446,315,13370.5,30.0
57,T58,T58,Rich Beem,66,"42' 7""",96091,188,8007.5830000000005,31.0
58,T58,T58,Mark Wilson,74,"42' 7""",102694,201,8557.833,39.0
59,T60,T60,Joe Ogilvie,103,"42' 8""",141752,277,11812.667,49.0
60,T60,T60,Craig Perks,67,"42' 8""",129033,252,10752.75,68.0
61,62,62,John Rollins,97,"42' 9""",143578,280,11964.833,37.0
62,T63,T63,Freddie Jacobson,72,"42' 10""",118106,230,9842.167,28.0
63,T63,T63,John Senden,101,"42' 10""",147060,286,12255.0,30.0
64,T65,T65,Bart Bryant,91,"42' 11""",97870,190,8155.8330000000005,37.0
65,T65,T65,Shigeki Maruyama,99,"42' 11""",165728,322,13810.667,43.0
66,T65,T65,Dennis Paulson,63,"42' 11""",118513,230,9876.083,34.0
67,T68,T68,Chris DiMarco,83,"43' 0""",113949,221,9495.75,33.0
68,T68,T68,Hunter Mahan,103,"43' 0""",170756,331,14229.667,39.0
69,T68,T68,Billy Mayfair,114,"43' 0""",147128,285,12260.667,23.0
70,T68,T68,Rocco Mediate,73,"43' 0""",119633,232,9969.417,27.0
71,T68,T68,Loren Roberts,54,"43' 0""",74777,145,6231.4169999999995,26.0
72,T68,T68,Dean Wilson,86,"43' 0""",134057,260,11171.417,33.0
73,T74,T74,Bob Heintz,67,"43' 1""",119838,232,9986.5,53.0
74,T74,T74,J.J. Henry,102,"43' 1""",154177,298,12848.083,27.0
75,T74,T74,Stephen Leaney,89,"43' 1""",118863,230,9905.25,32.0
76,T77,T77,Ben Curtis,65,"43' 2""",77154,149,6429.5,36.0
77,T77,T77,Brian Davis,75,"43' 2""",87073,168,7256.0830000000005,25.0
78,79,79,Lucas Glover,88,"43' 3""",154544,298,12878.667,33.0
79,T80,T80,Chris Anderson,66,"43' 4""",104041,200,8670.083,29.0
80,T80,T80,Brian Bateman,98,"43' 4""",156670,301,13055.833,54.0
81,T80,T80,José Coceres,56,"43' 4""",75458,145,6288.1669999999995,23.0
82,T80,T80,Robert Damron,89,"43' 4""",104436,201,8703.0,43.0
83,T80,T80,Phil Mickelson,81,"43' 4""",106675,205,8889.583,-7.0
84,T80,T80,Greg Owen,84,"43' 4""",126771,244,10564.25,27.0
85,T86,T86,Cameron Beckman,96,"43' 5""",146520,281,12210.0,43.0
86,T86,T86,John Cook,72,"43' 5""",90604,174,7550.3330000000005,29.0
87,T88,T88,Mark Calcavecchia,92,"43' 6""",129025,247,10752.083,24.0
88,T88,T88,Tim Clark,92,"43' 6""",110088,211,9174.0,27.0
89,T88,T88,Joey Sindelar,104,"43' 6""",153847,295,12820.583,50.0
90,T91,T91,Jason Allred,75,"43' 7""",169546,324,14128.833,36.0
91,T91,T91,Stuart Appleby,84,"43' 7""",124371,238,10364.25,6.0
92,T91,T91,Alex Cejka,84,"43' 7""",107196,205,8933.0,44.0
93,T91,T91,Harrison Frazar,105,"43' 7""",163829,313,13652.417,43.0
94,T91,T91,Paul Gow,78,"43' 7""",120919,231,10076.583,52.0
95,T96,T96,Scott Hend,75,"43' 8""",178563,341,14880.25,59.0
96,T96,T96,Tim Herron,100,"43' 8""",141487,270,11790.583,18.0
97,T96,T96,Davis Love III,80,"43' 8""",118936,227,9911.333,25.0
98,99,99,Bradley Hughes,52,"43' 9""",77720,148,6476.6669999999995,35.0
99,T100,T100,Paul Azinger,66,"43' 10""",109934,209,9161.167,39.0
100,T100,T100,Heath Slocum,103,"43' 10""",135712,258,11309.333,15.0
101,T100,T100,Bob Tway,87,"43' 10""",115713,220,9642.75,14.0
102,T103,T103,Justin Bolli,65,"43' 11""",108017,205,9001.417,43.0
103,T103,T103,Bernhard Langer,67,"43' 11""",82737,157,6894.75,5.0
104,T103,T103,Scott McCarron,78,"43' 11""",117033,222,9752.75,20.0
105,T106,T106,Kevin Na,88,"44' 0""",151034,286,12586.167,8.0
106,T106,T106,José María Olazábal,55,"44' 0""",83445,158,6953.75,13.0
107,T108,T108,Danny Briggs,70,"44' 2""",91228,172,7602.3330000000005,29.0
108,T108,T108,Carlos Franco,78,"44' 2""",133588,252,11132.333,20.0
109,T108,T108,Mark Hensby,70,"44' 2""",84774,160,7064.5,45.0
110,T108,T108,David Toms,87,"44' 2""",103445,195,8620.417,13.0
111,T108,T108,Nick Watney,91,"44' 2""",158980,300,13248.333,51.0
112,113,113,Kent Jones,99,"44' 3""",136440,257,11370.0,37.0
113,T114,T114,Dan Forsman,52,"44' 4""",90950,171,7579.1669999999995,2.0
114,T114,T114,D.A. Points,94,"44' 4""",134175,252,11181.25,42.0
115,T116,T116,Brad Faxon,75,"44' 5""",113430,213,9452.5,18.0
116,T116,T116,Dudley Hart,84,"44' 5""",125262,235,10438.5,38.0
117,T116,T116,John Huston,90,"44' 5""",142793,268,11899.417,47.0
118,T116,T116,Jonathan Kaye,77,"44' 5""",109177,205,9098.083,34.0
119,T116,T116,Mark O'Meara,66,"44' 5""",93271,175,7772.5830000000005,37.0
120,T121,T121,Arjun Atwal,65,"44' 6""",108951,204,9079.25,9.0
121,T121,T121,Hank Kuehne,84,"44' 6""",173573,325,14464.417,66.0
122,T121,T121,Kevin Stadler,96,"44' 6""",159050,298,13254.167,53.0
123,T124,T124,Paul Claxton,79,"44' 7""",91556,171,7629.6669999999995,33.0
124,T124,T124,Retief Goosen,71,"44' 7""",88786,166,7398.8330000000005,10.0
125,T124,T124,Michael Long,72,"44' 7""",113883,213,9490.25,37.0
126,T124,T124,Tom Pernice Jr.,111,"44' 7""",167873,314,13989.417,36.0
127,128,128,Matt Gogel,78,"44' 8""",112080,209,9340.0,28.0
128,T129,T129,Chad Campbell,95,"44' 9""",140734,262,11727.833,41.0
129,T129,T129,K.J. Choi,78,"44' 9""",98306,183,8192.167,36.0
130,T129,T129,Todd Fischer,99,"44' 9""",149749,279,12479.083,39.0
131,T132,T132,Andrew Magee,82,"44' 10""",150683,280,12556.917,54.0
132,T132,T132,D.J. Trahan,81,"44' 10""",133532,248,11127.667,25.0
133,134,134,Steve Lowery,100,"44' 11""",143878,267,11989.833,33.0
134,135,135,Omar Uresti,84,"45' 0""",100394,186,8366.167,18.0
135,T136,T136,J.P. Hayes,63,"45' 1""",96764,179,8063.6669999999995,30.0
136,T136,T136,Brandt Jobe,96,"45' 1""",181249,335,15104.083,49.0
137,T136,T136,J.L. Lewis,98,"45' 1""",123832,229,10319.333,41.0
138,T136,T136,Rob Rashell,65,"45' 1""",111523,206,9293.583,45.0
139,140,140,Vaughn Taylor,99,"45' 2""",150759,278,12563.25,48.0
140,T141,T141,Brent Geiberger,61,"45' 3""",86875,160,7239.5830000000005,27.0
141,T141,T141,Lee Westwood,50,"45' 3""",66257,122,5521.4169999999995,32.0
142,143,143,Shaun Micheel,81,"45' 4""",114277,210,9523.083,35.0
143,T144,T144,Gavin Coles,70,"45' 5""",102371,188,8530.917,20.0
144,T144,T144,Steve Elkington,67,"45' 5""",98185,180,8182.0830000000005,31.0
145,T144,T144,Charlie Wi,67,"45' 5""",108934,200,9077.833,34.0
146,147,147,Scott Verplank,87,"45' 7""",95665,175,7972.0830000000005,34.0
147,T148,T148,D.J. Brigman,76,"45' 8""",112810,206,9400.833,25.0
148,T148,T148,Jim Carter,62,"45' 8""",94721,173,7893.4169999999995,41.0
149,T148,T148,Matt Kuchar,60,"45' 8""",76219,139,6351.5830000000005,27.0
150,151,151,Peter Lonard,85,"45' 9""",123628,225,10302.333,33.0
151,152,152,Tim Petrovic,97,"45' 10""",173313,315,14442.75,71.0
152,T153,T153,John Elliott,58,"45' 11""",119658,217,9971.5,49.0
153,T153,T153,Pat Perez,89,"45' 11""",154763,281,12896.917,56.0
154,155,155,Rod Pampling,89,"46' 0""",141964,257,11830.333,36.0
155,T156,T156,Bob Estes,92,"46' 1""",141537,256,11794.75,28.0
156,T156,T156,Lee Janzen,75,"46' 1""",120075,217,10006.25,33.0
157,T156,T156,Sean O'Hair,103,"46' 1""",175159,317,14596.583,59.0
158,159,159,Padraig Harrington,50,"46' 2""",94681,171,7890.0830000000005,27.0
159,T160,T160,Aaron Baddeley,84,"46' 3""",189311,341,15775.917,45.0
160,T160,T160,Joe Durant,81,"46' 3""",108306,195,9025.5,9.0
161,T162,T162,Craig Barlow,81,"46' 4""",100601,181,8383.417,27.0
162,T162,T162,Chris Riley,67,"46' 4""",75072,135,6256.0,28.0
163,164,164,Corey Pavin,77,"46' 5""",106985,192,8915.417,40.0
164,165,165,Brett Quigley,96,"46' 7""",178261,319,14855.083,35.0
165,T166,T166,Mathias Grönberg,60,"46' 8""",119286,213,9940.5,23.0
166,T166,T166,Hunter Haas,83,"46' 8""",151146,270,12595.5,19.0
167,T166,T166,Franklin Langham,91,"46' 8""",165147,295,13762.25,50.0
168,T169,T169,James Driscoll,73,"46' 9""",148766,265,12397.167,39.0
169,T169,T169,Jim Furyk,94,"46' 9""",120147,214,10012.25,36.0
170,T169,T169,Chris Smith,93,"46' 9""",164959,294,13746.583,50.0
171,T169,T169,Kirk Triplett,55,"46' 9""",75799,135,6316.5830000000005,19.0
172,T173,T173,Billy Andrade,83,"46' 10""",133694,238,11141.167,43.0
173,T173,T173,Jeff Sluman,94,"46' 10""",139319,248,11609.917,33.0
174,175,175,Brian Gay,101,"46' 11""",153124,272,12760.333,34.0
175,T176,T176,Stephen Ames,82,"47' 0""",124649,221,10387.417,36.0
176,T176,T176,Ben Crane,78,"47' 0""",157983,280,13165.25,32.0
177,T176,T176,Steve Stricker,62,"47' 0""",150581,267,12548.417,26.0
178,T176,T176,Mike Weir,71,"47' 0""",89635,159,7469.5830000000005,30.0
179,180,180,Duffy Waldorf,86,"47' 1""",105043,186,8753.583,35.0
180,T181,T181,Mark Brooks,72,"47' 2""",104765,185,8730.417,49.0
181,T181,T181,Will MacKenzie,75,"47' 2""",134746,238,11228.833,49.0
182,T183,T183,Steve Allan,102,"47' 8""",183739,321,15311.583,44.0
183,T183,T183,Tom Gillis,77,"47' 8""",117798,206,9816.5,34.0
184,T183,T183,Tom Lehman,69,"47' 8""",101743,178,8478.583,54.0
185,T183,T183,Justin Leonard,78,"47' 8""",100684,176,8390.333,26.0
186,T183,T183,Kevin Sutherland,89,"47' 8""",148835,260,12402.917,21.0
187,188,188,Steve Flesch,90,"47' 11""",113830,198,9485.833,34.0
188,T189,T189,Jerry Kelly,101,"48' 0""",133126,231,11093.833,35.0
189,T189,T189,Jeff Maggert,79,"48' 0""",89928,156,7494.0,30.0
190,191,191,Tom Byrum,83,"48' 2""",130087,225,10840.583,42.0
191,192,192,Len Mattiace,86,"48' 4""",164101,283,13675.083,35.0
192,T193,T193,Robert Allenby,95,"48' 5""",137636,237,11469.667,33.0
193,T193,T193,Skip Kendall,80,"48' 5""",107409,185,8950.75,32.0
194,195,195,Hideto Tanihara,50,"48' 9""",96470,165,8039.1669999999995,50.0
195,196,196,Matt Davidson,53,"48' 10""",96675,165,8056.25,23.0
196,197,197,Robert Gamez,91,"48' 11""",140781,240,11731.75,61.0
197,198,198,Patrick Sheehan,114,"49' 0""",188892,321,15741.0,70.0
198,199,199,Jesper Parnevik,84,"50' 1""",150127,250,12510.583,33.0
199,200,200,Steve Jones,56,"50' 3""",87378,145,7281.5,46.0
200,201,201,Larry Mize,54,"51' 0""",80769,132,6730.75,26.0
201,202,202,Thomas Levet,54,"52' 3""",83977,134,6998.0830000000005,44.0
