,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
119,120,120,Tom Byrum,83,20.73,17,82,-17,17 Under
120,T121,T121,K.J. Choi,78,20.69,18,87,-21,21 Under
121,T121,T121,Scott Verplank,87,20.69,24,116,-21,21 Under
122,123,123,Zach Johnson,96,20.65,32,155,-27,27 Under
123,124,124,Kenny Perry,82,20.63,26,126,-24,24 Under
124,T125,T125,Stephen Ames,82,20.59,21,102,-23,23 Under
125,T125,T125,Billy Andrade,83,20.59,28,136,-29,29 Under
126,127,127,Heath Slocum,103,20.57,29,141,-26,26 Under
127,T128,T128,Bob Estes,92,20.51,24,117,-28,28 Under
128,T128,T128,Rocco Mediate,73,20.51,24,117,-22,22 Under
129,T130,T130,Matt Davidson,53,20.45,18,88,-15,15 Under
130,T130,T130,Dennis Paulson,63,20.45,27,132,-30,30 Under
131,132,132,Joe Ogilvie,103,20.41,30,147,-33,33 Under
132,133,133,Tim Petrovic,97,20.26,31,153,-32,32 Under
133,134,134,Matt Gogel,78,20.19,21,104,-21,21 Under
134,135,135,Chad Campbell,95,20.15,27,134,-27,27 Under
135,T136,T136,Olin Browne,99,20.0,19,95,-18,18 Under
136,T136,T136,Fred Funk,102,20.0,19,95,-17,17 Under
137,T136,T136,Tim Herron,100,20.0,28,140,-28,28 Under
138,139,139,Brad Faxon,75,19.77,17,86,-18,18 Under
139,140,140,Ian Poulter,62,19.67,12,61,-13,13 Under
140,141,141,Brett Quigley,96,19.64,33,168,-33,33 Under
141,142,142,Stephen Leaney,89,19.61,20,102,-21,21 Under
142,143,143,Arjun Atwal,65,19.57,27,138,-29,29 Under
143,144,144,Geoff Ogilvy,97,19.55,26,133,-26,26 Under
144,145,145,Hunter Haas,83,19.38,31,160,-36,36 Under
145,146,146,José María Olazábal,55,19.23,15,78,-14,14 Under
146,147,147,Corey Pavin,77,18.57,13,70,-15,15 Under
147,148,148,Lee Janzen,75,18.45,19,103,-19,19 Under
148,149,149,John Elliott,58,18.33,22,120,-20,20 Under
149,150,150,Chris Anderson,66,18.29,15,82,-21,21 Under
150,T151,T151,Jim Furyk,94,18.18,20,110,-19,19 Under
151,T151,T151,Steve Jones,56,18.18,14,77,-15,15 Under
152,153,153,Robert Gamez,91,18.05,24,133,-23,23 Under
153,154,154,Jay Williamson,53,17.95,14,78,-12,12 Under
154,155,155,Roland Thatcher,75,17.88,27,151,-22,22 Under
155,156,156,Marco Dawson,82,17.81,26,146,-27,27 Under
156,157,157,Mike Weir,71,17.72,14,79,-14,14 Under
157,158,158,Pat Perez,89,17.42,27,155,-28,28 Under
158,159,159,Skip Kendall,80,17.35,17,98,-16,16 Under
159,160,160,Patrick Sheehan,114,17.28,33,191,-33,33 Under
160,161,161,Peter Lonard,85,17.27,19,110,-20,20 Under
161,162,162,Len Mattiace,86,17.17,17,99,-17,17 Under
162,163,163,Paul Claxton,79,17.09,20,117,-21,21 Under
163,164,164,Hidemichi Tanaka,106,16.76,29,173,-27,27 Under
164,T165,T165,Cameron Beckman,96,16.67,25,150,-27,27 Under
165,T165,T165,James Driscoll,73,16.67,26,156,-30,30 Under
166,T165,T165,Steve Elkington,67,16.67,17,102,-17,17 Under
167,168,168,Kevin Na,88,16.54,22,133,-24,24 Under
168,169,169,Jeff Sluman,94,16.42,22,134,-26,26 Under
169,170,170,Jim Carter,62,16.39,10,61,-9,9 Under
170,171,171,Tom Lehman,69,16.28,14,86,-13,13 Under
171,172,172,Hideto Tanihara,50,16.09,14,87,-16,16 Under
172,T173,T173,Bernhard Langer,67,16.0,12,75,-14,14 Under
173,T173,T173,Justin Leonard,78,16.0,12,75,-10,10 Under
174,175,175,Gavin Coles,70,15.87,10,63,-10,10 Under
175,176,176,Franklin Langham,91,15.69,16,102,-15,15 Under
176,177,177,Mark Wilson,74,15.58,12,77,-12,12 Under
177,T178,T178,Robert Damron,89,15.38,20,130,-18,18 Under
178,T178,T178,Rob Rashell,65,15.38,14,91,-13,13 Under
179,180,180,Brian Gay,101,14.95,16,107,-17,17 Under
180,181,181,Mark Brooks,72,14.75,9,61,-10,10 Under
181,182,182,Paul Gow,78,14.5,19,131,-17,17 Under
182,T183,T183,Michael Allen,90,14.29,19,133,-23,23 Under
183,T183,T183,J.L. Lewis,98,14.29,22,154,-21,21 Under
184,185,185,Matt Kuchar,60,14.12,12,85,-11,11 Under
185,186,186,Glen Day,80,14.05,17,121,-15,15 Under
186,187,187,Bill Glasson,54,14.04,8,57,-5,5 Under
187,188,188,Kent Jones,99,13.89,20,144,-18,18 Under
188,189,189,Luke Donald,67,13.33,6,45,-5,5 Under
189,190,190,Glen Hnatiuk,59,12.82,10,78,-8,8 Under
190,191,191,Doug Barron,70,12.73,14,110,-13,13 Under
191,T192,T192,José Coceres,56,12.5,11,88,-9,9 Under
192,T192,T192,Chris DiMarco,83,12.5,12,96,-12,12 Under
193,194,194,Charlie Wi,67,12.15,13,107,-15,15 Under
194,195,195,Justin Bolli,65,11.61,13,112,-13,13 Under
195,196,196,John Cook,72,11.54,9,78,-9,9 Under
196,197,197,Danny Briggs,70,11.0,11,100,-8,8 Under
197,198,198,Jeff Hart,63,9.8,5,51,-7,7 Under
198,199,199,Larry Mize,54,9.68,6,62,-5,5 Under
199,200,200,Todd Fischer,99,9.15,13,142,-15,15 Under
200,201,201,Chris Riley,67,8.33,5,60,-5,5 Under
201,202,202,Mark O'Meara,66,6.52,3,46,-3,3 Under
