,Average_Going_for_it_Shot_Distance_in_Yards_RANK THIS WEEK,Average_Going_for_it_Shot_Distance_in_Yards_RANK LAST WEEK,Average_Going_for_it_Shot_Distance_in_Yards_PLAYER NAME,Average_Going_for_it_Shot_Distance_in_Yards_EVENTS,Average_Going_for_it_Shot_Distance_in_Yards_AVG,Average_Going_for_it_Shot_Distance_in_Yards_DISTANCE (IN INCHES),Average_Going_for_it_Shot_Distance_in_Yards_ATTEMPTS
52,T53,T53,Will MacKenzie,25,253.1,1257285.0,138
53,T53,T53,Kevin Na,32,253.1,1211936.0,133
54,T55,T55,Bradley Hughes,20,253.3,948512.0,104
55,T55,T55,Chris Smith,32,253.3,1860389.0,204
56,T57,T57,Steve Flesch,30,253.4,1122006.0,123
57,T57,T57,Tim Herron,28,253.4,1277210.0,140
58,T59,T59,Aaron Baddeley,27,253.5,1478577.0,162
59,T59,T59,Bill Glasson,21,253.5,520154.0,57
60,T59,T59,Arron Oberholser,21,253.5,821302.0,90
61,62,62,Kent Jones,32,253.6,1314407.0,144
62,T63,T63,John Rollins,30,253.7,1780704.0,195
63,T63,T63,Rory Sabbatini,26,253.7,1032044.0,113
64,T63,T63,Jeff Sluman,28,253.7,1223674.0,134
65,T66,T66,Carlos Franco,25,253.8,1452718.0,159
66,T66,T66,Jerry Kelly,31,253.8,1233394.0,135
67,68,68,Robert Gamez,28,254.3,1217436.0,133
68,T69,T69,Jim Furyk,26,254.5,1007999.0,110
69,T69,T69,Freddie Jacobson,23,254.5,833792.0,91
70,T69,T69,Zach Johnson,30,254.5,1419864.0,155
71,T69,T69,Billy Mayfair,31,254.5,2006085.0,219
72,T69,T69,Kevin Sutherland,26,254.5,1310273.0,143
73,T74,T74,David Hearn,24,254.6,1163904.0,127
74,T74,T74,Lee Westwood,15,254.6,687526.0,75
75,76,76,Pat Perez,28,254.7,1421452.0,155
76,T77,T77,Scott Gutschewski,27,254.8,1779624.0,194
77,T77,T77,Franklin Langham,31,254.8,935733.0,102
78,T77,T77,Stephen Leaney,29,254.8,935743.0,102
79,T77,T77,Greg Owen,24,254.8,1513672.0,165
80,T77,T77,Duffy Waldorf,28,254.8,1183267.0,129
81,T82,T82,Glen Day,27,254.9,1110228.0,121
82,T82,T82,Lucas Glover,28,254.9,1964065.0,214
83,84,84,Brandt Jobe,27,255.0,1661373.0,181
84,85,85,Ted Purdy,34,255.2,1929053.0,210
85,T86,T86,Jonathan Byrd,31,255.3,2040224.0,222
86,T86,T86,Marco Dawson,23,255.3,1342020.0,146
87,T86,T86,Retief Goosen,18,255.3,900637.0,98
88,T89,T89,D.J. Brigman,26,255.4,1047961.0,114
89,T89,T89,Joey Sindelar,29,255.4,1811190.0,197
90,T89,T89,Bo Van Pelt,33,255.4,1866649.0,203
91,T92,T92,Brendan Jones,28,255.5,1471629.0,160
92,T92,T92,Tom Lehman,20,255.5,790960.0,86
93,T94,T94,Billy Andrade,26,255.6,1251569.0,136
94,T94,T94,Tim Clark,26,255.6,1011990.0,110
95,T94,T94,Scott Hend,28,255.6,1822004.0,198
96,T94,T94,Tim Petrovic,32,255.6,1407833.0,153
97,T98,T98,Cameron Beckman,31,255.7,1380990.0,150
98,T98,T98,Mark Calcavecchia,27,255.7,1482058.0,161
99,T98,T98,Jim Carter,25,255.7,561567.0,61
100,T98,T98,Mark Hensby,21,255.7,1067744.0,116
101,102,102,Joe Durant,25,255.8,1298280.0,141
102,103,103,John Huston,31,255.9,1602782.0,174
103,104,104,Tag Ridings,31,256.0,1954063.0,212
104,105,105,Stewart Cink,26,256.1,1097022.0,119
105,T106,T106,Steve Lowery,32,256.2,1937181.0,210
106,T106,T106,John Senden,29,256.2,1835588.0,199
107,T106,T106,Hideto Tanihara,20,256.2,802403.0,87
108,T106,T106,Tiger Woods,21,256.2,1512623.0,164
109,T110,T110,Justin Bolli,24,256.5,1034301.0,112
110,T110,T110,Bob Estes,25,256.5,1080558.0,117
111,T110,T110,Brad Faxon,23,256.5,793988.0,86
112,T110,T110,Matt Kuchar,21,256.5,784873.0,85
113,T110,T110,Sean O'Hair,29,256.5,1671063.0,181
114,T110,T110,Charlie Wi,23,256.5,988190.0,107
115,116,116,Andrew Magee,29,256.6,1256389.0,136
116,117,117,Mark Wilson,25,256.8,711966.0,77
117,T118,T118,John Elliott,25,257.0,1110218.0,120
118,T118,T118,Hank Kuehne,30,257.0,1794558.0,194
119,T120,T120,Tom Byrum,27,257.2,759138.0,82
120,T120,T120,Joe Ogilvie,30,257.2,1361018.0,147
121,T122,T122,Chad Campbell,27,257.3,1241248.0,134
122,T122,T122,Kevin Stadler,33,257.3,2056711.0,222
123,T124,T124,James Driscoll,26,257.4,1445285.0,156
124,T124,T124,Harrison Frazar,31,257.4,2158779.0,233
125,T124,T124,Patrick Sheehan,35,257.4,1770200.0,191
126,T124,T124,Scott Verplank,25,257.4,1074722.0,116
127,T128,T128,Ryuji Imada,25,257.5,1223852.0,132
128,T128,T128,Vaughn Taylor,32,257.5,1742429.0,188
129,130,130,Carl Pettersson,34,257.6,1631926.0,176
130,T131,T131,Jason Bohn,28,257.7,1465730.0,158
131,T131,T131,Steve Jones,20,257.7,714294.0,77
132,133,133,Hunter Mahan,34,257.8,1930579.0,208
133,T134,T134,Len Mattiace,34,257.9,919059.0,99
134,T134,T134,Jesper Parnevik,24,257.9,1401911.0,151
135,T134,T134,Tom Pernice Jr.,32,257.9,1745675.0,188
136,T134,T134,D.J. Trahan,28,257.9,1624683.0,175
137,T138,T138,Paul Azinger,22,258.0,965993.0,104
138,T138,T138,Jeff Maggert,25,258.0,1058735.0,114
139,T138,T138,D.A. Points,33,258.0,1653178.0,178
140,T141,T141,Michael Long,26,258.2,1310784.0,141
141,T141,T141,Rocco Mediate,24,258.2,1087519.0,117
142,T143,T143,Mark Brooks,28,258.3,567235.0,61
143,T143,T143,Justin Rose,28,258.3,1831933.0,197
144,T145,T145,Danny Briggs,29,258.4,930270.0,100
145,T145,T145,John Cook,26,258.4,725648.0,78
146,T145,T145,Robert Damron,28,258.4,1209351.0,130
147,T148,T148,Fred Funk,30,258.6,884339.0,95
148,T148,T148,Heath Slocum,29,258.6,1312887.0,141
149,T148,T148,Roland Thatcher,26,258.6,1405491.0,151
150,151,151,John Daly,25,258.7,1434424.0,154
151,152,152,Alex Cejka,31,258.8,1173965.0,126
152,T153,T153,Brent Geiberger,21,258.9,811001.0,87
153,T153,T153,Nick Watney,31,258.9,1854811.0,199
154,T155,T155,Glen Hnatiuk,21,259.1,727515.0,78
155,T155,T155,Mario Tiziani,23,259.1,1025911.0,110
156,T157,T157,Mark O'Meara,21,259.2,429158.0,46
157,T157,T157,Hidemichi Tanaka,34,259.2,1614408.0,173
158,159,159,José Coceres,22,259.4,821787.0,88
159,T160,T160,Jason Allred,29,259.5,1214278.0,130
160,T160,T160,Ryan Palmer,32,259.5,1802973.0,193
161,162,162,Steve Allan,32,259.6,1972068.0,211
162,T163,T163,Lee Janzen,26,259.7,962991.0,103
163,T163,T163,J.L. Lewis,30,259.7,1439618.0,154
164,165,165,Omar Uresti,27,259.8,1075650.0,115
165,166,166,Padraig Harrington,15,260.1,739865.0,79
166,167,167,Richard Johnson,16,260.2,786984.0,84
167,T168,T168,J.J. Henry,32,260.3,1836872.0,196
168,T168,T168,Brett Quigley,31,260.3,1574413.0,168
169,T168,T168,Darron Stiles,26,260.3,1077791.0,115
170,T171,T171,Sergio Garcia,20,260.4,1218672.0,130
171,T171,T171,Tom Gillis,28,260.4,1237301.0,132
172,T173,T173,Matt Gogel,28,260.5,975248.0,104
173,T173,T173,Dean Wilson,27,260.5,1256757.0,134
174,175,175,Chris Anderson,25,260.7,769470.0,82
175,176,176,Charles Warren,31,261.2,1852122.0,197
176,T177,T177,Paul Claxton,29,261.3,1100644.0,117
177,T177,T177,Skip Kendall,32,261.3,921884.0,98
178,179,179,Frank Lickliter II,33,261.4,1882096.0,200
179,180,180,Chris DiMarco,24,261.5,903679.0,96
180,T181,T181,Jeff Brehaut,23,261.6,1224307.0,130
181,T181,T181,Daniel Chopra,34,261.6,2128165.0,226
182,T181,T181,Todd Fischer,35,261.6,1337353.0,142
183,184,184,Scott McCarron,24,261.7,1215106.0,129
184,T185,T185,Rich Beem,26,261.9,858145.0,91
185,T185,T185,Larry Mize,18,261.9,584505.0,62
186,187,187,Phil Mickelson,21,262.0,1254236.0,133
187,T188,T188,Mathias Grönberg,19,262.2,1434924.0,152
188,T188,T188,Hunter Haas,28,262.2,1510342.0,160
189,190,190,Rod Pampling,26,262.3,1491930.0,158
190,191,191,Craig Barlow,26,262.9,1249301.0,132
191,192,192,Steve Elkington,20,263.2,966378.0,102
192,193,193,Arjun Atwal,17,263.3,1308027.0,138
193,194,194,Jeff Hart,23,263.5,483740.0,51
194,195,195,Neal Lancaster,31,263.6,1717928.0,181
195,196,196,Vijay Singh,30,263.9,2365635.0,249
196,197,197,Corey Pavin,23,264.2,665791.0,70
197,198,198,Paul Gow,27,264.7,1248350.0,131
198,T199,T199,Doug Barron,24,264.8,1048753.0,110
199,T199,T199,Matt Davidson,20,264.8,839041.0,88
200,201,201,Tjaart van der Walt,19,266.0,1015164.0,106
201,202,202,Dennis Paulson,24,266.8,1267701.0,132
