,Average_Approach_Distance_-_Bogey_or_Worse_RANK THIS WEEK,Average_Approach_Distance_-_Bogey_or_Worse_RANK LAST WEEK,Average_Approach_Distance_-_Bogey_or_Worse_PLAYER NAME,Average_Approach_Distance_-_Bogey_or_Worse_ROUNDS,Average_Approach_Distance_-_Bogey_or_Worse_AVG (YARDS),Average_Approach_Distance_-_Bogey_or_Worse_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Bogey_or_Worse_NUMBER OF APPROACH SHOTS
31,T30,T30,Mario Tiziani,67,154.6,968107.0,174
32,33,33,Chad Campbell,95,154.7,1186272.0,213
33,T34,T34,Hunter Mahan,103,154.8,1621592.0,291
34,T34,T34,Kirk Triplett,55,154.8,702295.0,126
35,T36,T36,Brian Bateman,98,155.0,1584354.0,284
36,T36,T36,Robert Gamez,91,155.0,1417521.0,254
37,T38,T38,Retief Goosen,71,155.4,665807.0,119
38,T38,T38,Bob Tway,87,155.4,917725.0,164
39,40,40,Rich Beem,66,155.5,895392.0,160
40,41,41,Bradley Hughes,52,155.6,935712.0,167
41,42,42,Brandt Jobe,96,155.7,1333899.0,238
42,T43,T43,Bob Heintz,67,155.8,1065693.0,190
43,T43,T43,J.L. Lewis,98,155.8,1324004.0,236
44,45,45,Steve Allan,102,155.9,1722782.0,307
45,T46,T46,Matt Kuchar,60,156.0,881792.0,157
46,T46,T46,Rod Pampling,89,156.0,1173620.0,209
47,T46,T46,Nick Watney,91,156.0,1336943.0,238
48,T46,T46,Jay Williamson,53,156.0,797307.0,142
49,T50,T50,Ted Purdy,122,156.1,1866098.0,332
50,T50,T50,Brett Wetterich,76,156.1,1157810.0,206
51,T52,T52,Marco Dawson,82,156.2,1220112.0,217
52,T52,T52,Patrick Sheehan,114,156.2,1776536.0,316
53,54,54,Kevin Sutherland,89,156.3,1091812.0,194
54,55,55,Kevin Stadler,96,156.4,1542728.0,274
55,T56,T56,Scott Gutschewski,86,156.5,1183073.0,210
56,T56,T56,Ryan Palmer,101,156.5,1464749.0,260
57,T56,T56,Vijay Singh,111,156.5,1076142.0,191
58,59,59,Roland Thatcher,75,156.6,1189622.0,211
59,T60,T60,Woody Austin,100,156.7,1551561.0,275
60,T60,T60,Hank Kuehne,84,156.7,1511620.0,268
61,T60,T60,Rocco Mediate,73,156.7,1088970.0,193
62,T60,T60,Hideto Tanihara,50,156.7,913844.0,162
63,64,64,Arron Oberholser,65,156.8,807081.0,143
64,T65,T65,Pat Perez,89,156.9,1282582.0,227
65,T65,T65,Loren Roberts,54,156.9,739860.0,131
66,T65,T65,D.J. Trahan,81,156.9,1299290.0,230
67,T68,T68,Aaron Baddeley,84,157.1,1340267.0,237
68,T68,T68,Frank Lickliter II,100,157.1,1572456.0,278
69,T70,T70,Luke Donald,67,157.2,464060.0,82
70,T70,T70,Neal Lancaster,95,157.2,1488392.0,263
71,72,72,Zach Johnson,96,157.4,1269298.0,224
72,T73,T73,Michael Long,72,157.5,1247071.0,220
73,T73,T73,Jeff Maggert,79,157.5,1020379.0,180
74,T73,T73,Hidemichi Tanaka,106,157.5,1547814.0,273
75,76,76,Scott Hend,75,157.6,1401458.0,247
76,T77,T77,Ben Crane,78,157.7,1084166.0,191
77,T77,T77,Mark Hensby,70,157.7,1101297.0,194
78,T77,T77,Will MacKenzie,75,157.7,1288847.0,227
79,80,80,Andrew Magee,82,157.8,1460372.0,257
80,81,81,Brian Gay,101,157.9,1517925.0,267
81,82,82,Stephen Ames,82,158.0,1035231.0,182
82,T83,T83,Fred Couples,72,158.1,779519.0,137
83,T83,T83,David Toms,87,158.1,995961.0,175
84,T85,T85,Billy Andrade,83,158.2,1315182.0,231
85,T85,T85,Steve Lowery,100,158.2,1577339.0,277
86,T87,T87,Paul Azinger,66,158.4,1140165.0,200
87,T87,T87,Bart Bryant,91,158.4,1191597.0,209
88,T87,T87,J.P. Hayes,63,158.4,929556.0,163
89,T87,T87,Greg Owen,84,158.4,1220669.0,214
90,T87,T87,John Rollins,97,158.4,1487937.0,261
91,92,92,Justin Leonard,78,158.5,884641.0,155
92,93,93,Mike Weir,71,158.6,885142.0,155
93,94,94,Stewart Cink,98,158.7,1045312.0,183
94,T95,T95,Cameron Beckman,96,158.8,1600283.0,280
95,T95,T95,Jason Bohn,91,158.8,1297415.0,227
96,T95,T95,Kent Jones,99,158.8,1635461.0,286
97,T95,T95,Dennis Paulson,63,158.8,1217670.0,213
98,T95,T95,Craig Perks,67,158.8,1388940.0,243
99,T95,T95,John Senden,101,158.8,1463890.0,256
100,T101,T101,José Coceres,56,158.9,960973.0,168
101,T101,T101,James Driscoll,73,158.9,1075614.0,188
102,T101,T101,Sergio Garcia,73,158.9,732114.0,128
103,T101,T101,Mark Wilson,74,158.9,1058207.0,185
104,T105,T105,Craig Barlow,81,159.0,1138824.0,199
105,T105,T105,Jim Furyk,94,159.0,852720.0,149
106,T105,T105,Geoff Ogilvy,97,159.0,1185042.0,207
107,T105,T105,Steve Stricker,62,159.0,955995.0,167
108,T109,T109,Vaughn Taylor,99,159.1,1552508.0,271
109,T109,T109,Bo Van Pelt,112,159.1,1466585.0,256
110,T111,T111,Steve Jones,56,159.2,934254.0,163
111,T111,T111,Larry Mize,54,159.2,871318.0,152
112,T111,T111,Sean O'Hair,103,159.2,1496072.0,261
113,T111,T111,Tom Pernice Jr.,111,159.2,1415179.0,247
114,T111,T111,Rob Rashell,65,159.2,1112007.0,194
115,T111,T111,Adam Scott,72,159.2,779570.0,136
116,T111,T111,Dean Wilson,86,159.2,1312069.0,229
117,T118,T118,Justin Bolli,65,159.4,1142211.0,199
118,T118,T118,Gavin Coles,70,159.4,1107719.0,193
119,T118,T118,Jonathan Kaye,77,159.4,1101657.0,192
120,T121,T121,Chris Anderson,66,159.5,1182768.0,206
121,T121,T121,Tommy Armour III,103,159.5,1498334.0,261
122,T121,T121,Billy Mayfair,114,159.5,1579382.0,275
123,T124,T124,Jason Allred,75,159.6,1425244.0,248
124,T124,T124,Olin Browne,99,159.6,1218441.0,212
125,T124,T124,Mark Calcavecchia,92,159.6,1292947.0,225
126,127,127,Lee Janzen,75,159.8,1081257.0,188
127,128,128,Hunter Haas,83,159.9,1335547.0,232
128,129,129,Tjaart van der Walt,56,160.0,996279.0,173
129,T130,T130,Briny Baird,98,160.1,1527621.0,265
130,T130,T130,Carl Pettersson,109,160.1,1475476.0,256
131,132,132,Paul Claxton,79,160.3,1223068.0,212
132,133,133,Heath Slocum,103,160.4,1350881.0,234
133,134,134,Len Mattiace,86,160.5,1646944.0,285
134,135,135,Steve Elkington,67,160.6,838264.0,145
135,T136,T136,Padraig Harrington,50,160.7,734698.0,127
136,T136,T136,Mark O'Meara,66,160.7,989048.0,171
137,T138,T138,Danny Briggs,70,160.8,1221495.0,211
138,T138,T138,Todd Hamilton,94,160.8,1412429.0,244
139,T138,T138,Richard Johnson,50,160.8,642599.0,111
140,141,141,Chris Smith,93,160.9,1673600.0,289
141,142,142,Robert Damron,89,161.0,1507095.0,260
142,T143,T143,Glen Hnatiuk,59,161.1,863982.0,149
143,T143,T143,Kevin Na,88,161.1,1461898.0,252
144,T143,T143,Joe Ogilvie,103,161.1,1443703.0,249
145,T146,T146,Dan Forsman,52,161.2,725406.0,125
146,T146,T146,Shigeki Maruyama,99,161.2,1271095.0,219
147,148,148,Chris DiMarco,83,161.3,911909.0,157
148,149,149,Tim Herron,100,161.4,1179618.0,203
149,T150,T150,Robert Allenby,95,161.5,1214886.0,209
150,T150,T150,D.J. Brigman,76,161.5,1348908.0,232
151,T150,T150,Peter Lonard,85,161.5,1209028.0,208
152,T153,T153,Matt Gogel,78,161.7,1286763.0,221
153,T153,T153,Omar Uresti,84,161.7,1222728.0,210
154,155,155,Justin Rose,99,161.8,1391773.0,239
155,T156,T156,Tim Clark,92,161.9,1125129.0,193
156,T156,T156,Carlos Franco,78,161.9,1026049.0,176
157,T156,T156,John Huston,90,161.9,1485922.0,255
158,T156,T156,Joey Sindelar,104,161.9,1597352.0,274
159,T160,T160,Arjun Atwal,65,162.0,1073126.0,184
160,T160,T160,Scott Verplank,87,162.0,1090774.0,187
161,T162,T162,Ryuji Imada,78,162.1,1155434.0,198
162,T162,T162,Joey Snyder III,102,162.1,1628227.0,279
163,T164,T164,Davis Love III,80,162.2,946119.0,162
164,T164,T164,Phil Mickelson,81,162.2,811640.0,139
165,T164,T164,Darron Stiles,78,162.2,1121165.0,192
166,167,167,Tom Gillis,77,162.3,1338065.0,229
167,168,168,Mark Brooks,72,162.4,1251179.0,214
168,T169,T169,Scott McCarron,78,162.6,1159156.0,198
169,T169,T169,Tim Petrovic,97,162.6,1440067.0,246
170,T171,T171,Joe Durant,81,162.9,1166919.0,199
171,T171,T171,Shaun Micheel,81,162.9,1149519.0,196
172,173,173,David Hearn,68,163.0,1085266.0,185
173,174,174,Duffy Waldorf,86,163.3,1393658.0,237
174,T175,T175,Doug Barron,70,163.4,964595.0,164
175,T175,T175,Brad Faxon,75,163.4,988058.0,168
176,T177,T177,Alex Cejka,84,163.5,1336220.0,227
177,T177,T177,Charles Howell III,95,163.5,1153929.0,196
178,T177,T177,Jerry Kelly,101,163.5,1206736.0,205
179,180,180,Bernhard Langer,67,163.7,801563.0,136
180,T181,T181,Jesper Parnevik,84,163.8,1214403.0,206
181,T181,T181,Jeff Sluman,94,163.8,1355904.0,230
182,T183,T183,Bob Estes,92,164.1,1264229.0,214
183,T183,T183,Fred Funk,102,164.1,1276174.0,216
184,185,185,Chris Riley,67,164.2,945963.0,160
185,186,186,Skip Kendall,80,164.4,1414347.0,239
186,187,187,Ben Curtis,65,164.5,994795.0,168
187,188,188,Jim Carter,62,164.8,1121339.0,189
188,189,189,Brian Davis,75,164.9,1187542.0,200
189,T190,T190,Jeff Hart,63,165.0,1134750.0,191
190,T190,T190,Thomas Levet,54,165.0,920589.0,155
191,192,192,D.A. Points,94,165.2,1510845.0,254
192,193,193,J.J. Henry,102,165.3,1386561.0,233
193,194,194,Jeff Brehaut,71,165.6,959638.0,161
194,195,195,John Cook,72,165.7,1187133.0,199
195,196,196,Paul Gow,78,166.1,1315361.0,220
196,197,197,Corey Pavin,77,167.1,1070895.0,178
197,198,198,Tom Byrum,83,167.3,1451786.0,241
198,199,199,Stephen Leaney,89,168.7,1360638.0,224
199,200,200,Tom Lehman,69,170.2,925094.0,151
200,201,201,Tiger Woods,76,170.3,760121.0,124
201,202,202,Jay Haas,54,170.4,766834.0,125
