,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
61,T62,T62,Charles Howell III,95,"42' 6""",173,7347.0,+5.00
62,T62,T62,Ian Poulter,62,"42' 6""",81,3440.75,+16.00
63,T62,T62,Dean Wilson,86,"42' 6""",134,5690.9169999999995,+14.00
64,T65,T65,Stewart Cink,98,"42' 7""",122,5192.833,+21.00
65,T65,T65,Richard Johnson,50,"42' 7""",72,3068.417,+7.00
66,T65,T65,Stephen Leaney,89,"42' 7""",110,4686.417,+14.00
67,T65,T65,J.L. Lewis,98,"42' 7""",113,4811.167,+20.00
68,69,69,Danny Briggs,70,"42' 8""",92,3928.25,+12.00
69,70,70,Zach Johnson,96,"42' 9""",126,5382.0830000000005,+10.00
70,T71,T71,Jeff Brehaut,71,"42' 10""",100,4281.583,+7.00
71,T71,T71,Ryuji Imada,78,"42' 10""",118,5057.333,+3.00
72,T71,T71,John Senden,101,"42' 10""",146,6255.5830000000005,+23.00
73,T74,T74,Jonathan Kaye,77,"42' 11""",103,4424.083,+17.00
74,T74,T74,Phillip Price,77,"42' 11""",111,4761.917,+1.00
75,T76,T76,Brian Bateman,98,"43' 0""",136,5850.75,+32.00
76,T76,T76,Fred Couples,72,"43' 0""",105,4512.417,+3.00
77,T76,T76,Carl Pettersson,109,"43' 0""",170,7303.0,+18.00
78,T76,T76,Kirk Triplett,55,"43' 0""",78,3353.417,+6.00
79,80,80,Greg Owen,84,"43' 1""",136,5864.3330000000005,+23.00
80,T81,T81,Jonathan Byrd,103,"43' 2""",200,8632.083,+25.00
81,T81,T81,Harrison Frazar,105,"43' 2""",163,7040.8330000000005,+29.00
82,T81,T81,Padraig Harrington,50,"43' 2""",80,3453.583,+8.00
83,T81,T81,Kevin Stadler,96,"43' 2""",131,5659.4169999999995,+28.00
84,T85,T85,Lucas Glover,88,"43' 3""",133,5754.25,+20.00
85,T85,T85,Kent Jones,99,"43' 3""",142,6135.6669999999995,+19.00
86,87,87,Joey Sindelar,104,"43' 4""",173,7493.8330000000005,+26.00
87,88,88,Jason Allred,75,"43' 5""",161,6990.0830000000005,+20.00
88,T89,T89,Carlos Franco,78,"43' 6""",124,5398.5830000000005,+7.00
89,T89,T89,Fred Funk,102,"43' 6""",99,4302.667,+15.00
90,T91,T91,Gavin Coles,70,"43' 7""",107,4667.75,+11.00
91,T91,T91,Tim Herron,100,"43' 7""",130,5669.0,+9.00
92,T91,T91,Neal Lancaster,95,"43' 7""",151,6585.0830000000005,+17.00
93,94,94,Jason Bohn,91,"43' 8""",144,6283.1669999999995,+15.00
94,T95,T95,D.J. Brigman,76,"43' 9""",111,4860.25,+13.00
95,T95,T95,Rob Rashell,65,"43' 9""",117,5118.25,+16.00
96,97,97,Rocco Mediate,73,"43' 10""",136,5966.5,+18.00
97,T98,T98,Bradley Hughes,52,"43' 11""",81,3554.333,+21.00
98,T98,T98,Tom Pernice Jr.,111,"43' 11""",176,7725.5830000000005,+31.00
99,T100,T100,Paul Claxton,79,"44' 0""",102,4491.167,+16.00
100,T100,T100,John Rollins,97,"44' 0""",144,6339.6669999999995,+24.00
101,T100,T100,Charlie Wi,67,"44' 0""",118,5193.75,+20.00
102,T103,T103,Paul Gow,78,"44' 1""",129,5684.8330000000005,+28.00
103,T103,T103,Hunter Haas,83,"44' 1""",131,5776.8330000000005,+12.00
104,T105,T105,Mathias Grönberg,60,"44' 2""",108,4767.5,+4.00
105,T105,T105,Jeff Maggert,79,"44' 2""",69,3049.417,+11.00
106,107,107,Chris Riley,67,"44' 3""",83,3673.417,+8.00
107,T108,T108,Chris Anderson,66,"44' 4""",105,4651.167,+13.00
108,T108,T108,Cameron Beckman,96,"44' 4""",122,5406.3330000000005,+24.00
109,T108,T108,Bob Estes,92,"44' 4""",147,6513.5830000000005,+17.00
110,T108,T108,Scott McCarron,78,"44' 4""",118,5232.167,+14.00
111,T108,T108,Steve Stricker,62,"44' 4""",124,5494.25,+21.00
112,T113,T113,Retief Goosen,71,"44' 5""",78,3462.0,+12.00
113,T113,T113,Michael Long,72,"44' 5""",109,4842.25,+12.00
114,T113,T113,Shaun Micheel,81,"44' 5""",108,4794.083,+19.00
115,T116,T116,Brad Faxon,75,"44' 6""",125,5563.1669999999995,+11.00
116,T116,T116,Hank Kuehne,84,"44' 6""",168,7482.8330000000005,+42.00
117,T116,T116,Peter Lonard,85,"44' 6""",101,4495.167,+5.00
118,T116,T116,David Toms,87,"44' 6""",102,4542.167,+11.00
119,T120,T120,Rich Beem,66,"44' 7""",108,4815.25,+15.00
120,T120,T120,Bob Tway,87,"44' 7""",111,4946.417,+9.00
121,122,122,Brian Davis,75,"44' 8""",111,4955.083,+13.00
122,123,123,Jeff Sluman,94,"44' 9""",118,5275.6669999999995,+14.00
123,T124,T124,Todd Fischer,99,"44' 10""",152,6818.3330000000005,+22.00
124,T124,T124,J.J. Henry,102,"44' 10""",154,6900.5830000000005,+20.00
125,T124,T124,Vaughn Taylor,99,"44' 10""",145,6499.6669999999995,+19.00
126,T124,T124,Lee Westwood,50,"44' 10""",64,2867.5,+14.00
127,T128,T128,Chris DiMarco,83,"44' 11""",116,5208.0,+12.00
128,T128,T128,Dennis Paulson,63,"44' 11""",131,5881.8330000000005,+14.00
129,T130,T130,John Elliott,58,"45' 0""",136,6117.25,+30.00
130,T130,T130,Matt Gogel,78,"45' 0""",113,5083.25,+18.00
131,132,132,Kevin Na,88,"45' 2""",147,6638.5,+13.00
132,T133,T133,Alex Cejka,84,"45' 3""",84,3803.75,+19.00
133,T133,T133,Dudley Hart,84,"45' 3""",127,5749.8330000000005,+19.00
134,T133,T133,Vijay Singh,111,"45' 3""",175,7914.6669999999995,+2.00
135,T136,T136,Brian Gay,101,"45' 5""",120,5454.5,+12.00
136,T136,T136,Mark O'Meara,66,"45' 5""",92,4180.417,+15.00
137,T136,T136,José María Olazábal,55,"45' 5""",89,4038.917,+4.00
138,T136,T136,Rod Pampling,89,"45' 5""",138,6272.9169999999995,+23.00
139,140,140,D.A. Points,94,"45' 6""",120,5457.8330000000005,+9.00
140,T141,T141,Tom Gillis,77,"45' 7""",106,4831.5,+13.00
141,T141,T141,Bob Heintz,67,"45' 7""",115,5240.0,+31.00
142,143,143,Chris Smith,93,"45' 8""",154,7038.3330000000005,+20.00
143,144,144,Loren Roberts,54,"45' 11""",92,4220.917,+19.00
144,145,145,Ben Crane,78,"46' 0""",158,7264.0830000000005,+10.00
145,146,146,Justin Bolli,65,"46' 1""",108,4972.583,+34.00
146,T147,T147,Steve Allan,102,"46' 2""",177,8167.6669999999995,+15.00
147,T147,T147,Steve Elkington,67,"46' 2""",102,4712.333,+22.00
148,149,149,Stuart Appleby,84,"46' 3""",128,5919.25,+3.00
149,T150,T150,Stephen Ames,82,"46' 4""",99,4586.417,+15.00
150,T150,T150,Joe Durant,81,"46' 4""",116,5374.25,+3.00
151,T150,T150,John Huston,90,"46' 4""",137,6346.4169999999995,+35.00
152,T150,T150,Mike Weir,71,"46' 4""",85,3939.917,+18.00
153,154,154,John Cook,72,"46' 5""",92,4267.5,+17.00
154,155,155,Pat Perez,89,"46' 6""",145,6745.9169999999995,+26.00
155,156,156,Mark Hensby,70,"46' 7""",68,3169.167,+13.00
156,T157,T157,Andrew Magee,82,"46' 8""",144,6723.4169999999995,+28.00
157,T157,T157,Tim Petrovic,97,"46' 8""",182,8494.5,+27.00
158,T157,T157,Brett Quigley,96,"46' 8""",148,6903.6669999999995,+26.00
159,T157,T157,Nick Watney,91,"46' 8""",159,7424.4169999999995,+42.00
160,161,161,Omar Uresti,84,"46' 9""",103,4817.083,+17.00
161,162,162,Heath Slocum,103,"46' 10""",128,5993.5,+16.00
162,163,163,Marco Dawson,82,"47' 1""",132,6214.1669999999995,+13.00
163,T164,T164,Robert Allenby,95,"47' 2""",125,5896.1669999999995,+25.00
164,T164,T164,Brandt Jobe,96,"47' 2""",210,9913.583,+41.00
165,166,166,Jim Furyk,94,"47' 5""",119,5640.4169999999995,+31.00
166,167,167,J.P. Hayes,63,"47' 6""",93,4418.75,+24.00
167,T168,T168,Arjun Atwal,65,"47' 8""",101,4815.5,+4.00
168,T168,T168,Brent Geiberger,61,"47' 8""",69,3286.417,+18.00
169,T170,T170,Jerry Kelly,101,"47' 9""",120,5733.75,+20.00
170,T170,T170,D.J. Trahan,81,"47' 9""",127,6068.75,+6.00
171,T172,T172,Will MacKenzie,75,"47' 10""",113,5402.8330000000005,+18.00
172,T172,T172,Scott Verplank,87,"47' 10""",107,5115.083,+18.00
173,T174,T174,Matt Kuchar,60,"47' 11""",67,3209.5,+13.00
174,T174,T174,Duffy Waldorf,86,"47' 11""",83,3978.0,+23.00
175,176,176,Robert Gamez,91,"48' 0""",140,6714.3330000000005,+37.00
176,177,177,Robert Damron,89,"48' 1""",106,5095.333,+24.00
177,178,178,Craig Barlow,81,"48' 2""",92,4430.0,+17.00
178,T179,T179,Jim Carter,62,"48' 4""",80,3869.917,+22.00
179,T179,T179,Matt Davidson,53,"48' 4""",84,4058.5,+20.00
180,T179,T179,James Driscoll,73,"48' 4""",139,6716.1669999999995,+34.00
181,182,182,Steve Lowery,100,"48' 6""",127,6159.3330000000005,+15.00
182,183,183,Corey Pavin,77,"48' 7""",115,5584.3330000000005,+23.00
183,184,184,Skip Kendall,80,"48' 8""",85,4135.917,+20.00
184,T185,T185,Sean O'Hair,103,"48' 10""",151,7377.4169999999995,+20.00
185,T185,T185,Patrick Sheehan,114,"48' 10""",168,8209.25,+34.00
186,187,187,Tom Byrum,83,"48' 11""",117,5726.5,+23.00
187,188,188,Thomas Levet,54,"49' 1""",61,2995.5,+20.00
188,T189,T189,Bernhard Langer,67,"49' 3""",79,3889.0,+10.00
189,T189,T189,Kevin Sutherland,89,"49' 3""",125,6153.8330000000005,+10.00
190,T191,T191,Steve Jones,56,"49' 6""",83,4108.333,+30.00
191,T191,T191,Tom Lehman,69,"49' 6""",109,5396.5830000000005,+35.00
192,193,193,Billy Andrade,83,"49' 7""",133,6590.0,+30.00
193,194,194,Jesper Parnevik,84,"49' 11""",120,5993.0830000000005,+12.00
194,195,195,Aaron Baddeley,84,"50' 3""",201,10098.0,+33.00
195,196,196,Hideto Tanihara,50,"50' 4""",91,4579.833,+24.00
196,197,197,Justin Leonard,78,"50' 7""",86,4350.417,+22.00
197,198,198,Steve Flesch,90,"50' 9""",94,4768.833,+17.00
198,T199,T199,Mark Brooks,72,"51' 10""",88,4563.583,+23.00
199,T199,T199,Len Mattiace,86,"51' 10""",158,8192.583,+21.00
200,201,201,Lee Janzen,75,"51' 11""",100,5190.417,+24.00
201,202,202,Larry Mize,54,"52' 7""",62,3258.417,+13.00
