,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
108,T109,T109,Arjun Atwal,65,"17' 7""",1303.833,74,-0.20
109,T109,T109,Harrison Frazar,105,"17' 7""",2265.583,129,-0.08
110,T109,T109,Tom Gillis,77,"17' 7""",1743.4170000000001,99,-0.08
111,T109,T109,José María Olazábal,55,"17' 7""",862.3330000000001,49,-0.12
112,T113,T113,Chad Campbell,95,"17' 8""",1996.0829999999999,113,-0.07
113,T113,T113,John Cook,72,"17' 8""",1466.5829999999999,83,-0.20
114,T113,T113,Shaun Micheel,81,"17' 8""",1237.917,70,-0.14
115,T113,T113,Mark O'Meara,66,"17' 8""",1745.6670000000001,99,-0.15
116,T113,T113,Greg Owen,84,"17' 8""",1780.3329999999999,101,-0.06
117,T113,T113,Bob Tway,87,"17' 8""",1624.5,92,-0.03
118,T119,T119,Matt Gogel,78,"17' 9""",1915.9170000000001,108,-0.13
119,T119,T119,Jerry Kelly,101,"17' 9""",2001.4170000000001,113,-0.06
120,T119,T119,Bernhard Langer,67,"17' 9""",1065.833,60,-0.08
121,T122,T122,Olin Browne,99,"17' 10""",2526.75,142,-0.15
122,T122,T122,Bill Glasson,54,"17' 10""",1548.6670000000001,87,-0.02
123,T122,T122,Jeff Maggert,79,"17' 10""",1496.6670000000001,84,-0.14
124,T122,T122,Kevin Na,88,"17' 10""",1572.8329999999999,88,+0.09
125,T122,T122,Ryan Palmer,101,"17' 10""",1975.0829999999999,111,-0.04
126,T122,T122,Rory Sabbatini,81,"17' 10""",1659.3329999999999,93,+0.11
127,T128,T128,Cameron Beckman,96,"17' 11""",1831.4170000000001,102,+0.01
128,T128,T128,Tim Herron,100,"17' 11""",1882.5,105,-0.12
129,T128,T128,Hank Kuehne,84,"17' 11""",1651.0,92,-0.13
130,T128,T128,Chris Riley,67,"17' 11""",965.4169999999999,54,+0.09
131,T132,T132,Tom Byrum,83,"18' 0""",2033.25,113,-0.10
132,T132,T132,Corey Pavin,77,"18' 0""",1368.5,76,-0.14
133,T132,T132,Omar Uresti,84,"18' 0""",2392.583,133,-0.18
134,T135,T135,Franklin Langham,91,"18' 1""",2009.3329999999999,111,+0.02
135,T135,T135,Chris Smith,93,"18' 1""",2064.083,114,-0.09
136,T135,T135,Bo Van Pelt,112,"18' 1""",2137.0,118,-0.07
137,T138,T138,Matt Kuchar,60,"18' 2""",1688.8329999999999,93,-0.02
138,T138,T138,Pat Perez,89,"18' 2""",1544.0829999999999,85,+0.02
139,T138,T138,Patrick Sheehan,114,"18' 2""",2145.75,118,+0.04
140,T141,T141,Lucas Glover,88,"18' 3""",1657.5829999999999,91,-0.09
141,T141,T141,Freddie Jacobson,72,"18' 3""",1353.4170000000001,74,-0.01
142,T141,T141,Kenny Perry,82,"18' 3""",1698.75,93,-0.11
143,T144,T144,Billy Andrade,83,"18' 4""",1780.0,97,-0.09
144,T144,T144,Tommy Armour III,103,"18' 4""",2368.25,129,-0.09
145,T144,T144,K.J. Choi,78,"18' 4""",1246.417,68,E
146,T144,T144,Brad Faxon,75,"18' 4""",1337.75,73,-0.03
147,T144,T144,Mark Hensby,70,"18' 4""",1265.667,69,-0.01
148,T144,T144,Stephen Leaney,89,"18' 4""",2255.917,123,-0.23
149,T144,T144,Sean O'Hair,103,"18' 4""",1800.5,98,-0.03
150,T144,T144,D.A. Points,94,"18' 4""",1993.9170000000001,109,-0.09
151,T152,T152,Robert Damron,89,"18' 5""",2076.75,113,E
152,T152,T152,Duffy Waldorf,86,"18' 5""",1820.9170000000001,99,+0.07
153,T154,T154,Len Mattiace,86,"18' 6""",2199.75,119,-0.06
154,T154,T154,Larry Mize,54,"18' 6""",1720.3329999999999,93,-0.06
155,T156,T156,Ben Curtis,65,"18' 7""",1244.75,67,E
156,T156,T156,Steve Flesch,90,"18' 7""",1877.25,101,+0.07
157,T156,T156,Thomas Levet,54,"18' 7""",668.4169999999999,36,+0.22
158,T156,T156,Tag Ridings,93,"18' 7""",1782.0829999999999,96,-0.05
159,160,160,Daniel Chopra,108,"18' 8""",1905.5829999999999,102,+0.03
160,T161,T161,Danny Briggs,70,"18' 9""",1740.1670000000001,93,-0.01
161,T161,T161,Jeff Sluman,94,"18' 9""",2212.083,118,-0.18
162,T163,T163,Marco Dawson,82,"18' 10""",2415.0,128,-0.05
163,T163,T163,Lee Westwood,50,"18' 10""",809.3330000000001,43,+0.02
164,165,165,Briny Baird,98,"18' 11""",1946.0829999999999,103,-0.08
165,T166,T166,Aaron Baddeley,84,"19' 0""",1483.5829999999999,78,+0.14
166,T166,T166,Kevin Stadler,96,"19' 0""",2224.583,117,-0.09
167,T168,T168,Scott Gutschewski,86,"19' 1""",1623.0,85,-0.09
168,T168,T168,Richard Johnson,50,"19' 1""",1031.25,54,-0.35
169,T168,T168,Kevin Sutherland,89,"19' 1""",1774.9170000000001,93,E
170,T171,T171,Robert Allenby,95,"19' 2""",1702.9170000000001,89,-0.13
171,T171,T171,José Coceres,56,"19' 2""",1338.8329999999999,70,-0.03
172,T171,T171,Ben Crane,78,"19' 2""",1340.1670000000001,70,-0.06
173,174,174,Jay Haas,54,"19' 3""",1039.5,54,-0.11
174,T175,T175,Matt Davidson,53,"19' 5""",1690.1670000000001,87,E
175,T175,T175,Steve Lowery,100,"19' 5""",2054.75,106,E
176,T177,T177,Glen Day,80,"19' 6""",2651.833,136,-0.06
177,T177,T177,Dudley Hart,84,"19' 6""",1637.1670000000001,84,-0.07
178,179,179,Mario Tiziani,67,"19' 7""",1646.4170000000001,84,-0.06
179,180,180,Michael Allen,90,"19' 8""",2009.0,102,-0.03
180,T181,T181,Jason Allred,75,"19' 9""",1303.167,66,+0.14
181,T181,T181,Ted Purdy,122,"19' 9""",2760.0,140,-0.03
182,T183,T183,Michael Long,72,"19' 10""",1744.6670000000001,88,+0.03
183,T183,T183,Carl Pettersson,109,"19' 10""",2420.25,122,-0.09
184,T183,T183,Hidemichi Tanaka,106,"19' 10""",2623.417,132,+0.10
185,T183,T183,Nick Watney,91,"19' 10""",1568.5829999999999,79,-0.04
186,187,187,Roland Thatcher,75,"19' 11""",1894.3329999999999,95,-0.07
187,T188,T188,Scott Hend,75,"20' 0""",1836.25,92,-0.10
188,T188,T188,Davis Love III,80,"20' 0""",1441.0,72,+0.07
189,190,190,Joe Durant,81,"20' 1""",1827.5829999999999,91,-0.02
190,191,191,Jesper Parnevik,84,"20' 2""",1753.9170000000001,87,+0.07
191,192,192,Steve Allan,102,"20' 4""",1811.8329999999999,89,+0.04
192,193,193,D.J. Brigman,76,"20' 6""",1333.0,65,-0.05
193,194,194,Gavin Coles,70,"20' 9""",2363.833,114,-0.04
194,195,195,Joey Snyder III,102,"20' 11""",1652.0829999999999,79,-0.04
195,196,196,Dennis Paulson,63,"21' 5""",1393.9170000000001,65,E
196,197,197,John Elliott,58,"21' 9""",1066.75,49,+0.12
197,198,198,D.J. Trahan,81,"22' 2""",1841.1670000000001,83,+0.08
198,T199,T199,Mathias Grönberg,60,"22' 8""",1381.3329999999999,61,-0.07
199,T199,T199,Jay Williamson,53,"22' 8""",1653.9170000000001,73,+0.07
200,201,201,Bradley Hughes,52,"23' 6""",1431.4170000000001,61,+0.11
201,202,202,Hideto Tanihara,50,"23' 8""",1563.0829999999999,66,+0.14
