,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
184,185,185,Paul Claxton,79,0.24600000000000002
185,186,186,Will MacKenzie,75,0.248
186,187,187,D.A. Points,94,0.25
187,188,188,Paul Azinger,66,0.253
188,189,189,Steve Jones,56,0.258
189,190,190,Mark O'Meara,66,0.265
190,191,191,Mark Brooks,72,0.268
191,192,192,Ben Curtis,65,0.271
192,193,193,Tom Lehman,69,0.275
193,194,194,Mark Wilson,74,0.278
194,T195,T195,Craig Perks,67,0.31
195,T195,T195,Lee Westwood,50,0.31
196,197,197,Rob Rashell,65,0.326
197,198,198,Thomas Levet,54,0.32899999999999996
198,199,199,Tim Petrovic,97,0.331
199,200,200,Mark Hensby,70,0.348
200,201,201,Hideto Tanihara,50,0.35100000000000003
201,202,202,Chris Riley,67,0.385
