,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
51,T51,,Brooks Koepka,88,87.5,40,35
52,T51,,Ryan Moore,82,87.5,32,28
53,T51,,Brandt Snedeker,53,87.5,32,28
54,T55,,Jason Dufner,89,87.23,47,41
55,T55,,Sean O'Hair,84,87.23,47,41
56,T57,,Marc Leishman,94,87.18,39,34
57,T57,,Cameron Smith,86,87.18,39,34
58,T59,,Mark Hubbard,81,87.1,31,27
59,T59,,Graeme McDowell,56,87.1,31,27
60,61,,Rafa Cabrera Bello,63,86.96,23,20
61,62,,Patrick Reed,107,86.84,38,33
62,63,,Anirban Lahiri,72,86.54,52,45
63,64,,Derek Fathauer,81,86.49,37,32
64,T65,,Brad Fritsch,56,86.36,22,19
65,T65,,Dustin Johnson,77,86.36,44,38
66,T67,,Ben Martin,86,85.71,35,30
67,T67,,William McGirt,89,85.71,42,36
68,T67,,Seung-Yul Noh,91,85.71,49,42
69,T67,,Geoff Ogilvy,80,85.71,35,30
70,T67,,Scott Stallings,81,85.71,42,36
71,T72,,Gonzalo Fernandez-Castaño,63,85.0,20,17
72,T72,,Tyrone Van Aswegen,105,85.0,40,34
73,74,,Phil Mickelson,85,84.91,53,45
74,T75,,Aaron Baddeley,61,84.62,26,22
75,T75,,Andres Gonzales,73,84.62,39,33
76,77,,Morgan Hoffmann,92,84.44,45,38
77,T78,,Scott Brown,95,84.21,38,32
78,T78,,Bryson DeChambeau,91,84.21,38,32
79,T78,,Robert Garrigus,78,84.21,38,32
80,T78,,Kevin Na,86,84.21,38,32
81,T82,,Blayne Barber,77,84.09,44,37
82,T82,,Bill Haas,92,84.09,44,37
83,T82,,J.T. Poston,95,84.09,44,37
84,85,,Matt Jones,64,84.0,25,21
85,T86,,Francesco Molinari,75,83.87,31,26
86,T86,,Cameron Percy,71,83.87,31,26
87,T88,,David Lingmerth,79,83.78,37,31
88,T88,,Charl Schwartzel,63,83.78,37,31
89,90,,Harold Varner III,101,83.72,43,36
90,T91,,Keegan Bradley,104,83.33,54,45
91,T91,,Bud Cauley,92,83.33,42,35
92,T91,,Luke Donald,50,83.33,18,15
93,T91,,Jim Furyk,54,83.33,18,15
94,T91,,Tom Hoge,54,83.33,24,20
95,T91,,Sung Kang,104,83.33,36,30
96,T91,,Chris Kirk,89,83.33,36,30
97,T91,,Kevin Kisner,105,83.33,42,35
98,T91,,Rick Lamb,54,83.33,18,15
99,T91,,Chris Stroud,67,83.33,24,20
100,101,,Wesley Bryan,95,82.98,47,39
101,102,,J.B. Holmes,83,82.86,35,29
102,T103,,Patrick Cantlay,52,82.61,23,19
103,T103,,Retief Goosen,52,82.61,23,19
104,T103,,Jimmy Walker,68,82.61,23,19
105,T106,,Daniel Berger,91,82.5,40,33
106,T106,,Ben Crane,86,82.5,40,33
107,T106,,Ollie Schniederjans,92,82.5,40,33
108,T109,,Rory McIlroy,51,82.35,34,28
109,T109,,Nick Taylor,97,82.35,51,42
110,111,,Kyle Stanley,104,82.26,62,51
111,112,,Pat Perez,93,82.14,56,46
112,T113,,Tag Ridings,67,81.82,33,27
113,T113,,Webb Simpson,102,81.82,44,36
114,115,,Julián Etulain,68,81.48,27,22
115,T116,,Chad Campbell,97,81.4,43,35
116,T116,,Daniel Summerhays,100,81.4,43,35
117,118,,Danny Lee,93,81.08,37,30
118,T119,,Roberto Castro,70,80.56,36,29
119,T119,,Graham DeLaet,82,80.56,36,29
120,T119,,Si Woo Kim,80,80.56,36,29
121,T119,,Gary Woodland,94,80.56,36,29
122,T123,,Sam Saunders,76,80.49,41,33
123,T123,,Hudson Swafford,94,80.49,41,33
124,125,,James Hahn,96,80.43,46,37
125,T126,,Nicholas Lindheim,58,80.0,20,16
126,T126,,Trey Mullinax,88,80.0,40,32
127,T126,,Ian Poulter,72,80.0,35,28
128,T126,,Justin Rose,66,80.0,35,28
129,130,,Brian Gay,82,79.49,39,31
130,131,,Martin Flores,88,79.41,34,27
131,T132,,Scott Piercy,70,79.31,29,23
132,T132,,Kevin Streelman,90,79.31,29,23
133,T134,,Stewart Cink,93,79.17,48,38
134,T134,,Jamie Lovemark,98,79.17,48,38
135,T136,,Whee Kim,74,78.95,19,15
136,T136,,Chez Reavie,98,78.95,38,30
137,T136,,Adam Scott,58,78.95,19,15
138,139,,Paul Casey,94,78.85,52,41
139,140,,Robert Streb,98,78.72,47,37
140,T141,,Patrick Rodgers,76,78.57,28,22
141,T141,,Brian Stuard,93,78.57,42,33
142,143,,Hideki Matsuyama,83,78.43,51,40
143,T144,,Jason Day,71,78.38,37,29
144,T144,,Cody Gribble,79,78.38,37,29
145,T146,,Søren Kjeldsen,58,78.26,23,18
146,T146,,Jordan Spieth,85,78.26,46,36
147,148,,Matt Kuchar,95,78.05,41,32
148,T149,,Seamus Power,86,77.78,36,28
149,T149,,Michael Thompson,60,77.78,18,14
150,151,,C.T. Pan,88,77.5,40,31
151,152,,Jason Bohn,75,77.42,31,24
152,153,,Luke List,102,77.19,57,44
153,154,,Cameron Tringale,89,77.14,35,27
154,T155,,Zac Blair,105,76.92,39,30
155,T155,,Charles Howell III,86,76.92,39,30
156,157,,Grayson Murray,94,76.56,64,49
157,158,,Ryan Armour,63,76.47,17,13
158,159,,Louis Oosthuizen,69,76.19,21,16
159,160,,Jonathan Randolph,68,76.0,25,19
160,161,,Fabián Gómez,61,75.61,41,31
161,162,,Smylie Kaufman,76,75.56,45,34
162,T163,,Steven Alker,69,75.0,32,24
163,T163,,Russell Knox,75,75.0,36,27
164,T163,,D.A. Points,68,75.0,32,24
165,T163,,Bubba Watson,71,75.0,36,27
166,T167,,Mark Anderson,54,73.68,19,14
167,T167,,Nick Watney,75,73.68,19,14
168,T169,,Alex Cejka,85,73.33,30,22
169,T169,,Ken Duke,77,73.33,30,22
170,T169,,David Hearn,93,73.33,30,22
171,172,,Brett Stegmaier,78,73.08,26,19
172,173,,Emiliano Grillo,90,72.97,37,27
173,T174,,Kyle Reifers,96,72.73,33,24
174,T174,,Boo Weekley,75,72.73,22,16
175,176,,Ryan Palmer,61,72.41,29,21
176,177,,Camilo Villegas,76,71.43,28,20
177,178,,Tony Finau,106,71.19,59,42
178,179,,Jason Kokrak,95,69.09,55,38
179,180,,Steven Bowditch,59,68.75,16,11
180,181,,Miguel Angel Carballo,63,68.42,19,13
181,T182,,Rod Pampling,71,67.65,34,23
182,T182,,Richy Werenski,81,67.65,34,23
183,184,,Byeong Hun An,77,67.57,37,25
184,185,,Jhonattan Vegas,95,67.44,43,29
185,186,,Ernie Els,52,66.67,15,10
186,187,,Branden Grace,70,64.29,28,18
187,188,,Ryo Ishikawa,56,63.64,22,14
188,189,,Andrew Loupe,55,62.96,27,17
189,190,,Brendan Steele,89,62.16,37,23
