,Putts_Per_Round_RANK THIS WEEK,Putts_Per_Round_RANK LAST WEEK,Putts_Per_Round_PLAYER NAME,Putts_Per_Round_ROUNDS,Putts_Per_Round_AVG,Putts_Per_Round_TOTAL PUTTS,Putts_Per_Round_TOTAL ROUNDS,Putts_Per_Round_LOW TOTAL PUTTS
50,51,,Daniel Berger,91,28.73,2413,84,23
51,52,,Seung-Yul Noh,91,28.74,2500,87,23
52,53,,Billy Hurley III,80,28.76,2301,80,23
53,54,,Marc Leishman,94,28.77,2474,86,21
54,T55,,Kevin Kisner,105,28.79,2706,94,22
55,T55,,Kevin Na,86,28.79,2246,78,22
56,T55,,J.T. Poston,95,28.79,2447,85,23
57,58,,Rafa Cabrera Bello,63,28.8,1613,56,23
58,T59,,Morgan Hoffmann,92,28.81,2535,88,24
59,T59,,Danny Lee,93,28.81,2564,89,22
60,T59,,Jon Rahm,90,28.81,2334,81,24
61,62,,Ryan Blaum,100,28.82,2767,96,22
62,63,,Sebastián Muñoz,51,28.84,1413,49,23
63,T64,,Ryo Ishikawa,56,28.86,1616,56,23
64,T64,,Kevin Tway,96,28.86,2540,88,22
65,T64,,Jimmy Walker,68,28.86,1703,59,23
66,T67,,Zac Blair,105,28.87,2858,99,23
67,T67,,Jamie Lovemark,98,28.87,2656,92,23
68,T69,,J.B. Holmes,83,28.88,2079,72,24
69,T69,,Troy Merritt,82,28.88,2137,74,24
70,T69,,Michael Thompson,60,28.88,1617,56,22
71,T72,,Jonathan Randolph,68,28.9,1705,59,24
72,T72,,Cameron Tringale,89,28.9,2399,83,22
73,T74,,Francesco Molinari,75,28.91,2024,70,23
74,T74,,Louis Oosthuizen,69,28.91,1677,58,23
75,T76,,Martin Laird,83,28.92,2285,79,24
76,T76,,Brian Stuard,93,28.92,2458,85,23
77,78,,Matt Every,76,28.94,2026,70,24
78,T79,,Michael Kim,94,28.96,2606,90,24
79,T79,,Hideki Matsuyama,83,28.96,2085,72,23
80,T81,,K.J. Choi,72,28.97,1912,66,23
81,T81,,Daniel Summerhays,100,28.97,2607,90,21
82,83,,Russell Henley,99,28.99,2696,93,23
83,T84,,Charley Hoffman,112,29.0,3016,104,25
84,T84,,John Huh,92,29.0,2552,88,23
85,T84,,Dustin Johnson,77,29.0,1972,68,22
86,T84,,Søren Kjeldsen,58,29.0,1421,49,22
87,T84,,Trey Mullinax,88,29.0,2262,78,24
88,T84,,Vaughn Taylor,90,29.0,2436,84,24
89,90,,Paul Casey,94,29.02,2496,86,24
90,91,,Chris Stroud,67,29.03,1713,59,24
91,92,,Ryan Moore,82,29.04,2294,79,23
92,T93,,Andres Gonzales,73,29.06,2005,69,23
93,T93,,Brandon Hagy,85,29.06,2238,77,22
94,T93,,Sean O'Hair,84,29.06,2383,82,24
95,T96,,David Hearn,93,29.07,2471,85,24
96,T96,,Mackenzie Hughes,106,29.07,3023,104,24
97,T98,,Blayne Barber,77,29.08,2065,71,24
98,T98,,Sung Kang,104,29.08,2966,102,18
99,T100,,Retief Goosen,52,29.09,1338,46,24
100,T100,,Bill Haas,92,29.09,2356,81,23
101,T100,,Patton Kizzire,84,29.09,2211,76,24
102,103,,Xander Schauffele,96,29.1,2561,88,24
103,T104,,Stewart Cink,93,29.11,2591,89,23
104,T104,,Charles Howell III,86,29.11,2387,82,24
105,T106,,Mark Anderson,54,29.13,1515,52,23
106,T106,,Ben Crane,86,29.13,2301,79,23
107,T106,,Julián Etulain,68,29.13,1835,63,22
108,T106,,Si Woo Kim,80,29.13,2068,71,22
109,T106,,Robert Streb,98,29.13,2738,94,24
110,111,,Steven Alker,69,29.14,1836,63,23
111,T112,,Bryson DeChambeau,91,29.15,2536,87,24
112,T112,,Fabián Gómez,61,29.15,1720,59,24
113,T112,,Justin Rose,66,29.15,1807,62,24
114,T112,,Ollie Schniederjans,92,29.15,2536,87,23
115,116,,Chris Kirk,89,29.18,2422,83,22
116,T117,,Patrick Cantlay,52,29.19,1401,48,24
117,T117,,Tag Ridings,67,29.19,1722,59,23
118,T119,,Byeong Hun An,77,29.2,2044,70,24
119,T119,,Steven Bowditch,59,29.2,1606,55,24
120,121,,Jason Dufner,89,29.21,2337,80,23
121,T122,,Bud Cauley,92,29.24,2515,86,22
122,T122,,Smylie Kaufman,76,29.24,2076,71,24
123,T124,,Nicholas Lindheim,58,29.25,1638,56,24
124,T124,,Ben Martin,86,29.25,2311,79,22
125,126,,Tony Finau,106,29.26,3043,104,20
126,T127,,Emiliano Grillo,90,29.28,2489,85,24
127,T127,,Shawn Stefani,72,29.28,1991,68,23
128,T127,,Bubba Watson,71,29.28,1786,61,24
129,T130,,Geoff Ogilvy,80,29.29,2109,72,23
130,T130,,Adam Scott,58,29.29,1640,56,25
131,132,,Richy Werenski,81,29.31,2169,74,25
132,133,,Kelly Kraft,75,29.32,2082,71,24
133,134,,Rory Sabbatini,71,29.34,1907,65,24
134,T135,,Kevin Chappell,95,29.35,2524,86,24
135,T135,,Russell Knox,75,29.35,1996,68,24
136,T135,,J.J. Spaun,92,29.35,2524,86,24
137,T138,,Keegan Bradley,104,29.36,2877,98,23
138,T138,,Brett Drewitt,57,29.36,1556,53,23
139,T138,,Jim Furyk,54,29.36,1380,47,25
140,T138,,Branden Grace,70,29.36,1732,59,24
141,T138,,James Hahn,96,29.36,2819,96,23
142,T138,,Tyrone Van Aswegen,105,29.36,2848,97,23
143,T144,,Ken Duke,77,29.38,2086,71,24
144,T144,,Sergio Garcia,65,29.38,1704,58,25
145,T144,,Spencer Levin,89,29.38,2497,85,24
146,T144,,Scott Piercy,70,29.38,1910,65,22
147,T144,,Nick Taylor,97,29.38,2791,95,22
148,149,,Jason Bohn,75,29.39,2087,71,24
149,150,,Brendan Steele,89,29.4,2352,80,21
150,151,,Graham DeLaet,82,29.41,2235,76,25
151,152,,Rick Lamb,54,29.44,1472,50,23
152,153,,Nick Watney,75,29.45,2032,69,21
153,154,,Robert Garrigus,78,29.46,2121,72,23
154,155,,Kevin Streelman,90,29.47,2593,88,24
155,156,,Hudson Swafford,94,29.49,2654,90,23
156,T157,,Roberto Castro,70,29.5,1947,66,20
157,T157,,Mark Hubbard,81,29.5,2183,74,24
158,T159,,Chad Campbell,97,29.51,2862,97,23
159,T159,,Alex Cejka,85,29.51,2272,77,23
160,T161,,Lucas Glover,93,29.52,2598,88,24
161,T161,,Luke List,102,29.52,2893,98,24
162,163,,Shane Lowry,52,29.53,1329,45,24
163,T164,,Brad Fritsch,56,29.54,1536,52,26
164,T164,,Johnson Wagner,71,29.54,1861,63,24
165,166,,Ryan Brehm,83,29.55,2157,73,25
166,167,,D.A. Points,68,29.56,2010,68,25
167,T168,,Hunter Mahan,73,29.58,2100,71,24
168,T168,,Jhonattan Vegas,95,29.58,2603,88,23
169,170,,Miguel Angel Carballo,63,29.6,1687,57,26
170,171,,William McGirt,89,29.61,2339,79,24
171,T172,,Andrew Loupe,55,29.63,1541,52,24
172,T172,,Kyle Stanley,104,29.63,2963,100,21
173,174,,Scott Stallings,81,29.65,2283,77,24
174,175,,Harold Varner III,101,29.69,2939,99,21
175,176,,Kyle Reifers,96,29.73,2616,88,24
176,177,,C.T. Pan,88,29.74,2498,84,22
177,178,,Gary Woodland,94,29.76,2530,85,23
178,179,,Jim Herman,77,29.77,2233,75,24
179,180,,Cameron Percy,71,29.78,1936,65,23
180,181,,Patrick Rodgers,76,29.85,2209,74,24
181,T182,,Martin Flores,88,29.86,2419,81,24
182,T182,,Billy Horschel,88,29.86,2508,84,24
183,184,,Ryan Armour,63,29.88,1763,59,25
184,T185,,Rod Pampling,71,29.97,2128,71,24
185,T185,,Brett Stegmaier,78,29.97,2278,76,23
186,187,,Jason Kokrak,95,29.99,2729,91,25
187,188,,Ryan Palmer,61,30.08,1534,51,25
188,189,,Boo Weekley,75,30.29,2211,73,25
189,190,,J.J. Henry,92,30.42,2616,86,23
