,Average_Distance_of_Putts_made_RANK THIS WEEK,Average_Distance_of_Putts_made_RANK LAST WEEK,Average_Distance_of_Putts_made_PLAYER NAME,Average_Distance_of_Putts_made_ROUNDS,Average_Distance_of_Putts_made_AVG,Average_Distance_of_Putts_made_TOTAL DIST. (INCHES),Average_Distance_of_Putts_made_TOTAL ROUNDS,Average_Distance_of_Putts_made_AVG DIST.,Average_Distance_of_Putts_made_BEST ROUND
24,T24,,Jordan Spieth,85,"77' 1""",59196,64,"4' 4""","147' 3"""
25,T26,,Billy Hurley III,80,"77' 0""",63768,69,"4' 4""","154' 8"""
26,T26,,Sung Kang,104,"77' 0""",75769,82,"4' 4""","196' 8"""
27,T26,,Pat Perez,93,"77' 0""",65613,71,"4' 4""","163' 7"""
28,T29,,Adam Hadwin,98,"76' 11""",69254,75,"4' 4""","137' 5"""
29,T29,,Billy Horschel,88,"76' 11""",72028,78,"4' 4""","146' 7"""
30,T29,,Danny Lee,93,"76' 11""",70114,76,"4' 4""","149' 8"""
31,32,,Jason Dufner,89,"76' 10""",64505,70,"4' 4""","132' 2"""
32,T33,,Mackenzie Hughes,106,"76' 9""",88379,96,"4' 4""","142' 10"""
33,T33,,Jon Rahm,90,"76' 9""",58962,64,"4' 4""","149' 1"""
34,35,,Søren Kjeldsen,58,"76' 8""",31279,34,"4' 4""","134' 5"""
35,T36,,Gonzalo Fernandez-Castaño,63,"76' 7""",40444,44,"4' 4""","144' 0"""
36,T36,,John Huh,92,"76' 7""",69843,76,"4' 4""","154' 7"""
37,38,,Chez Reavie,98,"76' 6""",72510,79,"4' 4""","142' 5"""
38,39,,Morgan Hoffmann,92,"76' 4""",75093,82,"4' 4""","155' 1"""
39,40,,Jason Day,71,"76' 3""",48501,53,"4' 4""","135' 5"""
40,T41,,Sam Saunders,76,"76' 1""",55675,61,"4' 3""","122' 9"""
41,T41,,Brandt Snedeker,53,"76' 1""",34693,38,"4' 4""","128' 11"""
42,43,,Harris English,84,"75' 11""",61977,68,"4' 4""","168' 8"""
43,T44,,Kevin Kisner,105,"75' 7""",66236,73,"4' 3""","173' 10"""
44,T44,,Vaughn Taylor,90,"75' 7""",68896,76,"4' 3""","163' 8"""
45,T46,,Patrick Cantlay,52,"75' 6""",41667,46,"4' 3""","128' 6"""
46,T46,,Martin Laird,83,"75' 6""",61596,68,"4' 3""","159' 4"""
47,T46,,Phil Mickelson,85,"75' 6""",62506,69,"4' 3""","122' 7"""
48,T49,,Stewart Cink,93,"75' 3""",69507,77,"4' 3""","124' 5"""
49,T49,,Brian Harman,104,"75' 3""",74062,82,"4' 3""","154' 11"""
50,T51,,Brian Campbell,55,"75' 2""",36980,41,"4' 3""","148' 0"""
51,T51,,Graham DeLaet,82,"75' 2""",64070,71,"4' 3""","179' 1"""
52,T51,,Luke Donald,50,"75' 2""",38770,43,"4' 3""","155' 1"""
53,T54,,Daniel Berger,91,"75' 1""",60380,67,"4' 3""","135' 10"""
54,T54,,Emiliano Grillo,90,"75' 1""",57695,64,"4' 3""","159' 10"""
55,56,,Ryan Blaum,100,"74' 11""",73710,82,"4' 2""","116' 3"""
56,T57,,Andres Gonzales,73,"74' 7""",51015,57,"4' 2""","185' 6"""
57,T57,,Marc Leishman,94,"74' 7""",61739,69,"4' 3""","140' 10"""
58,T57,,Bryce Molder,74,"74' 7""",57250,64,"4' 2""","178' 8"""
59,T60,,Scott Brown,95,"74' 6""",69708,78,"4' 2""","164' 5"""
60,T60,,Seung-Yul Noh,91,"74' 6""",67074,75,"4' 2""","143' 3"""
61,T62,,Rafa Cabrera Bello,63,"74' 4""",37454,42,"4' 2""","122' 6"""
62,T62,,Tom Hoge,54,"74' 4""",34773,39,"4' 2""","128' 7"""
63,T64,,Zach Johnson,81,"74' 3""",57027,64,"4' 2""","127' 4"""
64,T64,,Adam Scott,58,"74' 3""",35657,40,"4' 2""","107' 2"""
65,66,,Brian Gay,82,"74' 0""",61244,69,"4' 2""","158' 8"""
66,T67,,Martin Flores,88,"73' 11""",59419,67,"4' 2""","146' 4"""
67,T67,,Patrick Reed,107,"73' 11""",70947,80,"4' 2""","132' 6"""
68,T67,,Nick Watney,75,"73' 11""",56746,64,"4' 2""","170' 7"""
69,T70,,Michael Kim,94,"73' 10""",74451,84,"4' 2""","136' 3"""
70,T70,,Tag Ridings,67,"73' 10""",44286,50,"4' 2""","118' 10"""
71,T72,,Troy Merritt,82,"73' 8""",60083,68,"4' 2""","116' 9"""
72,T72,,Rory Sabbatini,71,"73' 8""",46869,53,"4' 2""","133' 1"""
73,T72,,Johnson Wagner,71,"73' 8""",50364,57,"4' 2""","137' 1"""
74,T75,,Greg Chalmers,75,"73' 7""",60053,68,"4' 2""","198' 9"""
75,T75,,Patton Kizzire,84,"73' 7""",63558,72,"4' 2""","155' 3"""
76,77,,Fabián Gómez,61,"73' 5""",44940,51,"4' 2""","144' 10"""
77,78,,Rick Lamb,54,"73' 4""",33431,38,"4' 1""","137' 9"""
78,79,,Cameron Tringale,89,"73' 3""",57144,65,"4' 1""","145' 1"""
79,80,,Matt Kuchar,95,"73' 2""",64084,73,"4' 1""","140' 1"""
80,T81,,Bryson DeChambeau,91,"73' 0""",62197,71,"4' 1""","149' 11"""
81,T81,,Jim Furyk,54,"73' 0""",35054,40,"4' 1""","116' 1"""
82,T83,,Ernie Els,52,"72' 11""",28859,33,"4' 1""","141' 0"""
83,T83,,Julián Etulain,68,"72' 11""",44600,51,"4' 1""","124' 3"""
84,T83,,Justin Rose,66,"72' 11""",44618,51,"4' 2""","156' 7"""
85,86,,Patrick Rodgers,76,"72' 9""",57616,66,"4' 1""","146' 7"""
86,87,,Carl Pettersson,63,"72' 8""",45341,52,"4' 1""","146' 0"""
87,T88,,Paul Casey,94,"72' 7""",58338,67,"4' 1""","132' 2"""
88,T88,,Brandon Hagy,85,"72' 7""",60133,69,"4' 1""","131' 5"""
89,T88,,Chris Kirk,89,"72' 7""",61002,70,"4' 1""","118' 3"""
90,T91,,Ben Crane,86,"72' 6""",60058,69,"4' 1""","193' 6"""
91,T91,,Ben Martin,86,"72' 6""",60932,70,"4' 1""","210' 1"""
92,T91,,D.A. Points,68,"72' 6""",50450,58,"4' 1""","152' 8"""
93,T91,,Scott Stallings,81,"72' 6""",59193,68,"4' 1""","135' 0"""
94,T95,,Lucas Glover,93,"72' 5""",72980,84,"4' 1""","126' 4"""
95,T95,,Trey Mullinax,88,"72' 5""",57357,66,"4' 1""","127' 2"""
96,97,,Rory McIlroy,51,"72' 4""",29519,34,"4' 1""","120' 4"""
97,T98,,K.J. Choi,72,"72' 3""",46803,54,"4' 0""","116' 3"""
98,T98,,Kevin Tway,96,"72' 3""",64128,74,"4' 1""","143' 3"""
99,T100,,Ricky Barnes,100,"72' 2""",66709,77,"4' 1""","142' 9"""
100,T100,,C.T. Pan,88,"72' 2""",64071,74,"4' 0""","137' 2"""
101,T102,,Ryan Armour,63,"72' 1""",42368,49,"4' 1""","136' 4"""
102,T102,,Seamus Power,86,"72' 1""",58843,68,"4' 1""","127' 1"""
103,T102,,Webb Simpson,102,"72' 1""",69236,80,"4' 1""","140' 6"""
104,T105,,Aaron Baddeley,61,"71' 11""",39716,46,"4' 1""","120' 9"""
105,T105,,Dominic Bozzelli,69,"71' 11""",47467,55,"4' 1""","125' 4"""
106,107,,Shawn Stefani,72,"71' 10""",51719,60,"4' 1""","164' 3"""
107,T108,,Ryan Brehm,83,"71' 9""",52501,61,"4' 0""","129' 2"""
108,T108,,Robert Garrigus,78,"71' 9""",51666,60,"4' 0""","132' 3"""
109,T108,,J.B. Holmes,83,"71' 9""",49054,57,"4' 0""","121' 3"""
110,T108,,Luke List,102,"71' 9""",74081,86,"4' 1""","151' 11"""
111,T108,,Kyle Stanley,104,"71' 9""",80954,94,"4' 0""","182' 11"""
112,T108,,Jimmy Walker,68,"71' 9""",41323,48,"4' 0""","127' 0"""
113,T114,,Dustin Johnson,77,"71' 8""",48993,57,"4' 0""","140' 10"""
114,T114,,Matt Jones,64,"71' 8""",43879,51,"4' 1""","124' 7"""
115,T114,,Smylie Kaufman,76,"71' 8""",54177,63,"4' 0""","155' 5"""
116,T114,,Jonathan Randolph,68,"71' 8""",40439,47,"4' 1""","129' 11"""
117,118,,Geoff Ogilvy,80,"71' 7""",57563,67,"4' 0""","123' 2"""
118,T119,,Grayson Murray,94,"71' 6""",72928,85,"4' 1""","132' 3"""
119,T119,,J.J. Spaun,92,"71' 6""",61750,72,"4' 0""","149' 3"""
120,121,,Matt Every,76,"71' 5""",52247,61,"4' 0""","124' 2"""
121,122,,Spencer Levin,89,"71' 4""",57349,67,"3' 12""","172' 5"""
122,123,,Keegan Bradley,104,"71' 3""",74403,87,"4' 0""","155' 2"""
123,T124,,Miguel Angel Carballo,63,"71' 2""",36714,43,"3' 12""","118' 10"""
124,T124,,Kyle Reifers,96,"71' 2""",63213,74,"4' 0""","144' 3"""
125,T126,,Andrew Loupe,55,"71' 0""",40024,47,"3' 12""","121' 5"""
126,T126,,Robert Streb,98,"71' 0""",71575,84,"3' 12""","174' 5"""
127,T126,,Tim Wilkinson,64,"71' 0""",39188,46,"3' 12""","136' 5"""
128,129,,David Hearn,93,"70' 11""",60413,71,"3' 12""","121' 3"""
129,130,,Kelly Kraft,75,"70' 10""",55239,65,"3' 12""","138' 8"""
130,131,,Tony Finau,106,"70' 9""",77271,91,"3' 12""","147' 7"""
131,T132,,Brett Drewitt,57,"70' 8""",36469,43,"3' 12""","132' 4"""
132,T132,,Kevin Streelman,90,"70' 8""",66155,78,"3' 12""","141' 0"""
133,T134,,Jim Herman,77,"70' 7""",55889,66,"3' 12""","166' 9"""
134,T134,,Brendan Steele,89,"70' 7""",56780,67,"3' 12""","144' 0"""
135,T134,,Gary Woodland,94,"70' 7""",54223,64,"3' 12""","125' 10"""
136,T137,,Russell Knox,75,"70' 6""",44013,52,"3' 12""","138' 0"""
137,T137,,Hunter Mahan,73,"70' 6""",49933,59,"3' 11""","126' 6"""
138,T137,,Chris Stroud,67,"70' 6""",40609,48,"3' 12""","119' 10"""
139,T137,,Brian Stuard,93,"70' 6""",56650,67,"3' 11""","155' 5"""
140,T137,,Hudson Swafford,94,"70' 6""",64292,76,"3' 11""","125' 7"""
141,T137,,Tyrone Van Aswegen,105,"70' 6""",67646,80,"3' 12""","131' 3"""
142,T143,,Mark Anderson,54,"70' 3""",35417,42,"3' 12""","111' 5"""
143,T143,,Brett Stegmaier,78,"70' 3""",48917,58,"3' 11""","132' 6"""
144,T145,,Alex Cejka,85,"70' 2""",52193,62,"3' 11""","143' 10"""
145,T145,,Jason Kokrak,95,"70' 2""",66521,79,"3' 11""","149' 3"""
146,T145,,William McGirt,89,"70' 2""",57289,68,"3' 11""","129' 1"""
147,T145,,Cameron Percy,71,"70' 2""",46305,55,"3' 11""","148' 10"""
148,T145,,Nick Taylor,97,"70' 2""",69873,83,"3' 11""","125' 10"""
149,T145,,Harold Varner III,101,"70' 2""",72383,86,"3' 11""","136' 3"""
150,T151,,Charley Hoffman,112,"70' 1""",74810,89,"3' 12""","136' 11"""
151,T151,,Charles Howell III,86,"70' 1""",57191,68,"3' 11""","124' 4"""
152,T151,,Bubba Watson,71,"70' 1""",42913,51,"3' 11""","115' 3"""
153,T154,,Ryan Moore,82,"69' 11""",54509,65,"3' 11""","133' 8"""
154,T154,,Richy Werenski,81,"69' 11""",51164,61,"3' 11""","142' 8"""
155,156,,Ryo Ishikawa,56,"69' 10""",36030,43,"3' 11""","148' 7"""
156,T157,,James Hahn,96,"69' 9""",67778,81,"3' 11""","120' 1"""
157,T157,,Daniel Summerhays,100,"69' 9""",65305,78,"3' 11""","124' 1"""
158,159,,Cameron Smith,86,"69' 8""",59374,71,"3' 11""","141' 3"""
159,160,,Mark Hubbard,81,"69' 6""",50895,61,"3' 11""","114' 9"""
160,T161,,Derek Fathauer,81,"69' 5""",53284,64,"3' 11""","140' 9"""
161,T161,,Si Woo Kim,80,"69' 5""",46641,56,"3' 11""","104' 1"""
162,T163,,Charl Schwartzel,63,"69' 4""",38293,46,"3' 11""","117' 0"""
163,T163,,Boo Weekley,75,"69' 4""",50722,61,"3' 11""","139' 5"""
164,T165,,Chad Campbell,97,"69' 2""",70551,85,"3' 11""","121' 4"""
165,T165,,Kevin Chappell,95,"69' 2""",56406,68,"3' 11""","142' 2"""
166,T165,,Hideki Matsuyama,83,"69' 2""",45653,55,"3' 11""","158' 11"""
167,T168,,Jamie Lovemark,98,"68' 11""",62876,76,"3' 11""","124' 2"""
168,T168,,Scott Piercy,70,"68' 11""",38884,47,"3' 11""","128' 9"""
169,T170,,Byeong Hun An,77,"68' 9""",45365,55,"3' 10""","143' 2"""
170,T170,,Anirban Lahiri,72,"68' 9""",48678,59,"3' 10""","165' 9"""
171,T170,,Francesco Molinari,75,"68' 9""",47031,57,"3' 11""","125' 8"""
172,173,,Ian Poulter,72,"68' 7""",45240,55,"3' 10""","132' 2"""
173,174,,Ollie Schniederjans,92,"68' 5""",66465,81,"3' 10""","126' 3"""
174,175,,Sergio Garcia,65,"68' 4""",34427,42,"3' 10""","145' 6"""
175,176,,Brad Fritsch,56,"68' 2""",34375,42,"3' 10""","147' 7"""
176,177,,Chad Collins,66,"68' 1""",44109,54,"3' 10""","147' 7"""
177,T178,,Bud Cauley,92,"67' 10""",65124,80,"3' 10""","133' 2"""
178,T178,,Ken Duke,77,"67' 10""",48846,60,"3' 10""","113' 3"""
179,180,,Bill Haas,92,"67' 9""",55303,68,"3' 10""","154' 7"""
180,181,,Jason Bohn,75,"67' 8""",50314,62,"3' 10""","120' 1"""
181,182,,J.T. Poston,95,"67' 4""",57350,71,"3' 9""","123' 1"""
182,183,,Roberto Castro,70,"67' 2""",41936,52,"3' 9""","115' 10"""
183,184,,Jhonattan Vegas,95,"67' 1""",55558,69,"3' 9""","142' 1"""
184,185,,Rod Pampling,71,"66' 9""",52884,66,"3' 9""","137' 11"""
185,186,,Branden Grace,70,"66' 0""",34045,43,"3' 8""","99' 3"""
186,187,,Steven Alker,69,"65' 6""",40064,51,"3' 8""","124' 10"""
187,188,,Retief Goosen,52,"65' 3""",32106,41,"3' 8""","108' 9"""
188,189,,J.J. Henry,92,"64' 8""",58169,75,"3' 7""","118' 5"""
189,190,,Ryan Palmer,61,"61' 8""",34803,47,"3' 6""","128' 10"""
