,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
56,57,,Rick Lamb,54,58.08,167,97
57,58,,Charley Hoffman,112,58.07,415,241
58,59,,Matt Jones,64,58.02,212,123
59,60,,Tyrone Van Aswegen,105,57.98,357,207
60,61,,Jason Day,71,57.92,240,139
61,62,,William McGirt,89,57.89,285,165
62,63,,Cody Gribble,79,57.78,270,156
63,64,,Smylie Kaufman,76,57.69,260,150
64,65,,David Hearn,93,57.67,300,173
65,66,,Phil Mickelson,85,57.65,281,162
66,67,,Andrew Loupe,55,57.53,219,126
67,68,,Whee Kim,74,57.46,228,131
68,69,,Cameron Tringale,89,57.41,263,151
69,70,,Wesley Bryan,95,57.4,331,190
70,71,,Shawn Stefani,72,57.37,251,144
71,72,,Matt Kuchar,95,57.36,326,187
72,73,,Chris Kirk,89,57.19,306,175
73,74,,Daniel Summerhays,100,57.14,322,184
74,75,,Michael Kim,94,57.11,380,217
75,76,,Geoff Ogilvy,80,57.09,247,141
76,77,,Jim Furyk,54,57.07,184,105
77,78,,Julián Etulain,68,56.96,237,135
78,79,,Carl Pettersson,63,56.88,218,124
79,80,,Marc Leishman,94,56.79,280,159
80,T81,,Mark Anderson,54,56.77,192,109
81,T81,,Ryan Moore,82,56.77,266,151
82,83,,Stewart Cink,93,56.74,282,160
83,84,,Kelly Kraft,75,56.73,312,177
84,85,,Billy Hurley III,80,56.69,284,161
85,86,,Ryan Armour,63,56.64,226,128
86,87,,Ricky Barnes,100,56.61,348,197
87,88,,Tag Ridings,67,56.54,191,108
88,89,,Jason Kokrak,95,56.52,322,182
89,90,,Miguel Angel Carballo,63,56.5,200,113
90,91,,Adam Hadwin,98,56.44,303,171
91,92,,Hunter Mahan,73,56.36,236,133
92,93,,Spencer Levin,89,56.34,268,151
93,94,,Ben Martin,86,56.21,306,172
94,95,,Dustin Johnson,77,56.15,244,137
95,96,,Ollie Schniederjans,92,56.13,351,197
96,97,,Fabián Gómez,61,56.11,221,124
97,T98,,Daniel Berger,91,56.07,280,157
98,T98,,Jon Rahm,90,56.07,280,157
99,100,,Billy Horschel,88,56.04,323,181
100,101,,Patton Kizzire,84,56.02,332,186
101,102,,Vaughn Taylor,90,55.99,334,187
102,103,,Lucas Glover,93,55.9,356,199
103,104,,Morgan Hoffmann,92,55.88,374,209
104,105,,Scott Stallings,81,55.86,290,162
105,106,,Trey Mullinax,88,55.81,301,168
106,107,,C.T. Pan,88,55.63,284,158
107,108,,Steven Alker,69,55.61,196,109
108,109,,Johnson Wagner,71,55.6,232,129
109,110,,Robert Streb,98,55.52,344,191
110,111,,Chad Collins,66,55.51,227,126
111,112,,Rory McIlroy,51,55.48,146,81
112,113,,Jordan Spieth,85,55.38,260,144
113,114,,Michael Thompson,60,55.33,150,83
114,115,,Graham DeLaet,82,55.29,293,162
115,116,,Si Woo Kim,80,55.22,268,148
116,T117,,Tony Finau,106,55.17,406,224
117,T117,,Jamie Lovemark,98,55.17,319,176
118,119,,Brendan Steele,89,55.14,292,161
119,120,,Kyle Stanley,104,55.08,394,217
120,121,,Hideki Matsuyama,83,55.07,227,125
121,122,,Adam Scott,58,55.06,178,98
122,123,,J.J. Spaun,92,55.04,278,153
123,124,,Martin Flores,88,55.02,269,148
124,125,,Hudson Swafford,94,54.95,313,172
125,126,,Tom Hoge,54,54.94,162,89
126,127,,James Hahn,96,54.81,343,188
127,128,,Russell Knox,75,54.78,230,126
128,129,,Jason Dufner,89,54.76,294,161
129,130,,Kyle Reifers,96,54.75,316,173
130,T131,,Grayson Murray,94,54.64,366,200
131,T131,,Pat Perez,93,54.64,302,165
132,133,,Justin Thomas,86,54.62,238,130
133,134,,Patrick Cantlay,52,54.59,185,101
134,135,,Cameron Percy,71,54.47,257,140
135,T136,,Troy Merritt,82,54.26,317,172
136,T136,,Charl Schwartzel,63,54.26,188,102
137,T138,,Zac Blair,105,54.21,356,193
138,T138,,Bill Haas,92,54.21,273,148
139,140,,Jim Herman,77,54.04,272,147
140,T141,,Roberto Castro,70,54.03,211,114
141,T141,,Andres Gonzales,73,54.03,211,114
142,143,,Byeong Hun An,77,54.01,237,128
143,144,,Anirban Lahiri,72,54.0,250,135
144,145,,Jhonattan Vegas,95,53.99,313,169
145,146,,Robert Garrigus,78,53.94,254,137
146,147,,Scott Piercy,70,53.85,195,105
147,148,,Steven Bowditch,59,53.81,223,120
148,149,,Kevin Chappell,95,53.8,303,163
149,150,,Nicholas Lindheim,58,53.68,190,102
150,151,,Tim Wilkinson,64,53.57,196,105
151,152,,Paul Casey,94,53.45,275,147
152,153,,Keegan Bradley,104,53.35,358,191
153,154,,Patrick Rodgers,76,53.31,272,145
154,155,,Brett Drewitt,57,53.3,197,105
155,156,,Sebastián Muñoz,51,53.29,167,89
156,157,,Dominic Bozzelli,69,53.28,244,130
157,158,,J.J. Henry,92,53.17,284,151
158,159,,Francesco Molinari,75,53.16,237,126
159,160,,Jimmy Walker,68,53.06,196,104
160,161,,J.B. Holmes,83,52.99,234,124
161,162,,Kevin Streelman,90,52.87,331,175
162,163,,Sergio Garcia,65,52.81,178,94
163,164,,Nick Watney,75,52.63,266,140
164,165,,Nick Taylor,97,52.6,346,182
165,166,,Luke List,102,52.47,364,191
166,167,,Retief Goosen,52,52.33,193,101
167,168,,Kevin Na,86,52.13,282,147
168,169,,Bud Cauley,92,51.98,379,197
169,170,,Chad Campbell,97,51.48,338,174
170,171,,Emiliano Grillo,90,51.46,274,141
171,172,,Aaron Baddeley,61,51.44,208,107
172,173,,Harold Varner III,101,51.38,362,186
173,174,,Mark Hubbard,81,51.28,234,120
174,175,,Alex Cejka,85,51.05,237,121
175,176,,Ken Duke,77,50.54,277,140
176,T177,,Ben Crane,86,50.53,283,143
177,T177,,Brad Fritsch,56,50.53,190,96
178,179,,Bryson DeChambeau,91,50.46,323,163
179,180,,Brett Stegmaier,78,50.42,240,121
180,181,,Gary Woodland,94,50.35,286,144
181,182,,Matt Every,76,50.19,259,130
182,183,,Boo Weekley,75,49.44,267,132
183,184,,Bubba Watson,71,49.26,203,100
184,185,,Rod Pampling,71,48.96,288,141
185,186,,Justin Rose,66,48.79,207,101
186,187,,D.A. Points,68,48.02,227,109
187,188,,Rory Sabbatini,71,47.03,219,103
188,189,,Ryan Palmer,61,46.99,183,86
189,190,,Brian Stuard,93,46.67,270,126
