,3-Putt_Avoidance__25_RANK THIS WEEK,3-Putt_Avoidance__25_RANK LAST WEEK,3-Putt_Avoidance__25_PLAYER NAME,3-Putt_Avoidance__25_ROUNDS,3-Putt_Avoidance__25_%,3-Putt_Avoidance__25_TOTAL 3 PUTTS,3-Putt_Avoidance__25_ATTEMPTS,3-Putt_Avoidance__25_2 PUTT OR BETTER %
172,173,,Dominic Bozzelli,69,12.92,27,209,87.0
173,174,,Cameron Percy,71,12.93,34,263,87.0
174,175,,Andres Gonzales,73,13.21,35,265,86.7
175,176,,Scott Piercy,70,13.51,25,185,86.4
176,177,,Jason Dufner,89,13.62,38,279,86.3
177,178,,Julián Etulain,68,13.64,27,198,86.3
178,179,,Brad Fritsch,56,13.79,24,174,86.2
179,180,,Harold Varner III,101,13.91,53,381,86.0
180,181,,Roberto Castro,70,13.97,32,229,86.0
181,T182,,Jon Rahm,90,14.08,39,277,85.9
182,T182,,Bubba Watson,71,14.08,30,213,85.9
183,184,,Kevin Chappell,95,14.14,42,297,85.8
184,185,,Russell Knox,75,14.16,31,219,85.8
185,186,,Ryan Palmer,61,14.21,27,190,85.7
186,187,,Nicholas Lindheim,58,14.29,27,189,85.7
187,188,,Rod Pampling,71,15.0,42,280,85.0
188,189,,Sergio Garcia,65,15.38,26,169,84.6
189,190,,Boo Weekley,75,16.17,43,266,83.8
