,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
68,T69,,Paul Casey,94,1.765,1912,1083,29.72,T5
69,T69,,Ernie Els,52,1.765,863,489,27.81,189
70,T69,,Francesco Molinari,75,1.765,1495,847,30.44,45
71,T72,,Patton Kizzire,84,1.766,1535,869,30.15,147
72,T72,,Scott Piercy,70,1.766,1381,782,32.14,57
73,T72,,Kevin Tway,96,1.766,1810,1025,30.4,T119
74,T75,,Smylie Kaufman,76,1.767,1474,834,30.85,T107
75,T75,,Brian Stuard,93,1.767,1719,973,28.7,143
76,T75,,Daniel Summerhays,100,1.767,1804,1021,29.2,T158
77,T78,,Jamie Lovemark,98,1.7690000000000001,1932,1092,30.58,T85
78,T78,,Rory Sabbatini,71,1.7690000000000001,1394,788,31.0,39
79,T80,,Morgan Hoffmann,92,1.77,1782,1007,29.47,144
80,T80,,Jimmy Walker,68,1.77,1198,677,30.62,138
81,T82,,Bud Cauley,92,1.771,1847,1043,29.13,T37
82,T82,,Michael Kim,94,1.771,1884,1064,30.36,T95
83,T82,,Rory McIlroy,51,1.771,967,546,32.11,T85
84,T82,,Justin Rose,66,1.771,1348,761,31.84,T24
85,T86,,Keegan Bradley,104,1.7719999999999998,2155,1216,30.53,18
86,T86,,Charles Howell III,86,1.7719999999999998,1753,989,28.57,49
87,T86,,Billy Hurley III,80,1.7719999999999998,1623,916,29.62,142
88,T86,,Sung Kang,104,1.7719999999999998,2149,1213,30.64,79
89,T86,,Matt Kuchar,95,1.7719999999999998,1869,1055,28.77,T64
90,T86,,Nicholas Lindheim,58,1.7719999999999998,1173,662,29.95,97
91,T86,,Sean O'Hair,84,1.7719999999999998,1731,977,30.08,74
92,T86,,Robert Streb,98,1.7719999999999998,1954,1103,28.82,110
93,T94,,Rick Lamb,54,1.774,1068,602,28.71,55
94,T94,,Troy Merritt,82,1.774,1529,862,29.04,T119
95,96,,Cameron Tringale,89,1.775,1708,962,29.27,128
96,T97,,Kyle Stanley,104,1.776,2250,1267,29.64,2
97,T97,,Hudson Swafford,94,1.776,1962,1105,29.35,23
98,T99,,Rafa Cabrera Bello,63,1.777,1121,631,29.37,165
99,T99,,K.J. Choi,72,1.777,1331,749,27.24,157
100,T99,,Ryo Ishikawa,56,1.777,1134,638,28.57,T149
101,T99,,Adam Scott,58,1.777,1198,674,30.86,56
102,T103,,Zac Blair,105,1.778,2050,1153,27.13,122
103,T103,,Ben Crane,86,1.778,1661,934,27.01,T95
104,T103,,Matt Jones,64,1.778,1131,636,29.29,156
105,T103,,Bryce Molder,74,1.778,1463,823,26.67,178
106,T103,,Ian Poulter,72,1.778,1403,789,28.43,127
107,T103,,Ollie Schniederjans,92,1.778,1838,1034,30.88,83
108,T109,,Chad Collins,66,1.7790000000000001,1210,680,28.02,182
109,T109,,Fabián Gómez,61,1.7790000000000001,1222,687,28.32,123
110,T109,,Mackenzie Hughes,106,1.7790000000000001,2156,1212,29.5,118
111,T109,,Shane Lowry,52,1.7790000000000001,973,547,31.32,T32
112,T109,,D.A. Points,68,1.7790000000000001,1455,818,27.34,58
113,T109,,Jonathan Randolph,68,1.7790000000000001,1185,666,28.81,163
114,T115,,Kevin Chappell,95,1.78,1792,1007,31.1,T113
115,T115,,Gonzalo Fernandez-Castaño,63,1.78,1116,627,28.53,170
116,T115,,Lucas Glover,93,1.78,1976,1110,29.49,3
117,T115,,Andres Gonzales,73,1.78,1497,841,29.27,29
118,T115,,Kevin Kisner,105,1.78,2001,1124,29.03,T68
119,T115,,Russell Knox,75,1.78,1451,815,29.98,66
120,T115,,Luke List,102,1.78,2170,1219,31.85,15
121,T122,,Steven Alker,69,1.781,1316,739,27.82,111
122,T122,,Graham DeLaet,82,1.781,1671,938,28.88,21
123,T122,,Kelly Kraft,75,1.781,1437,807,28.91,T152
124,T122,,Sebastián Muñoz,51,1.781,992,557,30.4,T152
125,T122,,Steve Wheatcroft,51,1.781,919,516,27.57,181
126,127,,Sergio Garcia,65,1.7819999999999998,1297,728,29.1,8
127,T128,,Dominic Bozzelli,69,1.7830000000000001,1293,725,29.56,175
128,T128,,Emiliano Grillo,90,1.7830000000000001,1829,1026,29.23,48
129,T130,,Ben Martin,86,1.784,1689,947,29.31,T64
130,T130,,J.J. Spaun,92,1.784,1854,1039,28.45,47
131,T132,,Bryson DeChambeau,91,1.785,1839,1030,29.09,92
132,T132,,Julián Etulain,68,1.785,1351,757,27.55,59
133,134,,Richy Werenski,81,1.786,1604,898,28.29,36
134,T135,,Brandon Hagy,85,1.787,1598,894,30.83,126
135,T135,,Johnson Wagner,71,1.787,1356,759,26.46,T52
136,T137,,Louis Oosthuizen,69,1.788,1216,680,27.84,112
137,T137,,Michael Thompson,60,1.788,1148,642,26.68,T140
138,139,,Harris English,84,1.7890000000000001,1478,826,29.3,139
139,T140,,Byeong Hun An,77,1.79,1455,813,28.94,125
140,T140,,Martin Flores,88,1.79,1844,1030,26.68,1
141,T140,,Bill Haas,92,1.79,1756,981,27.1,43
142,T140,,John Huh,92,1.79,1865,1042,27.02,91
143,T140,,Bubba Watson,71,1.79,1239,692,30.78,T158
144,T145,,Ken Duke,77,1.791,1458,814,26.63,T140
145,T145,,Kevin Streelman,90,1.791,1891,1056,28.3,T62
146,T147,,James Hahn,96,1.7919999999999998,2047,1142,27.78,78
147,T147,,Jim Herman,77,1.7919999999999998,1647,919,27.62,26
148,T147,,William McGirt,89,1.7919999999999998,1713,956,26.7,44
149,T147,,Scott Stallings,81,1.7919999999999998,1686,941,26.92,27
150,T151,,Shawn Stefani,72,1.7930000000000001,1481,826,26.61,35
151,T151,,Tyrone Van Aswegen,105,1.7930000000000001,2078,1159,27.57,70
152,T153,,Chad Campbell,97,1.794,2163,1206,26.06,16
153,T153,,David Hearn,93,1.794,1776,990,26.77,T119
154,155,,Si Woo Kim,80,1.795,1350,752,28.0,187
155,T156,,Mark Anderson,54,1.796,1103,614,26.87,100
156,T156,,Ryan Brehm,83,1.796,1593,887,29.11,34
157,T156,,Nick Taylor,97,1.796,2031,1131,27.86,75
158,159,,Brett Stegmaier,78,1.797,1641,913,27.11,60
159,T160,,Ryan Armour,63,1.7990000000000002,1337,743,25.81,T5
160,T160,,Brendan Steele,89,1.7990000000000002,1743,969,30.06,42
161,T160,,Harold Varner III,101,1.7990000000000002,2170,1206,28.7,30
162,T160,,Gary Woodland,94,1.7990000000000002,1909,1061,29.21,12
163,T164,,Brad Fritsch,56,1.8,1082,601,29.5,130
164,T164,,Retief Goosen,52,1.8,952,529,28.03,T136
165,T164,,Spencer Levin,89,1.8,1805,1003,25.85,102
166,T167,,Miguel Angel Carballo,63,1.8019999999999998,1200,666,27.97,115
167,T167,,Jim Furyk,54,1.8019999999999998,1002,556,24.73,93
168,T167,,Andrew Loupe,55,1.8019999999999998,1009,560,28.67,186
169,T167,,Hunter Mahan,73,1.8019999999999998,1487,825,27.46,124
170,T167,,Jhonattan Vegas,95,1.8019999999999998,1881,1044,29.63,T87
171,T172,,Brett Drewitt,57,1.8030000000000002,1114,618,27.27,117
172,T172,,Billy Horschel,88,1.8030000000000002,1859,1031,26.92,T24
173,T174,,Branden Grace,70,1.804,1268,703,26.35,T72
174,T174,,Geoff Ogilvy,80,1.804,1532,849,25.71,103
175,T176,,C.T. Pan,88,1.806,1844,1021,26.08,T32
176,T176,,Cameron Percy,71,1.806,1477,818,27.14,7
177,178,,Nick Watney,75,1.807,1491,825,26.46,T68
178,179,,Alex Cejka,85,1.808,1665,921,24.92,67
179,180,,Jason Kokrak,95,1.8090000000000002,1985,1097,30.08,51
180,181,,Mark Hubbard,81,1.811,1577,871,25.43,105
181,182,,Jason Bohn,75,1.814,1464,807,23.45,T152
182,T183,,Rod Pampling,71,1.817,1486,818,26.07,132
183,T183,,Kyle Reifers,96,1.817,1899,1045,24.18,84
184,185,,Roberto Castro,70,1.818,1380,759,25.33,T136
185,T186,,J.J. Henry,92,1.8219999999999998,1959,1075,23.93,11
186,T186,,Patrick Rodgers,76,1.8219999999999998,1598,877,26.91,90
187,188,,Boo Weekley,75,1.83,1651,902,26.5,20
188,T189,,Steven Bowditch,59,1.845,978,530,23.02,190
189,T189,,Ryan Palmer,61,1.845,1116,605,25.17,89
