,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
68,69,,C.T. Pan,88,87.85,1374,1207
69,70,,Matt Kuchar,95,87.84,1340,1177
70,71,,J.J. Henry,92,87.83,1413,1241
71,72,,Carl Pettersson,63,87.82,944,829
72,73,,Martin Flores,88,87.8,1221,1072
73,T74,,Ryan Brehm,83,87.77,1128,990
74,T74,,K.J. Choi,72,87.77,1006,883
75,76,,Charl Schwartzel,63,87.76,850,746
76,T77,,Bill Haas,92,87.73,1263,1108
77,T77,,Sean O'Hair,84,87.73,1239,1087
78,79,,James Hahn,96,87.72,1507,1322
79,80,,Wesley Bryan,95,87.71,1359,1192
80,T81,,Søren Kjeldsen,58,87.7,618,542
81,T81,,Tim Wilkinson,64,87.7,862,756
82,83,,Julián Etulain,68,87.67,941,825
83,84,,Johnson Wagner,71,87.66,1045,916
84,85,,Cameron Tringale,89,87.65,1206,1057
85,86,,Ryo Ishikawa,56,87.61,807,707
86,T87,,Daniel Berger,91,87.59,1225,1073
87,T87,,Jonas Blixt,74,87.59,1080,946
88,T89,,Dustin Johnson,77,87.57,1070,937
89,T89,,Sung Kang,104,87.57,1505,1318
90,91,,Lucas Glover,93,87.52,1562,1367
91,92,,Tyrone Van Aswegen,105,87.49,1503,1315
92,93,,Graeme McDowell,56,87.46,861,753
93,94,,Chris Stroud,67,87.44,900,787
94,95,,Brooks Koepka,88,87.38,1141,997
95,T96,,Fabián Gómez,61,87.37,950,830
96,T96,,Jordan Spieth,85,87.37,1172,1024
97,98,,Cody Gribble,79,87.35,1257,1098
98,99,,Ben Martin,86,87.34,1288,1125
99,100,,Tom Hoge,54,87.33,718,627
100,101,,Mark Hubbard,81,87.3,1134,990
101,102,,Ollie Schniederjans,92,87.29,1495,1305
102,103,,Justin Thomas,86,87.27,1108,967
103,104,,Jamie Lovemark,98,87.25,1412,1232
104,105,,Sam Saunders,76,87.23,1128,984
105,106,,Paul Casey,94,87.2,1234,1076
106,107,,Steven Alker,69,87.18,952,830
107,108,,Robert Streb,98,87.13,1569,1367
108,109,,Vaughn Taylor,90,87.12,1405,1224
109,110,,Jon Rahm,90,87.11,1171,1020
110,111,,Charley Hoffman,112,87.05,1653,1439
111,T112,,Mark Anderson,54,87.04,787,685
112,T112,,Jim Furyk,54,87.04,741,645
113,114,,Chad Campbell,97,86.96,1595,1387
114,115,,Roberto Castro,70,86.95,981,853
115,T116,,Kelly Kraft,75,86.92,1223,1063
116,T116,,Patrick Rodgers,76,86.92,1231,1070
117,118,,Kyle Reifers,96,86.91,1398,1215
118,119,,Sebastián Muñoz,51,86.89,702,610
119,120,,Kyle Stanley,104,86.88,1745,1516
120,121,,Trey Mullinax,88,86.86,1233,1071
121,122,,Keegan Bradley,104,86.81,1622,1408
122,123,,Jimmy Walker,68,86.8,894,776
123,124,,Smylie Kaufman,76,86.78,1180,1024
124,T125,,Tag Ridings,67,86.77,922,800
125,T125,,Camilo Villegas,76,86.77,1134,984
126,127,,Jason Day,71,86.75,981,851
127,T128,,Alex Cejka,85,86.71,1159,1005
128,T128,,Nick Watney,75,86.71,1181,1024
129,130,,Troy Merritt,82,86.7,1271,1102
130,131,,Grayson Murray,94,86.67,1575,1365
131,132,,Jason Dufner,89,86.66,1289,1117
132,133,,Rory McIlroy,51,86.65,644,558
133,134,,Nick Taylor,97,86.62,1555,1347
134,T135,,Branden Grace,70,86.6,821,711
135,T135,,Jonathan Randolph,68,86.6,888,769
136,137,,Chris Kirk,89,86.57,1303,1128
137,T138,,Dominic Bozzelli,69,86.54,1018,881
138,T138,,Tony Finau,106,86.54,1716,1485
139,140,,Pat Perez,93,86.53,1321,1143
140,T141,,Ryan Armour,63,86.52,920,796
141,T141,,Rick Lamb,54,86.52,712,616
142,T141,,Andrew Loupe,55,86.52,890,770
143,144,,Miguel Angel Carballo,63,86.51,823,712
144,145,,Kevin Chappell,95,86.46,1292,1117
145,146,,Hideki Matsuyama,83,86.45,1048,906
146,T147,,Retief Goosen,52,86.41,780,674
147,T147,,Patton Kizzire,84,86.41,1354,1170
148,T147,,Scott Stallings,81,86.41,1273,1100
149,T150,,J.B. Holmes,83,86.36,1063,918
150,T150,,Francesco Molinari,75,86.36,1056,912
151,152,,Ben Crane,86,86.3,1292,1115
152,153,,Morgan Hoffmann,92,86.29,1524,1315
153,154,,Bud Cauley,92,86.28,1516,1308
154,155,,Emiliano Grillo,90,86.27,1180,1018
155,156,,Kevin Streelman,90,86.26,1470,1268
156,T157,,Nicholas Lindheim,58,86.25,807,696
157,T157,,Scott Piercy,70,86.25,880,759
158,T157,,Brian Stuard,93,86.25,1251,1079
159,160,,Cameron Percy,71,86.23,1046,902
160,161,,Bubba Watson,71,86.04,960,826
161,T162,,Aaron Baddeley,61,86.03,866,745
162,T162,,Robert Garrigus,78,86.03,1131,973
163,164,,Brendan Steele,89,86.0,1264,1087
164,165,,Jhonattan Vegas,95,85.97,1319,1134
165,166,,Gary Woodland,94,85.94,1216,1045
166,167,,Russell Knox,75,85.93,981,843
167,T168,,Jason Kokrak,95,85.92,1506,1294
168,T168,,Harold Varner III,101,85.92,1612,1385
169,170,,Anirban Lahiri,72,85.79,1126,966
170,171,,Luke List,102,85.75,1628,1396
171,172,,Byeong Hun An,77,85.7,1049,899
172,173,,Sergio Garcia,65,85.68,789,676
173,T174,,D.A. Points,68,85.6,1090,933
174,T174,,Adam Scott,58,85.6,750,642
175,176,,Brad Fritsch,56,85.59,798,683
176,177,,Brett Stegmaier,78,85.53,1099,940
177,T178,,Brett Drewitt,57,85.44,824,704
178,T178,,Justin Rose,66,85.44,948,810
179,180,,Bryson DeChambeau,91,85.42,1337,1142
180,181,,Rory Sabbatini,71,85.39,999,853
181,182,,Zac Blair,105,85.37,1504,1284
182,183,,Ken Duke,77,85.33,1152,983
183,T184,,Si Woo Kim,80,85.27,1086,926
184,T184,,Ryan Palmer,61,85.27,910,776
185,186,,Kevin Na,86,85.19,1148,978
186,187,,Steven Bowditch,59,85.15,855,728
187,188,,Matt Every,76,85.1,1148,977
188,189,,Rod Pampling,71,85.07,1266,1077
189,190,,Boo Weekley,75,83.9,1180,990
