,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
55,T56,,Greg Chalmers,75,1.565,2000,1278
56,T56,,Dustin Johnson,77,1.565,1972,1260
57,58,,William McGirt,89,1.5659999999999998,2339,1494
58,59,,Keegan Bradley,104,1.567,2877,1836
59,T60,,Phil Mickelson,85,1.569,2260,1440
60,T60,,Justin Rose,66,1.569,1807,1152
61,62,,Brian Stuard,93,1.57,2458,1566
62,63,,Adam Scott,58,1.571,1640,1044
63,T64,,Brian Gay,82,1.5730000000000002,2209,1404
64,T64,,Camilo Villegas,76,1.5730000000000002,2038,1296
65,66,,Carl Pettersson,63,1.574,1672,1062
66,67,,Bubba Watson,71,1.575,1786,1134
67,68,,Sean O'Hair,84,1.5759999999999998,2383,1512
68,69,,Byeong Hun An,77,1.577,2044,1296
69,T70,,Gonzalo Fernandez-Castaño,63,1.578,1591,1008
70,T70,,Peter Malnati,91,1.578,2414,1530
71,72,,Gary Woodland,94,1.579,2530,1602
72,73,,Ian Poulter,72,1.58,1934,1224
73,74,,Seamus Power,86,1.581,2277,1440
74,75,,Chad Collins,66,1.5819999999999999,1765,1116
75,T76,,Aaron Baddeley,61,1.5830000000000002,1624,1026
76,T76,,Bryson DeChambeau,91,1.5830000000000002,2536,1602
77,T76,,Jason Dufner,89,1.5830000000000002,2337,1476
78,T79,,Russell Knox,75,1.584,1996,1260
79,T79,,Scott Piercy,70,1.584,1910,1206
80,T79,,Steve Wheatcroft,51,1.584,1340,846
81,T82,,Cody Gribble,79,1.585,2197,1386
82,T82,,Cameron Smith,86,1.585,2339,1476
83,84,,Luke Donald,50,1.587,1371,864
84,85,,Bud Cauley,92,1.588,2515,1584
85,T86,,Dominic Bozzelli,69,1.589,1859,1170
86,T86,,Emiliano Grillo,90,1.589,2489,1566
87,T86,,Anirban Lahiri,72,1.589,2059,1296
88,T89,,Ricky Barnes,100,1.59,2633,1656
89,T89,,Brian Campbell,55,1.59,1460,918
90,T89,,Sam Saunders,76,1.59,2004,1260
91,T92,,Roberto Castro,70,1.591,1947,1224
92,T92,,Derek Fathauer,81,1.591,2148,1350
93,94,,Bryce Molder,74,1.5919999999999999,2121,1332
94,T95,,Grayson Murray,94,1.5930000000000002,2581,1620
95,T95,,Tim Wilkinson,64,1.5930000000000002,1663,1044
96,T97,,Scott Brown,95,1.594,2611,1638
97,T97,,Matt Jones,64,1.594,1607,1008
98,99,,Tom Hoge,54,1.595,1321,828
99,T100,,Jason Kokrak,95,1.5959999999999999,2729,1710
100,T100,,Seung-Yul Noh,91,1.5959999999999999,2500,1566
101,102,,Billy Hurley III,80,1.598,2301,1440
102,T103,,Morgan Hoffmann,92,1.6,2535,1584
103,T103,,Danny Lee,93,1.6,2564,1602
104,105,,Ryan Blaum,100,1.601,2767,1728
105,106,,Sebastián Muñoz,51,1.6019999999999999,1413,882
106,107,,Ryo Ishikawa,56,1.6030000000000002,1616,1008
107,T108,,Zac Blair,105,1.604,2858,1782
108,T108,,Lucas Glover,93,1.604,2598,1620
109,T108,,Michael Thompson,60,1.604,1617,1008
110,T108,,Kevin Tway,96,1.604,2540,1584
111,112,,Cameron Tringale,89,1.6059999999999999,2399,1494
112,113,,Jhonattan Vegas,95,1.607,2603,1620
113,T114,,Matt Every,76,1.608,2026,1260
114,T114,,Ryan Palmer,61,1.608,1534,954
115,T116,,K.J. Choi,72,1.609,1912,1188
116,T116,,Michael Kim,94,1.609,2606,1620
117,T118,,John Huh,92,1.611,2552,1584
118,T118,,Søren Kjeldsen,58,1.611,1421,882
119,T118,,Vaughn Taylor,90,1.611,2436,1512
120,T121,,Ryan Moore,82,1.6130000000000002,2294,1422
121,T121,,Chris Stroud,67,1.6130000000000002,1713,1062
122,T123,,Andres Gonzales,73,1.614,2005,1242
123,T123,,C.T. Pan,88,1.614,2498,1548
124,T125,,Brandon Hagy,85,1.615,2238,1386
125,T125,,David Hearn,93,1.615,2471,1530
126,T125,,Mackenzie Hughes,106,1.615,3023,1872
127,T125,,Sung Kang,104,1.615,2966,1836
128,T129,,Blayne Barber,77,1.6159999999999999,2065,1278
129,T129,,Retief Goosen,52,1.6159999999999999,1338,828
130,T129,,Patton Kizzire,84,1.6159999999999999,2211,1368
131,132,,Charles Howell III,86,1.617,2387,1476
132,T133,,Ben Crane,86,1.618,2301,1422
133,T133,,Julián Etulain,68,1.618,1835,1134
134,T133,,Robert Streb,98,1.618,2738,1692
135,T136,,Steven Alker,69,1.619,1836,1134
136,T136,,Mark Anderson,54,1.619,1515,936
137,T136,,Ollie Schniederjans,92,1.619,2536,1566
138,T139,,Fabián Gómez,61,1.62,1720,1062
139,T139,,Billy Horschel,88,1.62,2508,1548
140,T141,,Chris Kirk,89,1.621,2422,1494
141,T141,,Tag Ridings,67,1.621,1722,1062
142,T143,,Steven Bowditch,59,1.6219999999999999,1606,990
143,T143,,Patrick Cantlay,52,1.6219999999999999,1401,864
144,145,,Smylie Kaufman,76,1.624,2076,1278
145,T146,,Nicholas Lindheim,58,1.625,1638,1008
146,T146,,Ben Martin,86,1.625,2311,1422
147,148,,Tony Finau,106,1.626,3043,1872
148,T149,,Geoff Ogilvy,80,1.6269999999999998,2109,1296
149,T149,,Shawn Stefani,72,1.6269999999999998,1991,1224
150,151,,Richy Werenski,81,1.6280000000000001,2169,1332
151,152,,Kelly Kraft,75,1.629,2082,1278
152,T153,,Rory Sabbatini,71,1.63,1907,1170
153,T153,,J.J. Spaun,92,1.63,2524,1548
154,T155,,Brett Drewitt,57,1.631,1556,954
155,T155,,James Hahn,96,1.631,2819,1728
156,T155,,Tyrone Van Aswegen,105,1.631,2848,1746
157,T158,,Ken Duke,77,1.632,2086,1278
158,T158,,Spencer Levin,89,1.632,2497,1530
159,T158,,Nick Taylor,97,1.632,2791,1710
160,161,,Jason Bohn,75,1.633,2087,1278
161,162,,Graham DeLaet,82,1.6340000000000001,2235,1368
162,T163,,Rick Lamb,54,1.636,1472,900
163,T163,,Nick Watney,75,1.636,2032,1242
164,T165,,Robert Garrigus,78,1.6369999999999998,2121,1296
165,T165,,Kevin Streelman,90,1.6369999999999998,2593,1584
166,167,,Hudson Swafford,94,1.6380000000000001,2654,1620
167,T168,,Chad Campbell,97,1.639,2862,1746
168,T168,,Alex Cejka,85,1.639,2272,1386
169,T168,,Mark Hubbard,81,1.639,2183,1332
170,171,,Luke List,102,1.64,2893,1764
171,T172,,Brad Fritsch,56,1.641,1536,936
172,T172,,Johnson Wagner,71,1.641,1861,1134
173,174,,D.A. Points,68,1.642,2010,1224
174,175,,Hunter Mahan,73,1.643,2100,1278
175,176,,Miguel Angel Carballo,63,1.6440000000000001,1687,1026
176,T177,,Andrew Loupe,55,1.646,1541,936
177,T177,,Kyle Stanley,104,1.646,2963,1800
178,179,,Scott Stallings,81,1.6469999999999998,2283,1386
179,180,,Harold Varner III,101,1.649,2939,1782
180,181,,Kyle Reifers,96,1.652,2616,1584
181,182,,Jim Herman,77,1.6540000000000001,2233,1350
182,183,,Cameron Percy,71,1.655,1936,1170
183,184,,Patrick Rodgers,76,1.6580000000000001,2209,1332
184,185,,Martin Flores,88,1.659,2419,1458
185,186,,Ryan Armour,63,1.66,1763,1062
186,T187,,Rod Pampling,71,1.665,2128,1278
187,T187,,Brett Stegmaier,78,1.665,2278,1368
188,189,,Boo Weekley,75,1.683,2211,1314
189,190,,J.J. Henry,92,1.69,2616,1548
