,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
42,T33,,Daniel Summerhays,100,18,550,3.3
43,T33,,Tyrone Van Aswegen,105,18,540,3.3
44,T45,,Paul Casey,94,17,473,3.6
45,T45,,Greg Chalmers,75,17,518,3.3
46,T45,,Ben Crane,86,17,466,3.6
47,T45,,Jason Day,71,17,419,4.1
48,T45,,Harris English,84,17,480,3.5
49,T45,,Martin Flores,88,17,423,4.0
50,T45,,Brian Gay,82,17,527,3.2
51,T45,,Adam Hadwin,98,17,587,2.9
52,T45,,Brian Harman,104,17,632,2.7
53,T45,,Mark Hubbard,81,17,401,4.2
54,T45,,Marc Leishman,94,17,491,3.5
55,T45,,Seung-Yul Noh,91,17,560,3.0
56,T45,,D.A. Points,68,17,379,4.5
57,T45,,Seamus Power,86,17,512,3.3
58,T45,,Justin Rose,66,17,342,5.0
59,T45,,Camilo Villegas,76,17,484,3.5
60,T61,,Scott Brown,95,16,567,2.8
61,T61,,Wesley Bryan,95,16,588,2.7
62,T61,,Graham DeLaet,82,16,457,3.5
63,T61,,Dustin Johnson,77,16,407,3.9
64,T61,,Chris Kirk,89,16,479,3.3
65,T61,,Jamie Lovemark,98,16,558,2.9
66,T61,,Ben Martin,86,16,473,3.4
67,T61,,Bryce Molder,74,16,469,3.4
68,T61,,Patrick Reed,107,16,620,2.6
69,T61,,Nick Watney,75,16,416,3.8
70,T71,,Bryson DeChambeau,91,15,495,3.0
71,T71,,Matt Every,76,15,443,3.4
72,T71,,Rickie Fowler,78,15,467,3.2
73,T71,,Andres Gonzales,73,15,406,3.7
74,T71,,Jason Kokrak,95,15,511,2.9
75,T71,,David Lingmerth,79,15,508,3.0
76,T71,,Grayson Murray,94,15,617,2.4
77,T71,,Kevin Na,86,15,456,3.3
78,T71,,Louis Oosthuizen,69,15,334,4.5
79,T71,,Sam Saunders,76,15,464,3.2
80,T71,,Shawn Stefani,72,15,405,3.7
81,T71,,Robert Streb,98,15,600,2.5
82,T71,,Michael Thompson,60,15,327,4.6
83,T71,,Steve Wheatcroft,51,15,312,4.8
84,T85,,Steven Bowditch,59,14,324,4.3
85,T85,,Robert Garrigus,78,14,405,3.5
86,T85,,Fabián Gómez,61,14,363,3.9
87,T85,,Emiliano Grillo,90,14,430,3.3
88,T85,,Charley Hoffman,112,14,626,2.2
89,T85,,Patton Kizzire,84,14,512,2.7
90,T85,,Francesco Molinari,75,14,400,3.5
91,T85,,J.J. Spaun,92,14,481,2.9
92,T85,,Hudson Swafford,94,14,492,2.8
93,T85,,Justin Thomas,86,14,485,2.9
94,T85,,Harold Varner III,101,14,569,2.5
95,T85,,Jhonattan Vegas,95,14,456,3.1
96,T85,,Gary Woodland,94,14,434,3.2
97,T98,,Ryan Armour,63,13,311,4.2
98,T98,,Patrick Cantlay,52,13,317,4.1
99,T98,,K.J. Choi,72,13,392,3.3
100,T98,,Jason Dufner,89,13,510,2.5
101,T98,,Bill Haas,92,13,461,2.8
102,T98,,J.B. Holmes,83,13,426,3.1
103,T98,,Smylie Kaufman,76,13,449,2.9
104,T98,,Russell Knox,75,13,350,3.7
105,T98,,Martin Laird,83,13,486,2.7
106,T98,,Troy Merritt,82,13,487,2.7
107,T98,,Phil Mickelson,85,13,516,2.5
108,T98,,Trey Mullinax,88,13,456,2.9
109,T98,,Ollie Schniederjans,92,13,560,2.3
110,T98,,Webb Simpson,102,13,588,2.2
111,T98,,Cameron Smith,86,13,544,2.4
112,T98,,Brendan Steele,89,13,460,2.8
113,T98,,Cameron Tringale,89,13,481,2.7
114,T98,,Boo Weekley,75,13,372,3.5
115,T116,,Ryan Blaum,100,12,597,2.0
116,T116,,Jason Bohn,75,12,410,2.9
117,T116,,J.J. Henry,92,12,441,2.7
118,T116,,Jim Herman,77,12,427,2.8
119,T116,,Zach Johnson,81,12,487,2.5
120,T116,,Michael Kim,94,12,610,2.0
121,T116,,Ryan Moore,82,12,457,2.6
122,T116,,Sebastián Muñoz,51,12,279,4.3
123,T116,,Ian Poulter,72,12,410,2.9
124,T116,,Tag Ridings,67,12,359,3.3
125,T116,,Rory Sabbatini,71,12,365,3.3
126,T116,,Nick Taylor,97,12,562,2.1
127,T116,,Johnson Wagner,71,12,379,3.2
128,T116,,Bubba Watson,71,12,355,3.4
129,T116,,Richy Werenski,81,12,421,2.9
130,T131,,Kevin Chappell,95,11,486,2.3
131,T131,,Derek Fathauer,81,11,451,2.4
132,T131,,Brad Fritsch,56,11,279,3.9
133,T131,,Brandon Hagy,85,11,494,2.2
134,T131,,Whee Kim,74,11,439,2.5
135,T131,,Nicholas Lindheim,58,11,323,3.4
136,T131,,Hunter Mahan,73,11,419,2.6
137,T131,,Graeme McDowell,56,11,373,2.9
138,T131,,Rory McIlroy,51,11,250,4.4
139,T131,,Carl Pettersson,63,11,378,2.9
140,T131,,Kevin Streelman,90,11,529,2.1
141,T131,,Chris Stroud,67,11,346,3.2
142,T131,,Tim Wilkinson,64,11,337,3.3
143,T144,,Dominic Bozzelli,69,10,411,2.4
144,T144,,Roberto Castro,70,10,370,2.7
145,T144,,Luke Donald,50,10,322,3.1
146,T144,,Brett Drewitt,57,10,308,3.2
147,T144,,Gonzalo Fernandez-Castaño,63,10,349,2.9
148,T144,,Tom Hoge,54,10,288,3.5
149,T144,,Matt Jones,64,10,374,2.7
150,T144,,Kelly Kraft,75,10,448,2.2
151,T144,,William McGirt,89,10,450,2.2
152,T144,,C.T. Pan,88,10,503,2.0
153,T144,,Scott Piercy,70,10,313,3.2
154,T144,,Brandt Snedeker,53,10,284,3.5
155,T144,,Scott Stallings,81,10,444,2.3
156,T144,,Brett Stegmaier,78,10,366,2.7
157,T144,,Jimmy Walker,68,10,352,2.8
158,T159,,Miguel Angel Carballo,63,9,287,3.1
159,T159,,Bud Cauley,92,9,538,1.7
160,T159,,Ken Duke,77,9,410,2.2
161,T159,,Julián Etulain,68,9,363,2.5
162,T159,,James Hahn,96,9,554,1.6
163,T159,,Si Woo Kim,80,9,403,2.2
164,T159,,Anirban Lahiri,72,9,442,2.0
165,T159,,Rick Lamb,54,9,261,3.4
166,T159,,Shane Lowry,52,9,237,3.8
167,T159,,Hideki Matsuyama,83,9,385,2.3
168,T159,,Adam Scott,58,9,283,3.2
169,T170,,Byeong Hun An,77,8,397,2.0
170,T170,,Aaron Baddeley,61,8,333,2.4
171,T170,,Rafa Cabrera Bello,63,8,318,2.5
172,T170,,Jim Furyk,54,8,272,2.9
173,T170,,Rod Pampling,71,8,425,1.9
174,T170,,J.T. Poston,95,8,516,1.6
175,T170,,Jonathan Randolph,68,8,335,2.4
176,T177,,Mark Anderson,54,7,302,2.3
177,T177,,Brian Campbell,55,7,305,2.3
178,T177,,Andrew Loupe,55,7,322,2.2
179,T177,,Charl Schwartzel,63,7,356,2.0
180,T181,,Steven Alker,69,6,357,1.7
181,T181,,Sergio Garcia,65,6,300,2.0
182,T181,,Retief Goosen,52,6,281,2.1
183,T181,,Branden Grace,70,6,300,2.0
184,T181,,Søren Kjeldsen,58,6,253,2.4
185,T186,,Ernie Els,52,5,263,1.9
186,T186,,Cameron Percy,71,5,360,1.4
187,T188,,Chad Collins,66,4,414,1.0
188,T188,,Ryo Ishikawa,56,4,317,1.3
189,T188,,Ryan Palmer,61,4,294,1.4
