,Average_Distance_of_Eagle_putts_made_RANK THIS WEEK,Average_Distance_of_Eagle_putts_made_RANK LAST WEEK,Average_Distance_of_Eagle_putts_made_PLAYER NAME,Average_Distance_of_Eagle_putts_made_ROUNDS,Average_Distance_of_Eagle_putts_made_AVG,Average_Distance_of_Eagle_putts_made_TOT DIST (FT),Average_Distance_of_Eagle_putts_made_TOT EAGLES PUTTS MADE.,Average_Distance_of_Eagle_putts_made_LONGEST MADE (FT),Average_Distance_of_Eagle_putts_made_SHORTEST MADE (FT)
98,T96,,David Lingmerth,79,"12' 3""",48.833,4,29.0,3
99,T100,,Miguel Angel Carballo,63,"12' 2""",72.917,6,22.0,4
100,T100,,Retief Goosen,52,"12' 2""",24.333000000000002,2,18.0,6
101,T100,,Brian Harman,104,"12' 2""",72.917,6,29.0,2
102,103,,Hunter Mahan,73,"12' 1""",60.333,5,20.0,7
103,T104,,Mackenzie Hughes,106,"12' 0""",24.0,2,16.0,8
104,T104,,Michael Kim,94,"12' 0""",35.917,3,17.0,7
105,T106,,Alex Cejka,85,"11' 11""",23.75,2,16.0,7
106,T106,,Branden Grace,70,"11' 11""",35.667,3,20.0,3
107,T106,,James Hahn,96,"11' 11""",71.25,6,19.0,5
108,T106,,Charley Hoffman,112,"11' 11""",95.0,8,27.0,3
109,110,,Jason Bohn,75,"11' 10""",23.583000000000002,2,16.0,7
110,111,,Roberto Castro,70,"11' 9""",23.416999999999998,2,17.0,7
111,T112,,Rickie Fowler,78,"11' 8""",23.333000000000002,2,14.0,10
112,T112,,Kelly Kraft,75,"11' 8""",35.083,3,25.0,3
113,114,,Andrew Loupe,55,"11' 7""",80.833,7,29.0,4
114,115,,Robert Garrigus,78,"11' 3""",45.0,4,24.0,3
115,116,,Lucas Glover,93,"11' 2""",55.667,5,21.0,4
116,117,,Matt Every,76,"11' 1""",22.083000000000002,2,12.0,10
117,T118,,Ryan Brehm,83,"10' 11""",43.5,4,19.0,5
118,T118,,Shawn Stefani,72,"10' 11""",65.25,6,15.0,4
119,T120,,Brendan Steele,89,"10' 10""",64.75,6,21.0,6
120,T120,,Brian Stuard,93,"10' 10""",10.833,1,11.0,11
121,122,,Kevin Streelman,90,"10' 9""",43.083,4,19.0,5
122,T123,,Derek Fathauer,81,"10' 7""",21.083000000000002,2,14.0,7
123,T123,,J.J. Henry,92,"10' 7""",52.75,5,18.0,4
124,125,,Morgan Hoffmann,92,"10' 6""",31.583000000000002,3,17.0,5
125,T126,,Zac Blair,105,"10' 3""",30.666999999999998,3,25.0,1
126,T126,,Sam Saunders,76,"10' 3""",10.25,1,10.0,10
127,T128,,Luke Donald,50,"10' 0""",30.083000000000002,3,17.0,4
128,T128,,Martin Flores,88,"10' 0""",70.083,7,19.0,4
129,T128,,Brian Gay,82,"10' 0""",50.0,5,25.0,2
130,T128,,Matt Jones,64,"10' 0""",20.0,2,11.0,9
131,T132,,Ollie Schniederjans,92,"9' 11""",49.5,5,15.0,4
132,T132,,Justin Thomas,86,"9' 11""",79.583,8,22.0,2
133,134,,Julián Etulain,68,"9' 8""",9.667,1,10.0,10
134,135,,Kevin Na,86,"9' 7""",28.666999999999998,3,11.0,8
135,T136,,Jason Day,71,"9' 0""",63.167,7,26.0,2
136,T136,,Ryan Moore,82,"9' 0""",35.917,4,14.0,6
137,138,,J.T. Poston,95,"8' 11""",17.75,2,14.0,4
138,T139,,Bryson DeChambeau,91,"8' 10""",26.5,3,13.0,5
139,T139,,Peter Malnati,91,"8' 10""",35.417,4,23.0,2
140,141,,Fabián Gómez,61,"8' 8""",17.25,2,14.0,4
141,142,,Adam Hadwin,98,"8' 5""",25.333000000000002,3,13.0,2
142,143,,Russell Knox,75,"8' 3""",8.25,1,8.0,8
143,144,,Graham DeLaet,82,"8' 2""",57.333,7,13.0,4
144,T145,,Shane Lowry,52,"8' 1""",16.167,2,10.0,6
145,T145,,Scott Piercy,70,"8' 1""",24.166999999999998,3,14.0,2
146,T147,,Mark Anderson,54,"7' 11""",31.75,4,14.0,4
147,T147,,K.J. Choi,72,"7' 11""",7.917000000000001,1,8.0,8
148,149,,Ryan Blaum,100,"7' 10""",7.832999999999999,1,8.0,8
149,T150,,Kevin Kisner,105,"7' 9""",23.166999999999998,3,15.0,3
150,T150,,Geoff Ogilvy,80,"7' 9""",15.417,2,14.0,2
151,152,,Patton Kizzire,84,"7' 8""",22.916999999999998,3,10.0,5
152,T153,,Nicholas Lindheim,58,"7' 6""",14.917,2,9.0,6
153,T153,,Cameron Smith,86,"7' 6""",60.083,8,10.0,3
154,T153,,Brandt Snedeker,53,"7' 6""",14.917,2,13.0,2
155,T153,,Bubba Watson,71,"7' 6""",52.583,7,12.0,"2"""
156,T157,,Ian Poulter,72,"7' 5""",22.333000000000002,3,9.0,6
157,T157,,Seamus Power,86,"7' 5""",29.75,4,13.0,3
158,159,,Jamie Lovemark,98,"7' 0""",62.917,9,18.0,"10"""
159,T160,,Rod Pampling,71,"6' 11""",13.833,2,13.0,"6"""
160,T160,,Rory Sabbatini,71,"6' 11""",34.667,5,16.0,4
161,162,,Hideki Matsuyama,83,"6' 10""",40.833,6,13.0,3
162,163,,Hudson Swafford,94,"6' 7""",13.083,2,9.0,5
163,164,,Nick Taylor,97,"6' 5""",32.0,5,16.0,3
164,165,,Gary Woodland,94,"6' 4""",19.083,3,14.0,"11"""
165,166,,Steve Wheatcroft,51,"6' 3""",12.5,2,7.0,6
166,T167,,Ken Duke,77,"6' 2""",12.333,2,10.0,3
167,T167,,Trey Mullinax,88,"6' 2""",30.75,5,10.0,3
168,169,,Harold Varner III,101,"6' 1""",24.25,4,9.0,4
169,T170,,Gonzalo Fernandez-Castaño,63,"6' 0""",12.0,2,8.0,5
170,T170,,Phil Mickelson,85,"6' 0""",24.0,4,8.0,3
171,172,,Daniel Summerhays,100,"5' 7""",16.75,3,6.0,4
172,173,,Sebastián Muñoz,51,"5' 1""",10.083,2,6.0,4
173,174,,Steven Alker,69,"3' 0""",3.0,1,3.0,3
174,175,,Brad Fritsch,56,"2' 7""",2.583,1,3.0,3
175,176,,Chris Kirk,89,"2' 1""",2.083,1,2.0,2
176,177,,Harris English,84,"1' 11""",3.833,2,2.0,2
177,178,,Robert Streb,98,"1' 6""",1.5,1,2.0,2
178,179,,Dominic Bozzelli,69,"1""",0.083,1,,"1"""
