,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
95,96,96,Shaun Micheel,77,87.2,1203,1049
96,97,97,Jim Renner,65,87.19,976,851
97,98,98,Tag Ridings,87,87.18,1365,1190
98,99,99,Jimmy Walker,79,87.15,1409,1228
99,100,100,Davis Love III,70,87.13,987,860
100,101,101,J.B. Holmes,57,87.07,882,768
101,102,102,Stuart Appleby,65,87.05,1135,988
102,T103,T103,Woody Austin,59,87.02,940,818
103,T103,T103,George McNeill,69,87.02,1086,945
104,105,105,Nick O'Hern,89,86.99,1399,1217
105,106,106,Chris DiMarco,93,86.93,1538,1337
106,107,107,Shane Bertsch,62,86.91,955,830
107,108,108,Bubba Watson,85,86.9,1107,962
108,109,109,James Driscoll,71,86.87,1135,986
109,110,110,Ricky Barnes,78,86.86,1210,1051
110,T111,T111,Troy Merritt,63,86.84,1079,937
111,T111,T111,Scott Stallings,84,86.84,1299,1128
112,T113,T113,Arjun Atwal,91,86.78,1535,1332
113,T113,T113,Rickie Fowler,84,86.78,1188,1031
114,T113,T113,John Merrick,71,86.78,1104,958
115,116,116,Keegan Bradley,91,86.77,1429,1240
116,T117,T117,Cameron Beckman,71,86.75,1177,1021
117,T117,T117,Chris Kirk,87,86.75,1441,1250
118,119,119,Joe Ogilvie,75,86.71,1121,972
119,120,120,Pat Perez,76,86.65,1288,1116
120,121,121,Chris Stroud,88,86.61,1456,1261
121,T122,T122,Derek Lamely,65,86.59,1081,936
122,T122,T122,Charl Schwartzel,58,86.59,753,652
123,T124,T124,Anthony Kim,72,86.56,1086,940
124,T124,T124,Rod Pampling,72,86.56,1109,960
125,126,126,Robert Karlsson,61,86.54,847,733
126,T127,T127,Lucas Glover,74,86.53,1099,951
127,T127,T127,Matt Jones,71,86.53,1195,1034
128,T129,T129,Robert Allenby,84,86.52,1306,1130
129,T129,T129,Bo Van Pelt,92,86.52,1343,1162
130,131,131,Jason Dufner,78,86.49,1221,1056
131,T132,T132,Jim Herman,69,86.48,1080,934
132,T132,T132,Kent Jones,76,86.48,1235,1068
133,T134,T134,Alex Prugh,82,86.47,1360,1176
134,T134,T134,Garrett Willis,71,86.47,1197,1035
135,T136,T136,Joseph Bramlett,73,86.44,1143,988
136,T136,T136,Jarrod Lyle,83,86.44,1357,1173
137,T136,T136,Martin Piller,63,86.44,959,829
138,139,139,Chad Campbell,99,86.41,1656,1431
139,140,140,Heath Slocum,89,86.39,1411,1219
140,T141,T141,Matt Bettencourt,84,86.37,1409,1217
141,T141,T141,Rory Sabbatini,85,86.37,1152,995
142,143,143,Sung Kang,63,86.32,943,814
143,144,144,Sean O'Hair,71,86.31,1125,971
144,145,145,Chris Riley,76,86.3,1277,1102
145,T146,T146,Brian Davis,105,86.28,1720,1484
146,T146,T146,Bill Lunde,92,86.28,1443,1245
147,148,148,Aron Price,58,86.24,923,796
148,149,149,J.P. Hayes,56,86.21,885,763
149,150,150,Brandt Jobe,100,86.2,1514,1305
150,151,151,Chez Reavie,92,86.17,1526,1315
151,152,152,Billy Mayfair,94,86.16,1597,1376
152,T153,T153,John Rollins,85,86.11,1339,1153
153,T153,T153,Adam Scott,60,86.11,857,738
154,155,155,Charley Hoffman,93,86.04,1397,1202
155,156,156,Camilo Villegas,69,85.9,1064,914
156,T157,T157,D.J. Brigman,67,85.82,1037,890
157,T157,T157,Jhonattan Vegas,84,85.82,1326,1138
158,159,159,Ryuji Imada,83,85.74,1445,1239
159,T160,T160,Sergio Garcia,61,85.71,840,720
160,T160,T160,Vijay Singh,79,85.71,1365,1170
161,162,162,Fabián Gómez,84,85.66,1269,1087
162,163,163,Bio Kim,71,85.65,1087,931
163,164,164,Scott Gutschewski,67,85.59,1055,903
164,165,165,Kris Blanks,92,85.53,1569,1342
165,166,166,D.J. Trahan,91,85.46,1609,1375
166,167,167,Kyle Stanley,98,85.27,1514,1291
167,168,168,Kevin Stadler,88,85.21,1393,1187
168,169,169,Bobby Gates,82,85.12,1277,1087
169,170,170,Tom Gillis,55,85.08,952,810
170,171,171,Graeme McDowell,50,85.04,695,591
171,T172,T172,Kevin Chappell,78,85.03,1176,1000
172,T172,T172,Rocco Mediate,53,85.03,922,784
173,174,174,Steve Marino,76,85.02,1155,982
174,175,175,Rich Beem,53,84.97,885,752
175,176,176,Robert Garrigus,83,84.91,1312,1114
176,177,177,David Duval,67,84.87,1117,948
177,178,178,Justin Hicks,60,84.85,858,728
178,179,179,Paul Goydos,81,84.73,1428,1210
179,180,180,Alex Cejka,59,84.71,896,759
180,181,181,Joe Durant,71,84.67,1233,1044
181,182,182,Ernie Els,71,84.64,1133,959
182,183,183,Dustin Johnson,72,84.24,1028,866
183,184,184,Zack Miller,86,84.17,1453,1223
184,T185,T185,Harrison Frazar,58,84.1,805,677
185,T185,T185,Boo Weekley,66,84.1,1113,936
