,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
32,33,33,Bobby Gates,82,1.494,2205,1476
33,34,34,Colt Knost,80,1.4969999999999999,2155,1440
34,35,35,Will Strickler,51,1.4980000000000002,1375,918
35,T36,T36,Brian Gay,90,1.501,2432,1620
36,T36,T36,Kevin Stadler,88,1.501,2377,1584
37,38,38,Kyle Stanley,98,1.5030000000000001,2651,1764
38,T39,T39,Greg Chalmers,88,1.508,2388,1584
39,T39,T39,Tag Ridings,87,1.508,2361,1566
40,41,41,Billy Horschel,75,1.5130000000000001,2042,1350
41,T42,T42,Steve Flesch,88,1.514,2398,1584
42,T42,T42,Jerry Kelly,85,1.514,2317,1530
43,44,44,Stewart Cink,72,1.517,1912,1260
44,45,45,Nathan Green,81,1.518,2213,1458
45,T46,T46,Sung Kang,63,1.5190000000000001,1722,1134
46,T46,T46,Tim Petrovic,88,1.5190000000000001,2406,1584
47,48,48,Martin Piller,63,1.524,1728,1134
48,T49,T49,Stephen Ames,69,1.526,1895,1242
49,T49,T49,David Toms,78,1.526,2143,1404
50,51,51,Steven Bowditch,86,1.528,2365,1548
51,52,52,Michael Putnam,67,1.5290000000000001,1844,1206
52,53,53,Cameron Beckman,71,1.53,1955,1278
53,54,54,Scott Stallings,84,1.5319999999999998,2317,1512
54,55,55,Scott Piercy,78,1.5330000000000001,2152,1404
55,56,56,Tim Herron,85,1.535,2348,1530
56,T57,T57,Aaron Baddeley,77,1.536,2129,1386
57,T57,T57,Jason Bohn,74,1.536,2046,1332
58,T59,T59,Bryce Molder,82,1.538,2270,1476
59,T59,T59,Andres Romero,77,1.538,2131,1386
60,T61,T61,Blake Adams,116,1.54,3216,2088
61,T61,T61,Brendon de Jonge,105,1.54,2910,1890
62,T61,T61,Kent Jones,76,1.54,2107,1368
63,T64,T64,Ben Martin,74,1.5419999999999998,2054,1332
64,T64,T64,Kevin Na,84,1.5419999999999998,2331,1512
65,T64,T64,Chris Riley,76,1.5419999999999998,2110,1368
66,67,67,Shaun Micheel,77,1.5430000000000001,2138,1386
67,68,68,Josh Teater,104,1.544,2891,1872
68,69,69,Chris DiMarco,93,1.547,2590,1674
69,70,70,Hunter Haas,96,1.548,2675,1728
70,71,71,Rory Sabbatini,85,1.551,2373,1530
71,T72,T72,Jarrod Lyle,83,1.5519999999999998,2319,1494
72,T72,T72,Nick O'Hern,89,1.5519999999999998,2487,1602
73,74,74,Steve Stricker,70,1.5530000000000002,1929,1242
74,75,75,Keegan Bradley,91,1.554,2546,1638
75,T76,T76,Luke Donald,73,1.557,1878,1206
76,T76,T76,Troy Matteson,91,1.557,2550,1638
77,T78,T78,J.P. Hayes,56,1.56,1572,1008
78,T78,T78,Zack Miller,86,1.56,2415,1548
79,80,80,Johnson Wagner,81,1.561,2276,1458
80,81,81,Michael Bradley,74,1.5619999999999998,2080,1332
81,T82,T82,Carl Pettersson,95,1.564,2674,1710
82,T82,T82,Chris Stroud,88,1.564,2477,1584
83,84,84,Charles Howell III,108,1.568,3048,1944
84,85,85,Tommy Gainey,104,1.57,2939,1872
85,T86,T86,Spencer Levin,113,1.5719999999999998,3198,2034
86,T86,T86,Billy Mayfair,94,1.5719999999999998,2659,1692
87,88,88,Brandt Jobe,100,1.574,2834,1800
88,89,89,Rickie Fowler,84,1.575,2296,1458
89,90,90,Jason Day,76,1.5759999999999998,2071,1314
90,91,91,Garrett Willis,71,1.577,2015,1278
91,T92,T92,William McGirt,103,1.578,2926,1854
92,T92,T92,Cameron Tringale,110,1.578,3124,1980
93,T92,T92,Charlie Wi,83,1.578,2358,1494
94,95,95,Nick Watney,80,1.58,2190,1386
95,96,96,Ryan Moore,79,1.581,2135,1350
96,T97,T97,Bill Lunde,92,1.5819999999999999,2620,1656
97,T97,T97,Geoff Ogilvy,69,1.5819999999999999,1879,1188
98,99,99,Brandt Snedeker,85,1.584,2423,1530
99,T100,T100,Chris Couch,73,1.585,2083,1314
100,T100,T100,Matt Kuchar,94,1.585,2510,1584
101,T100,T100,Jhonattan Vegas,84,1.585,2396,1512
102,103,103,Jimmy Walker,79,1.587,2257,1422
103,T104,T104,Anthony Kim,72,1.588,2030,1278
104,T104,T104,Alex Prugh,82,1.588,2344,1476
105,T104,T104,Marc Turnesa,54,1.588,1544,972
106,107,107,Derek Lamely,65,1.591,1861,1170
107,108,108,Dean Wilson,62,1.5919999999999999,1777,1116
108,T109,T109,Ryan Palmer,82,1.594,2296,1440
109,T109,T109,Y.E. Yang,63,1.594,1693,1062
110,111,111,Zach Johnson,79,1.595,2239,1404
111,112,112,Brendan Steele,89,1.5959999999999999,2557,1602
112,T113,T113,Matt Jones,71,1.598,2042,1278
113,T113,T113,Webb Simpson,98,1.598,2819,1764
114,115,115,J.J. Henry,96,1.599,2763,1728
115,116,116,Arjun Atwal,91,1.6,2620,1638
116,117,117,Troy Merritt,63,1.601,1815,1134
117,118,118,Pat Perez,76,1.6019999999999999,2192,1368
118,119,119,Vaughn Taylor,89,1.6030000000000002,2568,1602
119,T120,T120,Jonathan Byrd,83,1.6059999999999999,2370,1476
120,T120,T120,Robert Karlsson,61,1.6059999999999999,1706,1062
121,T120,T120,Martin Laird,77,1.6059999999999999,2197,1368
122,T120,T120,Daniel Summerhays,75,1.6059999999999999,2168,1350
123,124,124,Boo Weekley,66,1.609,1912,1188
124,125,125,Padraig Harrington,60,1.61,1710,1062
125,T126,T126,Stuart Appleby,65,1.6119999999999999,1886,1170
126,T126,T126,Matt Bettencourt,84,1.6119999999999999,2437,1512
127,T126,T126,Ryuji Imada,83,1.6119999999999999,2408,1494
128,T129,T129,Kris Blanks,92,1.614,2673,1656
129,T129,T129,Chris Kirk,87,1.614,2527,1566
130,T129,T129,D.A. Points,89,1.614,2585,1602
131,T129,T129,Ian Poulter,52,1.614,1482,918
132,T129,T129,Camilo Villegas,69,1.614,1975,1224
133,T134,T134,Retief Goosen,50,1.615,1424,882
134,T134,T134,Phil Mickelson,79,1.615,2239,1386
135,T134,T134,Roland Thatcher,67,1.615,1948,1206
136,T137,T137,Ben Crane,76,1.6159999999999999,2123,1314
137,T137,T137,John Rollins,85,1.6159999999999999,2473,1530
138,T137,T137,Mark Wilson,89,1.6159999999999999,2531,1566
139,140,140,Brian Davis,105,1.617,3056,1890
140,141,141,Sergio Garcia,61,1.618,1777,1098
141,142,142,Marc Leishman,87,1.619,2535,1566
142,T143,T143,K.J. Choi,77,1.621,2188,1350
143,T143,T143,Steve Marino,76,1.621,2217,1368
144,T145,T145,Michael Connell,76,1.6230000000000002,2220,1368
145,T145,T145,Hunter Mahan,92,1.6230000000000002,2600,1602
146,147,147,Justin Leonard,82,1.624,2397,1476
147,T148,T148,Alex Cejka,59,1.625,1726,1062
148,T148,T148,Lucas Glover,74,1.625,2165,1332
149,T148,T148,Charl Schwartzel,58,1.625,1638,1008
150,T148,T148,Kevin Streelman,90,1.625,2632,1620
151,152,152,J.B. Holmes,57,1.6280000000000001,1553,954
152,153,153,Jeff Overton,92,1.629,2669,1638
153,154,154,Graeme McDowell,50,1.632,1381,846
154,T155,T155,Robert Garrigus,83,1.633,2440,1494
155,T155,T155,Adam Scott,60,1.633,1734,1062
156,157,157,Charley Hoffman,93,1.6340000000000001,2706,1656
157,T158,T158,Ben Curtis,66,1.635,1942,1188
158,T158,T158,Jason Dufner,78,1.635,2296,1404
159,T158,T158,Harrison Frazar,58,1.635,1707,1044
160,T161,T161,Jim Furyk,87,1.636,2533,1548
161,T161,T161,Paul Goydos,81,1.636,2385,1458
162,163,163,David Duval,67,1.6369999999999998,1974,1206
163,164,164,Steve Elkington,50,1.639,1475,900
164,165,165,Chad Campbell,99,1.64,2922,1782
165,T166,T166,Ricky Barnes,78,1.641,2304,1404
166,T166,T166,Bill Haas,93,1.641,2717,1656
167,T166,T166,Sean O'Hair,71,1.641,2068,1260
168,T166,T166,Vijay Singh,79,1.641,2333,1422
169,170,170,Dustin Johnson,72,1.642,2099,1278
170,T171,T171,Chez Reavie,92,1.643,2721,1656
171,T171,T171,Bo Van Pelt,92,1.643,2661,1620
172,173,173,Trevor Immelman,84,1.645,2487,1512
173,174,174,Justin Rose,79,1.646,2282,1386
174,T175,T175,Rocco Mediate,53,1.649,1573,954
175,T175,T175,Gary Woodland,93,1.649,2761,1674
176,177,177,Robert Allenby,84,1.651,2467,1494
177,178,178,Joe Durant,71,1.653,2112,1278
178,179,179,Rich Beem,53,1.656,1580,954
179,180,180,John Senden,94,1.6580000000000001,2805,1692
180,181,181,Bubba Watson,85,1.659,2359,1422
181,182,182,Tom Gillis,55,1.6640000000000001,1647,990
182,183,183,Davis Love III,70,1.669,2103,1260
183,184,184,D.J. Trahan,91,1.673,2741,1638
184,185,185,Heath Slocum,89,1.676,2654,1584
185,186,186,Ernie Els,71,1.6880000000000002,2097,1242
