,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
31,T31,T31,Kevin Na,84,"10' 6""",2567.333,245,52,"2"""
32,T31,T31,Chez Reavie,92,"10' 6""",3139.333,300,43,"2"""
33,T34,T34,Ben Curtis,66,"10' 5""",2001.75,192,45,"6"""
34,T34,T34,Kevin Kisner,70,"10' 5""",1744.0829999999999,167,63,"1"""
35,T34,T34,Ben Martin,74,"10' 5""",2207.75,212,50,"4"""
36,T34,T34,Billy Mayfair,94,"10' 5""",2982.083,286,67,"3"""
37,T34,T34,Tim Petrovic,88,"10' 5""",2546.25,244,47,"2"""
38,T34,T34,Cameron Tringale,110,"10' 5""",3398.167,325,59,"2"""
39,T40,T40,Kris Blanks,92,"10' 4""",2811.917,272,46,"3"""
40,T40,T40,Michael Bradley,74,"10' 4""",1914.75,185,46,"5"""
41,T40,T40,Steve Elkington,50,"10' 4""",1308.5,127,62,"4"""
42,T40,T40,Steve Flesch,88,"10' 4""",2652.417,257,62,"4"""
43,T40,T40,Hunter Mahan,92,"10' 4""",3166.083,307,60,"1"""
44,T40,T40,Rocco Mediate,53,"10' 4""",1463.9170000000001,142,53,"3"""
45,T40,T40,Roland Thatcher,67,"10' 4""",1998.4170000000001,194,47,"5"""
46,T40,T40,Michael Thompson,79,"10' 4""",2327.75,225,59,"4"""
47,T48,T48,David Hearn,88,"10' 3""",2610.5,254,43,"1"""
48,T48,T48,Tim Herron,85,"10' 3""",2586.333,252,64,"3"""
49,T48,T48,David Mathis,83,"10' 3""",2358.167,230,41,"3"""
50,T48,T48,John Merrick,71,"10' 3""",2138.083,208,49,"1"""
51,T48,T48,Chris Riley,76,"10' 3""",2016.0,196,48,"4"""
52,T48,T48,Brandt Snedeker,85,"10' 3""",2665.0,261,59,"3"""
53,T48,T48,Kevin Stadler,88,"10' 3""",2581.917,251,55,"2"""
54,T48,T48,Camilo Villegas,69,"10' 3""",2003.8329999999999,196,45,"8"""
55,T56,T56,Briny Baird,60,"10' 2""",1654.5829999999999,163,35,"3"""
56,T56,T56,Stewart Cink,72,"10' 2""",1784.1670000000001,176,50,"3"""
57,T56,T56,Padraig Harrington,60,"10' 2""",1549.1670000000001,153,47,"7"""
58,T56,T56,J.J. Henry,96,"10' 2""",2541.0,250,53,"2"""
59,T56,T56,Lee Janzen,62,"10' 2""",1763.0,173,60,"4"""
60,T56,T56,Kent Jones,76,"10' 2""",2086.25,206,39,"3"""
61,T56,T56,John Senden,94,"10' 2""",2988.917,293,53,"3"""
62,T56,T56,Will Strickler,51,"10' 2""",1345.6670000000001,132,68,"5"""
63,T64,T64,Matt Bettencourt,84,"10' 1""",2422.667,241,50,"3"""
64,T64,T64,D.J. Brigman,67,"10' 1""",1570.4170000000001,156,46,"5"""
65,T64,T64,Jason Day,76,"10' 1""",2312.667,229,44,"1"""
66,T64,T64,Ernie Els,71,"10' 1""",1992.6670000000001,198,58,"1"""
67,T64,T64,Jim Renner,65,"10' 1""",1793.0,178,58,"1"""
68,T64,T64,Charlie Wi,83,"10' 1""",2677.417,265,44,"1"""
69,T70,T70,J.P. Hayes,56,"10' 0""",1441.5,144,47,"6"""
70,T70,T70,Ryuji Imada,83,"10' 0""",2449.083,245,58,"3"""
71,T70,T70,Robert Karlsson,61,"10' 0""",1531.0,153,58,"7"""
72,T70,T70,Vijay Singh,79,"10' 0""",2659.083,266,62,"1"""
73,T70,T70,Paul Stankowski,78,"10' 0""",2184.417,219,47,"1"""
74,T70,T70,Mark Wilson,89,"10' 0""",2340.583,234,45,"2"""
75,T76,T76,Cameron Beckman,71,"9' 11""",2114.917,213,44,"3"""
76,T76,T76,Shane Bertsch,62,"9' 11""",1777.0,179,36,"7"""
77,T76,T76,Jason Bohn,74,"9' 11""",2299.5,232,63,"4"""
78,T76,T76,Ben Crane,76,"9' 11""",2018.4170000000001,204,60,"3"""
79,T76,T76,Rickie Fowler,84,"9' 11""",2536.0,256,43,"5"""
80,T76,T76,Brandt Jobe,100,"9' 11""",2865.917,290,66,"3"""
81,T76,T76,Justin Leonard,82,"9' 11""",2004.9170000000001,203,36,"2"""
82,T76,T76,Bill Lunde,92,"9' 11""",2733.0,276,52,"1"""
83,T76,T76,D.A. Points,89,"9' 11""",2525.25,254,68,"2"""
84,T76,T76,Chris Stroud,88,"9' 11""",2535.417,256,61,"2"""
85,T76,T76,Y.E. Yang,63,"9' 11""",1407.0829999999999,142,46,"3"""
86,T87,T87,Blake Adams,116,"9' 10""",3614.333,369,43,"3"""
87,T87,T87,Rich Beem,53,"9' 10""",1167.167,119,36,"4"""
88,T87,T87,Brendon de Jonge,105,"9' 10""",3263.333,333,71,"3"""
89,T87,T87,Retief Goosen,50,"9' 10""",1393.25,142,55,"3"""
90,T87,T87,Freddie Jacobson,92,"9' 10""",2377.917,242,45,"5"""
91,T87,T87,Carl Pettersson,95,"9' 10""",3256.833,331,50,"1"""
92,T87,T87,Kevin Streelman,90,"9' 10""",2453.417,249,38,"2"""
93,T87,T87,Vaughn Taylor,89,"9' 10""",2660.333,270,47,"9"""
94,T95,T95,Bobby Gates,82,"9' 9""",1945.9170000000001,199,51,"5"""
95,T95,T95,Paul Goydos,81,"9' 9""",2236.083,229,42,"4"""
96,T95,T95,Nathan Green,81,"9' 9""",2033.3329999999999,209,38,"3"""
97,T95,T95,Charles Howell III,108,"9' 9""",2969.25,304,88,"3"""
98,T95,T95,Bio Kim,71,"9' 9""",1705.5829999999999,175,57,"3"""
99,T95,T95,Jeff Overton,92,"9' 9""",2475.667,254,61,"4"""
100,T95,T95,Tag Ridings,87,"9' 9""",2364.083,243,77,"3"""
101,T95,T95,Garrett Willis,71,"9' 9""",2079.5,213,52,"2"""
102,T103,T103,Robert Allenby,84,"9' 8""",2336.5,242,48,"4"""
103,T103,T103,Alex Cejka,59,"9' 8""",1372.4170000000001,142,96,"4"""
104,T103,T103,K.J. Choi,77,"9' 8""",1820.25,189,46,"1"""
105,T103,T103,Spencer Levin,113,"9' 8""",2968.5,308,68,"4"""
106,T103,T103,Sean O'Hair,71,"9' 8""",1715.0,177,40,"4"""
107,T108,T108,Chris Couch,73,"9' 7""",2345.417,245,44,"3"""
108,T108,T108,Chris DiMarco,93,"9' 7""",2538.667,264,57,"3"""
109,T108,T108,Billy Horschel,75,"9' 7""",2026.5829999999999,211,57,"2"""
110,T108,T108,Chris Kirk,87,"9' 7""",2689.0,281,46,"3"""
111,T108,T108,Marc Leishman,87,"9' 7""",2518.25,262,61,"1"""
112,T108,T108,Troy Merritt,63,"9' 7""",1516.6670000000001,158,40,"3"""
113,T108,T108,Bryce Molder,82,"9' 7""",2489.917,259,42,"2"""
114,T108,T108,Geoff Ogilvy,69,"9' 7""",1947.0829999999999,203,70,"6"""
115,T116,T116,Joe Durant,71,"9' 6""",1861.0,196,49,"3"""
116,T116,T116,Ryan Moore,79,"9' 6""",2068.167,217,34,"2"""
117,T116,T116,Daniel Summerhays,75,"9' 6""",1586.25,167,38,"4"""
118,T116,T116,Josh Teater,104,"9' 6""",2989.917,315,73,"3"""
119,T120,T120,James Driscoll,71,"9' 5""",1899.0,201,70,"4"""
120,T120,T120,Harrison Frazar,58,"9' 5""",1308.167,139,43,"2"""
121,T120,T120,Zack Miller,86,"9' 5""",2125.333,225,66,"1"""
122,T120,T120,Steve Stricker,70,"9' 5""",2080.167,220,75,"4"""
123,T120,T120,Jhonattan Vegas,84,"9' 5""",2316.417,246,41,"1"""
124,T125,T125,Tommy Gainey,104,"9' 4""",3129.25,335,43,"1"""
125,T125,T125,Bill Haas,93,"9' 4""",2479.25,265,54,"3"""
126,T125,T125,Jim Herman,69,"9' 4""",1691.75,182,47,"3"""
127,T125,T125,Jarrod Lyle,83,"9' 4""",1982.25,213,48,"1"""
128,T125,T125,Heath Slocum,89,"9' 4""",2287.167,246,43,"1"""
129,T130,T130,Arjun Atwal,91,"9' 3""",2602.417,281,76,"2"""
130,T130,T130,Woody Austin,59,"9' 3""",1625.5,175,48,"5"""
131,T130,T130,Joseph Bramlett,73,"9' 3""",1736.3329999999999,187,50,"3"""
132,T130,T130,Michael Connell,76,"9' 3""",1956.6670000000001,211,48,"6"""
133,T130,T130,Brian Davis,105,"9' 3""",3111.667,336,42,"2"""
134,T130,T130,Jim Furyk,87,"9' 3""",2136.0,230,43,"4"""
135,T130,T130,Tom Gillis,55,"9' 3""",1398.9170000000001,151,39,"10"""
136,T130,T130,Joe Ogilvie,75,"9' 3""",1910.3329999999999,206,48,"1"""
137,T138,T138,Chad Campbell,99,"9' 2""",2684.667,294,48,"3"""
138,T138,T138,Sergio Garcia,61,"9' 2""",1356.8329999999999,148,41,"1"""
139,T138,T138,Jerry Kelly,85,"9' 2""",1983.75,216,49,"5"""
140,T138,T138,Derek Lamely,65,"9' 2""",1596.75,174,50,"5"""
141,T138,T138,Webb Simpson,98,"9' 2""",3222.0,350,53,"8"""
142,T143,T143,Stuart Appleby,65,"9' 1""",1622.3329999999999,179,50,"3"""
143,T143,T143,Steven Bowditch,86,"9' 1""",2689.833,295,47,"2"""
144,T143,T143,Ángel Cabrera,50,"9' 1""",1147.667,126,42,"5"""
145,T143,T143,Luke Donald,73,"9' 1""",1955.3329999999999,215,45,"5"""
146,T143,T143,Jason Dufner,78,"9' 1""",2086.0,230,39,"2"""
147,T143,T143,Justin Hicks,60,"9' 1""",1098.0,121,28,"4"""
148,T143,T143,Matt Kuchar,94,"9' 1""",2507.5,275,64,"3"""
149,T143,T143,Martin Laird,77,"9' 1""",2126.0,235,45,"2"""
150,T151,T151,Zach Johnson,79,"9' 0""",2076.167,231,64,"1"""
151,T151,T151,Ian Poulter,52,"9' 0""",1241.917,138,32,"8"""
152,T151,T151,Bo Van Pelt,92,"9' 0""",2319.75,258,52,"1"""
153,T154,T154,Aaron Baddeley,77,"8' 11""",2238.333,251,47,"4"""
154,T154,T154,Andres Romero,77,"8' 11""",2353.75,264,39,"1"""
155,T154,T154,D.J. Trahan,91,"8' 11""",2348.667,264,46,"1"""
156,T154,T154,Jimmy Walker,79,"8' 11""",2179.583,244,58,"3"""
157,T154,T154,Gary Woodland,93,"8' 11""",2322.083,261,56,"2"""
158,T159,T159,Keegan Bradley,91,"8' 10""",2226.667,252,48,"2"""
159,T159,T159,Kevin Chappell,78,"8' 10""",1659.3329999999999,188,42,"5"""
160,T159,T159,Anthony Kim,72,"8' 10""",1736.4170000000001,196,74,"1"""
161,T159,T159,Troy Matteson,91,"8' 10""",2360.75,267,41,"1"""
162,T159,T159,Scott Piercy,78,"8' 10""",2054.583,232,76,"2"""
163,T159,T159,Adam Scott,60,"8' 10""",1543.0,175,51,"2"""
164,T159,T159,Kyle Stanley,98,"8' 10""",2699.5,307,45,"2"""
165,T166,T166,Ricky Barnes,78,"8' 9""",1764.6670000000001,202,41,"3"""
166,T166,T166,Scott Gutschewski,67,"8' 9""",1396.5,160,45,"2"""
167,T166,T166,Matt Jones,71,"8' 9""",1832.5,210,44,"4"""
168,T166,T166,George McNeill,69,"8' 9""",1720.0,197,42,"3"""
169,T170,T170,Jonathan Byrd,83,"8' 8""",2279.583,263,76,"3"""
170,T170,T170,Scott Stallings,84,"8' 8""",2055.583,238,39,"2"""
171,T170,T170,Boo Weekley,66,"8' 8""",1740.75,200,42,"3"""
172,T173,T173,Andres Gonzales,60,"8' 7""",1289.5,150,35,"4"""
173,T173,T173,Davis Love III,70,"8' 7""",1535.5,179,32,"3"""
174,T173,T173,Nick Watney,80,"8' 7""",2193.083,255,47,"1"""
175,176,176,Robert Garrigus,83,"8' 6""",2222.167,262,52,"3"""
176,T177,T177,Charley Hoffman,93,"8' 5""",2561.917,304,56,"1"""
177,T177,T177,Dustin Johnson,72,"8' 5""",1887.75,225,50,"3"""
178,T177,T177,Ryan Palmer,82,"8' 5""",1643.8329999999999,195,49,"3"""
179,T177,T177,Justin Rose,79,"8' 5""",2028.5829999999999,240,36,"3"""
180,T177,T177,Rory Sabbatini,85,"8' 5""",1860.4170000000001,220,43,"2"""
181,T177,T177,Brendan Steele,89,"8' 5""",2153.417,255,37,"3"""
182,T177,T177,Bubba Watson,85,"8' 5""",1969.4170000000001,233,53,"1"""
183,184,184,Alex Prugh,82,"8' 3""",1818.5,220,43,"4"""
184,185,185,J.B. Holmes,57,"8' 2""",1470.75,180,79,"2"""
185,186,186,Phil Mickelson,79,"7' 9""",1775.4170000000001,228,40,"4"""
