,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
45,T46,T46,Ángel Cabrera,50,0.46,87,4.0
46,T46,T46,Chris Couch,73,0.46,152,7.0
47,T46,T46,William McGirt,103,0.46,217,10.0
48,T46,T46,Aron Price,58,0.46,109,5.0
49,T46,T46,Bubba Watson,85,0.46,131,6.0
50,T51,T51,Geoff Ogilvy,69,0.45,112,5.0
51,T51,T51,John Senden,94,0.45,199,9.0
52,T51,T51,Will Strickler,51,0.45,110,5.0
53,T51,T51,Chris Stroud,88,0.45,176,8.0
54,T51,T51,Bo Van Pelt,92,0.45,157,7.0
55,T56,T56,Trevor Immelman,84,0.44,181,8.0
56,T56,T56,Garrett Willis,71,0.44,137,6.0
57,T58,T58,Chris DiMarco,93,0.42,166,7.0
58,T58,T58,Josh Teater,104,0.42,213,9.0
59,T60,T60,Dustin Johnson,72,0.41,98,4.0
60,T60,T60,Kyle Stanley,98,0.41,169,7.0
61,T60,T60,Cameron Tringale,110,0.41,245,10.0
62,63,63,Martin Laird,77,0.4,124,5.0
63,T64,T64,Stephen Ames,69,0.39,128,5.0
64,T64,T64,Ernie Els,71,0.39,127,5.0
65,T64,T64,Padraig Harrington,60,0.39,77,3.0
66,T64,T64,Charles Howell III,108,0.39,228,9.0
67,T64,T64,Brandt Jobe,100,0.39,178,7.0
68,T64,T64,Colt Knost,80,0.39,154,6.0
69,T70,T70,Matt Bettencourt,84,0.38,131,5.0
70,T70,T70,Sergio Garcia,61,0.38,78,3.0
71,T70,T70,Tim Herron,85,0.38,157,6.0
72,T70,T70,Roland Thatcher,67,0.38,130,5.0
73,T74,T74,Chris Riley,76,0.37,163,6.0
74,T74,T74,Alexandre Rocha,65,0.37,134,5.0
75,T76,T76,Rickie Fowler,84,0.36,111,4.0
76,T76,T76,Harrison Frazar,58,0.36,83,3.0
77,T76,T76,Phil Mickelson,79,0.36,111,4.0
78,T79,T79,Jim Herman,69,0.35,143,5.0
79,T79,T79,Troy Matteson,91,0.35,172,6.0
80,T79,T79,John Merrick,71,0.35,143,5.0
81,T79,T79,Webb Simpson,98,0.35,170,6.0
82,T83,T83,Nathan Green,81,0.34,148,5.0
83,T83,T83,Richard Johnson,64,0.34,116,4.0
84,T83,T83,Matt Kuchar,94,0.34,147,5.0
85,T83,T83,Derek Lamely,65,0.34,118,4.0
86,T83,T83,Bill Lunde,92,0.34,178,6.0
87,T88,T88,Jonathan Byrd,83,0.33,152,5.0
88,T88,T88,Carl Pettersson,95,0.33,181,6.0
89,T88,T88,Nick Watney,80,0.33,121,4.0
90,T91,T91,Stuart Appleby,65,0.32,126,4.0
91,T91,T91,Adam Scott,60,0.32,93,3.0
92,T93,T93,Robert Allenby,84,0.31,159,5.0
93,T93,T93,Michael Bradley,74,0.31,129,4.0
94,T93,T93,Kevin Chappell,78,0.31,96,3.0
95,T93,T93,Brendon de Jonge,105,0.31,163,5.0
96,T97,T97,Greg Chalmers,88,0.3,164,5.0
97,T97,T97,Ben Curtis,66,0.3,133,4.0
98,T97,T97,Freddie Jacobson,92,0.3,132,4.0
99,T97,T97,Gary Woodland,93,0.3,168,5.0
100,T101,T101,Luke Donald,73,0.29,104,3.0
101,T101,T101,Fabián Gómez,84,0.29,137,4.0
102,T101,T101,Retief Goosen,50,0.29,70,2.0
103,T101,T101,David Mathis,83,0.29,136,4.0
104,T101,T101,Tim Petrovic,88,0.29,140,4.0
105,T101,T101,Chez Reavie,92,0.29,170,5.0
106,T101,T101,Heath Slocum,89,0.29,139,4.0
107,T101,T101,Paul Stankowski,78,0.29,136,4.0
108,T101,T101,Camilo Villegas,69,0.29,105,3.0
109,T110,T110,Cameron Beckman,71,0.28,108,3.0
110,T110,T110,Kris Blanks,92,0.28,178,5.0
111,T110,T110,D.J. Brigman,67,0.28,107,3.0
112,T110,T110,Brian Davis,105,0.28,181,5.0
113,T110,T110,Jason Dufner,78,0.28,145,4.0
114,T110,T110,J.J. Henry,96,0.28,211,6.0
115,T110,T110,J.B. Holmes,57,0.28,108,3.0
116,T110,T110,Jeff Overton,92,0.28,144,4.0
117,T118,T118,Lucas Glover,74,0.27,113,3.0
118,T118,T118,Pat Perez,76,0.27,113,3.0
119,T118,T118,Alex Prugh,82,0.27,150,4.0
120,T118,T118,Nate Smith,66,0.27,110,3.0
121,T118,T118,Jhonattan Vegas,84,0.27,187,5.0
122,T123,T123,Paul Goydos,81,0.26,114,3.0
123,T123,T123,Kevin Kisner,70,0.26,115,3.0
124,T123,T123,Johnson Wagner,81,0.26,191,5.0
125,T123,T123,Boo Weekley,66,0.26,117,3.0
126,T127,T127,Aaron Baddeley,77,0.25,120,3.0
127,T127,T127,Steven Bowditch,86,0.25,158,4.0
128,T127,T127,Charlie Wi,83,0.25,163,4.0
129,T130,T130,David Hearn,88,0.24,168,4.0
130,T130,T130,George McNeill,69,0.24,124,3.0
131,T130,T130,Troy Merritt,63,0.24,126,3.0
132,T130,T130,Michael Putnam,67,0.24,126,3.0
133,T130,T130,Andres Romero,77,0.24,125,3.0
134,T130,T130,Vaughn Taylor,89,0.24,168,4.0
135,T130,T130,Jimmy Walker,79,0.24,170,4.0
136,T137,T137,Joseph Bramlett,73,0.23,128,3.0
137,T137,T137,James Driscoll,71,0.23,133,3.0
138,T137,T137,Joe Durant,71,0.23,132,3.0
139,T137,T137,J.P. Hayes,56,0.23,87,2.0
140,T137,T137,Zach Johnson,79,0.23,128,3.0
141,T142,T142,Sean O'Hair,71,0.22,138,3.0
142,T142,T142,Scott Piercy,78,0.22,138,3.0
143,T142,T142,D.J. Trahan,91,0.22,186,4.0
144,T145,T145,Ben Crane,76,0.21,141,3.0
145,T145,T145,Brian Gay,90,0.21,141,3.0
146,T145,T145,Chris Kirk,87,0.21,146,3.0
147,T148,T148,Blake Adams,116,0.2,244,5.0
148,T148,T148,Woody Austin,59,0.2,98,2.0
149,T148,T148,Michael Connell,76,0.2,148,3.0
150,T148,T148,Jerry Kelly,85,0.2,153,3.0
151,T148,T148,Michael Thompson,79,0.2,150,3.0
152,T153,T153,Arjun Atwal,91,0.19,161,3.0
153,T153,T153,Charley Hoffman,93,0.19,155,3.0
154,T153,T153,Jarrod Lyle,83,0.19,156,3.0
155,T156,T156,Chad Campbell,99,0.18,217,4.0
156,T156,T156,Tommy Gainey,104,0.18,167,3.0
157,T156,T156,Tom Gillis,55,0.18,112,2.0
158,T156,T156,Bill Haas,93,0.18,171,3.0
159,T156,T156,Bio Kim,71,0.18,114,2.0
160,T156,T156,Marc Turnesa,54,0.18,111,2.0
161,T162,T162,K.J. Choi,77,0.17,115,2.0
162,T162,T162,Ryan Palmer,82,0.17,115,2.0
163,164,164,Anthony Kim,72,0.16,122,2.0
164,165,165,Jim Furyk,87,0.15,132,2.0
165,T166,T166,Kevin Streelman,90,0.14,141,2.0
166,T166,T166,Daniel Summerhays,75,0.14,145,2.0
167,T168,T168,Keegan Bradley,91,0.13,155,2.0
168,T168,T168,Bryce Molder,82,0.13,151,2.0
169,T170,T170,Alex Cejka,59,0.12,84,1.0
170,T170,T170,Brendan Steele,89,0.12,173,2.0
171,T172,T172,Rich Beem,53,0.11,93,1.0
172,T172,T172,Shane Bertsch,62,0.11,87,1.0
173,174,174,Scott Gutschewski,67,0.09,112,1.0
174,T175,T175,Matt Jones,71,0.08,133,1.0
175,T175,T175,Justin Rose,79,0.08,131,1.0
176,T177,T177,Ricky Barnes,78,0.07,143,1.0
177,T177,T177,Kent Jones,76,0.07,138,1.0
178,T177,T177,Justin Leonard,82,0.07,137,1.0
179,T177,T177,Scott Stallings,84,0.07,150,1.0
180,T181,T181,Briny Baird,60,0.0,99,
181,T181,T181,Andres Gonzales,60,0.0,100,
182,T181,T181,Justin Hicks,60,0.0,86,
183,T181,T181,Davis Love III,70,0.0,112,
184,T181,T181,Ryan Moore,79,0.0,122,
185,T181,T181,Ian Poulter,52,0.0,78,
