,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
94,95,95,Bill Haas,93,5.44,331,18
95,96,96,William McGirt,103,5.37,410,22
96,97,97,D.J. Brigman,67,5.33,225,12
97,98,98,Charley Hoffman,93,5.32,282,15
98,99,99,Cameron Tringale,110,5.3,453,24
99,T100,T100,Andres Romero,77,5.28,246,13
100,T100,T100,Justin Rose,79,5.28,265,14
101,102,102,Roland Thatcher,67,5.26,228,12
102,103,103,Gary Woodland,93,5.25,305,16
103,104,104,Garrett Willis,71,5.2,250,13
104,105,105,Stuart Appleby,65,5.11,235,12
105,106,106,Bobby Gates,82,5.08,256,13
106,107,107,Kevin Kisner,70,5.07,217,11
107,108,108,Will Strickler,51,5.05,198,10
108,109,109,Martin Laird,77,5.02,239,12
109,110,110,Spencer Levin,113,4.99,401,20
110,111,111,Zack Miller,86,4.98,321,16
111,T112,T112,Jeff Overton,92,4.93,284,14
112,T112,T112,D.J. Trahan,91,4.93,345,17
113,114,114,Steven Bowditch,86,4.92,305,15
114,115,115,Phil Mickelson,79,4.88,205,10
115,116,116,Boo Weekley,66,4.87,267,13
116,117,117,Troy Merritt,63,4.86,247,12
117,118,118,Troy Matteson,91,4.85,330,16
118,119,119,Geoff Ogilvy,69,4.83,207,10
119,120,120,Charlie Wi,83,4.8,333,16
120,121,121,Bill Lunde,92,4.76,336,16
121,122,122,Jerry Kelly,85,4.75,295,14
122,123,123,Blake Adams,116,4.71,425,20
123,124,124,Robert Allenby,84,4.68,299,14
124,125,125,Richard Johnson,64,4.66,236,11
125,T126,T126,Chad Campbell,99,4.62,411,19
126,T126,T126,Bo Van Pelt,92,4.62,303,14
127,128,128,Jason Dufner,78,4.6,261,12
128,129,129,Nick Watney,80,4.58,240,11
129,130,130,Ben Crane,76,4.56,263,12
130,131,131,David Mathis,83,4.55,264,12
131,132,132,John Senden,94,4.53,397,18
132,133,133,Rocco Mediate,53,4.46,157,7
133,134,134,Anthony Kim,72,4.44,225,10
134,135,135,Josh Teater,104,4.43,384,17
135,136,136,Kevin Chappell,78,4.39,205,9
136,137,137,Mark Wilson,89,4.36,298,13
137,138,138,Matt Jones,71,4.35,253,11
138,139,139,Nathan Green,81,4.32,278,12
139,T140,T140,George McNeill,69,4.27,234,10
140,T140,T140,Chris Riley,76,4.27,281,12
141,142,142,Shaun Micheel,77,4.26,282,12
142,143,143,Marc Turnesa,54,4.25,212,9
143,144,144,Joe Durant,71,4.23,260,11
144,145,145,Woody Austin,59,4.21,190,8
145,146,146,Justin Leonard,82,4.1,293,12
146,147,147,John Merrick,71,4.07,270,11
147,148,148,Chris DiMarco,93,4.04,297,12
148,149,149,Rory Sabbatini,85,4.02,224,9
149,150,150,Kent Jones,76,3.94,279,11
150,151,151,Luke Donald,73,3.91,179,7
151,152,152,Vaughn Taylor,89,3.87,310,12
152,153,153,Jonathan Byrd,83,3.83,287,11
153,154,154,Ben Curtis,66,3.82,262,10
154,155,155,K.J. Choi,77,3.81,236,9
155,T156,T156,Ryan Palmer,82,3.8,237,9
156,T156,T156,Ian Poulter,52,3.8,158,6
157,158,158,Brian Davis,105,3.76,346,13
158,159,159,Ricky Barnes,78,3.75,267,10
159,T160,T160,Jim Furyk,87,3.7,297,11
160,T160,T160,Dustin Johnson,72,3.7,189,7
161,162,162,Marc Leishman,87,3.66,328,12
162,163,163,Rich Beem,53,3.64,165,6
163,164,164,Derek Lamely,65,3.61,249,9
164,165,165,Aaron Baddeley,77,3.56,225,8
165,166,166,Alex Cejka,59,3.55,169,6
166,T167,T167,Jim Herman,69,3.49,258,9
167,T167,T167,Ryan Moore,79,3.49,229,8
168,169,169,James Driscoll,71,3.42,263,9
169,170,170,Michael Connell,76,3.39,295,10
170,171,171,Keegan Bradley,91,3.34,299,10
171,172,172,Jimmy Walker,79,3.32,301,10
172,173,173,Jarrod Lyle,83,3.28,305,10
173,174,174,Bryce Molder,82,3.26,276,9
174,175,175,Scott Gutschewski,67,3.21,218,7
175,176,176,David Hearn,88,3.03,297,9
176,T177,T177,Brendan Steele,89,2.99,334,10
177,T177,T177,Daniel Summerhays,75,2.99,268,8
178,179,179,Zach Johnson,79,2.97,236,7
179,180,180,J.B. Holmes,57,2.87,174,5
180,181,181,Davis Love III,70,2.69,223,6
181,182,182,Alex Prugh,82,2.49,281,7
182,183,183,Tom Gillis,55,2.34,214,5
183,184,184,Justin Hicks,60,2.2,182,4
184,185,185,Scott Stallings,84,1.81,277,5
185,186,186,Andres Gonzales,60,1.04,192,2
