,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
40,41,41,Steve Flesch,88,2.59,41,1584
41,42,42,Jerry Kelly,85,2.61,40,1530
42,T43,T43,Chris Kirk,87,2.62,41,1566
43,T43,T43,Brendan Steele,89,2.62,42,1602
44,45,45,Blake Adams,116,2.63,55,2088
45,T46,T46,William McGirt,103,2.64,49,1854
46,T46,T46,Matt McQuillan,59,2.64,28,1062
47,T46,T46,Y.E. Yang,63,2.64,28,1062
48,49,49,Michael Putnam,67,2.65,32,1206
49,50,50,Hunter Haas,96,2.66,46,1728
50,51,51,David Mathis,83,2.68,40,1494
51,52,52,Shane Bertsch,62,2.69,30,1116
52,53,53,Martin Laird,77,2.7,37,1368
53,54,54,Justin Leonard,82,2.71,40,1476
54,T55,T55,Keegan Bradley,91,2.75,45,1638
55,T55,T55,Chris DiMarco,93,2.75,46,1674
56,T55,T55,Tim Herron,85,2.75,42,1530
57,T58,T58,Jim Furyk,87,2.78,43,1548
58,T58,T58,David Hearn,88,2.78,44,1584
59,T58,T58,Charles Howell III,108,2.78,54,1944
60,T58,T58,Ryan Palmer,82,2.78,40,1440
61,T58,T58,Rod Pampling,72,2.78,36,1296
62,T58,T58,John Senden,94,2.78,47,1692
63,T58,T58,Josh Teater,104,2.78,52,1872
64,T65,T65,Sung Kang,63,2.82,32,1134
65,T65,T65,Scott McCarron,65,2.82,33,1170
66,67,67,J.B. Holmes,57,2.83,27,954
67,68,68,Kevin Streelman,90,2.84,46,1620
68,T69,T69,Brian Davis,105,2.86,54,1890
69,T69,T69,Davis Love III,70,2.86,36,1260
70,71,71,Jeff Overton,92,2.87,47,1638
71,72,72,Michael Thompson,79,2.88,41,1422
72,73,73,Jason Day,76,2.89,38,1314
73,74,74,Stuart Appleby,65,2.91,34,1170
74,T75,T75,Ben Martin,74,2.93,39,1332
75,T75,T75,Nick O'Hern,89,2.93,47,1602
76,T75,T75,Cameron Tringale,110,2.93,58,1980
77,T78,T78,Stewart Cink,72,2.94,37,1260
78,T78,T78,Rory Sabbatini,85,2.94,45,1530
79,T80,T80,Andres Gonzales,60,2.96,32,1080
80,T80,T80,Bill Haas,93,2.96,49,1656
81,82,82,Heath Slocum,89,2.97,47,1584
82,83,83,Troy Matteson,91,2.99,49,1638
83,T84,T84,Ángel Cabrera,50,3.0,27,900
84,T84,T84,Martin Piller,63,3.0,34,1134
85,T84,T84,Mark Wilson,89,3.0,47,1566
86,87,87,Ryuji Imada,83,3.01,45,1494
87,88,88,Jimmy Walker,79,3.02,43,1422
88,T89,T89,Andres Romero,77,3.03,42,1386
89,T89,T89,Kevin Stadler,88,3.03,48,1584
90,T91,T91,Arjun Atwal,91,3.05,50,1638
91,T91,T91,James Driscoll,71,3.05,39,1278
92,T91,T91,Alex Prugh,82,3.05,45,1476
93,T94,T94,Briny Baird,60,3.06,33,1080
94,T94,T94,Kevin Chappell,78,3.06,43,1404
95,T94,T94,Retief Goosen,50,3.06,27,882
96,97,97,Michael Connell,76,3.07,42,1368
97,T98,T98,Lucas Glover,74,3.08,41,1332
98,T98,T98,Jim Renner,65,3.08,36,1170
99,T100,T100,Rickie Fowler,84,3.09,45,1458
100,T100,T100,Johnson Wagner,81,3.09,45,1458
101,T102,T102,Matt Bettencourt,84,3.11,47,1512
102,T102,T102,Alex Cejka,59,3.11,33,1062
103,T102,T102,K.J. Choi,77,3.11,42,1350
104,T102,T102,Fabián Gómez,84,3.11,47,1512
105,T102,T102,Robert Karlsson,61,3.11,33,1062
106,T102,T102,Geoff Ogilvy,69,3.11,37,1188
107,108,108,Marc Leishman,87,3.13,49,1566
108,109,109,Stephen Ames,69,3.14,39,1242
109,110,110,Aron Price,58,3.16,33,1044
110,T111,T111,Billy Horschel,75,3.19,43,1350
111,T111,T111,Marc Turnesa,54,3.19,31,972
112,T111,T111,Camilo Villegas,69,3.19,39,1224
113,T114,T114,Ben Crane,76,3.2,42,1314
114,T114,T114,Ben Curtis,66,3.2,38,1188
115,T116,T116,Anthony Kim,72,3.21,41,1278
116,T116,T116,Bio Kim,71,3.21,41,1278
117,118,118,Chris Riley,76,3.22,44,1368
118,119,119,Jason Bohn,74,3.23,43,1332
119,120,120,Bobby Gates,82,3.25,48,1476
120,121,121,Charl Schwartzel,58,3.27,33,1008
121,T122,T122,Steven Bowditch,86,3.29,51,1548
122,T122,T122,Paul Goydos,81,3.29,48,1458
123,T122,T122,Kent Jones,76,3.29,45,1368
124,T122,T122,John Merrick,71,3.29,42,1278
125,T126,T126,Woody Austin,59,3.3,35,1062
126,T126,T126,Ernie Els,71,3.3,41,1242
127,T126,T126,Padraig Harrington,60,3.3,35,1062
128,129,129,D.A. Points,89,3.31,53,1602
129,130,130,Charley Hoffman,93,3.32,55,1656
130,131,131,Brandt Jobe,100,3.33,60,1800
131,T132,T132,Pat Perez,76,3.36,46,1368
132,T132,T132,Garrett Willis,71,3.36,43,1278
133,134,134,Scott Stallings,84,3.37,51,1512
134,135,135,Shaun Micheel,77,3.39,47,1386
135,136,136,D.J. Brigman,67,3.4,41,1206
136,T137,T137,Sean O'Hair,71,3.41,43,1260
137,T137,T137,Daniel Summerhays,75,3.41,46,1350
138,139,139,Scott Piercy,78,3.42,48,1404
139,140,140,Nathan Green,81,3.43,50,1458
140,141,141,Chris Stroud,88,3.47,55,1584
141,142,142,Roland Thatcher,67,3.48,42,1206
142,T143,T143,Kris Blanks,92,3.5,58,1656
143,T143,T143,Bill Lunde,92,3.5,58,1656
144,T145,T145,Tommy Gainey,104,3.53,66,1872
145,T145,T145,John Rollins,85,3.53,54,1530
146,147,147,Phil Mickelson,79,3.54,49,1386
147,148,148,Graeme McDowell,50,3.55,30,846
148,T149,T149,Robert Garrigus,83,3.61,54,1494
149,T149,T149,Justin Rose,79,3.61,50,1386
150,151,151,Hunter Mahan,92,3.62,58,1602
151,152,152,Jason Dufner,78,3.63,51,1404
152,153,153,David Duval,67,3.65,44,1206
153,154,154,Bubba Watson,85,3.66,52,1422
154,155,155,Alexandre Rocha,65,3.68,43,1170
155,156,156,Ricky Barnes,78,3.7,52,1404
156,157,157,Billy Mayfair,94,3.72,63,1692
157,T158,T158,Rich Beem,53,3.77,36,954
158,T158,T158,J.P. Hayes,56,3.77,38,1008
159,160,160,Jim Herman,69,3.78,47,1242
160,161,161,Chez Reavie,92,3.8,63,1656
161,162,162,Scott Gutschewski,67,3.81,46,1206
162,163,163,Cameron Beckman,71,3.83,49,1278
163,164,164,Vijay Singh,79,3.87,55,1422
164,T165,T165,Rocco Mediate,53,3.88,37,954
165,T165,T165,Gary Woodland,93,3.88,65,1674
166,167,167,Harrison Frazar,58,3.93,41,1044
167,T168,T168,Troy Merritt,63,3.97,45,1134
168,T168,T168,Kyle Stanley,98,3.97,70,1764
169,170,170,Chad Campbell,99,3.98,71,1782
170,171,171,Dustin Johnson,72,3.99,51,1278
171,172,172,Bo Van Pelt,92,4.01,65,1620
172,173,173,Steve Marino,76,4.02,55,1368
173,174,174,Zack Miller,86,4.07,63,1548
174,T175,T175,Robert Allenby,84,4.08,61,1494
175,T175,T175,Jarrod Lyle,83,4.08,61,1494
176,177,177,Joseph Bramlett,73,4.11,54,1314
177,178,178,Adam Scott,60,4.14,44,1062
178,179,179,Derek Lamely,65,4.19,49,1170
179,180,180,Will Strickler,51,4.36,40,918
180,181,181,D.J. Trahan,91,4.46,73,1638
181,182,182,Jhonattan Vegas,84,4.76,72,1512
182,183,183,Joe Durant,71,4.85,62,1278
183,184,184,Tom Gillis,55,4.95,49,990
184,185,185,Justin Hicks,60,5.19,56,1080
185,186,186,Boo Weekley,66,5.56,66,1188
