,One-Putt_Percentage_-_Round_1_RANK THIS WEEK,One-Putt_Percentage_-_Round_1_RANK LAST WEEK,One-Putt_Percentage_-_Round_1_PLAYER NAME,One-Putt_Percentage_-_Round_1_ROUNDS,One-Putt_Percentage_-_Round_1_%,One-Putt_Percentage_-_Round_1_# OF 1 PUTTS,One-Putt_Percentage_-_Round_1_# OF HOLES
125,T126,T126,Robert Allenby,84,35.42,153,432
126,T126,T126,William McGirt,103,35.42,204,576
127,128,128,Colt Knost,80,35.39,172,486
128,129,129,J.P. Hayes,56,35.38,121,342
129,130,130,Boo Weekley,66,35.35,140,396
130,131,131,Tommy Gainey,104,35.29,216,612
131,132,132,Nick O'Hern,89,35.25,184,522
132,T133,T133,Alex Cejka,59,35.19,133,378
133,T133,T133,Charles Howell III,108,35.19,190,540
134,135,135,Jim Renner,65,35.1,139,396
135,136,136,Lee Janzen,62,34.8,119,342
136,137,137,Brendan Steele,89,34.77,169,486
137,138,138,Michael Thompson,79,34.67,156,450
138,139,139,Sung Kang,63,34.39,130,378
139,140,140,Troy Matteson,91,34.33,173,504
140,T141,T141,Scott Gutschewski,67,34.3,142,414
141,T141,T141,Scott Piercy,78,34.3,142,414
142,143,143,Chad Campbell,99,34.29,179,522
143,144,144,D.J. Trahan,91,34.26,185,540
144,145,145,Gary Woodland,93,34.22,154,450
145,146,146,Briny Baird,60,34.21,117,342
146,147,147,J.J. Henry,96,34.13,172,504
147,148,148,Aron Price,58,33.95,110,324
148,T149,T149,Trevor Immelman,84,33.78,152,450
149,T149,T149,Bio Kim,71,33.78,152,450
150,151,151,Scott Stallings,84,33.73,170,504
151,152,152,J.B. Holmes,57,33.7,91,270
152,153,153,Steve Elkington,50,33.66,103,306
153,154,154,Ernie Els,71,33.61,121,360
154,155,155,Bill Lunde,92,33.54,163,486
155,T156,T156,K.J. Choi,77,33.33,126,378
156,T156,T156,Sergio Garcia,61,33.33,96,288
157,T156,T156,Davis Love III,70,33.33,132,396
158,T156,T156,Troy Merritt,63,33.33,138,414
159,T156,T156,Rod Pampling,72,33.33,126,378
160,161,161,Josh Teater,104,33.15,185,558
161,162,162,Daniel Summerhays,75,33.14,173,522
162,163,163,Chris Stroud,88,33.13,167,504
163,T164,T164,Billy Horschel,75,33.11,149,450
164,T164,T164,Kent Jones,76,33.11,149,450
165,166,166,James Driscoll,71,33.1,143,432
166,167,167,Andres Gonzales,60,33.07,125,378
167,168,168,Heath Slocum,89,32.74,165,504
168,169,169,Fabián Gómez,84,32.69,153,468
169,T170,T170,Joseph Bramlett,73,32.67,147,450
170,T170,T170,Jhonattan Vegas,84,32.67,147,450
171,172,172,Shane Bertsch,62,32.5,117,360
172,173,173,Michael Bradley,74,32.41,140,432
173,174,174,Marc Turnesa,54,32.22,116,360
174,175,175,Bobby Gates,82,32.18,168,522
175,176,176,Cameron Tringale,110,31.94,184,576
176,177,177,George McNeill,69,31.75,120,378
177,178,178,Richard Johnson,64,31.64,131,414
178,179,179,Will Strickler,51,31.58,108,342
179,180,180,Joe Durant,71,31.11,140,450
180,181,181,Alex Prugh,82,31.03,162,522
181,182,182,Justin Hicks,60,30.68,127,414
182,T183,T183,Jim Herman,69,30.56,121,396
183,T183,T183,Alexandre Rocha,65,30.56,121,396
184,185,185,John Merrick,71,30.16,114,378
185,186,186,Kevin Stadler,88,29.84,145,486
