,3-Putt_Avoidance__25_RANK THIS WEEK,3-Putt_Avoidance__25_RANK LAST WEEK,3-Putt_Avoidance__25_PLAYER NAME,3-Putt_Avoidance__25_ROUNDS,3-Putt_Avoidance__25_%,3-Putt_Avoidance__25_TOTAL 3 PUTTS,3-Putt_Avoidance__25_ATTEMPTS,3-Putt_Avoidance__25_2 PUTT OR BETTER %
42,43,43,Matt Jones,71,7.97,22,276,92.0
43,44,44,Vaughn Taylor,89,7.99,27,338,92.0
44,45,45,John Senden,94,8.0,34,425,92.0
45,46,46,Kevin Streelman,90,8.01,25,312,91.9
46,47,47,Nate Smith,66,8.04,18,224,91.9
47,48,48,William McGirt,103,8.08,35,433,91.9
48,49,49,Hunter Haas,96,8.11,30,370,91.8
49,50,50,Jerry Kelly,85,8.13,26,320,91.8
50,51,51,Heath Slocum,89,8.18,27,330,91.8
51,52,52,Charley Hoffman,93,8.2,25,305,91.8
52,T53,T53,Michael Bradley,74,8.27,23,278,91.7
53,T53,T53,Brendan Steele,89,8.27,31,375,91.7
54,55,55,Lee Janzen,62,8.29,17,205,91.7
55,56,56,Bill Haas,93,8.31,29,349,91.6
56,57,57,Cameron Tringale,110,8.44,41,486,91.5
57,T58,T58,Zach Johnson,79,8.47,21,248,91.5
58,T58,T58,Spencer Levin,113,8.47,36,425,91.5
59,60,60,Charles Howell III,108,8.53,37,434,91.4
60,61,61,Martin Laird,77,8.56,22,257,91.4
61,62,62,Aron Price,58,8.66,20,231,91.3
62,63,63,Sergio Garcia,61,8.85,17,192,91.1
63,64,64,Michael Connell,76,8.9,29,326,91.1
64,T65,T65,Ben Martin,74,8.92,29,325,91.0
65,T65,T65,Josh Teater,104,8.92,37,415,91.0
66,67,67,Briny Baird,60,8.94,21,235,91.0
67,68,68,Ben Curtis,66,8.96,25,279,91.0
68,69,69,Rory Sabbatini,85,8.97,21,234,91.0
69,70,70,Justin Leonard,82,9.03,28,310,90.9
70,71,71,Padraig Harrington,60,9.04,17,188,90.9
71,72,72,Tim Herron,85,9.07,33,364,90.9
72,73,73,Lucas Glover,74,9.09,23,253,90.9
73,74,74,Joe Ogilvie,75,9.13,22,241,90.8
74,75,75,Troy Matteson,91,9.14,33,361,90.8
75,76,76,Matt Bettencourt,84,9.24,29,314,90.7
76,77,77,Andres Romero,77,9.26,25,270,90.7
77,78,78,Michael Thompson,79,9.27,29,313,90.7
78,79,79,Martin Piller,63,9.29,21,226,90.7
79,80,80,Jason Day,76,9.3,24,258,90.7
80,81,81,Rickie Fowler,84,9.36,25,267,90.6
81,82,82,Johnson Wagner,81,9.38,32,341,90.6
82,83,83,Woody Austin,59,9.41,19,202,90.5
83,84,84,Blake Adams,116,9.44,44,466,90.5
84,T85,T85,Nick O'Hern,89,9.49,30,316,90.5
85,T85,T85,Michael Putnam,67,9.49,24,253,90.5
86,87,87,Anthony Kim,72,9.56,24,251,90.4
87,T88,T88,Justin Rose,79,9.57,27,282,90.4
88,T88,T88,Gary Woodland,93,9.57,31,324,90.4
89,90,90,Phil Mickelson,79,9.59,21,219,90.4
90,91,91,Retief Goosen,50,9.64,16,166,90.3
91,92,92,Ryuji Imada,83,9.65,33,342,90.3
92,93,93,David Mathis,83,9.72,28,288,90.2
93,94,94,Graeme McDowell,50,9.74,15,154,90.2
94,T95,T95,Arjun Atwal,91,9.75,31,318,90.2
95,T95,T95,Jason Dufner,78,9.75,27,277,90.2
96,97,97,Fabián Gómez,84,9.9,30,303,90.1
97,98,98,Marc Leishman,87,9.94,36,362,90.0
98,T99,T99,Stuart Appleby,65,9.96,25,251,90.0
99,T99,T99,Sean O'Hair,71,9.96,26,261,90.0
100,101,101,Jimmy Walker,79,9.97,32,321,90.0
101,102,102,Geoff Ogilvy,69,10.0,22,220,90.0
102,103,103,Marc Turnesa,54,10.04,24,239,89.9
103,104,104,Charl Schwartzel,58,10.1,21,208,89.9
104,105,105,Scott McCarron,65,10.11,27,267,89.8
105,106,106,Garrett Willis,71,10.18,28,275,89.8
106,107,107,Kevin Chappell,78,10.27,23,224,89.7
107,108,108,Ángel Cabrera,50,10.3,17,165,89.7
108,109,109,Chris Kirk,87,10.33,31,300,89.6
109,T110,T110,Sung Kang,63,10.38,22,212,89.6
110,T110,T110,Ryan Palmer,82,10.38,27,260,89.6
111,T110,T110,Kevin Stadler,88,10.38,33,318,89.6
112,T113,T113,Hunter Mahan,92,10.4,39,375,89.6
113,T113,T113,Roland Thatcher,67,10.4,26,250,89.6
114,115,115,James Driscoll,71,10.43,29,278,89.5
115,116,116,Mark Wilson,89,10.48,33,315,89.5
116,T117,T117,Scott Piercy,78,10.58,29,274,89.4
117,T117,T117,Daniel Summerhays,75,10.58,31,293,89.4
118,119,119,Bio Kim,71,10.59,25,236,89.4
119,120,120,Keegan Bradley,91,10.64,35,329,89.3
120,121,121,Andres Gonzales,60,10.65,23,216,89.3
121,T122,T122,Chris DiMarco,93,10.66,34,319,89.3
122,T122,T122,Paul Stankowski,78,10.66,29,272,89.3
123,124,124,Ernie Els,71,10.73,28,261,89.2
124,125,125,Adam Scott,60,10.78,22,204,89.2
125,126,126,Steven Bowditch,86,10.84,36,332,89.1
126,127,127,K.J. Choi,77,10.89,27,248,89.1
127,128,128,Paul Goydos,81,10.9,29,266,89.1
128,129,129,David Duval,67,10.92,26,238,89.0
129,T130,T130,Rod Pampling,72,10.99,30,273,89.0
130,T130,T130,Bubba Watson,85,10.99,30,273,89.0
131,132,132,Billy Mayfair,94,11.0,43,391,89.0
132,133,133,D.A. Points,89,11.01,38,345,88.9
133,134,134,Alex Prugh,82,11.08,35,316,88.9
134,135,135,D.J. Brigman,67,11.16,28,251,88.8
135,136,136,Vijay Singh,79,11.25,36,320,88.7
136,137,137,Brandt Jobe,100,11.28,44,390,88.7
137,138,138,Pat Perez,76,11.31,31,274,88.6
138,139,139,Alexandre Rocha,65,11.32,30,265,88.6
139,T140,T140,Alex Cejka,59,11.36,20,176,88.6
140,T140,T140,Jim Renner,65,11.36,25,220,88.6
141,142,142,Stephen Ames,69,11.41,30,263,88.5
142,143,143,Kent Jones,76,11.46,36,314,88.5
143,144,144,Billy Horschel,75,11.59,32,276,88.4
144,145,145,David Hearn,88,11.6,37,319,88.4
145,146,146,Shaun Micheel,77,11.65,36,309,88.3
146,147,147,Bill Lunde,92,11.67,42,360,88.3
147,148,148,Scott Stallings,84,11.69,36,308,88.3
148,149,149,Steve Marino,76,11.81,32,271,88.1
149,150,150,Jason Bohn,74,11.83,31,262,88.1
150,T151,T151,Kyle Stanley,98,11.93,42,352,88.0
151,T151,T151,Camilo Villegas,69,11.93,26,218,88.0
152,153,153,Chris Stroud,88,11.94,43,360,88.0
153,154,154,Tommy Gainey,104,11.96,47,393,88.0
154,155,155,Cameron Beckman,71,12.06,31,257,87.9
155,156,156,John Merrick,71,12.07,35,290,87.9
156,157,157,Troy Merritt,63,12.12,32,264,87.8
157,158,158,Robert Garrigus,83,12.16,36,296,87.8
158,159,159,Derek Lamely,65,12.22,33,270,87.7
159,160,160,Harrison Frazar,58,12.35,21,170,87.6
160,161,161,Will Strickler,51,12.39,27,218,87.6
161,162,162,Chez Reavie,92,12.46,44,353,87.5
162,163,163,Kris Blanks,92,12.53,45,359,87.4
163,164,164,Joseph Bramlett,73,12.55,34,271,87.4
164,165,165,Zack Miller,86,12.68,45,355,87.3
165,166,166,Chad Campbell,99,12.79,55,430,87.2
166,T167,T167,Rich Beem,53,12.85,23,179,87.1
167,T167,T167,Bobby Gates,82,12.85,37,288,87.1
168,169,169,Dustin Johnson,72,12.94,26,201,87.0
169,170,170,Nathan Green,81,13.11,40,305,86.8
170,T171,T171,Robert Allenby,84,13.14,41,312,86.8
171,T171,T171,John Rollins,85,13.14,41,312,86.8
172,173,173,Ricky Barnes,78,13.17,37,281,86.8
173,174,174,Bo Van Pelt,92,13.21,42,318,86.7
174,175,175,Chris Riley,76,13.47,40,297,86.5
175,176,176,Scott Gutschewski,67,13.48,31,230,86.5
176,177,177,D.J. Trahan,91,13.55,50,369,86.4
177,178,178,Tom Gillis,55,13.56,32,236,86.4
178,179,179,Jim Herman,69,13.67,38,278,86.3
179,180,180,Jhonattan Vegas,84,14.12,50,354,85.8
180,181,181,J.P. Hayes,56,14.14,27,191,85.8
181,182,182,Boo Weekley,66,14.63,42,287,85.3
182,183,183,Jarrod Lyle,83,14.94,49,328,85.0
183,184,184,Rocco Mediate,53,15.03,26,173,84.9
184,185,185,Justin Hicks,60,16.67,33,198,83.3
185,186,186,Joe Durant,71,16.79,46,274,83.2
