,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
112,113,113,Garrett Willis,71,-0.031,-1.9980000000000002,64
113,114,114,Brian Davis,105,-0.035,-3.242,92
114,115,115,Sung Kang,63,-0.042,-2.117,51
115,116,116,Ryan Palmer,82,-0.047,-2.812,60
116,117,117,Nick O'Hern,89,-0.055999999999999994,-4.2410000000000005,76
117,118,118,Brendan Steele,89,-0.06,-4.624,77
118,119,119,J.B. Holmes,57,-0.064,-3.025,47
119,120,120,Jason Bohn,74,-0.069,-4.592,67
120,121,121,Chez Reavie,92,-0.077,-6.332000000000001,82
121,122,122,Josh Teater,104,-0.08900000000000001,-8.21,92
122,123,123,Michael Connell,76,-0.09699999999999999,-6.997999999999999,72
123,124,124,Marc Leishman,87,-0.099,-7.943,80
124,125,125,John Rollins,85,-0.10099999999999999,-7.297000000000001,72
125,126,126,Justin Leonard,82,-0.11,-8.148,74
126,127,127,Cameron Beckman,71,-0.11199999999999999,-7.141,64
127,T128,T128,Jason Dufner,78,-0.11599999999999999,-7.542000000000001,65
128,T128,T128,Gary Woodland,93,-0.11599999999999999,-8.139,70
129,130,130,Fabián Gómez,84,-0.11699999999999999,-8.103,69
130,131,131,Sergio Garcia,61,-0.11900000000000001,-5.361000000000001,45
131,132,132,Vijay Singh,79,-0.131,-9.414,72
132,133,133,Chris DiMarco,93,-0.145,-11.876,82
133,134,134,Troy Matteson,91,-0.15,-12.127,81
134,135,135,Scott Stallings,84,-0.154,-10.651,69
135,136,136,Chris Stroud,88,-0.155,-12.11,78
136,137,137,Ryuji Imada,83,-0.157,-11.936,76
137,138,138,Jim Furyk,87,-0.16,-11.231,70
138,139,139,Jarrod Lyle,83,-0.163,-11.737,72
139,140,140,Bo Van Pelt,92,-0.16699999999999998,-11.849,71
140,141,141,Robert Allenby,84,-0.17300000000000001,-12.114,70
141,142,142,Bubba Watson,85,-0.182,-10.735,59
142,143,143,Stuart Appleby,65,-0.184,-11.048,60
143,144,144,Phil Mickelson,79,-0.19,-11.042,58
144,145,145,Camilo Villegas,69,-0.19399999999999998,-11.052999999999999,57
145,146,146,Michael Bradley,74,-0.196,-11.54,59
146,147,147,Chris Kirk,87,-0.20199999999999999,-15.58,77
147,148,148,Billy Mayfair,94,-0.237,-20.104,85
148,149,149,D.J. Brigman,67,-0.245,-13.469000000000001,55
149,150,150,Adam Scott,60,-0.247,-11.119000000000002,45
150,151,151,Sean O'Hair,71,-0.253,-15.165,60
151,152,152,Charley Hoffman,93,-0.256,-18.964000000000002,74
152,T153,T153,Chris Riley,76,-0.292,-19.826,68
153,T153,T153,Daniel Summerhays,75,-0.292,-19.299,66
154,155,155,Jhonattan Vegas,84,-0.315,-22.038,70
155,156,156,Davis Love III,70,-0.318,-16.557000000000002,52
156,157,157,Derek Lamely,65,-0.321,-18.634,58
157,158,158,Troy Merritt,63,-0.33399999999999996,-19.02,57
158,159,159,Jim Herman,69,-0.344,-19.628,57
159,160,160,David Duval,67,-0.364,-21.113000000000003,58
160,161,161,Chad Campbell,99,-0.368,-32.001999999999995,87
161,162,162,Robert Garrigus,83,-0.384,-26.499000000000002,69
162,163,163,Harrison Frazar,58,-0.386,-16.218,42
163,164,164,Rory Sabbatini,85,-0.40299999999999997,-24.596999999999998,61
164,165,165,Kevin Stadler,88,-0.426,-31.076,73
165,166,166,Tom Gillis,55,-0.436,-21.808000000000003,50
166,167,167,Kris Blanks,92,-0.44,-36.524,83
167,168,168,Bobby Gates,82,-0.452,-30.298000000000002,67
168,169,169,Ricky Barnes,78,-0.48,-30.734,64
169,170,170,Zack Miller,86,-0.483,-36.247,75
170,171,171,Heath Slocum,89,-0.493,-36.491,74
171,172,172,Kevin Chappell,78,-0.501,-30.551,61
172,173,173,Kyle Stanley,98,-0.506,-40.47,80
173,174,174,Dustin Johnson,72,-0.5489999999999999,-29.63,54
174,175,175,Joseph Bramlett,73,-0.581,-35.455999999999996,61
175,176,176,Alex Prugh,82,-0.5820000000000001,-41.352,71
176,177,177,Rich Beem,53,-0.5920000000000001,-27.246,46
177,178,178,Rocco Mediate,53,-0.621,-29.816999999999997,48
178,179,179,Paul Goydos,81,-0.628,-46.486000000000004,74
179,180,180,Scott Gutschewski,67,-0.638,-35.071,55
180,181,181,Alex Cejka,59,-0.665,-31.253,47
181,182,182,Ernie Els,71,-0.705,-41.606,59
182,183,183,D.J. Trahan,91,-0.815,-67.666,83
183,184,184,Joe Durant,71,-0.861,-55.13399999999999,64
184,185,185,Justin Hicks,60,-0.955,-42.016000000000005,44
185,186,186,Boo Weekley,66,-1.1,-62.721000000000004,57
