,Birdie_or_Better_Conversion_Percentage_RANK THIS WEEK,Birdie_or_Better_Conversion_Percentage_RANK LAST WEEK,Birdie_or_Better_Conversion_Percentage_PLAYER NAME,Birdie_or_Better_Conversion_Percentage_ROUNDS,Birdie_or_Better_Conversion_Percentage_%,Birdie_or_Better_Conversion_Percentage_# BIRDIES,Birdie_or_Better_Conversion_Percentage_GREENS HIT
130,131,131,Chris DiMarco,93,27.76,289,1041
131,132,132,Nate Smith,66,27.75,184,663
132,133,133,Alex Prugh,82,27.68,256,925
133,134,134,Sergio Garcia,61,27.63,202,731
134,135,135,Mark Wilson,89,27.62,285,1032
135,136,136,Nathan Green,81,27.61,238,862
136,137,137,Stuart Appleby,65,27.58,198,718
137,138,138,Ricky Barnes,78,27.51,255,927
138,139,139,Jarrod Lyle,83,27.45,241,878
139,140,140,Charles Howell III,108,27.43,353,1287
140,141,141,K.J. Choi,77,27.36,243,888
141,142,142,Bobby Gates,82,27.33,235,860
142,143,143,Chad Campbell,99,27.32,339,1241
143,T144,T144,Paul Goydos,81,27.26,256,939
144,T144,T144,Dean Wilson,62,27.26,190,697
145,146,146,Alex Cejka,59,27.25,191,701
146,147,147,Jerry Kelly,85,27.23,259,951
147,148,148,Nick O'Hern,89,27.21,277,1018
148,149,149,J.P. Hayes,56,27.14,162,597
149,150,150,Michael Putnam,67,27.12,198,730
150,151,151,Martin Piller,63,27.09,175,646
151,152,152,Scott Gutschewski,67,27.08,179,661
152,153,153,Sean O'Hair,71,27.01,215,796
153,154,154,Stephen Ames,69,27.0,206,763
154,155,155,Michael Bradley,74,26.97,229,849
155,156,156,D.J. Trahan,91,26.73,301,1126
156,157,157,Joseph Bramlett,73,26.71,203,760
157,158,158,David Hearn,88,26.67,264,990
158,159,159,Kris Blanks,92,26.64,296,1111
159,160,160,Jim Furyk,87,26.51,276,1041
160,161,161,Briny Baird,60,26.42,177,670
161,162,162,Johnson Wagner,81,26.34,245,930
162,163,163,J.J. Henry,96,26.29,300,1141
163,164,164,Kent Jones,76,26.15,221,845
164,165,165,Rocco Mediate,53,26.14,155,593
165,166,166,Ben Curtis,66,26.09,204,782
166,167,167,Jim Herman,69,26.01,194,746
167,168,168,Heath Slocum,89,25.98,293,1128
168,169,169,William McGirt,103,25.94,317,1222
169,T170,T170,Michael Connell,76,25.92,226,872
170,T170,T170,Steve Elkington,50,25.92,155,598
171,172,172,Trevor Immelman,84,25.88,266,1028
172,173,173,Tom Gillis,55,25.61,168,656
173,174,174,Chris Riley,76,25.39,213,839
174,175,175,Ernie Els,71,25.14,218,867
175,176,176,Troy Merritt,63,25.07,176,702
176,177,177,Colt Knost,80,24.88,205,824
177,178,178,Marc Turnesa,54,24.8,152,613
178,179,179,Justin Leonard,82,24.69,236,956
179,180,180,Daniel Summerhays,75,24.58,204,830
180,181,181,Shaun Micheel,77,24.55,203,827
181,182,182,Justin Hicks,60,24.07,148,615
182,183,183,Joe Durant,71,23.67,209,883
183,184,184,Rich Beem,53,23.52,139,591
184,185,185,Alexandre Rocha,65,23.32,163,699
185,186,186,Richard Johnson,64,23.0,152,661
