,Total_Putting_RANK THIS WEEK,Total_Putting_RANK LAST WEEK,Total_Putting_PLAYER NAME,Total_Putting_EVENTS,Total_Putting_TOTAL
108,109,109,Gary Woodland,25,220.5
109,110,110,K.J. Choi,22,222.1
110,111,111,James Driscoll,24,222.3
111,112,112,Phil Mickelson,21,222.6
112,113,113,Rod Pampling,21,222.7
113,114,114,Sean O'Hair,24,223.8
114,115,115,Arjun Atwal,29,224.3
115,116,116,John Merrick,21,226.5
116,117,117,Michael Connell,26,228.3
117,118,118,Cameron Beckman,25,228.8
118,119,119,Marc Leishman,27,229.6
119,120,120,Garrett Willis,24,232.3
120,121,121,Chris Stroud,28,234.2
121,122,122,Jason Bohn,22,234.3
122,123,123,Billy Horschel,25,236.3
123,124,124,Michael Bradley,24,237.2
124,125,125,Bio Kim,25,238.6
125,126,126,Jim Furyk,26,238.8
126,127,127,Alexandre Rocha,22,239.4
127,128,128,Troy Matteson,28,239.8
128,129,129,Stephen Ames,22,240.7
129,130,130,Charl Schwartzel,15,241.0
130,131,131,Fabián Gómez,26,242.1
131,132,132,Sergio Garcia,16,242.3
132,133,133,Adam Scott,18,242.8
133,134,134,Steve Marino,23,245.8
134,135,135,J.P. Hayes,19,247.3
135,136,136,Charley Hoffman,27,248.0
136,137,137,Ryuji Imada,29,248.4
137,138,138,Bill Lunde,28,250.3
138,139,139,Brandt Jobe,28,250.5
139,140,140,Derek Lamely,26,256.3
140,141,141,Chris Kirk,28,257.3
141,142,142,Tom Gillis,19,257.6
142,143,143,Robert Allenby,25,258.2
143,144,144,Stuart Appleby,24,259.4
144,145,145,Bo Van Pelt,27,261.5
145,146,146,Sung Kang,21,261.7
146,147,147,Chris DiMarco,31,264.8
147,148,148,D.J. Brigman,23,268.6
148,149,149,Harrison Frazar,19,271.5
149,150,150,Nick O'Hern,29,271.9
150,151,151,Vijay Singh,25,276.9
151,152,152,Kevin Chappell,26,279.8
152,153,153,Troy Merritt,23,281.2
153,154,154,Bubba Watson,22,282.3
154,155,155,Heath Slocum,29,283.0
155,156,156,Chez Reavie,27,283.6
156,157,157,John Rollins,27,284.0
157,158,158,Chad Campbell,29,285.0
158,159,159,Kyle Stanley,28,287.8
159,160,160,Zack Miller,30,289.8
160,161,161,Daniel Summerhays,29,291.0
161,162,162,Camilo Villegas,25,296.0
162,T163,T163,Jarrod Lyle,29,296.3
163,T163,T163,Alex Prugh,29,296.3
164,165,165,Robert Garrigus,26,296.5
165,166,166,Billy Mayfair,29,297.4
166,167,167,Jhonattan Vegas,25,305.6
167,168,168,David Duval,24,305.8
168,169,169,Jim Herman,22,307.8
169,170,170,Kris Blanks,29,315.5
170,171,171,Bobby Gates,29,316.7
171,172,172,Dustin Johnson,21,317.3
172,173,173,Chris Riley,25,321.8
173,174,174,Paul Goydos,25,324.5
174,175,175,Scott Gutschewski,23,324.7
175,176,176,Rich Beem,21,326.8
176,177,177,Joseph Bramlett,25,328.8
177,178,178,Kevin Stadler,27,332.1
178,T179,T179,Ricky Barnes,23,333.7
179,T179,T179,Ernie Els,21,333.7
180,181,181,Alex Cejka,21,335.9
181,182,182,Rocco Mediate,23,352.9
182,183,183,Joe Durant,25,353.7
183,184,184,Boo Weekley,23,354.5
184,185,185,Justin Hicks,23,359.5
185,186,186,D.J. Trahan,30,365.5
