,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
70,T70,T70,Briny Baird,100,32,38
71,T70,T70,Guy Boros,64,32,40
72,T70,T70,John Huston,62,32,44
73,T70,T70,Brian Kortan,65,32,35
74,T70,T70,Rod Pampling,98,32,42
75,T76,T76,Bart Bryant,73,31,33
76,T76,T76,Glen Day,101,31,35
77,T76,T76,Jay Delsing,76,31,36
78,T76,T76,Jason Dufner,79,31,42
79,T76,T76,Niclas Fasth,61,31,39
80,T76,T76,Todd Fischer,104,31,39
81,T76,T76,Dan Forsman,79,31,42
82,T76,T76,Sergio Garcia,65,31,34
83,T76,T76,Scott McCarron,88,31,36
84,T76,T76,David Morland IV,73,31,44
85,T76,T76,Dennis Paulson,71,31,37
86,T76,T76,Kevin Sutherland,86,31,37
87,T76,T76,David Toms,80,31,38
88,T76,T76,Duffy Waldorf,79,31,36
89,T76,T76,Dean Wilson,99,31,45
90,T91,T91,Chad Campbell,100,30,40
91,T91,T91,John Daly,79,30,35
92,T91,T91,Zach Johnson,109,30,42
93,T91,T91,Frank Lickliter II,89,30,39
94,T91,T91,David Peoples,82,30,35
95,T91,T91,Carl Pettersson,100,30,40
96,T91,T91,Tommy Tolles,67,30,44
97,T91,T91,Bob Tway,90,30,36
98,T99,T99,Stephen Ames,97,29,37
99,T99,T99,Arjun Atwal,85,29,39
100,T99,T99,Notah Begay III,71,29,40
101,T99,T99,Olin Browne,92,29,37
102,T99,T99,Mark Calcavecchia,79,29,41
103,T99,T99,Alex Cejka,76,29,41
104,T99,T99,Kris Cox,73,29,40
105,T99,T99,Chris DiMarco,105,29,36
106,T99,T99,Harrison Frazar,86,29,34
107,T99,T99,Mike Heinen,53,29,35
108,T99,T99,Jerry Kelly,113,29,38
109,T99,T99,Tom Lehman,70,29,36
110,T99,T99,Bo Van Pelt,107,29,37
111,T112,T112,Paul Azinger,75,28,32
112,T112,T112,Chris Couch,55,28,33
113,T112,T112,Steve Flesch,109,28,47
114,T112,T112,Fred Funk,97,28,41
115,T112,T112,Steve Lowery,91,28,49
116,T112,T112,Blaine McCallister,68,28,35
117,T112,T112,Joe Ogilvie,104,28,44
118,T112,T112,Jesper Parnevik,86,28,33
119,T112,T112,Kenny Perry,79,28,39
120,T112,T112,John Rollins,90,28,36
121,T112,T112,Scott Simpson,55,28,36
122,T123,T123,Michael Allen,87,27,31
123,T123,T123,Rich Barcelo,67,27,37
124,T123,T123,Craig Barlow,80,27,42
125,T123,T123,Bob Burns,88,27,35
126,T123,T123,Steve Elkington,64,27,33
127,T123,T123,Corey Pavin,83,27,33
128,T129,T129,K.J. Choi,83,26,38
129,T129,T129,Matt Gogel,86,26,36
130,T129,T129,J.P. Hayes,79,26,30
131,T129,T129,Len Mattiace,75,26,29
132,T129,T129,Dicky Pride,66,26,42
133,T134,T134,Stuart Appleby,84,25,33
134,T134,T134,Aaron Baddeley,87,25,33
135,T134,T134,Brian Bateman,84,25,32
136,T134,T134,Jonathan Byrd,85,25,37
137,T134,T134,Fred Couples,54,25,34
138,T134,T134,Danny Ellis,81,25,28
139,T134,T134,Bernhard Langer,59,25,28
140,T134,T134,Justin Leonard,90,25,26
141,T134,T134,Hirofumi Miyase,65,25,33
142,T143,T143,Tim Clark,84,24,36
143,T143,T143,Russ Cochran,61,24,29
144,T143,T143,Ben Crane,92,24,37
145,T143,T143,Brian Gay,96,24,28
146,T143,T143,Jeff Maggert,60,24,36
147,T143,T143,Kevin Muncrief,50,24,29
148,T143,T143,Geoff Ogilvy,91,24,35
149,T143,T143,Dan Olsen,75,24,32
150,T143,T143,Hidemichi Tanaka,89,24,30
151,T143,T143,Scott Verplank,92,24,27
152,T143,T143,Mike Weir,75,24,34
153,T143,T143,Mark Wilson,62,24,27
154,T155,T155,Ben Curtis,56,23,27
155,T155,T155,Luke Donald,72,23,30
156,T155,T155,Freddie Jacobson,83,23,35
157,T155,T155,Rocco Mediate,53,23,29
158,T155,T155,Deane Pappas,72,23,34
159,T160,T160,José Coceres,68,22,29
160,T160,T160,Mark Hensby,97,22,37
161,T160,T160,Tag Ridings,53,22,27
162,T163,T163,Tim Herron,84,21,30
163,T163,T163,Shigeki Maruyama,93,21,35
164,T165,T165,Mark Brooks,72,20,30
165,T165,T165,Stewart Cink,103,20,23
166,T165,T165,Todd Hamilton,92,20,23
167,T165,T165,Dudley Hart,60,20,26
168,T165,T165,Arron Oberholser,77,20,29
169,T165,T165,Andre Stolz,53,20,28
170,T171,T171,Tom Byrum,83,19,31
171,T171,T171,Stephen Leaney,84,19,22
172,T171,T171,Loren Roberts,81,19,25
173,T174,T174,John Cook,57,18,21
174,T174,T174,Tripp Isenhour,55,18,26
175,T174,T174,Peter Lonard,68,18,24
176,T174,T174,Adam Scott,55,18,22
177,T178,T178,Brad Faxon,94,17,21
178,T178,T178,Mark O'Meara,58,17,26
179,T178,T178,John Riegger,53,17,20
180,T178,T178,Justin Rose,77,17,31
181,T178,T178,Steve Stricker,81,17,19
182,T183,T183,Greg Chalmers,70,16,18
183,T183,T183,Ernie Els,62,16,17
184,T183,T183,Davis Love III,85,16,29
185,T183,T183,Craig Parry,52,16,20
186,T187,T187,Scott Hoch,52,15,21
187,T187,T187,Kirk Triplett,88,15,27
188,T187,T187,Tiger Woods,78,15,16
189,T190,T190,Darren Clarke,54,14,20
190,T190,T190,Jay Haas,84,14,18
191,T190,T190,Nick Price,51,14,18
192,193,193,Bob Estes,73,12,15
193,T194,T194,José María Olazábal,56,11,13
194,T194,T194,Chris Riley,78,11,15
195,196,196,Retief Goosen,56,9,11
