,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
94,95,95,Neal Lancaster,106,58.49,371,217
95,96,96,Scott McCarron,88,58.31,307,179
96,97,97,Tommy Armour III,87,58.13,332,193
97,T98,T98,Tom Carter,113,58.11,370,215
98,T98,T98,Brian Kortan,65,58.11,222,129
99,100,100,Bo Van Pelt,107,58.07,353,205
100,101,101,Jay Delsing,76,58.01,281,163
101,102,102,Esteban Toledo,92,58.0,350,203
102,103,103,John Daly,79,57.99,288,167
103,104,104,Chris Couch,55,57.98,188,109
104,T105,T105,K.J. Choi,83,57.97,295,171
105,T105,T105,Kevin Na,100,57.97,414,240
106,107,107,Robert Gamez,103,57.91,392,227
107,T108,T108,Guy Boros,64,57.89,285,165
108,T108,T108,Cliff Kresge,89,57.89,342,198
109,110,110,Brenden Pappas,111,57.88,444,257
110,111,111,Craig Parry,52,57.86,159,92
111,112,112,Ryan Palmer,103,57.84,408,236
112,113,113,Jonathan Byrd,85,57.74,310,179
113,114,114,Steve Pate,71,57.66,248,143
114,115,115,Dennis Paulson,71,57.61,276,159
115,116,116,Glen Day,101,57.49,367,211
116,117,117,Arjun Atwal,85,57.46,362,208
117,118,118,Briny Baird,100,57.41,324,186
118,119,119,Arron Oberholser,77,57.4,277,159
119,120,120,Justin Leonard,90,57.39,284,163
120,121,121,J.L. Lewis,106,57.38,413,237
121,122,122,David Branshaw,84,57.28,309,177
122,123,123,Deane Pappas,72,57.25,262,150
123,124,124,Jonathan Kaye,79,57.24,283,162
124,125,125,Nick Price,51,57.23,159,91
125,126,126,Niclas Fasth,61,57.21,222,127
126,127,127,Ted Purdy,114,57.17,453,259
127,T128,T128,Robert Allenby,93,57.14,301,172
128,T128,T128,Rich Barcelo,67,57.14,266,152
129,130,130,David Toms,80,57.03,256,146
130,131,131,Robert Damron,92,56.91,376,214
131,132,132,Hank Kuehne,91,56.85,394,224
132,133,133,Carlos Franco,99,56.81,382,217
133,T134,T134,D.J. Brigman,79,56.78,317,180
134,T134,T134,Charles Howell III,104,56.78,317,180
135,136,136,Mark O'Meara,58,56.74,178,101
136,137,137,David Peoples,82,56.7,291,165
137,T138,T138,Kenny Perry,79,56.52,276,156
138,T138,T138,Kirk Triplett,88,56.52,299,169
139,140,140,Notah Begay III,71,56.51,269,152
140,141,141,Scott Hoch,52,56.5,223,126
141,142,142,Andre Stolz,53,56.48,193,109
142,143,143,Alex Cejka,76,56.45,248,140
143,144,144,Jeff Brehaut,106,56.43,420,237
144,145,145,Kris Cox,73,56.38,282,159
145,146,146,Hirofumi Miyase,65,56.35,252,142
146,147,147,Peter Lonard,68,56.28,247,139
147,148,148,Russ Cochran,61,56.22,233,131
148,149,149,Stuart Appleby,84,56.2,258,145
149,150,150,Bart Bryant,73,56.19,299,168
150,151,151,Jeff Sluman,98,55.91,381,213
151,152,152,Justin Rose,77,55.84,274,153
152,153,153,Shaun Micheel,93,55.8,319,178
153,154,154,Jason Dufner,79,55.75,287,160
154,155,155,Jason Bohn,98,55.74,357,199
155,156,156,Steve Lowery,91,55.65,336,187
156,157,157,Jeff Maggert,60,55.61,223,124
157,158,158,Heath Slocum,92,55.38,381,211
158,159,159,Chris Smith,105,55.36,392,217
159,160,160,Steve Allan,102,55.35,374,207
160,161,161,Phil Mickelson,83,55.34,253,140
161,T162,T162,John Riegger,53,55.29,208,115
162,T162,T162,Mike Weir,75,55.29,255,141
163,164,164,John Cook,57,55.14,214,118
164,165,165,Corey Pavin,83,55.13,263,145
165,166,166,Pat Perez,102,55.12,410,226
166,167,167,Scott Hend,81,55.1,343,189
167,168,168,Rich Beem,81,54.96,282,155
168,169,169,Matt Kuchar,83,54.95,313,172
169,170,170,Woody Austin,94,54.89,399,219
170,171,171,Olin Browne,92,54.72,318,174
171,172,172,Kevin Sutherland,86,54.55,297,162
172,173,173,Craig Barlow,80,54.33,335,182
173,174,174,Craig Perks,75,54.31,313,170
174,175,175,Grant Waite,79,54.18,299,162
175,176,176,Sergio Garcia,65,54.11,207,112
176,177,177,Joey Sindelar,100,54.08,368,199
177,178,178,Joe Durant,85,54.03,298,161
178,179,179,Jay Williamson,100,53.79,422,227
179,180,180,Omar Uresti,85,53.66,328,176
180,181,181,Bernhard Langer,59,53.51,185,99
181,182,182,Mark Brooks,72,53.44,247,132
182,183,183,Mark Wilson,62,53.36,238,127
183,184,184,Ben Curtis,56,53.3,182,97
184,185,185,Lucas Glover,95,53.28,351,187
185,186,186,Gene Sauers,83,52.92,325,172
186,187,187,Tripp Isenhour,55,52.71,203,107
187,188,188,Vaughn Taylor,84,52.55,333,175
188,189,189,Rocco Mediate,53,51.85,162,84
189,190,190,Bob Estes,73,51.54,227,117
190,191,191,Vijay Singh,112,51.2,375,192
191,192,192,Fred Couples,54,50.8,187,95
192,193,193,John Huston,62,50.75,201,102
193,194,194,Billy Mayfair,109,50.26,392,197
194,195,195,David Gossett,57,49.82,275,137
195,196,196,Kevin Muncrief,50,47.91,215,103
