,Average_Distance_of_Putts_made_RANK THIS WEEK,Average_Distance_of_Putts_made_RANK LAST WEEK,Average_Distance_of_Putts_made_PLAYER NAME,Average_Distance_of_Putts_made_ROUNDS,Average_Distance_of_Putts_made_AVG,Average_Distance_of_Putts_made_TOTAL DIST. (INCHES),Average_Distance_of_Putts_made_TOTAL ROUNDS,Average_Distance_of_Putts_made_AVG DIST.,Average_Distance_of_Putts_made_BEST ROUND
43,T43,T43,Jesper Parnevik,86,"80' 4""",66518,69,"4' 6""","158' 9"""
44,45,45,Kirk Triplett,88,"80' 2""",61584,64,"4' 6""","133' 9"""
45,46,46,Bob Burns,88,"80' 1""",71089,74,"4' 6""","155' 6"""
46,T47,T47,Rod Pampling,98,"80' 0""",70077,73,"4' 6""","137' 5"""
47,T47,T47,David Toms,80,"80' 0""",49925,52,"4' 7""","157' 3"""
48,49,49,Kenny Perry,79,"79' 11""",58497,61,"4' 6""","149' 5"""
49,T50,T50,Nick Price,51,"79' 10""",34484,36,"4' 6""","142' 4"""
50,T50,T50,Loren Roberts,81,"79' 10""",65133,68,"4' 6""","140' 7"""
51,52,52,Mark Hensby,97,"79' 9""",78444,82,"4' 6""","136' 8"""
52,T53,T53,D.J. Brigman,79,"79' 8""",59277,62,"4' 6""","136' 9"""
53,T53,T53,Tom Byrum,83,"79' 8""",68830,72,"4' 6""","167' 7"""
54,T55,T55,Guy Boros,64,"79' 7""",49652,52,"4' 6""","168' 4"""
55,T55,T55,Skip Kendall,99,"79' 7""",70642,74,"4' 6""","167' 8"""
56,57,57,Scott Verplank,92,"79' 6""",63910,67,"4' 6""","155' 1"""
57,T58,T58,Cameron Beckman,99,"79' 5""",77203,81,"4' 6""","143' 1"""
58,T58,T58,Danny Briggs,85,"79' 5""",69582,73,"4' 6""","131' 7"""
59,T58,T58,Jonathan Byrd,85,"79' 5""",66713,70,"4' 6""","150' 4"""
60,T58,T58,Danny Ellis,81,"79' 5""",60049,63,"4' 6""","137' 7"""
61,62,62,Craig Perks,75,"79' 4""",59014,62,"4' 6""","151' 4"""
62,63,63,Tim Clark,84,"79' 3""",65592,69,"4' 5""","149' 7"""
63,64,64,Rich Barcelo,67,"79' 2""",53226,56,"4' 6""","166' 1"""
64,65,65,Luke Donald,72,"79' 1""",56002,59,"4' 5""","147' 5"""
65,T66,T66,Glen Day,101,"79' 0""",81487,86,"4' 5""","144' 8"""
66,T66,T66,Ken Duke,89,"79' 0""",71117,75,"4' 5""","165' 6"""
67,T66,T66,Jerry Kelly,113,"79' 0""",78658,83,"4' 5""","160' 9"""
68,T69,T69,Chris DiMarco,105,"78' 11""",71958,76,"4' 5""","165' 4"""
69,T69,T69,Rory Sabbatini,89,"78' 11""",70079,74,"4' 6""","148' 11"""
70,T69,T69,Steve Stricker,81,"78' 11""",60596,64,"4' 6""","135' 9"""
71,72,72,Craig Bowden,83,"78' 10""",68115,72,"4' 5""","142' 5"""
72,73,73,Tag Ridings,53,"78' 9""",38737,41,"4' 7""","139' 9"""
73,T74,T74,Dan Olsen,75,"78' 8""",55670,59,"4' 5""","163' 3"""
74,T74,T74,Scott Simpson,55,"78' 8""",47179,50,"4' 5""","140' 5"""
75,T76,T76,Woody Austin,94,"78' 7""",76364,81,"4' 5""","159' 6"""
76,T76,T76,Craig Parry,52,"78' 7""",31108,33,"4' 5""","147' 7"""
77,T78,T78,Chris Couch,55,"78' 6""",40502,43,"4' 5""","152' 1"""
78,T78,T78,David Frost,78,"78' 6""",64086,68,"4' 6""","168' 9"""
79,T78,T78,Len Mattiace,75,"78' 6""",64057,68,"4' 5""","149' 5"""
80,T78,T78,Phil Mickelson,83,"78' 6""",49915,53,"4' 5""","119' 7"""
81,T78,T78,Justin Rose,77,"78' 6""",56491,60,"4' 5""","127' 7"""
82,T83,T83,José Coceres,68,"78' 5""",51770,55,"4' 4""","191' 2"""
83,T83,T83,Steve Lowery,91,"78' 5""",68692,73,"4' 5""","176' 1"""
84,T85,T85,Tommy Armour III,87,"78' 4""",70532,75,"4' 5""","135' 4"""
85,T85,T85,Ben Curtis,56,"78' 4""",36641,39,"4' 6""","170' 0"""
86,T85,T85,Brian Gay,96,"78' 4""",78996,84,"4' 5""","131' 10"""
87,T85,T85,Kent Jones,99,"78' 4""",78033,83,"4' 4""","173' 6"""
88,89,89,Hank Kuehne,91,"78' 3""",74200,79,"4' 6""","147' 8"""
89,T90,T90,Tripp Isenhour,55,"78' 2""",43159,46,"4' 5""","126' 10"""
90,T90,T90,Matt Kuchar,83,"78' 2""",68441,73,"4' 5""","163' 11"""
91,T90,T90,Dean Wilson,99,"78' 2""",81635,87,"4' 5""","152' 10"""
92,T93,T93,Paul Azinger,75,"78' 0""",59908,64,"4' 5""","154' 10"""
93,T93,T93,Steve Elkington,64,"78' 0""",49588,53,"4' 4""","147' 6"""
94,95,95,Deane Pappas,72,"77' 11""",54241,58,"4' 4""","164' 9"""
95,T96,T96,Mike Heinen,53,"77' 10""",45775,49,"4' 4""","146' 4"""
96,T96,T96,Lee Janzen,84,"77' 10""",62585,67,"4' 5""","196' 8"""
97,T96,T96,Duffy Waldorf,79,"77' 10""",53265,57,"4' 5""","135' 8"""
98,99,99,Billy Andrade,104,"77' 8""",81101,87,"4' 5""","161' 10"""
99,100,100,Jonathan Kaye,79,"77' 7""",57734,62,"4' 4""","163' 10"""
100,T101,T101,Dudley Hart,60,"77' 5""",39946,43,"4' 4""","115' 9"""
101,T101,T101,Jeff Maggert,60,"77' 5""",46457,50,"4' 4""","146' 1"""
102,T101,T101,Ryan Palmer,103,"77' 5""",78985,85,"4' 5""","130' 10"""
103,T104,T104,Pat Bates,99,"77' 4""",79840,86,"4' 5""","152' 0"""
104,T104,T104,Arron Oberholser,77,"77' 4""",53824,58,"4' 5""","144' 1"""
105,106,106,John Daly,79,"77' 3""",60284,65,"4' 4""","149' 6"""
106,T107,T107,Jay Delsing,76,"77' 2""",54644,59,"4' 5""","132' 11"""
107,T107,T107,John Rollins,90,"77' 2""",62956,68,"4' 5""","133' 9"""
108,T109,T109,Steve Allan,102,"77' 1""",79548,86,"4' 4""","143' 5"""
109,T109,T109,Arjun Atwal,85,"77' 1""",63841,69,"4' 4""","160' 3"""
110,T109,T109,Scott Hoch,52,"77' 1""",41607,45,"4' 4""","131' 6"""
111,T109,T109,Gene Sauers,83,"77' 1""",64775,70,"4' 4""","137' 4"""
112,T113,T113,K.J. Choi,83,"77' 0""",57294,62,"4' 4""","119' 5"""
113,T113,T113,Fred Funk,97,"77' 0""",73028,79,"4' 4""","150' 6"""
114,T115,T115,Craig Barlow,80,"76' 10""",62682,68,"4' 4""","123' 8"""
115,T115,T115,Davis Love III,85,"76' 10""",53487,58,"4' 4""","140' 0"""
116,T115,T115,Scott McCarron,88,"76' 10""",69166,75,"4' 4""","146' 4"""
117,T115,T115,David Peoples,82,"76' 10""",69126,75,"4' 4""","157' 4"""
118,T119,T119,Tom Carter,113,"76' 9""",85630,93,"4' 4""","153' 7"""
119,T119,T119,Russ Cochran,61,"76' 9""",46973,51,"4' 4""","144' 7"""
120,T119,T119,Neal Lancaster,106,"76' 9""",82865,90,"4' 5""","139' 0"""
121,T122,T122,Jeff Sluman,98,"76' 8""",70802,77,"4' 4""","125' 4"""
122,T122,T122,Jay Williamson,100,"76' 8""",80997,88,"4' 4""","142' 10"""
123,T124,T124,Kris Cox,73,"76' 7""",53328,58,"4' 3""","158' 10"""
124,T124,T124,Chris Riley,78,"76' 7""",45930,50,"4' 4""","139' 11"""
125,126,126,Retief Goosen,56,"76' 6""",36737,40,"4' 3""","144' 6"""
126,T127,T127,Michael Allen,87,"76' 5""",66913,73,"4' 4""","128' 5"""
127,T127,T127,Ernie Els,62,"76' 5""",37615,41,"4' 4""","147' 1"""
128,T129,T129,David Branshaw,84,"76' 4""",64152,70,"4' 3""","140' 4"""
129,T129,T129,Stephen Leaney,84,"76' 4""",52236,57,"4' 4""","168' 4"""
130,T129,T129,Hirofumi Miyase,65,"76' 4""",48534,53,"4' 4""","136' 10"""
131,T129,T129,Steve Pate,71,"76' 4""",50378,55,"4' 4""","187' 1"""
132,T133,T133,Olin Browne,92,"76' 2""",70398,77,"4' 3""","131' 0"""
133,T133,T133,Chad Campbell,100,"76' 2""",69463,76,"4' 4""","146' 1"""
134,T133,T133,David Gossett,57,"76' 2""",44787,49,"4' 3""","134' 11"""
135,T133,T133,Cliff Kresge,89,"76' 2""",64909,71,"4' 3""","166' 8"""
136,T133,T133,Tom Lehman,70,"76' 2""",49351,54,"4' 3""","175' 2"""
137,T138,T138,Briny Baird,100,"76' 1""",70295,77,"4' 3""","166' 3"""
138,T138,T138,Tom Pernice Jr.,103,"76' 1""",74834,82,"4' 3""","133' 7"""
139,T138,T138,Vijay Singh,112,"76' 1""",80331,88,"4' 4""","146' 0"""
140,T141,T141,Robert Allenby,93,"76' 0""",62007,68,"4' 3""","136' 1"""
141,T141,T141,Jason Dufner,79,"76' 0""",61110,67,"4' 4""","138' 2"""
142,T141,T141,John Huston,62,"76' 0""",41021,45,"4' 3""","117' 6"""
143,T141,T141,Roger Tambellini,81,"76' 0""",61133,67,"4' 3""","131' 7"""
144,T145,T145,Tim Herron,84,"75' 11""",60114,66,"4' 3""","153' 2"""
145,T145,T145,John Senden,99,"75' 11""",74669,82,"4' 3""","134' 5"""
146,147,147,Carlos Franco,99,"75' 10""",78269,86,"4' 3""","171' 6"""
147,148,148,Robert Gamez,103,"75' 9""",79971,88,"4' 3""","152' 10"""
148,149,149,J.L. Lewis,106,"75' 8""",78059,86,"4' 3""","160' 9"""
149,150,150,John Riegger,53,"75' 6""",43479,48,"4' 3""","116' 3"""
150,T151,T151,Jason Bohn,98,"75' 3""",74015,82,"4' 3""","160' 2"""
151,T151,T151,Todd Fischer,104,"75' 3""",78526,87,"4' 4""","117' 1"""
152,T153,T153,Peter Lonard,68,"75' 2""",48720,54,"4' 3""","151' 11"""
153,T153,T153,José María Olazábal,56,"75' 2""",37002,41,"4' 4""","204' 10"""
154,T153,T153,Dennis Paulson,71,"75' 2""",57748,64,"4' 3""","136' 0"""
155,T156,T156,Robert Damron,92,"75' 1""",71178,79,"4' 3""","153' 2"""
156,T156,T156,Spike McRoy,93,"75' 1""",65799,73,"4' 3""","138' 10"""
157,T158,T158,Rich Beem,81,"75' 0""",54872,61,"4' 3""","132' 7"""
158,T158,T158,Joe Durant,85,"75' 0""",67491,75,"4' 2""","164' 4"""
159,T158,T158,Chris Smith,105,"75' 0""",76489,85,"4' 3""","148' 11"""
160,161,161,Hidemichi Tanaka,89,"74' 10""",69154,77,"4' 3""","163' 6"""
161,162,162,Heath Slocum,92,"74' 9""",71773,80,"4' 3""","143' 1"""
162,163,163,Bart Bryant,73,"74' 8""",58212,65,"4' 2""","128' 0"""
163,164,164,Charles Howell III,104,"74' 6""",66182,74,"4' 2""","174' 5"""
164,165,165,J.P. Hayes,79,"74' 5""",53560,60,"4' 3""","146' 11"""
165,166,166,Vaughn Taylor,84,"74' 4""",65142,73,"4' 2""","159' 8"""
166,T167,T167,Lucas Glover,95,"74' 2""",70349,79,"4' 2""","188' 0"""
167,T167,T167,Bernhard Langer,59,"74' 2""",36501,41,"4' 2""","143' 9"""
168,T167,T167,Esteban Toledo,92,"74' 2""",67621,76,"4' 2""","139' 0"""
169,170,170,Brian Kortan,65,"74' 1""",47139,53,"4' 2""","130' 6"""
170,T171,T171,Todd Hamilton,92,"74' 0""",62168,70,"4' 2""","161' 10"""
171,T171,T171,Rocco Mediate,53,"74' 0""",28422,32,"4' 2""","147' 4"""
172,173,173,Kevin Na,100,"73' 11""",73609,83,"4' 3""","146' 9"""
173,174,174,Corey Pavin,83,"73' 10""",55826,63,"4' 2""","132' 0"""
174,175,175,J.J. Henry,103,"73' 8""",77797,88,"4' 2""","150' 1"""
175,176,176,Andre Stolz,53,"73' 7""",41516,47,"4' 2""","118' 7"""
176,177,177,Blaine McCallister,68,"73' 5""",47566,54,"4' 3""","133' 6"""
177,T178,T178,Kevin Muncrief,50,"73' 4""",36099,41,"4' 2""","126' 8"""
178,T178,T178,Joey Sindelar,100,"73' 4""",74788,85,"4' 2""","142' 3"""
179,180,180,Billy Mayfair,109,"73' 3""",78224,89,"4' 1""","147' 5"""
180,181,181,Bob Estes,73,"73' 2""",41262,47,"4' 2""","137' 8"""
181,T182,T182,Jeff Brehaut,106,"73' 0""",77055,88,"4' 2""","145' 10"""
182,T182,T182,Grant Waite,79,"73' 0""",56947,65,"4' 2""","111' 0"""
183,T184,T184,John Cook,57,"72' 8""",41846,48,"4' 1""","132' 5"""
184,T184,T184,Niclas Fasth,61,"72' 8""",41838,48,"4' 1""","135' 2"""
185,186,186,Kevin Sutherland,86,"72' 7""",54857,63,"4' 1""","119' 10"""
186,187,187,Fred Couples,54,"72' 6""",37398,43,"4' 1""","158' 8"""
187,188,188,Notah Begay III,71,"72' 5""",54738,63,"4' 1""","130' 10"""
188,189,189,Mathias Grönberg,91,"72' 1""",61418,71,"4' 1""","126' 1"""
189,190,190,Mark Brooks,72,"71' 5""",46259,54,"3' 12""","117' 9"""
190,T191,T191,Dicky Pride,66,"70' 8""",47503,56,"3' 12""","128' 6"""
191,T191,T191,Omar Uresti,85,"70' 8""",60188,71,"3' 12""","140' 11"""
192,193,193,Roland Thatcher,66,"70' 6""",46555,55,"4' 1""","135' 8"""
193,194,194,Justin Leonard,90,"70' 3""",53106,63,"3' 12""","127' 0"""
194,195,195,Jay Haas,84,"69' 8""",49330,59,"3' 11""","137' 10"""
195,196,196,Sergio Garcia,65,"69' 1""",41433,50,"3' 11""","146' 7"""
