,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
149,150,150,Chad Campbell,36.94,133,360
150,151,151,Scott Hend,36.87,73,198
151,152,152,Arron Oberholser,36.67,99,270
152,153,153,Kent Jones,36.6,112,306
153,T154,T154,Bart Bryant,36.57,79,216
154,T154,T154,Mark Wilson,36.57,79,216
155,156,156,Tripp Isenhour,36.51,46,126
156,T157,T157,Jay Haas,36.42,118,324
157,T157,T157,Todd Hamilton,36.42,118,324
158,T157,T157,John Huston,36.42,59,162
159,T160,T160,J.P. Hayes,36.36,72,198
160,T160,T160,Cliff Kresge,36.36,72,198
161,T160,T160,Mark O'Meara,36.36,72,198
162,T160,T160,Scott Verplank,36.36,144,396
163,T164,T164,Luke Donald,36.3,98,270
164,T164,T164,Sergio Garcia,36.3,98,270
165,T166,T166,Steve Allan,36.27,111,306
166,T166,T166,John Daly,36.27,111,306
167,168,168,Shaun Micheel,36.26,124,342
168,169,169,Kenny Perry,36.11,104,288
169,170,170,Craig Barlow,35.93,97,270
170,171,171,Fred Couples,35.86,71,198
171,172,172,Scott Simpson,35.8,58,162
172,173,173,Steve Pate,35.56,64,180
173,174,174,Mark Calcavecchia,35.42,102,288
174,175,175,Charles Howell III,35.35,140,396
175,176,176,Deane Pappas,35.32,89,252
176,177,177,Justin Leonard,35.09,120,342
177,178,178,Alex Cejka,35.04,82,234
178,179,179,Craig Parry,35.0,63,180
179,180,180,Duffy Waldorf,34.92,88,252
180,T181,T181,Russ Cochran,34.72,50,144
181,T181,T181,Chris Couch,34.72,25,72
182,183,183,Chris Smith,34.5,118,342
183,184,184,Rocco Mediate,34.26,37,108
184,185,185,Pat Perez,33.92,116,342
185,186,186,Roger Tambellini,33.84,67,198
186,T187,T187,Kris Cox,33.33,60,180
187,T187,T187,Esteban Toledo,33.33,54,162
188,189,189,Billy Mayfair,33.08,131,396
189,190,190,Rich Beem,32.91,77,234
190,191,191,Briny Baird,32.8,124,378
191,192,192,Hidemichi Tanaka,32.72,106,324
192,193,193,John Riegger,32.22,58,180
193,194,194,Kevin Muncrief,31.48,17,54
194,195,195,David Gossett,29.63,16,54
195,196,196,Steve Elkington,29.29,58,198
