,3-Putt_Avoidance__25_RANK THIS WEEK,3-Putt_Avoidance__25_RANK LAST WEEK,3-Putt_Avoidance__25_PLAYER NAME,3-Putt_Avoidance__25_ROUNDS,3-Putt_Avoidance__25_%,3-Putt_Avoidance__25_TOTAL 3 PUTTS,3-Putt_Avoidance__25_ATTEMPTS,3-Putt_Avoidance__25_2 PUTT OR BETTER %
93,94,94,Chris DiMarco,105,9.7,29,299,90.3
94,T95,T95,Jeff Sluman,98,9.71,34,350,90.2
95,T95,T95,Andre Stolz,53,9.71,20,206,90.2
96,97,97,Nick Price,51,9.72,14,144,90.2
97,98,98,Dan Forsman,79,9.75,31,318,90.2
98,99,99,Heath Slocum,92,9.83,34,346,90.1
99,100,100,Jason Bohn,98,9.84,38,386,90.1
100,101,101,Jay Williamson,100,9.92,36,363,90.0
101,T102,T102,David Frost,78,10.06,36,358,89.9
102,T102,T102,Matt Kuchar,83,10.06,36,358,89.9
103,104,104,Notah Begay III,71,10.14,29,286,89.8
104,T105,T105,Charles Howell III,104,10.15,34,335,89.8
105,T105,T105,Roger Tambellini,81,10.15,33,325,89.8
106,107,107,Adam Scott,55,10.17,18,177,89.8
107,108,108,Kevin Na,100,10.23,36,352,89.7
108,109,109,Paul Azinger,75,10.26,28,273,89.7
109,110,110,Dudley Hart,60,10.31,20,194,89.6
110,111,111,J.P. Hayes,79,10.32,26,252,89.6
111,112,112,John Rollins,90,10.33,28,271,89.6
112,113,113,Spike McRoy,93,10.34,36,348,89.6
113,114,114,Dicky Pride,66,10.36,26,251,89.6
114,115,115,Steve Pate,71,10.38,33,318,89.6
115,116,116,Jay Delsing,76,10.4,31,298,89.6
116,117,117,Robert Allenby,93,10.42,37,355,89.5
117,118,118,Blaine McCallister,68,10.45,28,268,89.5
118,119,119,Rich Barcelo,67,10.47,27,258,89.5
119,120,120,Kenny Perry,79,10.53,28,266,89.4
120,121,121,Craig Bowden,83,10.56,34,322,89.4
121,122,122,Gene Sauers,83,10.57,35,331,89.4
122,123,123,John Daly,79,10.6,30,283,89.4
123,124,124,Robert Gamez,103,10.61,35,330,89.3
124,125,125,Steve Elkington,64,10.63,27,254,89.3
125,T126,T126,Russ Cochran,61,10.67,24,225,89.3
126,T126,T126,Craig Parry,52,10.67,16,150,89.3
127,T128,T128,Cameron Beckman,99,10.68,41,384,89.3
128,T128,T128,John Senden,99,10.68,47,440,89.3
129,130,130,Vijay Singh,112,10.7,41,383,89.3
130,131,131,Duffy Waldorf,79,10.73,31,289,89.2
131,132,132,J.L. Lewis,106,10.77,39,362,89.2
132,133,133,Jeff Maggert,60,10.81,24,222,89.1
133,134,134,Pat Bates,99,10.83,47,434,89.1
134,135,135,Danny Briggs,85,10.85,37,341,89.1
135,136,136,Vaughn Taylor,84,10.86,34,313,89.1
136,137,137,Steve Allan,102,10.9,41,376,89.1
137,138,138,Grant Waite,79,10.91,37,339,89.0
138,139,139,Neal Lancaster,106,10.96,47,429,89.0
139,T140,T140,Bart Bryant,73,11.03,31,281,88.9
140,T140,T140,Dennis Paulson,71,11.03,31,281,88.9
141,142,142,Ryan Palmer,103,11.06,44,398,88.9
142,143,143,Billy Andrade,104,11.11,44,396,88.8
143,144,144,Rory Sabbatini,89,11.15,36,323,88.8
144,T145,T145,Ted Purdy,114,11.18,51,456,88.8
145,T145,T145,Omar Uresti,85,11.18,34,304,88.8
146,147,147,Hunter Mahan,94,11.23,42,374,88.7
147,148,148,Bob Tway,90,11.24,30,267,88.7
148,149,149,Tom Lehman,70,11.33,29,256,88.6
149,T150,T150,Kris Cox,73,11.37,29,255,88.6
150,T150,T150,Mike Weir,75,11.37,24,211,88.6
151,152,152,Kevin Sutherland,86,11.44,31,271,88.5
152,153,153,David Morland IV,73,11.48,31,270,88.5
153,154,154,Tommy Tolles,67,11.54,30,260,88.4
154,T155,T155,Shaun Micheel,93,11.7,40,342,88.3
155,T155,T155,Tag Ridings,53,11.7,22,188,88.3
156,157,157,Ken Duke,89,11.71,41,350,88.2
157,158,158,Scott Simpson,55,11.72,28,239,88.2
158,159,159,Mathias Grönberg,91,11.75,39,332,88.2
159,160,160,Lucas Glover,95,11.86,42,354,88.1
160,161,161,Skip Kendall,99,11.89,39,328,88.1
161,162,162,Brian Kortan,65,11.9,32,269,88.1
162,163,163,Alex Cejka,76,11.93,29,243,88.0
163,T164,T164,David Branshaw,84,12.05,37,307,87.9
164,T164,T164,Jeff Brehaut,106,12.05,50,415,87.9
165,166,166,Mark Calcavecchia,79,12.18,29,238,87.8
166,T167,T167,Joe Durant,85,12.2,40,328,87.8
167,T167,T167,Jonathan Kaye,79,12.2,36,295,87.8
168,169,169,Craig Perks,75,12.24,36,294,87.7
169,170,170,Joey Sindelar,100,12.25,49,400,87.7
170,171,171,Guy Boros,64,12.36,32,259,87.6
171,172,172,Carlos Franco,99,12.41,49,395,87.5
172,173,173,David Toms,80,12.45,31,249,87.5
173,174,174,D.J. Brigman,79,12.46,39,313,87.5
174,T175,T175,Mike Heinen,53,12.61,29,230,87.3
175,T175,T175,Chris Smith,105,12.61,59,468,87.3
176,T175,T175,Esteban Toledo,92,12.61,42,333,87.3
177,178,178,Chris Couch,55,12.67,28,221,87.3
178,179,179,Cliff Kresge,89,12.82,40,312,87.1
179,180,180,Robert Damron,92,12.95,43,332,87.0
180,181,181,Scott Hend,81,12.96,42,324,87.0
181,182,182,Fred Couples,54,13.02,25,192,86.9
182,183,183,Kevin Muncrief,50,13.11,24,183,86.8
183,184,184,Woody Austin,94,13.18,41,311,86.8
184,185,185,Roland Thatcher,66,13.21,35,265,86.7
185,186,186,Sergio Garcia,65,13.36,31,232,86.6
186,187,187,Rich Beem,81,13.57,35,258,86.4
187,188,188,Ben Curtis,56,13.61,23,169,86.3
188,189,189,Lee Janzen,84,13.62,44,323,86.3
189,190,190,Bernhard Langer,59,14.12,25,177,85.8
190,191,191,Niclas Fasth,61,14.22,31,218,85.7
191,192,192,Pat Perez,102,14.49,51,352,85.5
192,193,193,Phil Mickelson,83,15.63,35,224,84.3
193,194,194,David Gossett,57,16.36,35,214,83.6
194,195,195,Rocco Mediate,53,16.79,23,137,83.2
195,196,196,John Huston,62,17.02,32,188,82.9
